Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Хвойнинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500					
		0.24%	0.23%	0.22%	0.10%	0.20%	1.27%	1.49%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.44%	0.31%	0.00%	0.31%	0.00%	0.22%	0.52%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	1002	178	133	155	57	12	13	3	6	28	22	7	11	40	19	35	28	34	83	29	109					
		11.89%	13.35%	14.44%	15.88%	11.59%	7.64%	19.40%	4.41%	4.88%	15.05%	14.97%	7.45%	7.14%	5.87%	5.94%	14.29%	8.67%	15.96%	9.15%	15.10%	13.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	472	88	50	63	35	4	5	2	7	13	4	6	8	28	15	14	16	10	41	6	57					
		5.60%	6.60%	5.43%	6.45%	7.11%	2.55%	7.46%	2.94%	5.69%	6.99%	2.72%	6.38%	5.19%	4.11%	4.69%	5.71%	4.95%	4.69%	4.52%	3.13%	6.86%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	92	16	5	8	10	2	1	2	1	1	4	0	0	12	2	3	3	1	10	1	10					
		1.09%	1.20%	0.54%	0.82%	2.03%	1.27%	1.49%	2.94%	0.81%	0.54%	2.72%	0.00%	0.00%	1.76%	0.63%	1.22%	0.93%	0.47%	1.10%	0.52%	1.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5647	821	583	612	318	114	39	57	103	111	94	75	114	540	257	167	217	141	606	131	547					
		66.99%	61.59%	63.30%	62.70%	64.63%	72.61%	58.21%	83.82%	83.74%	59.68%	63.95%	79.79%	74.03%	79.30%	80.31%	68.16%	67.18%	66.20%	66.81%	68.23%	65.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	35	6	9	1	2	0	0	0	0	1	0	0	0	1	0	3	2	2	3	0	5					
		0.42%	0.45%	0.98%	0.10%	0.41%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.15%	0.00%	1.22%	0.62%	0.94%	0.33%	0.00%	0.60%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
