Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Надымская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1440	60	60	60	60	60	60	60	60	60	60	60	10	65	65	50	30	35	50	35	0	0	0	40	0	0	0	100	100	100	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1277	29	33	53	39	55	57	60	57	56	53	57	10	58	30	50	30	35	50	35	0	0	0	40	0	0	0	96	96	98	100					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	267	1	8	1	0	0	0	0	0	0	0	4	27	2	0	0	23	19	0	21	0	0	2	0	5	14	88	0	6	3	43					
14	Число погашенных неиспользованных открепительных удостоверений	163	31	27	7	21	5	3	0	3	4	7	3	0	7	35	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	1	5	4	5	2	7	2	0	2	3	5	0	10	6	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4001	174	214	152	183	205	211	210	221	197	210	300	46	248	222	142	68	32	38	90	5	40	34	9	58	71	26	122	228	108	137					
		9.62%	11.47%	12.52%	10.90%	10.51%	11.48%	11.78%	13.82%	15.35%	12.15%	13.56%	15.79%	2.74%	14.26%	12.82%	15.42%	8.90%	3.30%	3.21%	13.80%	2.94%	9.20%	3.13%	1.34%	2.57%	3.74%	1.48%	8.87%	14.25%	7.28%	10.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6082	292	317	241	346	332	298	250	260	310	332	360	67	326	361	169	133	81	94	126	16	27	57	16	81	92	82	206	275	286	249					
		14.62%	19.25%	18.55%	17.29%	19.87%	18.59%	16.64%	16.45%	18.06%	19.12%	21.43%	18.95%	3.99%	18.75%	20.84%	18.35%	17.41%	8.36%	7.95%	19.33%	9.41%	6.21%	5.25%	2.38%	3.59%	4.84%	4.68%	14.97%	17.19%	19.29%	19.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	473	23	18	23	20	27	19	25	24	20	23	21	5	26	19	8	8	11	6	13	3	9	6	5	24	11	5	7	20	24	20					
		1.14%	1.52%	1.05%	1.65%	1.15%	1.51%	1.06%	1.64%	1.67%	1.23%	1.48%	1.11%	0.30%	1.50%	1.10%	0.87%	1.05%	1.14%	0.51%	1.99%	1.76%	2.07%	0.55%	0.74%	1.06%	0.58%	0.29%	0.51%	1.25%	1.62%	1.58%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3791	186	207	165	188	75	185	170	168	192	165	202	32	200	207	91	105	23	49	120	6	54	37	21	66	91	61	175	217	174	159					
		9.11%	12.26%	12.11%	11.84%	10.80%	4.20%	10.33%	11.18%	11.67%	11.84%	10.65%	10.63%	1.90%	11.50%	11.95%	9.88%	13.74%	2.37%	4.15%	18.40%	3.53%	12.41%	3.41%	3.13%	2.93%	4.79%	3.48%	12.72%	13.56%	11.73%	12.54%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	866	33	45	28	38	24	57	49	38	41	36	51	40	37	38	14	4	9	12	10	1	2	5	4	54	34	24	43	38	23	34					
		2.08%	2.18%	2.63%	2.01%	2.18%	1.34%	3.18%	3.22%	2.64%	2.53%	2.32%	2.68%	2.38%	2.13%	2.19%	1.52%	0.52%	0.93%	1.02%	1.53%	0.59%	0.46%	0.46%	0.60%	2.39%	1.79%	1.37%	3.13%	2.38%	1.55%	2.68%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25452	774	875	767	919	1066	977	781	700	826	750	925	1441	853	847	487	435	804	949	274	133	282	923	613	1922	1567	1506	795	785	838	638					
		61.18%	51.02%	51.20%	55.02%	52.79%	59.69%	54.55%	51.38%	48.61%	50.96%	48.42%	48.68%	85.77%	49.05%	48.90%	52.88%	56.94%	82.97%	80.29%	42.02%	78.24%	64.83%	85.07%	91.22%	85.20%	82.47%	86.01%	57.78%	49.06%	56.51%	50.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	254	7	13	11	14	17	21	14	10	14	8	8	0	12	9	2	4	2	0	8	3	2	6	0	9	12	12	7	13	8	8					
		0.61%	0.46%	0.76%	0.79%	0.80%	0.95%	1.17%	0.92%	0.69%	0.86%	0.52%	0.42%	0.00%	0.69%	0.52%	0.22%	0.52%	0.21%	0.00%	1.23%	1.76%	0.46%	0.55%	0.00%	0.40%	0.63%	0.69%	0.51%	0.81%	0.54%	0.63%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
