Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
Наименование Избирательной комиссии:    Миллеровская 																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №246	УИК №247	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №2480	УИК №2550	УИК №2551	УИК №2552	УИК №2553					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1330	10	35	30	34	45	20	31	31	44	30	30	35	30	30	65	40	20	20	10	20	20	20	20	15	30	15	20	15	20	20	20	15	30	15	20	15	55	15	5	15	20	10	9	20	20	20	20	20	10	45	15	20	10	20	15	10	10	15	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	866	1	35	29	34	45	12	31	31	42	22	20	35	27	14	63	14	8	18	3	6	6	18	8	3	16	3	10	1	9	20	16	1	14	7	10	7	55	3	3	2	1	3	8	20	20	18	13	3	0	38	1	6	4	10	2	0	1	7	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	852	8	15	11	26	6	187	18	12	29	27	38	21	18	51	38	110	3	8	6	13	2	4	7	6	4	2	6	5	5	10	4	3	10	5	2	3	16	4	3	3	5	2	5	4	6	9	7	5	1	13	2	7	9	8	5	3	2	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	464	9	0	1	0	0	8	0	0	2	8	10	0	3	16	2	26	12	2	7	14	14	2	12	12	14	12	10	14	11	0	4	14	16	8	10	8	0	12	2	13	19	7	1	0	0	2	7	17	10	7	14	14	6	10	13	10	9	8	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	166	0	4	8	4	5	1	7	2	10	9	4	12	6	7	5	1	4	0	0	3	2	3	3	0	2	1	0	0	3	8	2	1	1	0	2	1	8	0	1	2	0	0	4	6	3	3	1	5	0	6	0	1	0	4	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4371	7	144	209	170	192	69	168	148	276	188	109	203	148	150	238	162	72	77	8	44	22	36	36	12	91	11	39	17	32	39	44	20	69	26	82	60	180	33	22	23	27	6	61	38	36	34	38	40	5	169	26	43	11	48	36	10	3	24	40					
		13.09%	9.86%	17.63%	17.20%	14.96%	14.36%	15.16%	19.03%	16.09%	17.99%	17.64%	15.48%	14.13%	13.19%	14.51%	14.62%	16.40%	14.49%	18.03%	7.62%	10.58%	6.36%	9.65%	9.76%	6.94%	11.39%	8.59%	9.61%	12.32%	6.25%	10.71%	10.05%	12.05%	8.94%	9.74%	9.56%	13.82%	8.88%	19.30%	11.76%	12.92%	8.65%	4.84%	17.73%	7.42%	7.64%	9.24%	7.44%	10.20%	5.10%	12.34%	11.26%	13.31%	10.58%	13.56%	18.09%	7.75%	2.83%	12.37%	11.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4229	2	143	212	190	216	77	119	132	194	92	88	219	166	162	321	139	11	67	23	42	32	59	40	13	77	11	49	6	28	52	39	10	97	28	78	32	272	26	42	26	46	5	26	64	44	33	16	23	4	125	31	49	6	25	28	8	7	24	33					
		12.67%	2.82%	17.50%	17.45%	16.73%	16.16%	16.92%	13.48%	14.35%	12.65%	8.63%	12.50%	15.24%	14.80%	15.67%	19.72%	14.07%	2.21%	15.69%	21.90%	10.10%	9.25%	15.82%	10.84%	7.51%	9.64%	8.59%	12.07%	4.35%	5.47%	14.29%	8.90%	6.02%	12.56%	10.49%	9.09%	7.37%	13.41%	15.20%	22.46%	14.61%	14.74%	4.03%	7.56%	12.50%	9.34%	8.97%	3.13%	5.87%	4.08%	9.12%	13.42%	15.17%	5.77%	7.06%	14.07%	6.20%	6.60%	12.37%	9.48%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	242	0	9	11	13	13	2	8	4	8	14	2	21	8	7	11	10	0	4	2	2	0	1	7	4	6	0	1	0	3	3	0	1	4	1	5	2	14	1	3	0	2	1	1	4	4	2	2	1	0	10	3	0	0	2	3	0	0	1	1					
		0.72%	0.00%	1.10%	0.91%	1.14%	0.97%	0.44%	0.91%	0.43%	0.52%	1.31%	0.28%	1.46%	0.71%	0.68%	0.68%	1.01%	0.00%	0.94%	1.90%	0.48%	0.00%	0.27%	1.90%	2.31%	0.75%	0.00%	0.25%	0.00%	0.59%	0.82%	0.00%	0.60%	0.52%	0.37%	0.58%	0.46%	0.69%	0.58%	1.60%	0.00%	0.64%	0.81%	0.29%	0.78%	0.85%	0.54%	0.39%	0.26%	0.00%	0.73%	1.30%	0.00%	0.00%	0.56%	1.51%	0.00%	0.00%	0.52%	0.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6969	5	207	272	272	380	90	222	242	443	217	114	348	313	274	387	227	44	97	22	73	45	70	67	31	176	12	81	37	84	76	48	25	140	60	153	117	352	15	31	19	60	12	112	103	120	89	40	46	13	239	20	50	8	49	23	5	4	32	56					
		20.87%	7.04%	25.34%	22.39%	23.94%	28.42%	19.78%	25.14%	26.30%	28.88%	20.36%	16.19%	24.22%	27.90%	26.50%	23.77%	22.98%	8.85%	22.72%	20.95%	17.55%	13.01%	18.77%	18.16%	17.92%	22.03%	9.38%	19.95%	26.81%	16.41%	20.88%	10.96%	15.06%	18.13%	22.47%	17.83%	26.96%	17.36%	8.77%	16.58%	10.67%	19.23%	9.68%	32.56%	20.12%	25.48%	24.18%	7.83%	11.73%	13.27%	17.45%	8.66%	15.48%	7.69%	13.84%	11.56%	3.88%	3.77%	16.49%	16.09%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	495	1	26	25	25	31	6	19	15	33	19	14	42	30	15	23	16	0	1	2	5	2	2	2	3	11	1	6	0	0	2	4	3	4	2	0	1	49	4	0	0	3	1	3	4	3	10	3	2	2	7	2	2	3	2	1	0	0	1	2					
		1.48%	1.41%	3.18%	2.06%	2.20%	2.32%	1.32%	2.15%	1.63%	2.15%	1.78%	1.99%	2.92%	2.67%	1.45%	1.41%	1.62%	0.00%	0.23%	1.90%	1.20%	0.58%	0.54%	0.54%	1.73%	1.38%	0.78%	1.48%	0.00%	0.00%	0.55%	0.91%	1.81%	0.52%	0.75%	0.00%	0.23%	2.42%	2.34%	0.00%	0.00%	0.96%	0.81%	0.87%	0.78%	0.64%	2.72%	0.59%	0.51%	2.04%	0.51%	0.87%	0.62%	2.88%	0.56%	0.50%	0.00%	0.00%	0.52%	0.57%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16625	54	274	470	445	480	209	333	366	558	521	376	590	426	411	615	419	370	175	46	241	245	197	212	107	430	89	224	77	359	189	301	105	453	148	532	209	1143	90	87	109	172	99	135	295	255	197	402	276	73	798	147	174	74	227	106	106	92	108	204					
		49.79%	76.06%	33.54%	38.68%	39.17%	35.90%	45.93%	37.71%	39.78%	36.38%	48.87%	53.41%	41.06%	37.97%	39.75%	37.78%	42.41%	74.45%	40.98%	43.81%	57.93%	70.81%	52.82%	57.45%	61.85%	53.82%	69.53%	55.17%	55.80%	70.12%	51.92%	68.72%	63.25%	58.68%	55.43%	62.00%	48.16%	56.36%	52.63%	46.52%	61.24%	55.13%	79.84%	39.24%	57.62%	54.14%	53.53%	78.67%	70.41%	74.49%	58.25%	63.64%	53.87%	71.15%	64.12%	53.27%	82.17%	86.79%	55.67%	58.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	133	1	6	6	4	11	0	2	4	9	5	1	6	14	2	12	6	0	1	0	0	0	3	1	1	3	0	2	0	0	2	0	0	1	0	1	2	2	1	1	0	1	0	3	2	0	2	0	0	1	10	1	1	1	0	1	0	0	0	0					
		0.40%	1.41%	0.73%	0.49%	0.35%	0.82%	0.00%	0.23%	0.43%	0.59%	0.47%	0.14%	0.42%	1.25%	0.19%	0.74%	0.61%	0.00%	0.23%	0.00%	0.00%	0.00%	0.80%	0.27%	0.58%	0.38%	0.00%	0.49%	0.00%	0.00%	0.55%	0.00%	0.00%	0.13%	0.00%	0.12%	0.46%	0.10%	0.58%	0.53%	0.00%	0.32%	0.00%	0.87%	0.39%	0.00%	0.54%	0.00%	0.00%	1.02%	0.73%	0.43%	0.31%	0.96%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
