Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
"Наименование Избирательной комиссии:    Иваново, Советская"																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	664	20	40	31	13	32	23	20	35	27	30	20	33	20	15	23	27	15	30	27	26	26	20	23	34	23	19	12	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	529	14	20	24	17	21	14	25	30	15	24	17	8	8	12	8	9	6	28	22	18	9	10	19	16	19	13	42	9	25	27					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	156	3	4	11	1	41	22	3	13	4	4	0	3	6	2	0	3	1	3	0	3	1	7	1	8	7	1	4	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3838	104	144	156	122	155	110	88	181	109	140	92	214	180	73	121	114	102	203	201	211	176	113	139	121	160	144	100	31	28	6					
		16.23%	15.18%	16.20%	17.31%	15.52%	18.59%	15.13%	15.22%	17.75%	14.85%	16.95%	18.62%	18.43%	15.31%	14.29%	14.51%	13.29%	16.56%	17.73%	17.12%	16.87%	16.65%	14.87%	17.98%	13.46%	16.46%	16.13%	14.86%	14.49%	15.73%	22.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3868	125	161	131	143	124	135	91	184	122	153	96	180	167	68	133	131	85	149	181	239	153	130	103	174	188	150	118	28	22	4					
		16.36%	18.25%	18.11%	14.54%	18.19%	14.87%	18.57%	15.74%	18.04%	16.62%	18.52%	19.43%	15.50%	14.20%	13.31%	15.95%	15.27%	13.80%	13.01%	15.42%	19.10%	14.47%	17.11%	13.32%	19.35%	19.34%	16.80%	17.53%	13.08%	12.36%	14.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	261	8	10	20	13	16	9	5	6	6	8	7	10	12	4	10	11	8	11	6	12	9	10	5	8	15	8	10	2	2	0					
		1.10%	1.17%	1.12%	2.22%	1.65%	1.92%	1.24%	0.87%	0.59%	0.82%	0.97%	1.42%	0.86%	1.02%	0.78%	1.20%	1.28%	1.30%	0.96%	0.51%	0.96%	0.85%	1.32%	0.65%	0.89%	1.54%	0.90%	1.49%	0.93%	1.12%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5739	148	226	237	157	211	166	119	235	203	186	101	282	336	127	271	230	135	322	307	310	248	173	171	207	213	198	151	24	38	7					
		24.27%	21.61%	25.42%	26.30%	19.97%	25.30%	22.83%	20.59%	23.04%	27.66%	22.52%	20.45%	24.29%	28.57%	24.85%	32.49%	26.81%	21.92%	28.12%	26.15%	24.78%	23.46%	22.76%	22.12%	23.03%	21.91%	22.17%	22.44%	11.21%	21.35%	25.93%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1088	25	33	45	39	49	41	23	46	44	41	15	51	66	17	26	37	30	81	76	47	48	27	37	45	30	37	23	6	2	1					
		4.60%	3.65%	3.71%	4.99%	4.96%	5.88%	5.64%	3.98%	4.51%	5.99%	4.96%	3.04%	4.39%	5.61%	3.33%	3.12%	4.31%	4.87%	7.07%	6.47%	3.76%	4.54%	3.55%	4.79%	5.01%	3.09%	4.14%	3.42%	2.80%	1.12%	3.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8277	260	296	298	289	256	243	239	346	236	276	174	405	381	207	254	312	249	358	366	404	400	291	301	316	333	331	247	118	83	8					
		35.00%	37.96%	33.30%	33.07%	36.77%	30.70%	33.43%	41.35%	33.92%	32.15%	33.41%	35.22%	34.88%	32.40%	40.51%	30.46%	36.36%	40.42%	31.27%	31.18%	32.29%	37.84%	38.29%	38.94%	35.15%	34.26%	37.07%	36.70%	55.14%	46.63%	29.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	231	4	11	2	4	13	12	3	7	6	7	4	7	14	7	6	9	3	11	16	15	14	4	9	13	18	5	4	3	0	0					
		0.98%	0.58%	1.24%	0.22%	0.51%	1.56%	1.65%	0.52%	0.69%	0.82%	0.85%	0.81%	0.60%	1.19%	1.37%	0.72%	1.05%	0.49%	0.96%	1.36%	1.20%	1.32%	0.53%	1.16%	1.45%	1.85%	0.56%	0.59%	1.40%	0.00%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
