Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Саткинская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217					
		0.64%	0.72%	0.86%	0.42%	1.01%	0.94%	0.83%	0.73%	0.53%	0.43%	0.59%	0.47%	1.37%	1.05%	1.25%	0.25%	0.46%	0.40%	1.26%	1.60%	1.19%	0.67%	1.27%	0.52%	0.41%	0.44%	0.36%	0.33%	0.49%	0.60%	0.73%	0.21%	0.0%	0.88%	0.84%	2.29%	0.0%	0.53%	0.41%	0.78%	0.0%	0.46%	0.27%	0.5%	0.38%	2.07%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.58%	0.0%	1.90%					
25	"8. ""Народно-республиканская партия России"""	31	0	0	2	0	0	3	2	1	1	2	0	2	2	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	2	1	0	0	0	0	0	2	0	0	0	0	1	0					
		0.09%	0.0%	0.0%	0.28%	0.0%	0.0%	0.24%	0.14%	0.13%	0.14%	0.29%	0.0%	0.39%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.08%	0.08%	0.11%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.10%	0.0%	0.0%	0.0%	0.34%	0.54%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	1.12%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	124	4	4	7	0	2	9	9	3	1	1	4	3	1	7	1	1	2	1	2	3	5	11	2	8	0	4	1	1	0	1	0	0	0	1	0	0	2	2	2	1	0	0	1	8	2	2	0	0	0	0	0	1	0	1	3					
		0.38%	0.36%	0.49%	0.98%	0.0%	0.17%	0.74%	0.66%	0.40%	0.14%	0.14%	0.63%	0.58%	0.15%	0.97%	0.12%	0.23%	0.40%	0.63%	0.45%	0.39%	0.48%	1.0%	0.17%	0.66%	0.0%	0.29%	0.08%	0.16%	0.0%	0.14%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.21%	0.82%	0.52%	0.47%	0.0%	0.0%	0.25%	0.51%	0.46%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	1.12%	2.85%					
27	"10. ""Аграрная партия России"""	805	32	23	19	1	27	29	40	7	18	17	16	14	8	9	12	3	23	2	13	13	17	31	20	18	11	23	19	3	17	15	13	1	1	3	9	2	21	7	15	4	25	9	17	35	11	20	0	41	24	7	23	8	4	2	3					
		2.46%	2.91%	2.83%	2.67%	1.01%	2.31%	2.40%	2.95%	0.94%	2.58%	2.51%	2.55%	2.75%	1.20%	1.25%	1.55%	0.70%	4.71%	1.26%	2.98%	1.72%	1.64%	2.81%	1.76%	1.49%	1.22%	1.68%	1.60%	0.49%	2.05%	2.19%	2.85%	0.38%	0.29%	2.52%	10.34%	4.54%	2.25%	2.89%	3.93%	1.89%	2.90%	2.47%	4.25%	2.27%	2.53%	7.75%	0.0%	9.95%	7.07%	6.36%	19.49%	11.76%	2.33%	2.24%	2.85%					
28	"11. ""Истинные патриоты России"""	65	1	0	6	0	0	3	4	0	0	0	2	2	0	0	1	0	1	0	0	1	0	2	6	3	1	4	2	0	1	0	0	0	2	0	0	0	0	0	1	2	1	1	2	7	2	0	2	1	0	1	3	0	0	0	0					
		0.19%	0.09%	0.0%	0.84%	0.0%	0.0%	0.24%	0.29%	0.0%	0.0%	0.0%	0.31%	0.39%	0.0%	0.0%	0.12%	0.0%	0.20%	0.0%	0.0%	0.13%	0.0%	0.18%	0.52%	0.24%	0.11%	0.29%	0.16%	0.0%	0.12%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.94%	0.11%	0.27%	0.5%	0.45%	0.46%	0.0%	1.39%	0.24%	0.0%	0.90%	2.54%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	305	14	15	5	0	11	6	10	8	7	7	5	0	7	8	6	5	6	1	6	8	6	4	7	7	10	10	16	2	7	1	1	5	3	7	2	1	12	3	3	0	12	5	5	24	5	0	0	3	2	0	3	0	0	2	2					
		0.93%	1.27%	1.84%	0.70%	0.0%	0.94%	0.49%	0.73%	1.07%	1.00%	1.03%	0.79%	0.0%	1.05%	1.11%	0.77%	1.17%	1.22%	0.63%	1.37%	1.06%	0.58%	0.36%	0.61%	0.57%	1.11%	0.73%	1.34%	0.32%	0.84%	0.14%	0.21%	1.91%	0.88%	5.88%	2.29%	2.27%	1.28%	1.23%	0.78%	0.0%	1.39%	1.37%	1.25%	1.55%	1.15%	0.0%	0.0%	0.72%	0.58%	0.0%	2.54%	0.0%	0.0%	2.24%	1.90%					
30	"13. ""Демократическая партия России"""	81	4	1	3	0	4	5	5	2	0	1	0	1	2	1	2	0	2	0	0	0	0	5	3	6	1	1	5	2	1	0	1	0	1	0	0	2	3	1	1	0	3	1	1	1	1	2	2	1	0	0	0	0	1	1	1					
		0.24%	0.36%	0.12%	0.42%	0.0%	0.34%	0.41%	0.36%	0.26%	0.0%	0.14%	0.0%	0.19%	0.30%	0.13%	0.25%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.45%	0.26%	0.49%	0.11%	0.07%	0.42%	0.32%	0.12%	0.0%	0.21%	0.0%	0.29%	0.0%	0.0%	4.54%	0.32%	0.41%	0.26%	0.0%	0.34%	0.27%	0.25%	0.06%	0.23%	0.77%	1.39%	0.24%	0.0%	0.0%	0.0%	0.0%	0.58%	1.12%	0.95%					
31	"14. ""Великая Россия - Евразийский Союз"""	79	1	1	3	0	1	3	7	0	5	2	1	1	1	0	2	1	2	0	1	1	3	4	1	5	1	3	5	1	3	1	2	0	2	0	0	0	1	1	1	5	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0					
		0.24%	0.09%	0.12%	0.42%	0.0%	0.08%	0.24%	0.51%	0.0%	0.71%	0.29%	0.15%	0.19%	0.15%	0.0%	0.25%	0.23%	0.40%	0.0%	0.22%	0.13%	0.29%	0.36%	0.08%	0.41%	0.11%	0.21%	0.42%	0.16%	0.36%	0.14%	0.43%	0.0%	0.58%	0.0%	0.0%	0.0%	0.10%	0.41%	0.26%	2.36%	0.23%	0.27%	0.5%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	34	4	1	1	0	0	2	0	1	1	0	0	1	1	2	1	0	2	0	0	2	2	0	2	2	2	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0					
		0.10%	0.36%	0.12%	0.14%	0.0%	0.0%	0.16%	0.0%	0.13%	0.14%	0.0%	0.0%	0.19%	0.15%	0.27%	0.12%	0.0%	0.40%	0.0%	0.0%	0.26%	0.19%	0.0%	0.17%	0.16%	0.22%	0.07%	0.0%	0.16%	0.0%	0.14%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2152	59	53	44	3	77	101	121	62	37	38	37	26	39	58	46	23	27	6	29	52	78	81	88	73	51	78	70	51	38	53	37	13	10	9	2	1	81	5	29	4	61	39	19	138	32	15	1	18	7	3	2	1	7	10	9					
		6.59%	5.38%	6.53%	6.20%	3.03%	6.61%	8.38%	8.94%	8.36%	5.31%	5.62%	5.90%	5.10%	5.85%	8.08%	5.97%	5.38%	5.53%	3.79%	6.65%	6.89%	7.56%	7.36%	7.75%	6.04%	5.69%	5.70%	5.90%	8.36%	4.58%	7.77%	8.11%	4.98%	2.94%	7.56%	2.29%	2.27%	8.68%	2.06%	7.61%	1.89%	7.07%	10.71%	4.75%	8.96%	7.37%	5.81%	0.69%	4.36%	2.06%	2.72%	1.69%	1.47%	4.09%	11.23%	8.57%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	103	1	5	4	0	3	5	2	7	0	2	0	1	3	4	1	0	8	2	1	2	2	3	6	2	2	0	1	1	2	1	1	0	1	1	0	0	1	2	0	0	6	1	3	1	0	2	1	2	3	1	1	1	1	2	1					
		0.31%	0.09%	0.61%	0.56%	0.0%	0.25%	0.41%	0.14%	0.94%	0.0%	0.29%	0.0%	0.19%	0.45%	0.55%	0.12%	0.0%	1.63%	1.26%	0.22%	0.26%	0.19%	0.27%	0.52%	0.16%	0.22%	0.0%	0.08%	0.16%	0.24%	0.14%	0.21%	0.0%	0.29%	0.84%	0.0%	0.0%	0.10%	0.82%	0.0%	0.0%	0.69%	0.27%	0.75%	0.06%	0.0%	0.77%	0.69%	0.48%	0.88%	0.90%	0.84%	1.47%	0.58%	2.24%	0.95%					
35	"18. ""ЛДПР"""	4257	141	98	121	16	140	130	117	60	76	87	60	57	59	86	79	42	52	17	52	86	128	143	150	234	146	233	201	87	121	84	76	64	62	17	10	1	123	32	44	27	91	47	43	232	69	53	12	54	30	9	18	3	19	8	10					
		13.04%	12.86%	12.08%	17.06%	16.16%	12.02%	10.79%	8.65%	8.09%	10.91%	12.86%	9.56%	11.19%	8.85%	11.99%	10.25%	9.83%	10.65%	10.75%	11.92%	11.40%	12.41%	13.0%	13.21%	19.37%	16.31%	17.03%	16.94%	14.26%	14.61%	12.31%	16.66%	24.52%	18.23%	14.28%	11.49%	2.27%	13.18%	13.22%	11.54%	12.79%	10.55%	12.91%	10.75%	15.07%	15.89%	20.54%	8.39%	13.10%	8.84%	8.18%	15.25%	4.41%	11.11%	8.98%	9.52%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	636	20	24	5	3	25	20	28	21	14	8	13	5	5	14	13	9	2	4	6	13	29	10	19	18	24	28	27	10	16	11	13	3	7	1	0	1	18	2	15	8	29	11	4	33	12	2	4	3	2	0	1	7	11	3	2					
		1.94%	1.82%	2.95%	0.70%	3.03%	2.14%	1.66%	2.07%	2.83%	2.01%	1.18%	2.07%	0.98%	0.75%	1.95%	1.68%	2.10%	0.40%	2.53%	1.37%	1.72%	2.81%	0.90%	1.67%	1.49%	2.68%	2.04%	2.27%	1.63%	1.93%	1.61%	2.85%	1.14%	2.05%	0.84%	0.0%	2.27%	1.92%	0.82%	3.93%	3.79%	3.36%	3.02%	1.0%	2.14%	2.76%	0.77%	2.79%	0.72%	0.58%	0.0%	0.84%	10.29%	6.43%	3.37%	1.90%					
37	"20. ""Политическая партия ""Единая Россия"""	10840	330	237	216	35	315	327	361	215	233	190	198	136	247	202	241	122	143	51	129	233	355	349	381	469	312	569	459	207	304	268	161	85	130	54	29	20	353	74	132	88	323	120	115	480	115	74	49	173	184	58	43	29	59	27	31					
		33.22%	30.10%	29.22%	30.46%	35.35%	27.06%	27.15%	26.70%	29.01%	33.47%	28.10%	31.57%	26.71%	37.08%	28.17%	31.29%	28.57%	29.30%	32.27%	29.58%	30.90%	34.43%	31.72%	33.56%	38.82%	34.86%	41.59%	38.70%	33.93%	36.71%	39.29%	35.30%	32.56%	38.23%	45.37%	33.33%	45.45%	37.83%	30.57%	34.64%	41.70%	37.47%	32.96%	28.75%	31.18%	26.49%	28.68%	34.26%	41.99%	54.27%	52.72%	36.44%	42.64%	34.50%	30.33%	29.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	67	2	1	1	1	1	1	2	3	1	3	1	1	3	1	0	0	0	1	0	3	3	0	0	5	1	4	3	1	1	0	0	2	2	0	1	0	2	0	0	0	4	1	2	1	0	0	2	2	2	0	0	0	1	1	0					
		0.20%	0.18%	0.12%	0.14%	1.01%	0.08%	0.08%	0.14%	0.40%	0.14%	0.44%	0.15%	0.19%	0.45%	0.13%	0.0%	0.0%	0.0%	0.63%	0.0%	0.39%	0.29%	0.0%	0.0%	0.41%	0.11%	0.29%	0.25%	0.16%	0.12%	0.0%	0.0%	0.76%	0.58%	0.0%	1.14%	0.0%	0.21%	0.0%	0.0%	0.0%	0.46%	0.27%	0.5%	0.06%	0.0%	0.0%	1.39%	0.48%	0.58%	0.0%	0.0%	0.0%	0.58%	1.12%	0.0%					
39	"22. ""Развитие предпринимательства"""	78	4	2	0	0	3	4	0	4	4	0	1	0	3	3	5	0	1	2	0	1	2	6	6	3	2	1	2	0	1	0	0	2	0	0	1	0	1	0	0	0	3	1	2	4	1	1	0	2	0	0	0	0	0	0	0					
		0.23%	0.36%	0.24%	0.0%	0.0%	0.25%	0.33%	0.0%	0.53%	0.57%	0.0%	0.15%	0.0%	0.45%	0.41%	0.64%	0.0%	0.20%	1.26%	0.0%	0.13%	0.19%	0.54%	0.52%	0.24%	0.22%	0.07%	0.16%	0.0%	0.12%	0.0%	0.0%	0.76%	0.0%	0.0%	1.14%	0.0%	0.10%	0.0%	0.0%	0.0%	0.34%	0.27%	0.5%	0.25%	0.23%	0.38%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4666	132	118	91	10	182	168	245	102	94	107	95	97	99	100	102	82	68	31	58	82	112	132	131	146	156	177	170	129	153	104	71	36	58	10	17	13	89	35	51	16	130	55	69	247	81	21	26	57	33	13	7	6	21	16	15					
		14.30%	12.04%	14.54%	12.83%	10.10%	15.63%	13.95%	18.12%	13.76%	13.50%	15.82%	15.15%	19.05%	14.86%	13.94%	13.24%	19.20%	13.93%	19.62%	13.30%	10.87%	10.86%	12.0%	11.54%	12.08%	17.43%	12.93%	14.33%	21.14%	18.47%	15.24%	15.57%	13.79%	17.05%	8.40%	19.54%	29.54%	9.53%	14.46%	13.38%	7.58%	15.08%	15.10%	17.25%	16.04%	18.66%	8.13%	18.18%	13.83%	9.73%	11.81%	5.93%	8.82%	12.28%	17.97%	14.28%					
																																																														
41	Против всех	1567	75	50	36	2	67	81	78	39	38	30	41	20	35	46	55	20	39	8	37	57	70	60	82	37	20	45	32	17	26	26	15	3	10	2	4	0	31	11	17	13	39	12	15	30	15	13	13	14	9	6	2	3	11	3	7					
		4.80%	6.84%	6.16%	5.07%	2.02%	5.75%	6.72%	5.76%	5.26%	5.45%	4.43%	6.53%	3.92%	5.25%	6.41%	7.14%	4.68%	7.99%	5.06%	8.48%	7.55%	6.78%	5.45%	7.22%	3.06%	2.23%	3.28%	2.69%	2.78%	3.14%	3.81%	3.28%	1.14%	2.94%	1.68%	4.59%	0.0%	3.32%	4.54%	4.46%	6.16%	4.52%	3.29%	3.75%	1.94%	3.45%	5.03%	9.09%	3.39%	2.65%	5.45%	1.69%	4.41%	6.43%	3.37%	6.66%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
