Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    Кинель-Черкасская																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304					
20	. Миронов Сергей Михайлович	189	1	0	2	1	2	6	1	3	3	0	2	4	7	2	6	2	0	8	11	6	6	6	12	1	4	2	2	7	4	5	11	3	3	2	3	0	1	3	5	7	4	3	3	9	4	6	1	5					
		0.68%	0.17%	0.00%	0.28%	0.67%	0.79%	1.16%	0.27%	3.80%	0.83%	0.00%	0.21%	0.67%	0.89%	0.28%	0.97%	1.03%	0.00%	0.82%	0.93%	0.69%	0.70%	0.47%	0.91%	0.82%	0.61%	0.82%	0.42%	0.69%	0.43%	0.53%	1.22%	0.92%	0.65%	1.10%	0.99%	0.00%	0.41%	1.52%	1.33%	0.54%	1.25%	0.58%	0.42%	0.87%	0.53%	1.09%	0.54%	0.60%					
21	. Путин Владимир Владимирович	18348	424	56	423	93	180	361	186	57	264	153	635	404	517	470	432	125	98	665	796	600	587	806	911	69	454	154	340	638	621	622	585	243	303	114	210	245	167	103	279	775	159	330	492	666	484	340	127	585					
		66.18%	71.74%	58.33%	60.26%	62.00%	71.43%	69.56%	51.10%	72.15%	73.13%	69.55%	66.84%	67.22%	65.94%	66.95%	69.68%	64.10%	69.50%	68.28%	67.63%	69.20%	68.34%	63.32%	69.44%	56.56%	69.31%	63.11%	71.88%	62.73%	67.50%	66.03%	64.93%	74.31%	65.58%	62.98%	69.54%	74.02%	67.89%	52.02%	74.01%	59.34%	49.53%	63.46%	68.24%	64.29%	63.60%	61.59%	68.28%	69.98%					
22	. Хакамада Ирина Муцуовна	647	10	1	5	3	4	10	11	3	6	2	33	22	25	16	13	3	2	35	30	19	21	37	36	8	6	3	8	55	17	20	29	4	7	4	3	1	4	2	3	18	12	3	34	14	13	10	5	17					
		2.33%	1.69%	1.04%	0.71%	2.00%	1.59%	1.93%	3.02%	3.80%	1.66%	0.91%	3.47%	3.66%	3.19%	2.28%	2.10%	1.54%	1.42%	3.59%	2.55%	2.19%	2.44%	2.91%	2.74%	6.56%	0.92%	1.23%	1.69%	5.41%	1.85%	2.12%	3.22%	1.22%	1.52%	2.21%	0.99%	0.30%	1.63%	1.01%	0.80%	1.38%	3.74%	0.58%	4.72%	1.35%	1.71%	1.81%	2.69%	2.03%					
23	. Харитонов Николай Михайлович	5741	104	27	222	32	54	105	133	7	49	49	188	121	151	155	99	41	32	148	215	179	149	282	161	30	124	67	105	215	194	200	148	49	98	30	62	43	63	70	61	332	129	146	122	256	170	137	30	157					
		20.71%	17.60%	28.12%	31.62%	21.33%	21.43%	20.23%	36.54%	8.86%	13.57%	22.27%	19.79%	20.13%	19.26%	22.08%	15.97%	21.03%	22.70%	15.20%	18.27%	20.65%	17.35%	22.15%	12.27%	24.59%	18.93%	27.46%	22.20%	21.14%	21.09%	21.23%	16.43%	14.98%	21.21%	16.57%	20.53%	12.99%	25.61%	35.35%	16.18%	25.42%	40.19%	28.08%	16.92%	24.71%	22.34%	24.82%	16.13%	18.78%					
																																																							
24	Против всех	766	8	2	18	1	0	9	10	0	8	4	31	12	21	21	28	2	5	34	37	22	36	35	58	2	8	4	1	29	17	21	45	7	19	6	6	10	2	5	9	55	3	13	14	32	20	17	1	18					
		2.76%	1.35%	2.08%	2.56%	0.67%	0.00%	1.73%	2.75%	0.00%	2.22%	1.82%	3.26%	2.00%	2.68%	2.99%	4.52%	1.03%	3.55%	3.49%	3.14%	2.54%	4.19%	2.75%	4.42%	1.64%	1.22%	1.64%	0.21%	2.85%	1.85%	2.23%	4.99%	2.14%	4.11%	3.31%	1.99%	3.02%	0.81%	2.53%	2.39%	4.21%	0.93%	2.50%	1.94%	3.09%	2.63%	3.08%	0.54%	2.15%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
