Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    район Хорошево-Мневники																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962	УИК №2963	УИК №2964	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №3387	УИК №3388	УИК №3389					
		22.60%	25.70%	26.49%	27.04%	15.18%	19.53%	19.38%	24.48%	27.08%	15.54%	27.08%	24.61%	26.28%	23.38%	15.28%	22.12%	12.51%	22.89%	26.25%	28.46%	26.52%	26.27%	25.40%	23.19%	24.43%	28.36%	30.68%	25.51%	20.53%	20.43%	27.38%	19.69%	16.09%	16.31%	16.28%	27.20%	28.74%	17.81%	21.82%	27.51%	31.43%	20.41%	27.18%	30.39%	32.94%	21.32%	14.36%	2.37%	29.17%	16.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	7149	276	193	168	145	161	159	175	194	153	131	110	89	136	121	199	82	146	209	185	172	137	169	169	233	207	151	178	186	142	189	90	134	137	121	168	118	147	95	161	147	115	146	176	142	155	40	10	16	66					
		13.06%	20.38%	17.39%	13.73%	10.28%	15.26%	11.99%	13.96%	19.46%	10.96%	11.87%	10.78%	14.26%	14.93%	7.84%	20.29%	5.90%	13.00%	19.32%	17.91%	16.12%	14.17%	14.36%	14.20%	19.63%	18.70%	13.99%	17.20%	13.30%	8.69%	16.38%	6.26%	8.36%	9.08%	8.79%	18.96%	12.42%	10.23%	10.16%	13.80%	13.96%	8.73%	15.94%	18.26%	13.96%	11.52%	22.10%	1.32%	13.33%	7.89%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18226	233	206	274	698	274	476	312	193	704	276	262	125	221	707	213	862	362	249	212	222	224	319	308	258	209	231	207	482	770	229	756	812	732	735	176	205	719	424	296	218	581	216	181	176	592	63	649	39	338					
		33.29%	17.21%	18.56%	22.39%	49.50%	25.97%	35.90%	24.88%	19.36%	50.43%	25.00%	25.69%	20.03%	24.26%	45.79%	21.71%	61.97%	32.24%	23.01%	20.52%	20.81%	23.16%	27.10%	25.88%	21.74%	18.88%	21.41%	20.00%	34.48%	47.09%	19.84%	52.61%	50.66%	48.54%	53.42%	19.86%	21.58%	50.03%	45.35%	25.36%	20.70%	44.08%	23.58%	18.78%	17.31%	43.98%	34.81%	85.51%	32.50%	40.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	517	20	9	22	10	12	24	11	12	7	10	8	5	8	11	6	8	15	12	16	12	14	14	13	9	8	10	7	17	7	15	13	5	9	16	10	11	6	5	9	8	13	8	6	11	12	2	13	1	7					
		0.94%	1.48%	0.81%	1.80%	0.71%	1.14%	1.81%	0.88%	1.20%	0.50%	0.91%	0.78%	0.80%	0.88%	0.71%	0.61%	0.58%	1.34%	1.11%	1.55%	1.12%	1.45%	1.19%	1.09%	0.76%	0.72%	0.93%	0.68%	1.22%	0.43%	1.30%	0.90%	0.31%	0.60%	1.16%	1.13%	1.16%	0.42%	0.53%	0.77%	0.76%	0.99%	0.87%	0.62%	1.08%	0.89%	1.10%	1.71%	0.83%	0.84%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
