Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    район Хорошево-Мневники																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №3294	УИК №3295	УИК №3296					
		3.17%	3.86%	3.68%	3.06%	2.23%	4.38%	2.90%	3.06%	3.70%	4.93%	1.36%	1.44%	3.08%	2.55%	2.78%	4.12%	2.46%	2.65%	2.84%	4.88%	2.51%	2.13%	5.01%	2.74%	3.55%	4.57%	4.74%	3.84%	2.41%	3.43%	3.21%	2.30%	3.52%	3.33%	3.37%	5.01%	1.86%	4.07%	2.02%	1.56%	3.16%	2.51%	3.03%	3.60%	3.21%	3.09%	1.53%	1.65%	2.07%					
23	6.Политическая партия «Партия социальной справедливости»	241	13	5	12	8	4	7	7	2	8	2	1	5	3	1	6	3	5	11	4	6	6	6	7	4	8	1	12	4	5	8	2	3	2	7	3	2	4	5	2	6	3	1	7	3	6	3	5	3					
		0.48%	0.90%	0.42%	1.05%	0.74%	0.35%	0.53%	0.69%	0.21%	0.60%	0.18%	0.10%	0.57%	0.33%	0.09%	0.55%	0.28%	0.49%	1.30%	0.31%	0.49%	0.53%	0.51%	0.62%	0.32%	0.72%	0.11%	0.94%	0.28%	0.51%	0.64%	0.23%	0.35%	0.17%	0.74%	0.29%	0.21%	0.49%	0.48%	0.26%	0.54%	0.29%	0.11%	0.56%	0.32%	0.60%	0.35%	4.13%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	3929	118	88	98	78	87	89	86	67	104	60	99	69	68	96	74	63	71	57	66	97	68	85	75	75	78	68	86	112	69	96	82	56	93	69	63	65	68	45	56	76	85	56	103	70	68	338	6	83					
		7.79%	8.13%	7.35%	8.57%	7.24%	7.62%	6.79%	8.48%	7.07%	7.77%	5.42%	9.53%	7.88%	7.55%	8.59%	6.78%	5.96%	6.97%	6.75%	5.11%	7.85%	6.03%	7.22%	6.63%	6.04%	6.99%	7.33%	6.73%	7.93%	6.97%	7.71%	9.41%	6.57%	7.74%	7.26%	6.19%	6.71%	8.40%	4.32%	7.28%	6.87%	8.22%	6.29%	8.25%	7.49%	6.79%	39.76%	4.96%	9.06%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4420	116	91	100	118	85	113	90	75	109	116	104	82	102	119	77	122	104	85	113	118	107	119	108	87	98	103	103	139	75	125	56	76	79	89	95	70	67	103	60	101	87	77	96	78	94	19	11	59					
		8.76%	7.99%	7.60%	8.75%	10.96%	7.44%	8.62%	8.88%	7.92%	8.15%	10.48%	10.01%	9.36%	11.32%	10.65%	7.05%	11.54%	10.21%	10.07%	8.75%	9.55%	9.49%	10.11%	9.54%	7.01%	8.79%	11.10%	8.07%	9.84%	7.58%	10.04%	6.43%	8.91%	6.58%	9.37%	9.33%	7.23%	8.27%	9.88%	7.80%	9.13%	8.41%	8.64%	7.69%	8.35%	9.38%	2.24%	9.09%	6.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	755	28	17	16	18	12	18	10	21	21	10	11	15	12	7	35	17	17	14	15	33	23	16	20	22	8	15	19	22	22	13	16	9	9	11	16	11	12	16	12	24	10	16	16	14	15	9	0	12					
		1.50%	1.93%	1.42%	1.40%	1.67%	1.05%	1.37%	0.99%	2.22%	1.57%	0.90%	1.06%	1.71%	1.33%	0.63%	3.21%	1.61%	1.67%	1.66%	1.16%	2.67%	2.04%	1.36%	1.77%	1.77%	0.72%	1.62%	1.49%	1.56%	2.22%	1.04%	1.84%	1.06%	0.75%	1.16%	1.57%	1.14%	1.48%	1.54%	1.56%	2.17%	0.97%	1.80%	1.28%	1.50%	1.50%	1.06%	0.00%	1.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24493	626	573	554	533	568	693	508	494	644	594	542	427	441	582	520	527	483	393	565	566	534	547	560	617	512	415	581	697	427	543	474	415	623	492	492	493	397	499	353	524	538	448	597	460	438	383	65	536					
		48.57%	43.14%	47.87%	48.47%	49.49%	49.74%	52.86%	50.10%	52.16%	48.13%	53.66%	52.17%	48.74%	48.95%	52.10%	47.62%	49.86%	47.40%	46.56%	43.73%	45.79%	47.34%	46.47%	49.47%	49.72%	45.92%	44.72%	45.50%	49.36%	43.13%	43.61%	54.42%	48.65%	51.87%	51.79%	48.33%	50.93%	49.01%	47.89%	45.90%	47.38%	52.03%	50.28%	47.80%	49.25%	43.71%	45.06%	53.72%	58.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3541	120	97	84	71	91	94	62	73	79	62	54	52	75	64	88	74	61	72	122	86	90	90	77	105	105	49	120	81	78	110	36	64	93	64	85	70	51	78	67	69	62	63	83	52	63	18	4	33					
		7.02%	8.27%	8.10%	7.35%	6.59%	7.97%	7.17%	6.11%	7.71%	5.90%	5.60%	5.20%	5.94%	8.32%	5.73%	8.06%	7.00%	5.99%	8.53%	9.44%	6.96%	7.98%	7.65%	6.80%	8.46%	9.42%	5.28%	9.40%	5.74%	7.88%	8.84%	4.13%	7.50%	7.74%	6.74%	8.35%	7.23%	6.30%	7.49%	8.71%	6.24%	5.99%	7.07%	6.65%	5.57%	6.29%	2.12%	3.31%	3.60%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
