Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Грязинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	314	7	10	7	5	7	10	7	7	6	3	7	7	9	7	10	7	5	6	7	10	7	10	10	10	10	5	10	7	3	3	3	3	7	3	5	5	3	7	7	8	8	3	3	7	3	7	3	7	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	160	2	7	4	0	7	5	6	2	2	2	4	3	9	3	5	2	2	6	5	6	2	7	5	1	6	3	9	2	0	1	3	1	1	0	5	4	3	7	5	7	1	0	0	3	0	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	183	4	5	5	2	2	2	0	3	3	3	5	1	3	5	3	3	4	1	3	5	5	4	6	0	5	4	5	4	2	3	0	3	0	3	2	25	2	7	13	4	3	2	4	3	2	5	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	154	5	3	3	5	0	5	1	5	4	1	3	4	0	4	5	5	3	0	2	4	5	3	5	9	4	2	1	5	3	2	0	2	6	3	0	1	0	0	2	1	7	3	3	4	3	7	2	6	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4539	164	214	120	90	151	198	179	35	125	60	151	141	56	91	205	231	90	80	128	202	115	122	192	165	3	77	92	212	41	71	30	28	11	69	114	151	41	77	28	8	21	7	25	39	8	53	4	9	15					
		12.98%	22.04%	15.27%	17.05%	16.89%	14.38%	20.75%	13.94%	2.47%	14.57%	16.00%	17.68%	18.80%	5.61%	11.49%	21.95%	22.74%	19.96%	9.70%	10.53%	17.06%	16.96%	15.19%	20.85%	15.73%	0.50%	14.18%	11.60%	20.09%	6.87%	20.40%	5.22%	15.38%	1.13%	17.51%	12.62%	16.76%	10.43%	13.21%	13.46%	1.74%	3.28%	2.72%	12.02%	5.28%	5.30%	9.83%	1.50%	1.65%	4.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4507	137	247	112	78	152	140	131	37	116	49	128	73	115	88	138	159	78	75	150	157	112	144	171	143	59	70	123	182	63	42	62	24	81	65	133	126	41	83	32	51	72	13	23	64	20	48	6	71	23					
		12.89%	18.41%	17.63%	15.91%	14.63%	14.48%	14.68%	10.20%	2.61%	13.52%	13.07%	14.99%	9.73%	11.52%	11.11%	14.78%	15.65%	17.29%	9.09%	12.35%	13.26%	16.52%	17.93%	18.57%	13.63%	9.88%	12.89%	15.51%	17.25%	10.55%	12.07%	10.78%	13.19%	8.29%	16.50%	14.73%	13.98%	10.43%	14.24%	15.38%	11.11%	11.23%	5.06%	11.06%	8.66%	13.25%	8.91%	2.26%	13.03%	7.21%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	254	14	7	8	2	6	8	5	1	4	5	11	8	3	4	4	3	3	4	8	13	6	8	7	13	2	6	2	9	2	2	1	4	7	5	22	5	6	4	3	2	2	3	2	5	0	4	0	0	1					
		0.73%	1.88%	0.50%	1.14%	0.38%	0.57%	0.84%	0.39%	0.07%	0.47%	1.33%	1.29%	1.07%	0.30%	0.51%	0.43%	0.30%	0.67%	0.48%	0.66%	1.10%	0.88%	0.99%	0.76%	1.24%	0.34%	1.10%	0.25%	0.85%	0.34%	0.57%	0.17%	2.20%	0.72%	1.27%	2.44%	0.55%	1.53%	0.69%	1.44%	0.44%	0.31%	1.17%	0.96%	0.68%	0.00%	0.74%	0.00%	0.00%	0.31%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5382	111	182	129	69	216	187	146	51	112	55	210	140	152	117	218	224	107	90	138	249	135	198	203	156	83	90	112	193	53	38	58	27	101	90	144	167	77	102	47	44	70	41	44	45	23	58	3	47	30					
		15.39%	14.92%	12.99%	18.32%	12.95%	20.57%	19.60%	11.37%	3.60%	13.05%	14.67%	24.59%	18.67%	15.23%	14.77%	23.34%	22.05%	23.73%	10.91%	11.36%	21.03%	19.91%	24.66%	22.04%	14.87%	13.90%	16.57%	14.12%	18.29%	8.88%	10.92%	10.09%	14.84%	10.34%	22.84%	15.95%	18.53%	19.59%	17.50%	22.60%	9.59%	10.92%	15.95%	21.15%	6.09%	15.23%	10.76%	1.13%	8.62%	9.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	476	19	23	14	2	19	17	32	1	6	9	16	0	8	16	25	24	10	7	10	10	13	10	16	15	0	9	11	15	4	4	8	4	13	11	20	14	2	11	4	3	1	3	1	11	3	1	1	0	0					
		1.36%	2.55%	1.64%	1.99%	0.38%	1.81%	1.78%	2.49%	0.07%	0.70%	2.40%	1.87%	0.00%	0.80%	2.02%	2.68%	2.36%	2.22%	0.85%	0.82%	0.84%	1.92%	1.25%	1.74%	1.43%	0.00%	1.66%	1.39%	1.42%	0.67%	1.15%	1.39%	2.20%	1.33%	2.79%	2.21%	1.55%	0.51%	1.89%	1.92%	0.65%	0.16%	1.17%	0.48%	1.49%	1.99%	0.19%	0.38%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18864	279	723	305	286	496	376	774	1287	475	194	320	362	655	463	320	358	153	568	415	521	277	308	307	538	450	278	439	415	430	191	408	93	747	140	453	419	222	287	90	350	466	190	107	558	94	363	252	416	246					
		53.96%	37.50%	51.61%	43.32%	53.66%	47.24%	39.41%	60.28%	90.89%	55.36%	51.73%	37.47%	48.27%	65.63%	58.46%	34.26%	35.24%	33.92%	68.85%	34.16%	44.00%	40.86%	38.36%	33.33%	51.29%	75.38%	51.20%	55.36%	39.34%	72.03%	54.89%	70.96%	51.10%	76.46%	35.53%	50.17%	46.50%	56.49%	49.23%	43.27%	76.25%	72.70%	73.93%	51.44%	75.51%	62.25%	67.35%	94.74%	76.33%	77.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	136	4	5	3	1	1	5	7	0	6	3	0	5	4	1	6	7	1	0	2	2	4	6	5	5	0	1	3	9	2	0	3	1	3	1	13	3	3	1	0	1	3	0	0	3	1	1	0	0	1					
		0.39%	0.54%	0.36%	0.43%	0.19%	0.10%	0.52%	0.55%	0.00%	0.70%	0.80%	0.00%	0.67%	0.40%	0.13%	0.64%	0.69%	0.22%	0.00%	0.16%	0.17%	0.59%	0.75%	0.54%	0.48%	0.00%	0.18%	0.38%	0.85%	0.34%	0.00%	0.52%	0.55%	0.31%	0.25%	1.44%	0.33%	0.76%	0.17%	0.00%	0.22%	0.47%	0.00%	0.00%	0.41%	0.66%	0.19%	0.00%	0.00%	0.31%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
