Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Тунгокоченская 																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК  241	УИК  242	УИК  243	УИК  244	УИК  245	УИК  246	УИК  247	УИК  248	УИК  249	УИК  250	УИК  251	УИК  252	УИК  253	УИК  254	УИК  255	УИК  256	УИК  257	УИК  258	УИК  259	УИК  260					
		0.93%	1.18%	0.80%	0.39%	1.36%	1.0%	1.41%	0.81%	6.45%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.35%	0.79%	0.0%	0.96%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	18	0	0	1	3	2	2	1	2	0	0	4	0	0	0	1	1	0	1	0	0					
		0.29%	0.0%	0.0%	0.39%	0.51%	0.28%	0.31%	0.27%	3.22%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.35%	0.26%	0.0%	0.24%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	1	1	0	4	3	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0					
		0.23%	0.09%	0.40%	0.0%	0.68%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.71%	0.26%	0.0%	0.24%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	8	1	0	1	3	3	0	0	0	0	1	1	0	0	0	1	0	3	1	0					
		0.38%	0.78%	0.40%	0.0%	0.17%	0.42%	0.47%	0.0%	0.0%	0.0%	0.0%	0.27%	0.72%	0.0%	0.0%	0.0%	0.26%	0.0%	0.72%	0.56%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	1	2	2	1	0	1	3	0	0	0	0	1	1	0	0	1	0	0	0	0					
		0.21%	0.09%	0.80%	0.78%	0.17%	0.0%	0.15%	0.81%	0.0%	0.0%	0.0%	0.0%	0.72%	1.96%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0					
		0.09%	0.09%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	220	52	5	4	10	16	12	9	0	0	3	15	19	1	9	18	14	1	26	6	0					
		3.65%	5.12%	2.02%	1.57%	1.70%	2.28%	1.88%	2.44%	0.0%	0.0%	5.45%	4.08%	13.76%	1.96%	8.65%	6.47%	3.71%	1.02%	6.25%	3.38%	0.0%					
28	"11. ""Истинные патриоты России"""	9	3	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.14%	0.29%	0.40%	0.0%	0.17%	0.28%	0.0%	0.27%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	100	14	4	0	13	11	11	6	0	0	3	4	2	2	3	9	5	1	5	7	0					
		1.66%	1.38%	1.61%	0.0%	2.22%	1.57%	1.72%	1.63%	0.0%	0.0%	5.45%	1.08%	1.44%	3.92%	2.88%	3.23%	1.32%	1.02%	1.20%	3.95%	0.0%					
30	"13. ""Демократическая партия России"""	32	5	4	2	1	6	8	2	0	0	0	1	0	0	3	0	0	0	0	0	0					
		0.53%	0.49%	1.61%	0.78%	0.17%	0.85%	1.25%	0.54%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	2.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	0	2	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0					
		0.14%	0.09%	0.0%	0.78%	0.0%	0.14%	0.31%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	8	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0					
		0.13%	0.0%	0.40%	0.0%	0.17%	0.14%	0.0%	0.54%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.24%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	204	38	11	4	31	30	18	6	1	0	1	8	6	1	1	7	27	4	10	0	0					
		3.38%	3.74%	4.45%	1.57%	5.29%	4.28%	2.83%	1.63%	1.61%	0.0%	1.81%	2.17%	4.34%	1.96%	0.96%	2.51%	7.16%	4.08%	2.40%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	2	1	1	0	4	0	2	0	0	0	1	1	0	0	3	0	0	1	4	0					
		0.33%	0.19%	0.40%	0.39%	0.0%	0.57%	0.0%	0.54%	0.0%	0.0%	0.0%	0.27%	0.72%	0.0%	0.0%	1.07%	0.0%	0.0%	0.24%	2.25%	0.0%					
35	"18. ""ЛДПР"""	818	163	31	35	57	98	96	42	4	1	2	48	17	0	14	43	65	0	62	21	19					
		13.59%	16.07%	12.55%	13.77%	9.74%	14.0%	15.09%	11.41%	6.45%	4.76%	3.63%	13.07%	12.31%	0.0%	13.46%	15.46%	17.24%	0.0%	14.90%	11.86%	27.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	88	18	5	7	6	12	12	3	1	0	2	4	1	0	1	2	0	0	11	2	1					
		1.46%	1.77%	2.02%	2.75%	1.02%	1.71%	1.88%	0.81%	1.61%	0.0%	3.63%	1.08%	0.72%	0.0%	0.96%	0.71%	0.0%	0.0%	2.64%	1.12%	1.42%					
37	"20. ""Политическая партия ""Единая Россия"""	2648	385	103	118	290	302	300	156	22	15	27	155	41	32	41	129	171	76	172	78	35					
		44.00%	37.96%	41.70%	46.45%	49.57%	43.14%	47.16%	42.39%	35.48%	71.42%	49.09%	42.23%	29.71%	62.74%	39.42%	46.40%	45.35%	77.55%	41.34%	44.06%	49.99%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	3	1	0	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.29%	0.40%	0.0%	0.0%	0.28%	0.15%	0.54%	3.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	11	2	0	1	0	2	0	0	1	0	1	2	1	0	0	0	0	1	0	0	0					
		0.18%	0.19%	0.0%	0.39%	0.0%	0.28%	0.0%	0.0%	1.61%	0.0%	1.81%	0.54%	0.72%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	962	215	34	33	82	88	62	48	17	0	10	86	33	9	24	34	54	4	77	46	6					
		15.98%	21.20%	13.76%	12.99%	14.01%	12.57%	9.74%	13.04%	27.41%	0.0%	18.18%	23.43%	23.91%	17.64%	23.07%	12.23%	14.32%	4.08%	18.50%	25.98%	8.57%					
																											
41	Против всех	161	31	9	5	15	22	27	8	4	0	3	3	3	4	1	6	3	1	10	2	4					
		2.67%	3.05%	3.64%	1.96%	2.56%	3.14%	4.24%	2.17%	6.45%	0.0%	5.45%	0.81%	2.17%	7.84%	0.96%	2.15%	0.79%	1.02%	2.40%	1.12%	5.71%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
