7	Число избирательных бюллетеней в переносных ящиках для голосования	2329	0	0	45	60	37	47	42	19	8	26	17	33	31	19	28	40	30	21	26	16	23	17	30	23	30	28	32	37	24	38	27	9	33	90	28	37	34	26	21	40	30	27	0	9	26	38	33	26	17	17	32	19	11	38	18	36	12	35	10	32	70	62	53	17	85	26	23	54	19	37	19	8	10	24	11	17	19	18	16	31	3	11	20	18	15	5	0					
8	Число бюллетеней в стационарных ящиках для голосования	94553	884	32	1188	998	1560	1355	1168	950	673	1261	1110	1311	1260	1249	1270	917	836	717	1073	1042	1303	1463	882	814	992	958	1082	869	821	1101	1104	986	1140	1181	979	1011	975	1075	965	1447	528	795	193	1128	1290	1218	1421	1248	1428	1427	848	1627	1221	1174	1429	1343	1271	1127	812	1003	856	497	495	1222	297	1579	1424	1609	1375	1155	1340	1560	1260	1107	1072	897	1220	1399	1521	1451	1351	832	1356	1242	842	656	405					
9	Число недействительных избирательных бюллетеней	2000	12	1	35	22	47	40	24	26	13	20	35	28	23	19	24	15	17	9	22	30	27	18	22	43	23	32	40	32	9	31	29	30	18	36	11	21	15	38	21	19	15	19	4	8	22	35	35	22	27	54	17	30	20	15	21	20	39	17	18	13	15	9	14	17	10	18	23	29	21	23	29	36	34	23	15	9	25	17	28	27	41	17	33	27	17	11	4					
10	Число действительных избирательных бюллетеней	94882	872	31	1198	1036	1550	1362	1186	943	668	1267	1092	1316	1268	1249	1274	942	849	729	1077	1028	1299	1462	890	794	999	954	1074	874	836	1108	1102	965	1155	1235	996	1027	994	1063	965	1468	543	803	189	1129	1294	1221	1419	1252	1418	1390	863	1616	1212	1197	1426	1359	1244	1145	804	1022	911	550	534	1222	372	1587	1424	1634	1373	1169	1330	1532	1236	1108	1068	905	1214	1400	1509	1455	1313	826	1343	1233	840	650	401					
11	Число полученных открепительных  удостоверений	3665	0	0	50	40	70	50	40	40	20	50	40	50	50	40	50	30	30	35	50	55	50	60	30	30	40	40	40	40	40	40	50	50	50	50	40	70	40	40	40	50	20	30	0	30	50	50	50	50	50	60	40	60	40	50	65	50	40	40	40	50	30	20	10	50	0	60	60	60	50	50	50	60	50	40	50	30	50	50	60	60	50	30	50	50	30	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2328	0	0	27	31	65	25	32	28	9	24	19	26	25	22	33	22	12	29	25	48	19	39	14	12	19	15	17	17	32	29	27	18	37	35	29	56	18	20	29	30	10	18	0	8	38	22	45	29	48	51	20	40	32	45	53	24	31	26	19	15	21	11	2	40	0	39	39	37	34	33	31	36	33	29	45	25	35	44	40	29	22	23	30	21	24	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2362	23	32	24	22	32	35	54	27	17	32	25	47	19	18	21	19	18	27	26	24	22	31	30	10	80	11	27	22	37	24	59	33	26	73	19	21	34	37	42	39	28	29	9	7	52	16	31	22	15	24	13	25	31	22	36	25	14	24	21	11	16	18	35	20	40	67	20	25	25	22	29	41	14	18	15	20	18	34	17	41	25	16	26	8	20	20	38					
14	Число неиспользованных открепительных удостоверений	1337	0	0	23	9	5	25	8	12	11	26	21	24	25	18	17	8	18	6	25	7	31	21	16	18	21	25	23	23	8	11	23	32	13	15	11	14	22	20	11	20	10	12	0	22	12	28	5	21	2	9	20	20	8	5	12	26	9	14	21	35	9	9	8	10	0	21	21	23	16	17	19	24	17	11	5	5	15	6	20	31	28	7	20	29	6	3	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	64	0	0	0	3	3	2	1	0	0	0	2	1	0	0	0	1	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	2	1	1	5	0	1	0	0	0	3	0	1	1	1	1	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0	1	2	1	1	1	1	2	0	0	1	0	1	0	1	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																														
18	Богданов Андрей Владимирович	2765	12	0	35	27	43	52	47	27	20	41	37	38	31	47	46	30	20	19	36	34	55	48	27	39	29	45	40	33	18	43	43	40	28	40	34	28	34	32	28	42	18	22	2	22	40	33	36	41	40	60	20	55	38	22	39	36	17	35	16	9	14	10	11	28	12	41	49	34	41	36	33	47	35	28	14	26	32	43	29	39	51	26	35	31	20	26	5					
		2.85%	1.36%	0.00%	2.84%	2.55%	2.69%	3.71%	3.88%	2.79%	2.94%	3.19%	3.28%	2.83%	2.40%	3.71%	3.54%	3.13%	2.31%	2.57%	3.28%	3.21%	4.15%	3.24%	2.96%	4.66%	2.84%	4.56%	3.59%	3.64%	2.13%	3.78%	3.80%	4.02%	2.39%	3.15%	3.38%	2.67%	3.37%	2.91%	2.84%	2.82%	3.23%	2.68%	1.04%	1.93%	3.04%	2.63%	2.48%	3.22%	2.77%	4.16%	2.27%	3.34%	3.08%	1.82%	2.70%	2.61%	1.33%	3.01%	1.95%	0.87%	1.51%	1.79%	2.01%	2.26%	3.14%	2.55%	3.39%	2.04%	2.94%	3.02%	2.43%	2.99%	2.76%	2.48%	1.29%	2.84%	2.58%	3.03%	1.89%	2.63%	3.77%	3.08%	2.54%	2.46%	2.33%	3.93%	1.23%					
19	Жириновский Владимир Вольфович	12632	110	8	141	122	197	136	135	112	75	178	133	162	160	187	149	101	111	102	169	171	164	185	114	71	120	103	128	91	155	131	161	112	152	177	134	117	134	147	133	185	63	115	16	227	169	177	184	157	175	207	135	229	176	161	203	181	188	152	120	128	124	77	71	185	44	211	189	212	193	153	170	203	164	138	153	123	157	242	196	179	179	122	190	151	117	87	66					
		13.04%	12.44%	25.00%	11.44%	11.53%	12.34%	9.70%	11.16%	11.56%	11.01%	13.83%	11.80%	12.05%	12.39%	14.75%	11.48%	10.55%	12.82%	13.82%	15.38%	16.16%	12.37%	12.50%	12.50%	8.48%	11.74%	10.45%	11.49%	10.04%	18.34%	11.50%	14.24%	11.26%	12.96%	13.93%	13.31%	11.16%	13.28%	13.35%	13.49%	12.44%	11.29%	13.99%	8.29%	19.96%	12.84%	14.09%	12.65%	12.32%	12.11%	14.34%	15.34%	13.91%	14.29%	13.28%	14.03%	13.13%	14.65%	13.08%	14.60%	12.37%	13.39%	13.77%	12.96%	14.93%	11.52%	13.15%	13.06%	12.75%	13.85%	12.84%	12.51%	12.95%	12.91%	12.20%	14.13%	13.46%	12.67%	17.08%	12.75%	12.08%	13.22%	14.47%	13.81%	11.98%	13.65%	13.16%	16.30%					
20	Зюганов Геннадий Андреевич	12909	43	1	235	172	271	203	208	121	65	185	160	205	183	162	195	132	115	104	131	92	195	194	163	157	151	168	158	136	110	149	124	115	128	191	134	155	153	120	143	203	84	117	26	70	171	176	248	227	250	170	92	244	157	190	154	221	195	178	86	134	106	72	61	102	40	237	195	227	188	166	173	172	151	173	107	114	155	103	197	186	115	111	173	162	106	73	24					
		13.32%	4.86%	3.13%	19.06%	16.26%	16.97%	14.48%	17.19%	12.49%	9.54%	14.37%	14.20%	15.25%	14.18%	12.78%	15.02%	13.79%	13.28%	14.09%	11.92%	8.70%	14.71%	13.11%	17.87%	18.76%	14.77%	17.04%	14.18%	15.01%	13.02%	13.08%	10.96%	11.56%	10.91%	15.03%	13.31%	14.79%	15.16%	10.90%	14.50%	13.65%	15.05%	14.23%	13.47%	6.16%	12.99%	14.01%	17.06%	17.82%	17.30%	11.77%	10.45%	14.82%	12.74%	15.68%	10.64%	16.03%	15.20%	15.32%	10.46%	12.95%	11.45%	12.88%	11.13%	8.23%	10.47%	14.77%	13.48%	13.65%	13.49%	13.93%	12.73%	10.97%	11.89%	15.30%	9.88%	12.47%	12.51%	7.27%	12.82%	12.55%	8.49%	13.17%	12.57%	12.86%	12.37%	11.04%	5.93%					
21	Медведев Дмитрий Анатольевич	66576	707	22	787	715	1039	971	796	683	508	863	762	911	894	853	884	679	603	504	741	731	885	1035	586	527	699	638	748	614	553	785	774	698	847	827	694	727	673	764	661	1038	378	549	145	810	914	835	951	827	953	953	616	1088	841	824	1030	921	844	780	582	751	667	391	391	907	276	1098	991	1161	951	814	954	1110	886	769	794	642	870	1012	1087	1051	968	567	945	889	597	464	306					
		68.72%	79.98%	68.75%	63.83%	67.58%	65.06%	69.26%	65.79%	70.49%	74.60%	67.06%	67.61%	67.78%	69.25%	67.27%	68.10%	70.95%	69.63%	68.29%	67.42%	69.09%	66.74%	69.93%	64.25%	62.96%	68.40%	64.71%	67.15%	67.77%	65.44%	68.92%	68.44%	70.15%	72.21%	65.07%	68.92%	69.37%	66.70%	69.39%	67.04%	69.80%	67.74%	66.79%	75.13%	71.24%	69.45%	66.48%	65.41%	64.91%	65.95%	65.99%	70.00%	66.10%	68.26%	67.99%	71.18%	66.79%	65.78%	67.13%	70.80%	72.56%	72.03%	69.95%	71.35%	73.20%	72.25%	68.41%	68.49%	69.81%	68.22%	68.29%	70.20%	70.79%	69.76%	67.99%	73.31%	70.24%	70.22%	71.42%	70.72%	70.92%	71.49%	67.26%	68.68%	70.56%	69.66%	70.20%	75.56%					
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
