13	Число избирателей, проголосовавших по открепительным удостоверениям	3355	38	13	27	21	47	61	38	57	29	49	20	23	18	31	21	28	26	33	9	15	42	42	45	24	30	20	66	35	83	32	43	18	58	73	68	116	25	32	153	35	65	63	26	36	10	24	66	24	55	34	30	69	38	14	53	34	29	28	20	33	24	29	24	15	16	46	279	20	21	20	18	21	39	31	22	15	19	23	26	34	31	43	15	12	36	22	39	20									
14	Число неиспользованных открепительных удостоверений	545	13	10	1	0	2	2	0	1	8	3	3	20	4	13	1	4	3	10	3	18	5	0	1	10	4	4	2	11	4	12	6	6	5	63	22	0	0	8	2	9	2	13	4	1	0	12	17	8	2	8	0	13	4	9	6	4	1	0	1	2	7	3	0	6	1	1	1	2	0	21	5	0	1	4	6	7	3	3	0	9	9	16	2	8	4	20	1	5									
15	Число открепительных удостоверений, выданных избирателям ТИК	83	0	0	1	0	0	3	1	2	0	0	0	3	1	0	0	1	1	1	0	0	0	2	1	1	1	0	1	0	0	0	1	0	1	1	0	4	2	2	0	3	1	2	0	1	0	0	0	4	0	0	4	1	3	2	1	3	1	0	3	0	0	0	0	0	3	2	0	0	1	0	0	1	0	0	0	3	2	2	1	0	3	0	0	1	2	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																			
19	Жириновский Владимир Вольфович	4154	44	51	57	29	27	64	32	60	55	39	34	43	49	41	51	48	55	33	32	32	64	72	57	43	44	21	38	42	47	19	52	38	43	101	71	76	39	50	60	52	54	44	17	31	12	30	49	52	50	44	52	54	54	58	76	55	46	79	33	56	42	51	42	23	22	74	26	43	55	51	50	44	62	48	51	37	54	42	54	68	56	61	54	36	49	41	38	29									
		4.01%	3.64%	4.55%	4.43%	3.65%	2.04%	4.06%	2.50%	3.42%	3.58%	3.63%	3.45%	3.42%	4.18%	2.99%	3.81%	4.07%	4.16%	3.30%	3.82%	4.26%	4.94%	5.18%	3.80%	3.02%	4.95%	2.40%	3.16%	4.06%	3.84%	1.92%	3.93%	3.25%	3.97%	8.61%	4.26%	5.08%	3.64%	4.03%	5.30%	5.16%	5.38%	3.09%	3.01%	3.63%	5.74%	2.54%	3.66%	4.01%	3.55%	3.72%	3.63%	3.72%	4.11%	4.35%	4.36%	3.71%	4.96%	5.20%	3.31%	4.90%	5.68%	4.47%	4.17%	3.76%	4.13%	6.05%	3.76%	3.54%	4.74%	3.61%	4.17%	3.52%	4.55%	3.75%	3.86%	3.36%	5.24%	4.38%	4.27%	4.90%	4.68%	4.47%	3.90%	4.29%	3.42%	2.84%	4.14%	3.55%									
20	Зюганов Геннадий Андреевич	12700	137	126	141	48	214	174	167	238	185	129	89	152	134	179	159	156	178	129	90	101	162	150	185	156	134	121	142	121	151	129	152	128	117	150	207	207	145	160	155	121	109	194	62	129	15	39	152	157	229	198	200	179	154	187	235	189	110	198	142	147	100	128	132	82	45	111	49	146	159	196	164	149	160	144	160	146	103	110	181	162	157	168	152	110	182	167	114	79									
		12.27%	11.34%	11.24%	10.95%	6.05%	16.15%	11.05%	13.03%	13.57%	12.04%	12.01%	9.03%	12.07%	11.44%	13.05%	11.88%	13.22%	13.47%	12.90%	10.75%	13.45%	12.51%	10.78%	12.33%	10.97%	15.07%	13.83%	11.80%	11.70%	12.34%	13.00%	11.48%	10.94%	10.80%	12.79%	12.42%	13.83%	13.55%	12.89%	13.69%	12.00%	10.87%	13.60%	10.99%	15.09%	7.18%	3.30%	11.37%	12.10%	16.25%	16.74%	13.96%	12.34%	11.72%	14.03%	13.48%	12.75%	11.85%	13.03%	14.23%	12.85%	13.51%	11.23%	13.11%	13.40%	8.44%	9.07%	7.09%	12.02%	13.71%	13.87%	13.67%	11.93%	11.74%	11.24%	12.11%	13.27%	9.99%	11.48%	14.32%	11.66%	13.12%	12.32%	10.97%	13.11%	12.71%	11.55%	12.43%	9.68%									
21	Миронов Сергей Михайлович	6867	73	74	80	38	77	94	91	124	89	86	40	114	83	113	109	95	106	86	55	42	85	79	115	107	84	54	70	75	84	56	82	78	79	65	130	113	83	56	71	58	70	115	49	60	11	13	95	101	92	65	92	97	77	91	96	91	42	89	58	87	57	81	50	23	33	70	29	83	83	85	69	85	111	94	96	77	65	93	84	98	78	80	94	51	100	106	58	50									
		6.64%	6.04%	6.60%	6.21%	4.79%	5.81%	5.97%	7.10%	7.07%	5.79%	8.01%	4.06%	9.05%	7.09%	8.24%	8.15%	8.05%	8.02%	8.60%	6.57%	5.59%	6.56%	5.68%	7.66%	7.52%	9.45%	6.17%	5.82%	7.25%	6.86%	5.65%	6.19%	6.67%	7.29%	5.54%	7.80%	7.55%	7.76%	4.51%	6.27%	5.75%	6.98%	8.06%	8.69%	7.02%	5.26%	1.10%	7.11%	7.78%	6.53%	5.49%	6.42%	6.69%	5.86%	6.83%	5.51%	6.14%	4.53%	5.86%	5.81%	7.60%	7.70%	7.11%	4.97%	3.76%	6.19%	5.72%	4.20%	6.83%	7.16%	6.02%	5.75%	6.81%	8.14%	7.34%	7.27%	7.00%	6.30%	9.71%	6.65%	7.06%	6.52%	5.87%	6.78%	6.08%	6.98%	7.33%	6.32%	6.13%									
22	Прохоров Михаил Дмитриевич	21901	248	199	294	124	392	352	386	446	441	282	365	241	228	301	232	206	233	199	146	157	265	352	331	255	216	252	340	293	319	279	262	252	269	315	406	307	264	275	209	237	202	292	87	161	32	91	310	279	244	250	266	321	259	256	430	279	193	365	189	191	117	177	184	140	63	152	82	259	231	285	255	245	250	317	291	174	168	162	226	230	186	208	404	170	316	304	212	226									
		21.17%	20.53%	17.75%	22.83%	15.62%	29.58%	22.35%	30.11%	25.43%	28.69%	26.26%	37.02%	19.14%	19.47%	21.94%	17.34%	17.46%	17.64%	19.90%	17.44%	20.91%	20.46%	25.31%	22.05%	17.93%	24.30%	28.80%	28.26%	28.34%	26.06%	28.13%	19.79%	21.54%	24.84%	26.85%	24.36%	20.51%	24.67%	22.16%	18.46%	23.51%	20.14%	20.48%	15.43%	18.83%	15.31%	7.69%	23.19%	21.49%	17.32%	21.13%	18.56%	22.12%	19.71%	19.20%	24.67%	18.83%	20.80%	24.01%	18.94%	16.70%	15.81%	15.53%	18.27%	22.88%	11.82%	12.42%	11.87%	21.32%	19.91%	20.17%	21.25%	19.62%	18.34%	24.75%	22.03%	15.82%	16.29%	16.91%	17.88%	16.56%	15.54%	15.25%	29.15%	20.26%	22.07%	21.02%	23.12%	27.70%									
23	Путин Владимир Владимирович	56437	686	664	709	536	604	873	592	869	753	529	434	685	663	723	773	665	733	549	500	408	707	720	801	840	403	416	604	493	603	505	707	657	559	528	840	767	527	689	623	526	554	770	344	459	138	1002	713	695	784	617	803	762	650	715	886	855	486	777	566	648	419	694	587	331	361	808	499	668	622	777	649	714	766	665	704	657	631	535	711	817	699	831	662	462	764	807	485	425									
		54.55%	56.79%	59.23%	55.05%	67.51%	45.58%	55.43%	46.18%	49.54%	48.99%	49.26%	44.02%	54.41%	56.62%	52.70%	57.77%	56.36%	55.49%	54.90%	59.74%	54.33%	54.59%	51.76%	53.36%	59.07%	45.33%	47.54%	50.21%	47.68%	49.26%	50.91%	53.40%	56.15%	51.62%	45.01%	50.39%	51.24%	49.25%	55.52%	55.04%	52.18%	55.23%	53.99%	60.99%	53.68%	66.03%	84.70%	53.33%	53.54%	55.64%	52.16%	56.04%	52.52%	49.47%	53.64%	50.83%	57.69%	52.37%	51.12%	56.71%	56.64%	56.62%	60.88%	58.29%	54.08%	67.73%	66.01%	72.21%	54.98%	53.62%	54.99%	54.08%	57.17%	56.20%	51.91%	53.29%	59.73%	61.20%	55.85%	56.25%	58.82%	58.40%	60.92%	47.76%	55.07%	53.35%	55.81%	52.89%	52.08%									
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
