Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Елизовская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125									
		1.38%	2.16%	1.01%	1.14%	0.00%	1.54%	1.81%	1.02%	0.27%	2.04%	1.18%	1.13%	1.62%	1.10%	1.06%	1.45%	1.76%	1.79%	1.08%	0.93%	1.37%	1.57%	1.98%	0.63%	0.80%	1.48%	1.45%	2.35%	0.76%	0.96%	1.47%	0.00%	2.03%	1.48%	2.14%	0.74%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	527	18	12	23	2	23	25	22	5	6	14	28	21	16	20	22	10	29	16	10	28	13	16	12	20	9	12	10	25	6	14	0	11	7	7	15									
		2.84%	2.16%	3.02%	3.74%	2.02%	2.21%	2.26%	3.72%	1.35%	3.06%	2.35%	3.17%	1.99%	2.51%	2.64%	3.19%	1.96%	3.71%	2.88%	4.63%	2.74%	2.56%	3.52%	3.79%	5.31%	3.32%	3.48%	2.61%	3.16%	2.88%	2.56%	0.00%	4.47%	2.59%	2.14%	2.77%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	435	15	4	8	1	19	22	18	5	4	20	16	33	14	11	15	12	24	13	5	25	6	13	11	9	4	17	9	20	9	14	1	2	3	6	27									
		2.34%	1.80%	1.01%	1.30%	1.01%	1.83%	1.99%	3.05%	1.35%	2.04%	3.36%	1.81%	3.14%	2.20%	1.45%	2.17%	2.35%	3.07%	2.34%	2.31%	2.44%	1.18%	2.86%	3.47%	2.39%	1.48%	4.93%	2.35%	2.53%	4.33%	2.56%	1.92%	0.81%	1.11%	1.83%	4.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8103	375	217	287	37	469	511	238	151	78	226	379	396	296	289	282	197	305	250	94	428	258	222	138	147	104	128	210	374	97	256	23	117	134	153	237									
		43.59%	45.02%	54.52%	46.67%	37.37%	45.10%	46.12%	40.27%	40.70%	39.80%	37.98%	42.87%	37.68%	46.47%	38.18%	40.87%	38.55%	39.00%	45.05%	43.52%	41.84%	50.79%	48.90%	43.53%	38.99%	38.38%	37.10%	54.83%	47.28%	46.63%	46.89%	44.23%	47.56%	49.63%	46.79%	43.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	145	3	3	2	0	7	8	3	4	2	5	6	6	3	9	11	1	15	2	1	9	5	3	2	5	2	7	1	6	2	1	0	1	5	1	4									
		0.78%	0.36%	0.75%	0.33%	0.00%	0.67%	0.72%	0.51%	1.08%	1.02%	0.84%	0.68%	0.57%	0.47%	1.19%	1.59%	0.20%	1.92%	0.36%	0.46%	0.88%	0.98%	0.66%	0.63%	1.33%	0.74%	2.03%	0.26%	0.76%	0.96%	0.18%	0.00%	0.41%	1.85%	0.31%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	1	0	3	1	2	1	0	0	1	1	0	3	0	1	1	0	1	0	0	2	0	0	2	1	2	1	0	4	0	1	0	0	0	0	3									
		0.17%	0.12%	0.00%	0.49%	1.01%	0.19%	0.09%	0.00%	0.00%	0.51%	0.17%	0.00%	0.29%	0.00%	0.13%	0.14%	0.00%	0.13%	0.00%	0.00%	0.20%	0.00%	0.00%	0.63%	0.27%	0.74%	0.29%	0.00%	0.51%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.55%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4301	181	88	139	27	231	260	133	110	50	125	188	246	149	184	145	130	146	125	50	259	119	94	74	96	88	104	68	182	42	120	9	56	71	87	125									
		23.14%	21.73%	22.11%	22.60%	27.27%	22.21%	23.47%	22.50%	29.65%	25.51%	21.01%	21.27%	23.41%	23.39%	24.31%	21.01%	25.44%	18.67%	22.52%	23.15%	25.32%	23.43%	20.70%	23.34%	25.46%	32.47%	30.14%	17.75%	23.01%	20.19%	21.98%	17.31%	22.76%	26.30%	26.61%	23.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	93	4	1	2	0	7	7	6	4	1	5	9	7	6	3	4	1	5	2	1	6	5	0	0	1	1	0	0	2	0	0	0	0	1	0	2									
		0.50%	0.48%	0.25%	0.33%	0.00%	0.67%	0.63%	1.02%	1.08%	0.51%	0.84%	1.02%	0.67%	0.94%	0.40%	0.58%	0.20%	0.64%	0.36%	0.46%	0.59%	0.98%	0.00%	0.00%	0.27%	0.37%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.37%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	242	11	4	5	4	4	13	9	8	4	14	20	21	11	19	17	5	11	5	4	12	5	2	2	3	1	3	2	5	2	3	0	3	3	1	6									
		1.30%	1.32%	1.01%	0.81%	4.04%	0.38%	1.17%	1.52%	2.16%	2.04%	2.35%	2.26%	1.99%	1.73%	2.51%	2.46%	0.98%	1.41%	0.90%	1.85%	1.17%	0.98%	0.44%	0.63%	0.80%	0.37%	0.87%	0.52%	0.63%	0.96%	0.55%	0.00%	1.22%	1.11%	0.31%	1.11%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	1	1	0	3	0	2	0	1	0	2	1	0	0	2	2	2	1	1	2	3	1	0	0	1	0	0	2	0	0	0	0	0	0	1									
		0.16%	0.12%	0.25%	0.16%	0.00%	0.29%	0.00%	0.34%	0.00%	0.51%	0.00%	0.23%	0.10%	0.00%	0.00%	0.29%	0.39%	0.26%	0.18%	0.46%	0.20%	0.59%	0.22%	0.00%	0.00%	0.37%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	230	11	1	10	0	8	12	8	6	2	11	16	26	12	11	13	10	15	8	3	10	5	7	1	3	1	4	6	3	1	3	0	1	1	0	1									
		1.24%	1.32%	0.25%	1.63%	0.00%	0.77%	1.08%	1.35%	1.62%	1.02%	1.85%	1.81%	2.47%	1.88%	1.45%	1.88%	1.96%	1.92%	1.44%	1.39%	0.98%	0.98%	1.54%	0.32%	0.80%	0.37%	1.16%	1.57%	0.38%	0.48%	0.55%	0.00%	0.41%	0.37%	0.00%	0.18%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2495	127	37	73	15	143	106	78	47	19	96	123	164	80	126	96	85	128	77	29	145	53	54	49	59	34	35	42	82	29	89	12	29	23	37	74									
		13.42%	15.25%	9.30%	11.87%	15.15%	13.75%	9.57%	13.20%	12.67%	9.69%	16.13%	13.91%	15.60%	12.56%	16.64%	13.91%	16.63%	16.37%	13.87%	13.43%	14.17%	10.43%	11.89%	15.46%	15.65%	12.55%	10.14%	10.97%	10.37%	13.94%	16.30%	23.08%	11.79%	8.52%	11.31%	13.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	155	4	3	10	1	10	13	4	7	3	5	7	12	4	6	10	6	4	2	0	8	3	4	3	5	1	1	2	3	1	3	0	2	4	2	2									
		0.83%	0.48%	0.75%	1.63%	1.01%	0.96%	1.17%	0.68%	1.89%	1.53%	0.84%	0.79%	1.14%	0.63%	0.79%	1.45%	1.17%	0.51%	0.36%	0.00%	0.78%	0.59%	0.88%	0.95%	1.33%	0.37%	0.29%	0.52%	0.38%	0.48%	0.55%	0.00%	0.81%	1.48%	0.61%	0.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	758	31	17	22	3	46	34	30	11	3	38	46	48	20	30	29	22	51	24	4	25	11	15	14	17	7	15	18	52	10	20	3	4	7	12	19									
		4.08%	3.72%	4.27%	3.58%	3.03%	4.42%	3.07%	5.08%	2.96%	1.53%	6.39%	5.20%	4.57%	3.14%	3.96%	4.20%	4.31%	6.52%	4.32%	1.85%	2.44%	2.17%	3.30%	4.42%	4.51%	2.58%	4.35%	4.70%	6.57%	4.81%	3.66%	5.77%	1.63%	2.59%	3.67%	3.51%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
