Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																
Дата голосования: 02.12.2007																																																																																
																																																																																
Наименование Избирательной комиссии:    Кстовская																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	999	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	20	10	10	9	10	15	10	10	15	10	7	13	90	15	5	15	10	10	15	10	10	10	10	10	10	25	0	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	438	1	2	8	9	4	6	3	4	0	8	5	2	7	3	1	8	8	3	7	1	3	1	6	7	1	2	7	2	6	20	2	4	2	0	9	1	3	14	0	3	13	87	15	5	5	5	0	6	2	1	1	3	0	4	25	0	0	6	2	17	2	0	0	9	6	9	3	8	0	5	0	10	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	425	4	3	3	8	1	5	2	3	8	3	14	3	9	4	3	4	1	6	0	3	6	13	19	3	3	4	8	1	5	8	3	3	1	3	4	0	1	9	1	7	4	4	21	12	6	12	2	3	5	6	2	1	2	4	5	9	6	8	8	8	7	1	2	2	6	13	1	17	36	4	3	1	15					
14	Число погашенных неиспользованных открепительных удостоверений	561	14	13	7	6	11	9	12	11	15	7	10	13	8	12	14	7	7	12	8	14	12	14	9	8	14	13	8	13	9	0	8	6	7	10	6	9	7	1	10	4	0	3	0	0	10	5	10	9	8	9	9	7	10	6	0	0	10	4	8	3	8	10	10	1	4	1	7	2	10	5	10	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
18	1.Политическая партия «Аграрная партия России»	1020	19	10	11	11	14	25	13	15	15	21	15	7	13	11	32	26	6	13	17	12	27	17	32	21	20	21	28	10	7	19	1	1	8	8	30	1	6	25	1	30	23	18	16	14	26	11	4	16	6	1	5	3	5	0	25	1	3	32	20	60	0	3	0	12	6	22	5	16	8	23	5	0	12					
		2.08%	2.38%	1.41%	1.60%	1.00%	1.28%	1.63%	1.24%	1.54%	1.20%	1.95%	1.37%	1.14%	1.28%	1.44%	3.61%	2.70%	0.92%	1.77%	1.72%	1.60%	2.58%	1.92%	3.27%	1.63%	2.08%	2.18%	2.05%	1.63%	1.23%	1.52%	0.85%	0.42%	3.59%	2.68%	2.65%	0.42%	3.00%	2.02%	0.64%	4.19%	2.74%	2.58%	1.70%	2.38%	1.73%	1.43%	2.00%	1.74%	1.69%	0.78%	2.16%	1.89%	3.21%	0.00%	2.24%	0.46%	1.73%	3.17%	2.07%	7.44%	0.00%	3.16%	0.00%	4.96%	1.10%	2.66%	5.56%	3.49%	6.67%	3.33%	2.66%	0.00%	2.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	415	4	3	3	7	9	16	12	12	21	13	10	5	13	6	8	8	12	2	5	13	11	7	8	24	11	9	8	5	4	14	0	2	1	1	9	0	3	8	0	8	3	5	12	3	22	1	0	9	3	1	1	2	0	0	5	0	4	5	5	7	1	0	0	1	1	3	0	2	0	2	0	0	2					
		0.84%	0.50%	0.42%	0.44%	0.64%	0.82%	1.05%	1.14%	1.24%	1.69%	1.21%	0.91%	0.81%	1.28%	0.79%	0.90%	0.83%	1.85%	0.27%	0.51%	1.73%	1.05%	0.79%	0.82%	1.86%	1.15%	0.93%	0.59%	0.82%	0.70%	1.12%	0.00%	0.84%	0.45%	0.34%	0.79%	0.00%	1.50%	0.65%	0.00%	1.12%	0.36%	0.72%	1.28%	0.51%	1.47%	0.13%	0.00%	0.98%	0.85%	0.78%	0.43%	1.26%	0.00%	0.00%	0.45%	0.00%	2.31%	0.50%	0.52%	0.87%	0.79%	0.00%	0.00%	0.41%	0.18%	0.36%	0.00%	0.44%	0.00%	0.29%	0.00%	0.00%	0.36%					
20	3.Политическая партия «Демократическая партия России»	72	1	2	0	0	0	3	1	1	1	1	10	2	0	0	0	2	1	1	1	1	1	0	1	0	2	0	2	8	1	5	1	0	0	0	2	0	0	1	0	3	0	1	0	1	1	1	0	2	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	2	0	0	0	0	0					
		0.15%	0.13%	0.28%	0.00%	0.00%	0.00%	0.20%	0.10%	0.10%	0.08%	0.09%	0.91%	0.33%	0.00%	0.00%	0.00%	0.21%	0.15%	0.14%	0.10%	0.13%	0.10%	0.00%	0.10%	0.00%	0.21%	0.00%	0.15%	1.31%	0.18%	0.40%	0.85%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.08%	0.00%	0.42%	0.00%	0.14%	0.00%	0.17%	0.07%	0.13%	0.00%	0.22%	0.00%	0.00%	0.43%	0.00%	0.64%	1.61%	0.00%	0.00%	0.00%	0.10%	0.10%	0.12%	0.79%	0.00%	0.00%	0.41%	0.18%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5846	109	94	69	82	87	182	126	128	123	105	116	63	170	125	141	126	76	96	125	78	132	127	114	121	127	148	188	76	67	149	9	31	13	50	144	35	35	176	19	78	107	76	122	72	140	86	27	120	24	13	46	31	15	3	86	11	18	124	68	89	20	4	0	28	84	97	7	120	15	67	5	14	47					
		11.90%	13.64%	13.28%	10.06%	7.48%	7.93%	11.89%	11.99%	13.18%	9.88%	9.74%	10.59%	10.26%	16.80%	16.40%	15.90%	13.10%	11.69%	13.04%	12.66%	10.37%	12.60%	14.35%	11.64%	9.37%	13.23%	15.37%	13.79%	12.40%	11.80%	11.91%	7.69%	13.08%	5.83%	16.78%	12.71%	14.64%	17.50%	14.23%	12.10%	10.89%	12.77%	10.87%	12.99%	12.24%	9.34%	11.20%	13.50%	13.03%	6.78%	10.08%	19.91%	19.50%	9.62%	4.84%	7.71%	5.05%	10.40%	12.29%	7.05%	11.04%	15.87%	4.21%	0.00%	11.57%	15.36%	11.71%	7.78%	26.14%	12.50%	9.71%	2.66%	10.29%	8.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	432	5	2	3	5	13	21	16	16	19	7	15	3	16	13	3	4	11	4	6	8	5	10	14	20	10	14	11	3	1	16	1	2	0	5	14	1	1	18	1	11	10	1	13	5	12	1	1	12	1	0	1	1	1	0	3	0	2	4	1	3	0	0	0	1	0	6	0	0	0	2	0	0	3					
		0.88%	0.63%	0.28%	0.44%	0.46%	1.19%	1.37%	1.52%	1.65%	1.53%	0.65%	1.37%	0.49%	1.58%	1.71%	0.34%	0.42%	1.69%	0.54%	0.61%	1.06%	0.48%	1.13%	1.43%	1.55%	1.04%	1.45%	0.81%	0.49%	0.18%	1.28%	0.85%	0.84%	0.00%	1.68%	1.24%	0.42%	0.50%	1.46%	0.64%	1.54%	1.19%	0.14%	1.38%	0.85%	0.80%	0.13%	0.50%	1.30%	0.28%	0.00%	0.43%	0.63%	0.64%	0.00%	0.27%	0.00%	1.16%	0.40%	0.10%	0.37%	0.00%	0.00%	0.00%	0.41%	0.00%	0.72%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	85	0	3	0	3	2	1	2	0	2	2	0	0	0	1	1	0	0	1	2	3	2	3	1	2	3	2	1	3	4	3	0	3	0	0	5	1	0	3	0	1	0	1	0	0	4	1	0	0	1	0	3	0	0	0	2	0	0	1	4	2	0	0	0	0	1	2	1	2	0	0	0	0	0					
		0.17%	0.00%	0.42%	0.00%	0.27%	0.18%	0.07%	0.19%	0.00%	0.16%	0.19%	0.00%	0.00%	0.00%	0.13%	0.11%	0.00%	0.00%	0.14%	0.20%	0.40%	0.19%	0.34%	0.10%	0.15%	0.31%	0.21%	0.07%	0.49%	0.70%	0.24%	0.00%	1.27%	0.00%	0.00%	0.44%	0.42%	0.00%	0.24%	0.00%	0.14%	0.00%	0.14%	0.00%	0.00%	0.27%	0.13%	0.00%	0.00%	0.28%	0.00%	1.30%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.10%	0.41%	0.25%	0.00%	0.00%	0.00%	0.00%	0.18%	0.24%	1.11%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4319	63	66	61	138	99	151	101	99	113	114	111	51	84	57	82	71	57	72	75	75	84	77	105	107	75	85	121	68	70	95	8	25	18	14	103	17	18	103	11	49	65	62	95	42	169	71	8	67	35	8	19	11	5	0	83	9	11	82	107	65	13	6	0	21	37	63	8	30	7	67	7	9	44					
		8.79%	7.88%	9.32%	8.89%	12.59%	9.02%	9.86%	9.61%	10.20%	9.08%	10.58%	10.14%	8.31%	8.30%	7.48%	9.24%	7.38%	8.77%	9.78%	7.60%	9.97%	8.02%	8.70%	10.73%	8.29%	7.81%	8.83%	8.88%	11.09%	12.32%	7.59%	6.84%	10.55%	8.07%	4.70%	9.09%	7.11%	9.00%	8.33%	7.01%	6.84%	7.76%	8.87%	10.12%	7.14%	11.27%	9.24%	4.00%	7.27%	9.89%	6.20%	8.23%	6.92%	3.21%	0.00%	7.44%	4.13%	6.36%	8.13%	11.10%	8.06%	10.32%	6.32%	0.00%	8.68%	6.76%	7.61%	8.89%	6.54%	5.83%	9.71%	3.72%	6.62%	7.93%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6116	93	78	72	90	127	203	143	121	178	160	150	89	137	108	130	166	105	88	154	93	159	134	111	175	152	126	176	73	65	136	14	31	28	31	125	22	25	140	10	78	108	57	93	73	182	91	16	141	33	17	29	27	14	0	149	15	24	64	68	74	21	3	0	23	58	118	14	80	15	94	17	11	91					
		12.45%	11.64%	11.02%	10.50%	8.21%	11.58%	13.26%	13.61%	12.46%	14.30%	14.84%	13.70%	14.50%	13.54%	14.17%	14.66%	17.26%	16.15%	11.96%	15.60%	12.37%	15.17%	15.14%	11.34%	13.56%	15.83%	13.08%	12.91%	11.91%	11.44%	10.87%	11.97%	13.08%	12.56%	10.40%	11.03%	9.21%	12.50%	11.32%	6.37%	10.89%	12.89%	8.15%	9.90%	12.41%	12.14%	11.85%	8.00%	15.31%	9.32%	13.18%	12.55%	16.98%	8.97%	0.00%	13.35%	6.88%	13.87%	6.34%	7.05%	9.18%	16.67%	3.16%	0.00%	9.50%	10.60%	14.25%	15.56%	17.43%	12.50%	13.62%	9.04%	8.09%	16.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	307	3	5	1	6	7	15	3	3	10	5	5	9	3	7	3	6	6	5	8	4	8	4	5	15	7	5	7	2	3	12	1	1	0	2	2	3	4	7	2	6	1	4	3	2	16	8	1	2	1	0	2	2	2	0	8	2	0	12	7	5	0	2	0	0	0	5	0	1	0	5	3	1	2					
		0.62%	0.38%	0.71%	0.15%	0.55%	0.64%	0.98%	0.29%	0.31%	0.80%	0.46%	0.46%	1.47%	0.30%	0.92%	0.34%	0.62%	0.92%	0.68%	0.81%	0.53%	0.76%	0.45%	0.51%	1.16%	0.73%	0.52%	0.51%	0.33%	0.53%	0.96%	0.85%	0.42%	0.00%	0.67%	0.18%	1.26%	2.00%	0.57%	1.27%	0.84%	0.12%	0.57%	0.32%	0.34%	1.07%	1.04%	0.50%	0.22%	0.28%	0.00%	0.87%	1.26%	1.28%	0.00%	0.72%	0.92%	0.00%	1.19%	0.73%	0.62%	0.00%	2.11%	0.00%	0.00%	0.00%	0.60%	0.00%	0.22%	0.00%	0.72%	1.60%	0.74%	0.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29564	488	431	456	742	712	885	605	564	733	631	633	367	536	420	457	536	367	437	567	449	602	488	566	771	527	526	792	355	330	786	78	130	151	183	681	152	106	747	106	441	503	464	573	370	886	484	143	521	245	87	119	80	107	57	745	178	111	671	673	492	64	74	40	150	348	497	54	197	75	424	147	101	350					
		60.16%	61.08%	60.88%	66.47%	67.70%	64.90%	57.81%	57.56%	58.08%	58.88%	58.53%	57.81%	59.77%	52.96%	55.12%	51.52%	55.72%	56.46%	59.38%	57.45%	59.71%	57.44%	55.14%	57.81%	59.72%	54.90%	54.62%	58.11%	57.91%	58.10%	62.83%	66.67%	54.85%	67.71%	61.41%	60.11%	63.60%	53.00%	60.39%	67.52%	61.59%	60.02%	66.38%	61.02%	62.93%	59.11%	63.02%	71.50%	56.57%	69.21%	67.44%	51.52%	50.31%	68.59%	91.94%	66.76%	81.65%	64.16%	66.50%	69.81%	61.04%	50.79%	77.89%	10.00%	61.98%	63.62%	60.02%	60.00%	42.92%	62.50%	61.45%	78.19%	74.26%	63.06%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	496	8	7	3	6	12	21	13	8	12	14	13	10	32	8	18	10	2	5	10	9	10	12	10	21	17	15	17	3	9	10	3	9	1	1	9	3	0	6	6	4	10	4	7	1	24	0	0	18	3	1	1	2	5	1	4	0	0	5	2	4	4	1	0	0	2	7	0	2	0	0	1	0	0					
		1.01%	1.00%	0.99%	0.44%	0.55%	1.09%	1.37%	1.24%	0.82%	0.96%	1.30%	1.19%	1.63%	3.16%	1.05%	2.03%	1.04%	0.31%	0.68%	1.01%	1.20%	0.95%	1.36%	1.02%	1.63%	1.77%	1.56%	1.25%	0.49%	1.58%	0.80%	2.56%	3.80%	0.45%	0.34%	0.79%	1.26%	0.00%	0.49%	3.82%	0.56%	1.19%	0.57%	0.75%	0.17%	1.60%	0.00%	0.00%	1.95%	0.85%	0.78%	0.43%	1.26%	3.21%	1.61%	0.36%	0.00%	0.00%	0.50%	0.21%	0.50%	3.17%	1.05%	0.00%	0.00%	0.37%	0.85%	0.00%	0.44%	0.00%	0.00%	0.53%	0.00%	0.00%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
