Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																															
Дата голосования: 04.12.2011																																																																															
																																																																															
Наименование Избирательной комиссии:    Кстовская																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
		Сумма	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1066	10	10	15	26	15	31	14	30	19	20	16	10	10	10	10	15	10	20	12	15	13	13	10	28	20	12	15	10	10	47	2	10	5	5	22	5	5	35	5	13	13	135	35	15	55	10	5	15	5	5	5	5	0	1	20	5	5	7	13	22	5	5	8	10	13	2	5	5	20	0	5	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	963	8	9	14	26	13	30	14	30	18	15	16	10	10	9	9	14	9	19	12	15	12	11	8	27	20	12	13	8	10	47	1	10	5	5	22	2	5	34	3	10	10	135	32	14	45	6	1	15	3	3	1	0	0	0	20	5	0	6	12	15	3	2	6	6	13	1	5	5	20	0	5	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	753	8	7	7	18	4	15	11	7	21	7	8	8	1	4	12	5	5	5	44	6	3	12	4	13	7	13	10	5	10	12	8	7	4	1	6	3	6	8	6	4	13	14	15	6	6	8	4	5	5	8	7	29	23	2	20	14	14	6	100	12	7	4	4	6	52	1	8	3	2	3	0	7					
14	Число погашенных неиспользованных открепительных удостоверений	103	2	1	1	0	2	1	0	0	1	5	0	0	0	1	1	1	1	1	0	0	1	2	2	1	0	0	2	2	0	0	1	0	0	0	0	3	0	1	2	3	3	0	3	1	10	4	4	0	2	2	4	5	0	1	0	0	5	1	1	7	2	3	2	4	0	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5940	75	65	73	92	114	198	136	177	232	150	146	66	117	82	95	94	80	70	117	96	135	121	111	177	137	104	144	65	61	169	17	34	37	29	120	21	18	139	20	81	139	63	129	56	196	106	16	121	40	36	26	21	13	0	111	16	15	106	82	100	19	4	23	77	109	17	45	18	124	31	14	52					
		10.08%	6.76%	8.78%	9.93%	7.86%	9.68%	9.36%	12.59%	9.29%	15.92%	13.37%	13.12%	11.60%	8.42%	10.35%	11.66%	9.04%	8.00%	9.83%	8.94%	10.96%	13.51%	14.44%	11.03%	11.99%	9.47%	8.23%	6.90%	10.85%	9.81%	7.72%	13.82%	17.44%	19.37%	7.38%	6.81%	5.88%	9.63%	7.20%	9.05%	13.46%	10.53%	10.43%	15.47%	5.76%	11.85%	14.00%	8.51%	9.92%	13.20%	17.56%	7.69%	8.57%	11.61%	0.00%	6.17%	8.79%	11.90%	11.76%	6.62%	12.20%	13.38%	3.88%	11.17%	14.69%	13.20%	17.89%	7.69%	16.07%	12.40%	17.92%	9.72%	11.87%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6245	98	111	96	168	114	229	133	198	194	156	149	74	100	42	83	105	83	125	128	114	102	15	119	217	135	140	181	72	88	145	17	38	22	37	130	22	23	170	12	54	87	113	147	98	313	137	32	90	43	16	25	25	15	6	75	23	15	103	126	108	18	16	39	69	58	10	48	12	68	21	6	44					
		10.60%	8.83%	15.00%	13.06%	14.36%	9.68%	10.83%	12.31%	10.39%	13.32%	13.90%	13.39%	13.01%	7.19%	5.30%	10.18%	10.10%	8.30%	17.56%	9.79%	13.01%	10.21%	1.79%	11.83%	14.70%	9.34%	11.08%	8.68%	12.02%	14.15%	6.62%	13.82%	19.49%	11.52%	9.41%	7.37%	6.16%	12.30%	8.80%	5.43%	8.97%	6.59%	18.71%	17.63%	10.07%	18.92%	18.10%	17.02%	7.38%	14.19%	7.80%	7.40%	10.20%	13.39%	14.29%	4.17%	12.64%	11.90%	11.43%	10.17%	13.17%	12.68%	15.53%	18.93%	13.17%	7.02%	10.53%	8.21%	10.71%	6.80%	12.14%	4.17%	10.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	535	8	7	6	13	10	26	15	11	20	15	12	2	9	9	8	5	8	5	9	8	10	15	9	10	15	12	11	17	6	18	1	1	3	3	18	3	2	11	3	4	9	16	8	5	23	6	0	10	4	1	4	10	0	0	14	6	1	3	5	5	1	0	0	7	5	1	4	2	2	2	0	3					
		0.91%	0.72%	0.95%	0.82%	1.11%	0.85%	1.23%	1.39%	0.58%	1.37%	1.34%	1.08%	0.35%	0.65%	1.14%	0.98%	0.48%	0.80%	0.70%	0.69%	0.91%	1.00%	1.79%	0.89%	0.68%	1.04%	0.95%	0.53%	2.84%	0.96%	0.82%	0.81%	0.51%	1.57%	0.76%	1.02%	0.84%	1.07%	0.57%	1.36%	0.66%	0.68%	2.65%	0.96%	0.51%	1.39%	0.79%	0.00%	0.82%	1.32%	0.49%	1.18%	4.08%	0.00%	0.00%	0.78%	3.30%	0.79%	0.33%	0.40%	0.61%	0.70%	0.00%	0.00%	1.34%	0.61%	1.05%	0.68%	1.79%	0.20%	1.16%	0.00%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	17305	251	224	272	255	285	615	396	446	530	420	377	182	334	239	305	213	774	231	230	294	286	51	361	480	371	338	1680	200	211	428	29	58	60	104	456	69	65	521	58	213	233	187	245	156	583	228	56	360	95	59	100	28	37	4	72	41	42	317	248	292	35	16	58	185	202	30	170	26	93	20	23	152					
		29.37%	22.61%	30.27%	37.01%	21.79%	24.19%	29.08%	36.67%	23.40%	36.38%	37.43%	33.87%	31.99%	24.03%	30.18%	37.42%	20.48%	77.40%	32.44%	17.58%	33.56%	28.63%	6.09%	35.88%	32.52%	25.66%	26.74%	80.54%	33.39%	33.92%	19.54%	23.58%	29.74%	31.41%	26.46%	25.87%	19.33%	34.76%	26.98%	26.24%	35.38%	17.65%	30.96%	29.38%	16.03%	35.25%	30.12%	29.79%	29.51%	31.35%	28.78%	29.59%	11.43%	33.04%	9.52%	4.00%	22.53%	33.33%	35.18%	20.02%	35.61%	24.65%	15.53%	28.16%	35.31%	24.46%	31.58%	29.06%	23.21%	9.30%	11.56%	15.97%	34.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1405	21	16	16	19	26	56	39	50	58	41	36	25	49	22	30	30	40	25	30	23	7	31	25	56	41	25	38	18	13	73	5	7	2	9	26	3	6	17	6	16	35	18	35	12	69	14	2	34	6	6	4	10	1	0	17	3	4	7	3	4	0	0	6	7	15	2	5	0	5	0	0	5					
		2.38%	1.89%	2.16%	2.18%	1.62%	2.21%	2.65%	3.61%	2.62%	3.98%	3.65%	3.23%	4.39%	3.53%	2.78%	3.68%	2.88%	4.00%	3.51%	2.29%	2.63%	0.70%	3.70%	2.49%	3.79%	2.84%	1.98%	1.82%	3.01%	2.09%	3.33%	4.07%	3.59%	1.05%	2.29%	1.47%	0.84%	3.21%	0.88%	2.71%	2.66%	2.65%	2.98%	4.20%	1.23%	4.17%	1.85%	1.06%	2.79%	1.98%	2.93%	1.18%	4.08%	0.89%	0.00%	0.94%	1.65%	3.17%	0.78%	0.24%	0.49%	0.00%	0.00%	2.91%	1.34%	1.82%	2.11%	0.85%	0.00%	0.50%	0.00%	0.00%	1.14%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26426	638	297	259	608	614	956	348	994	402	321	363	206	756	301	262	580	5	243	775	323	447	587	351	491	732	629	7	220	225	1333	50	54	67	204	989	235	70	1053	116	222	802	205	237	640	428	250	80	590	106	81	173	145	42	32	1489	90	47	344	756	302	66	64	78	170	425	33	300	52	699	99	99	169					
		44.84%	57.48%	40.14%	35.24%	51.97%	52.12%	45.20%	32.22%	52.15%	27.59%	28.61%	32.61%	36.20%	54.39%	38.01%	32.15%	55.77%	0.50%	34.13%	59.25%	36.87%	44.74%	70.05%	34.89%	33.27%	50.62%	49.76%	0.34%	36.73%	36.17%	60.87%	40.65%	27.69%	35.08%	51.91%	56.10%	65.83%	37.43%	54.53%	52.49%	36.88%	60.76%	33.94%	28.42%	65.78%	25.88%	33.03%	42.55%	48.36%	34.98%	39.51%	51.18%	59.18%	37.50%	76.19%	82.72%	49.45%	37.30%	38.18%	61.02%	36.83%	46.48%	62.14%	37.86%	32.44%	51.45%	34.74%	51.28%	46.43%	69.90%	57.23%	68.75%	38.58%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	332	5	7	3	8	4	9	3	13	6	7	7	6	8	4	6	2	4	5	6	8	2	7	9	26	5	4	10	4	5	12	1	0	0	2	5	4	2	6	0	6	4	2	10	1	23	2	1	3	3	1	1	5	3	0	6	1	1	8	4	4	1	0	0	2	4	0	5	0	2	0	1	3					
		0.56%	0.45%	0.95%	0.41%	0.68%	0.34%	0.43%	0.28%	0.68%	0.41%	0.62%	0.63%	1.05%	0.58%	0.51%	0.74%	0.19%	0.40%	0.70%	0.46%	0.91%	0.20%	0.84%	0.89%	1.76%	0.35%	0.32%	0.48%	0.67%	0.80%	0.55%	0.81%	0.00%	0.00%	0.51%	0.28%	1.12%	1.07%	0.31%	0.00%	0.99%	0.30%	0.33%	1.20%	0.10%	1.39%	0.26%	0.53%	0.25%	0.99%	0.49%	0.30%	2.04%	2.68%	0.00%	0.33%	0.55%	0.79%	0.89%	0.32%	0.49%	0.70%	0.00%	0.00%	0.38%	0.48%	0.00%	0.85%	0.00%	0.20%	0.00%	0.69%	0.68%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
