Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Урюпинская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187					
		0.12%	0.26%	0.0%	0.14%	0.11%	0.50%	0.0%	0.0%	0.12%	0.09%	0.42%	0.0%	0.27%	0.14%	0.0%	0.0%	0.25%	0.0%	0.0%	0.15%					
31	"14. ""Великая Россия - Евразийский Союз"""	23	0	0	1	2	0	2	2	0	4	1	1	1	0	0	1	1	3	2	2					
		0.15%	0.0%	0.0%	0.14%	0.22%	0.0%	0.21%	0.24%	0.0%	0.37%	0.21%	0.12%	0.13%	0.0%	0.0%	0.11%	0.08%	0.32%	0.20%	0.31%					
32	"15. ""Партия СЛОН"""	18	1	3	0	0	1	1	0	2	1	0	1	1	1	0	0	2	0	2	2					
		0.12%	0.08%	0.51%	0.0%	0.0%	0.16%	0.10%	0.0%	0.25%	0.09%	0.0%	0.12%	0.13%	0.14%	0.0%	0.0%	0.17%	0.0%	0.20%	0.31%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2453	202	101	104	146	98	156	137	112	158	51	126	102	109	16	142	210	161	211	111					
		16.42%	17.93%	17.32%	15.49%	16.18%	16.36%	16.61%	16.62%	14.32%	14.83%	10.87%	16.15%	13.82%	15.77%	7.61%	16.88%	17.96%	17.46%	21.16%	17.73%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	0	0	0	2	0	0	0	0	0	0	3	1	0	1	2	2	4	1	1					
		0.11%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.13%	0.0%	0.47%	0.23%	0.17%	0.43%	0.10%	0.15%					
35	"18. ""ЛДПР"""	1868	120	67	100	100	65	79	114	120	124	77	90	124	82	30	110	166	119	100	81					
		12.50%	10.65%	11.49%	14.90%	11.08%	10.85%	8.41%	13.83%	15.34%	11.64%	16.41%	11.53%	16.80%	11.86%	14.28%	13.07%	14.20%	12.90%	10.03%	12.93%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	245	15	3	6	15	13	13	17	21	13	8	13	7	8	2	15	29	20	15	12					
		1.64%	1.33%	0.51%	0.89%	1.66%	2.17%	1.38%	2.06%	2.68%	1.22%	1.70%	1.66%	0.94%	1.15%	0.95%	1.78%	2.48%	2.16%	1.50%	1.91%					
37	"20. ""Политическая партия ""Единая Россия"""	3726	271	115	173	211	163	247	190	218	265	125	202	194	190	57	217	299	213	221	155					
		24.94%	24.06%	19.72%	25.78%	23.39%	27.21%	26.30%	23.05%	27.87%	24.88%	26.65%	25.89%	26.28%	27.49%	27.14%	25.80%	25.57%	23.10%	22.16%	24.76%					
38	"21. ""Российская Конституционно-демократическая партия"""	24	0	1	3	1	0	3	0	0	0	2	3	2	2	1	0	3	0	1	2					
		0.16%	0.0%	0.17%	0.44%	0.11%	0.0%	0.31%	0.0%	0.0%	0.0%	0.42%	0.38%	0.27%	0.28%	0.47%	0.0%	0.25%	0.0%	0.10%	0.31%					
39	"22. ""Развитие предпринимательства"""	30	1	0	2	1	1	1	2	1	6	0	2	1	1	1	3	2	1	3	1					
		0.20%	0.08%	0.0%	0.29%	0.11%	0.16%	0.10%	0.24%	0.12%	0.56%	0.0%	0.25%	0.13%	0.14%	0.47%	0.35%	0.17%	0.10%	0.30%	0.15%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3436	267	165	160	227	121	255	223	167	256	103	145	168	168	55	188	220	198	223	127					
		23.00%	23.71%	28.30%	23.84%	25.16%	20.20%	27.15%	27.06%	21.35%	24.03%	21.96%	18.58%	22.76%	24.31%	26.19%	22.35%	18.81%	21.47%	22.36%	20.28%					
																										
41	Против всех	650	43	25	33	45	22	36	27	24	63	23	36	30	32	9	36	53	46	38	29					
		4.35%	3.81%	4.28%	4.91%	4.98%	3.67%	3.83%	3.27%	3.06%	5.91%	4.90%	4.61%	4.06%	4.63%	4.28%	4.28%	4.53%	4.98%	3.81%	4.63%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
