Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Шипуновская 																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867					
		1.70%	2.54%	1.66%	1.31%	0.50%	3.98%	1.28%	3.03%	1.45%	2.72%	2.60%	0.0%	2.0%	1.43%	0.46%	3.87%	1.03%	0.0%	2.64%	0.33%	1.86%	2.52%	0.73%	2.58%	1.19%	1.82%	1.08%	1.90%	2.56%	0.79%	1.04%	2.63%	0.38%	2.74%	2.30%	1.38%	1.48%	1.46%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	219	1	3	1	0	8	3	3	3	8	0	0	0	5	1	2	3	5	5	11	2	2	2	6	7	1	3	6	10	9	10	0	2	7	25	5	29	28	3					
		1.26%	0.36%	0.55%	0.43%	0.0%	1.76%	1.92%	1.29%	1.09%	1.14%	0.0%	0.0%	0.0%	1.19%	0.46%	1.55%	1.54%	1.81%	0.82%	1.83%	0.93%	0.84%	1.47%	0.91%	2.08%	0.26%	0.54%	0.76%	1.97%	1.79%	1.49%	0.0%	0.38%	1.20%	1.86%	1.38%	2.54%	1.95%	0.91%					
22	"5. ""За Русь Святую"""	52	0	3	1	2	7	1	1	0	6	0	0	1	2	0	0	0	0	3	4	0	2	0	1	0	0	2	2	2	1	0	0	0	2	4	0	3	2	0					
		0.30%	0.0%	0.55%	0.43%	0.33%	1.54%	0.64%	0.43%	0.0%	0.85%	0.0%	0.0%	1.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.49%	0.66%	0.0%	0.84%	0.0%	0.15%	0.0%	0.0%	0.36%	0.25%	0.39%	0.19%	0.0%	0.0%	0.0%	0.34%	0.29%	0.0%	0.26%	0.13%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	0	2	0	0	1	0	0	0	5	1	1	0	0	0	0	0	2	1	1	0	0	1	0	4	1	0	0	4	0	1	1	0	1	2	0	2	4	2					
		0.21%	0.0%	0.37%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.71%	0.23%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.16%	0.16%	0.0%	0.0%	0.73%	0.0%	1.19%	0.26%	0.0%	0.0%	0.78%	0.0%	0.14%	0.87%	0.0%	0.17%	0.14%	0.0%	0.17%	0.27%	0.60%					
24	"7. ""Новый курс - Автомобильная Россия"""	54	2	3	0	0	1	0	1	1	3	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	1	2	1	3	3	0	0	0	2	6	3	7	7	2					
		0.31%	0.72%	0.55%	0.0%	0.0%	0.22%	0.0%	0.43%	0.36%	0.42%	0.23%	0.0%	1.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	1.47%	0.0%	0.0%	0.26%	0.36%	0.12%	0.59%	0.59%	0.0%	0.0%	0.0%	0.34%	0.44%	0.82%	0.61%	0.48%	0.60%					
25	"8. ""Народно-республиканская партия России"""	14	0	1	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0					
		0.08%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	1.05%	0.0%	0.0%	0.0%	0.77%	0.0%	0.36%	0.0%	0.16%	0.0%	0.0%	0.0%	0.30%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.08%	0.06%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	0	0	0	0	1	0	1	0	1	0	1	0	2	0	0	0	1	1	0	0	0	0	0	2	0	1	1	2	0	1	0	1	0	2	1	2	4	0					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.43%	0.0%	0.14%	0.0%	1.05%	0.0%	0.47%	0.0%	0.0%	0.0%	0.36%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.18%	0.12%	0.39%	0.0%	0.14%	0.0%	0.19%	0.0%	0.14%	0.27%	0.17%	0.27%	0.0%					
27	"10. ""Аграрная партия России"""	3139	50	52	25	203	26	32	40	45	164	45	22	14	105	48	54	28	42	158	106	36	31	12	166	92	72	164	174	110	65	137	19	213	137	101	23	114	170	44					
		18.13%	18.18%	9.62%	10.96%	34.29%	5.75%	20.51%	17.31%	16.36%	23.49%	10.66%	23.15%	14.0%	25.05%	22.53%	41.86%	14.43%	15.27%	26.07%	17.69%	16.74%	13.02%	8.82%	25.22%	27.46%	18.79%	29.65%	22.05%	21.69%	12.94%	20.50%	16.66%	40.80%	23.49%	7.51%	6.35%	9.99%	11.86%	13.41%					
28	"11. ""Истинные патриоты России"""	20	0	0	0	1	0	1	5	0	1	0	2	0	0	1	0	0	0	0	2	0	0	0	0	1	0	3	0	0	1	0	0	0	1	1	0	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.16%	0.0%	0.64%	2.16%	0.0%	0.14%	0.0%	2.10%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.54%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.17%	0.07%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	208	2	3	0	5	6	5	0	1	7	5	0	5	6	1	0	1	5	6	6	1	1	0	10	1	1	3	12	0	6	23	1	7	7	24	2	15	24	6					
		1.20%	0.72%	0.55%	0.0%	0.84%	1.32%	3.20%	0.0%	0.36%	1.00%	1.18%	0.0%	5.0%	1.43%	0.46%	0.0%	0.51%	1.81%	0.99%	1.00%	0.46%	0.42%	0.0%	1.51%	0.29%	0.26%	0.54%	1.52%	0.0%	1.19%	3.44%	0.87%	1.34%	1.20%	1.78%	0.55%	1.31%	1.67%	1.82%					
30	"13. ""Демократическая партия России"""	29	0	1	0	1	0	2	0	2	1	1	1	0	2	0	0	0	1	4	1	0	1	0	1	0	0	0	0	1	2	4	0	0	0	0	0	2	1	0					
		0.16%	0.0%	0.18%	0.0%	0.16%	0.0%	1.28%	0.0%	0.72%	0.14%	0.23%	1.05%	0.0%	0.47%	0.0%	0.0%	0.0%	0.36%	0.66%	0.16%	0.0%	0.42%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.19%	0.39%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.06%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	24	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	0	1	1	3	0	1	1	0	0	0	0	1	1	1	5	1					
		0.13%	0.0%	0.0%	0.43%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.49%	0.0%	0.0%	0.42%	0.73%	0.0%	0.29%	0.26%	0.54%	0.0%	0.19%	0.19%	0.0%	0.0%	0.0%	0.0%	0.07%	0.27%	0.08%	0.34%	0.30%					
32	"15. ""Партия СЛОН"""	18	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	1	1	0	1	0	0	0	0	4	2	1	0					
		0.10%	0.36%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.26%	0.0%	0.12%	0.19%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	1.10%	0.17%	0.06%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1268	19	14	2	18	49	11	11	17	48	122	9	7	8	10	3	12	11	25	39	6	10	13	53	25	25	26	41	39	14	25	0	29	34	135	42	118	164	34					
		7.32%	6.90%	2.59%	0.87%	3.04%	10.84%	7.05%	4.76%	6.18%	6.87%	28.90%	9.47%	7.0%	1.90%	4.69%	2.32%	6.18%	4.0%	4.12%	6.51%	2.79%	4.20%	9.55%	8.05%	7.46%	6.52%	4.70%	5.19%	7.69%	2.78%	3.74%	0.0%	5.55%	5.83%	10.04%	11.60%	10.34%	11.44%	10.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	0	2	0	1	2	0	0	1	1	0	0	0	2	1	0	0	0	3	1	0	0	0	1	0	1	2	1	3	0	2	0	0	1	1	0	1	1	1					
		0.16%	0.0%	0.37%	0.0%	0.16%	0.44%	0.0%	0.0%	0.36%	0.14%	0.0%	0.0%	0.0%	0.47%	0.46%	0.0%	0.0%	0.0%	0.49%	0.16%	0.0%	0.0%	0.0%	0.15%	0.0%	0.26%	0.36%	0.12%	0.59%	0.0%	0.29%	0.0%	0.0%	0.17%	0.07%	0.0%	0.08%	0.06%	0.30%					
35	"18. ""ЛДПР"""	2631	45	72	25	91	75	15	47	62	102	45	8	19	72	36	13	43	54	77	83	50	28	15	103	35	68	94	155	61	88	73	23	60	69	253	44	171	202	55					
		15.19%	16.36%	13.33%	10.96%	15.37%	16.59%	9.61%	20.34%	22.54%	14.61%	10.66%	8.42%	19.0%	17.18%	16.90%	10.07%	22.16%	19.63%	12.70%	13.85%	23.25%	11.76%	11.02%	15.65%	10.44%	17.75%	16.99%	19.64%	12.03%	17.52%	10.92%	20.17%	11.49%	11.83%	18.82%	12.15%	14.98%	14.09%	16.76%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	260	4	16	3	8	4	1	0	2	26	4	1	2	6	4	2	2	5	15	3	1	0	4	10	2	1	8	11	11	8	10	1	4	6	32	8	13	17	5					
		1.50%	1.45%	2.96%	1.31%	1.35%	0.88%	0.64%	0.0%	0.72%	3.72%	0.94%	1.05%	2.0%	1.43%	1.87%	1.55%	1.03%	1.81%	2.47%	0.50%	0.46%	0.0%	2.94%	1.51%	0.59%	0.26%	1.44%	1.39%	2.16%	1.59%	1.49%	0.87%	0.76%	1.02%	2.38%	2.20%	1.13%	1.18%	1.52%					
37	"20. ""Политическая партия ""Единая Россия"""	4560	72	157	124	133	129	52	62	63	164	88	15	20	99	71	19	67	80	137	157	76	76	47	138	92	91	106	189	120	158	133	45	107	205	357	138	334	340	99					
		26.34%	26.18%	29.07%	54.38%	22.46%	28.53%	33.33%	26.83%	22.90%	23.49%	20.85%	15.78%	20.0%	23.62%	33.33%	14.72%	34.53%	29.09%	22.60%	26.21%	35.34%	31.93%	34.55%	20.97%	27.46%	23.75%	19.16%	23.95%	23.66%	31.47%	19.91%	39.47%	20.49%	35.16%	26.56%	38.12%	29.27%	23.72%	30.18%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	1	0	0	0	0	0	0	0	2	0	1	0	2	0	0	2	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	2	0					
		0.10%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	1.05%	0.0%	0.47%	0.0%	0.0%	1.03%	0.0%	0.16%	0.0%	0.0%	0.42%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.19%	0.19%	0.14%	0.0%	0.19%	0.17%	0.0%	0.27%	0.0%	0.13%	0.0%					
39	"22. ""Развитие предпринимательства"""	39	0	0	1	0	2	0	1	0	0	1	0	0	2	0	0	0	0	0	2	1	0	0	3	1	2	2	2	0	1	2	1	0	0	3	0	3	7	2					
		0.22%	0.0%	0.0%	0.43%	0.0%	0.44%	0.0%	0.43%	0.0%	0.0%	0.23%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.46%	0.0%	0.0%	0.45%	0.29%	0.52%	0.36%	0.25%	0.0%	0.19%	0.29%	0.87%	0.0%	0.0%	0.22%	0.0%	0.26%	0.48%	0.60%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3285	50	174	33	91	85	22	40	59	91	84	15	21	76	35	20	23	50	111	117	22	54	31	106	39	94	88	131	106	106	196	10	68	65	282	62	236	337	55					
		18.97%	18.18%	32.22%	14.47%	15.37%	18.80%	14.10%	17.31%	21.45%	13.03%	19.90%	15.78%	21.0%	18.13%	16.43%	15.50%	11.85%	18.18%	18.31%	19.53%	10.23%	22.68%	22.79%	16.10%	11.64%	24.54%	15.91%	16.60%	20.90%	21.11%	29.34%	8.77%	13.02%	11.14%	20.98%	17.12%	20.68%	23.51%	16.76%					
																																													
41	Против всех	465	15	7	4	12	17	0	4	6	18	8	7	3	11	1	0	6	4	9	30	5	11	3	23	12	12	19	24	9	11	16	4	12	10	51	9	28	37	7					
		2.68%	5.45%	1.29%	1.75%	2.02%	3.76%	0.0%	1.73%	2.18%	2.57%	1.89%	7.36%	3.0%	2.62%	0.46%	0.0%	3.09%	1.45%	1.48%	5.00%	2.32%	4.62%	2.20%	3.49%	3.58%	3.13%	3.43%	3.04%	1.77%	2.19%	2.39%	3.50%	2.29%	1.71%	3.79%	2.48%	2.45%	2.58%	2.13%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
