Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Сеченовская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	147	8	3	3	3	3	8	3	8	3	3	3	3	3	3	3	3	8	3	3	32	15	3	3	3	8	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	63	4	0	0	0	0	4	3	3	1	1	0	1	0	0	0	0	3	1	0	24	9	0	3	1	3	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	1	3	4	2	1	1	0	4	0	1	2	0	1	2	0	0	0	2	1	3	3	1	0	3	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	84	4	3	3	3	3	4	0	5	2	2	3	2	3	3	3	3	5	2	3	8	6	3	0	2	5	1	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	39	3	1	2	1	0	1	0	4	1	3	2	2	0	0	0	0	4	0	0	0	8	1	0	2	0	4	0									
		0.47%	0.97%	0.78%	0.59%	0.56%	0.00%	0.33%	0.00%	0.49%	0.77%	0.62%	0.62%	0.68%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.89%	0.36%	0.00%	1.44%	0.00%	5.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	180	10	3	13	3	1	9	1	15	3	36	7	6	0	0	6	1	8	0	0	11	24	9	2	4	1	1	6									
		2.17%	3.24%	2.33%	3.85%	1.69%	0.78%	2.99%	1.79%	1.85%	2.31%	7.48%	2.17%	2.05%	0.00%	0.00%	3.16%	0.50%	2.01%	0.00%	0.00%	0.85%	2.66%	3.21%	0.89%	2.88%	0.83%	1.25%	4.69%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	73	4	1	6	0	0	4	0	8	0	1	1	0	3	0	0	2	6	0	0	19	9	0	2	0	0	3	4									
		0.88%	1.29%	0.78%	1.78%	0.00%	0.00%	1.33%	0.00%	0.99%	0.00%	0.21%	0.31%	0.00%	1.62%	0.00%	0.00%	1.01%	1.51%	0.00%	0.00%	1.48%	0.99%	0.00%	0.89%	0.00%	0.00%	3.75%	3.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5959	154	106	198	108	114	199	46	646	103	368	253	210	151	83	148	127	279	312	170	977	477	213	176	119	104	45	73									
		71.85%	49.84%	82.17%	58.58%	60.67%	88.37%	66.11%	82.14%	79.85%	79.23%	76.51%	78.33%	71.92%	81.62%	81.37%	77.89%	63.82%	70.10%	89.91%	71.13%	75.91%	52.94%	76.07%	78.57%	85.61%	86.67%	56.25%	57.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	1									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.37%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	932	62	9	54	23	7	51	5	57	10	43	15	35	12	13	18	25	37	14	41	138	168	18	20	8	6	16	27									
		11.24%	20.06%	6.98%	15.98%	12.92%	5.43%	16.94%	8.93%	7.05%	7.69%	8.94%	4.64%	11.99%	6.49%	12.75%	9.47%	12.56%	9.30%	4.03%	17.15%	10.72%	18.65%	6.43%	8.93%	5.76%	5.00%	20.00%	21.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.10%	0.32%	0.78%	0.59%	0.00%	0.00%	0.33%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	0	3	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	1	0									
		0.20%	0.00%	0.00%	0.00%	1.69%	0.00%	0.33%	0.00%	0.25%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.16%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	4	0	0	7	3	0	1	0	0	0	0									
		0.24%	0.32%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.21%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.54%	0.33%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	925	63	8	59	36	7	30	4	63	11	20	41	38	9	6	17	44	40	20	28	133	167	30	19	4	7	5	16									
		11.15%	20.39%	6.20%	17.46%	20.22%	5.43%	9.97%	7.14%	7.79%	8.46%	4.16%	12.69%	13.01%	4.86%	5.88%	8.95%	22.11%	10.05%	5.76%	11.72%	10.33%	18.53%	10.71%	8.48%	2.88%	5.83%	6.25%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	1	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	1	1	1									
		0.22%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.89%	0.00%	0.83%	1.25%	0.78%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	60	3	0	3	3	0	2	0	0	1	3	2	0	5	0	0	0	8	1	0	0	21	1	2	2	0	3	0									
		0.72%	0.97%	0.00%	0.89%	1.69%	0.00%	0.66%	0.00%	0.00%	0.77%	0.62%	0.62%	0.00%	2.70%	0.00%	0.00%	0.00%	2.01%	0.29%	0.00%	0.00%	2.33%	0.36%	0.89%	1.44%	0.00%	3.75%	0.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
