Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Новохоперская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	690	45	15	20	23	6	30	30	15	40	10	30	22	5	2	11	10	12	10	12	15	5	7	6	5	10	14	5	15	43	5	5	5	11	20	34	25	15	35	40	7	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	690	45	15	20	23	6	30	30	15	40	10	30	22	5	2	11	10	12	10	12	15	5	7	6	5	10	14	5	15	43	5	5	5	11	20	34	25	15	35	40	7	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	205	18	7	12	18	5	4	4	4	9	3	2	3	0	3	6	5	9	2	2	17	5	3	0	1	3	6	0	0	6	1	4	1	4	5	8	1	6	8	7	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2090	72	61	70	262	37	126	132	79	167	50	8	68	23	12	4	20	23	45	52	87	49	21	5	7	9	15	20	36	130	11	1	14	3	16	38	45	52	134	33	1	52					
		6.99%	4.85%	6.16%	6.23%	26.33%	14.68%	7.30%	7.99%	5.97%	14.35%	13.59%	1.49%	12.52%	4.01%	5.48%	3.20%	4.29%	4.78%	8.38%	6.76%	5.52%	8.06%	6.03%	2.42%	1.69%	1.53%	1.87%	4.74%	4.35%	6.62%	2.29%	0.93%	3.73%	1.06%	4.41%	14.18%	11.75%	5.94%	6.46%	6.10%	0.83%	5.63%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	431	15	0	2	61	2	0	5	6	19	0	2	49	3	7	0	3	2	10	27	11	47	2	6	4	7	5	2	4	7	0	0	7	2	4	18	1	37	37	10	5	2					
		1.44%	1.01%	0.00%	0.18%	6.13%	0.79%	0.00%	0.30%	0.45%	1.63%	0.00%	0.37%	9.02%	0.52%	3.20%	0.00%	0.64%	0.42%	1.86%	3.51%	0.70%	7.73%	0.57%	2.90%	0.97%	1.19%	0.62%	0.47%	0.48%	0.36%	0.00%	0.00%	1.87%	0.71%	1.10%	6.72%	0.26%	4.22%	1.78%	1.85%	4.13%	0.22%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	0	0	1	6	0	0	2	1	7	0	0	4	2	0	0	0	1	2	2	2	1	0	0	0	2	0	0	0	6	0	0	0	0	0	3	1	5	5	1	2	0					
		0.19%	0.00%	0.00%	0.09%	0.60%	0.00%	0.00%	0.12%	0.08%	0.60%	0.00%	0.00%	0.74%	0.35%	0.00%	0.00%	0.00%	0.21%	0.37%	0.26%	0.13%	0.16%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.26%	0.57%	0.24%	0.18%	1.65%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1597	30	37	27	118	4	127	19	32	15	20	98	57	21	3	3	23	3	14	35	41	68	5	8	7	12	12	3	20	50	91	17	12	20	16	73	21	65	287	6	3	74					
		5.35%	2.02%	3.73%	2.40%	11.86%	1.59%	7.36%	1.15%	2.42%	1.29%	5.43%	18.28%	10.50%	3.66%	1.37%	2.40%	4.94%	0.62%	2.61%	4.55%	2.60%	11.18%	1.44%	3.86%	1.69%	2.04%	1.50%	0.71%	2.42%	2.55%	18.96%	15.89%	3.20%	7.07%	4.41%	27.24%	5.48%	7.42%	13.84%	1.11%	2.48%	8.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	0	0	1	6	0	0	3	1	5	0	0	6	0	0	0	0	0	0	0	6	13	0	0	2	1	0	0	0	2	4	0	0	0	0	5	0	8	5	3	1	1					
		0.24%	0.00%	0.00%	0.09%	0.60%	0.00%	0.00%	0.18%	0.08%	0.43%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	2.14%	0.00%	0.00%	0.48%	0.17%	0.00%	0.00%	0.00%	0.10%	0.83%	0.00%	0.00%	0.00%	0.00%	1.87%	0.00%	0.91%	0.24%	0.55%	0.83%	0.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25427	1358	885	1014	534	209	1459	1486	1203	945	298	428	355	517	195	118	420	450	466	651	1419	424	319	186	393	552	769	397	705	1766	370	89	340	256	327	129	311	701	1599	487	109	788					
		85.11%	91.45%	89.30%	90.21%	53.67%	82.94%	84.53%	89.95%	90.93%	81.19%	80.98%	79.85%	65.38%	90.23%	89.04%	94.40%	90.13%	93.56%	86.78%	84.66%	90.04%	69.74%	91.67%	89.86%	94.93%	93.88%	96.00%	94.08%	85.25%	89.96%	77.08%	83.18%	90.67%	90.46%	90.08%	48.13%	81.20%	80.02%	77.13%	90.02%	90.08%	85.28%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	34	0	0	1	2	0	0	2	1	2	0	0	2	7	0	0	0	0	0	1	2	2	0	2	1	2	0	0	0	0	0	0	0	1	0	1	0	2	2	1	0	0					
		0.11%	0.00%	0.00%	0.09%	0.20%	0.00%	0.00%	0.12%	0.08%	0.17%	0.00%	0.00%	0.37%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.13%	0.33%	0.00%	0.97%	0.24%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.37%	0.00%	0.23%	0.10%	0.18%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
