Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Анучинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128									
		15.78%	19.29%	20.35%	18.73%	20.91%	13.19%	13.66%	14.85%	13.48%	15.32%	23.76%	12.68%	18.18%	19.23%	9.59%	17.14%	12.18%	25.83%	15.05%	22.29%	16.95%	10.89%	14.19%	17.72%	6.88%	15.46%	14.52%	18.28%	13.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	0	3	0	1	0	0	1	1	0	2	2	0	0	1	0	0	1	0	0	0	0	0	1	4	2	1	0									
		0.44%	0.79%	0.00%	1.00%	0.00%	0.69%	0.00%	0.00%	1.12%	0.90%	0.00%	0.98%	4.55%	0.00%	0.00%	1.43%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	2.06%	0.81%	1.08%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	191	9	18	14	10	4	9	1	3	5	4	8	2	9	2	5	12	6	2	3	1	0	14	5	14	7	11	2	11									
		3.83%	3.54%	5.23%	4.68%	3.48%	2.78%	5.59%	0.99%	3.37%	4.50%	3.96%	3.90%	4.55%	6.92%	2.74%	7.14%	5.04%	5.00%	2.15%	1.91%	1.69%	0.00%	4.84%	2.11%	2.83%	3.61%	4.44%	2.15%	4.49%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
