Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Астрахань, Ленинская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №482	УИК №483					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	5171	110	110	110	110	110	113	130	115	110	120	110	100	100	125	161	160	100	100	100	100	100	100	100	100	100	110	110	110	125	100	100	100	140	102	100	100	110	110	110	100	105	150	135	130	130	100	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	4638	108	98	91	102	110	108	128	104	93	120	95	79	100	123	146	142	83	55	100	100	57	80	74	90	99	101	105	110	115	71	64	89	103	97	93	83	82	106	98	92	104	150	133	130	130	97	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1622	21	18	20	46	34	31	21	16	47	8	6	25	71	16	15	16	14	14	21	19	36	16	12	17	52	36	11	22	19	34	24	15	31	45	27	82	100	27	54	69	76	38	70	34	19	30	109	38					
14	Число погашенных неиспользованных открепительных удостоверений	533	2	12	19	8	0	5	2	11	17	0	15	21	0	2	15	18	17	45	0	0	43	20	26	10	1	9	5	0	10	29	36	11	37	5	7	17	28	4	12	8	1	0	2	0	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	158	3	2	4	6	5	3	1	7	1	1	3	1	3	3	3	2	2	1	3	12	3	2	4	3	3	0	0	8	3	1	2	0	0	2	3	9	2	3	10	3	4	3	3	5	9	7	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9734	266	245	249	245	361	396	407	366	88	100	231	162	105	82	33	93	125	44	232	106	291	245	162	103	362	174	300	165	121	267	270	323	206	130	276	244	347	157	168	170	183	131	73	246	41	407	226	10					
		15.54%	30.50%	25.05%	16.79%	14.65%	28.63%	33.31%	29.13%	28.82%	5.93%	5.85%	14.98%	9.91%	6.96%	5.02%	2.86%	8.26%	6.92%	3.64%	29.86%	8.03%	23.79%	25.03%	10.27%	8.13%	27.80%	18.55%	22.21%	14.04%	9.96%	23.78%	25.84%	23.53%	26.24%	12.33%	16.15%	15.33%	28.03%	9.46%	12.55%	11.97%	12.47%	10.18%	4.63%	12.42%	3.90%	24.62%	19.35%	19.61%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4942	121	99	29	12	147	161	202	190	57	59	37	120	233	101	82	64	181	94	96	46	110	118	91	41	199	111	126	116	92	124	129	143	89	116	124	145	120	62	84	34	64	67	47	202	46	85	117	9					
		7.89%	13.88%	10.12%	1.96%	0.72%	11.66%	13.54%	14.46%	14.96%	3.84%	3.45%	2.40%	7.34%	15.44%	6.18%	7.12%	5.68%	10.02%	7.77%	12.36%	3.48%	8.99%	12.05%	5.77%	3.24%	15.28%	11.83%	9.33%	9.87%	7.57%	11.04%	12.34%	10.42%	11.34%	11.01%	7.26%	9.11%	9.69%	3.74%	6.27%	2.39%	4.36%	5.21%	2.98%	10.20%	4.38%	5.14%	10.02%	17.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	321	14	9	3	0	18	10	11	9	5	4	11	2	0	14	2	6	1	1	7	5	12	2	7	1	9	8	3	8	11	24	7	9	9	3	5	3	11	3	13	3	5	9	2	3	0	12	7	0					
		0.51%	1.61%	0.92%	0.20%	0.00%	1.43%	0.84%	0.79%	0.71%	0.34%	0.23%	0.71%	0.12%	0.00%	0.86%	0.17%	0.53%	0.06%	0.08%	0.90%	0.38%	0.98%	0.20%	0.44%	0.08%	0.69%	0.85%	0.22%	0.68%	0.91%	2.14%	0.67%	0.66%	1.15%	0.28%	0.29%	0.19%	0.89%	0.18%	0.97%	0.21%	0.34%	0.70%	0.13%	0.15%	0.00%	0.73%	0.60%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6388	175	225	101	49	267	221	268	259	77	86	174	160	100	164	96	96	108	147	113	74	146	189	163	36	178	125	157	196	74	165	188	191	108	131	101	107	165	137	101	52	127	81	62	108	122	47	167	4					
		10.20%	20.07%	23.01%	6.81%	2.93%	21.17%	18.59%	19.18%	20.39%	5.19%	5.03%	11.28%	9.79%	6.63%	10.03%	8.33%	8.53%	5.98%	12.15%	14.54%	5.61%	11.94%	19.31%	10.34%	2.84%	13.67%	13.33%	11.62%	16.68%	6.09%	14.69%	17.99%	13.91%	13.76%	12.43%	5.91%	6.72%	13.33%	8.26%	7.54%	3.66%	8.66%	6.29%	3.93%	5.45%	11.62%	2.84%	14.30%	7.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	714	8	11	4	0	20	18	33	26	13	1	15	32	0	37	4	9	2	1	13	14	10	11	6	2	11	22	15	24	9	19	35	23	11	2	20	10	35	12	47	1	21	21	4	19	5	40	18	0					
		1.14%	0.92%	1.12%	0.27%	0.00%	1.59%	1.51%	2.36%	2.05%	0.88%	0.06%	0.97%	1.96%	0.00%	2.26%	0.35%	0.80%	0.11%	0.08%	1.67%	1.06%	0.82%	1.12%	0.38%	0.16%	0.84%	2.35%	1.11%	2.04%	0.74%	1.69%	3.35%	1.68%	1.40%	0.19%	1.17%	0.63%	2.83%	0.72%	3.51%	0.07%	1.43%	1.63%	0.25%	0.96%	0.48%	2.42%	1.54%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	39686	285	372	1065	1337	417	358	436	396	1236	1459	1052	1155	1062	1227	924	848	1389	911	305	1019	632	395	1132	1082	518	477	743	654	904	461	394	666	360	625	1171	1062	531	1270	898	1155	1057	978	1375	1395	835	1045	591	27					
		63.37%	32.68%	38.04%	71.81%	79.96%	33.07%	30.11%	31.21%	31.18%	83.34%	85.32%	68.22%	70.64%	70.38%	75.05%	80.21%	75.31%	76.87%	75.29%	39.25%	77.20%	51.68%	40.35%	71.78%	85.40%	39.78%	50.85%	54.99%	55.66%	74.40%	41.05%	37.70%	48.51%	45.86%	59.30%	68.52%	66.71%	42.89%	76.55%	67.06%	81.34%	72.05%	75.99%	87.25%	70.45%	79.52%	63.22%	50.60%	52.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	151	3	5	1	0	3	6	17	4	3	1	7	0	0	10	11	0	1	1	3	3	6	3	3	0	2	2	3	4	4	5	5	3	2	3	1	0	4	3	6	0	1	0	1	1	1	5	4	0					
		0.24%	0.34%	0.51%	0.07%	0.00%	0.24%	0.50%	1.22%	0.31%	0.20%	0.06%	0.45%	0.00%	0.00%	0.61%	0.95%	0.00%	0.06%	0.08%	0.39%	0.23%	0.49%	0.31%	0.19%	0.00%	0.15%	0.21%	0.22%	0.34%	0.33%	0.45%	0.48%	0.22%	0.25%	0.28%	0.06%	0.00%	0.32%	0.18%	0.45%	0.00%	0.07%	0.00%	0.06%	0.05%	0.10%	0.30%	0.34%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
