Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Кингисеппская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	949	14	24	23	21	13	2	24	29	20	27	32	39	17	33	28	33	20	29	18	33	31	30	22	11	2	26	9	32	3	0	3	25	18	18	9	23	17	16	26	4	0	4	27	28	34	52					
		2.76%	1.67%	2.53%	2.37%	2.27%	2.14%	1.26%	2.54%	2.97%	1.92%	2.81%	2.77%	3.99%	1.81%	2.98%	2.47%	3.25%	1.99%	2.82%	2.17%	3.01%	3.08%	2.53%	3.70%	2.17%	0.63%	4.66%	3.90%	5.05%	2.26%	0.00%	3.53%	5.23%	1.79%	2.65%	3.15%	2.72%	4.51%	2.99%	2.68%	2.44%	0.00%	2.70%	2.04%	2.25%	4.08%	3.77%					
19	2.Всероссийская политическая партия «Гражданская Сила»	384	9	7	18	5	10	1	22	13	7	12	16	12	9	17	9	21	15	13	10	15	16	19	5	3	3	3	1	7	1	0	0	5	4	7	3	4	2	2	7	1	0	0	14	13	9	14					
		1.12%	1.07%	0.74%	1.85%	0.54%	1.65%	0.63%	2.33%	1.33%	0.67%	1.25%	1.38%	1.23%	0.96%	1.54%	0.79%	2.07%	1.49%	1.27%	1.20%	1.37%	1.59%	1.60%	0.84%	0.59%	0.95%	0.54%	0.43%	1.10%	0.75%	0.00%	0.00%	1.05%	0.40%	1.03%	1.05%	0.47%	0.53%	0.37%	0.72%	0.61%	0.00%	0.00%	1.06%	1.05%	1.08%	1.01%					
20	3.Политическая партия «Демократическая партия России»	35	1	1	1	1	1	0	0	3	0	1	1	2	2	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	3	0	0	1	2	0	3	3					
		0.10%	0.12%	0.11%	0.10%	0.11%	0.16%	0.00%	0.00%	0.31%	0.00%	0.10%	0.09%	0.20%	0.21%	0.00%	0.09%	0.10%	0.00%	0.00%	0.00%	0.09%	0.00%	0.08%	0.17%	0.00%	0.00%	0.00%	0.43%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.12%	0.00%	0.00%	0.31%	0.00%	0.00%	0.68%	0.15%	0.00%	0.36%	0.22%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3502	93	97	119	117	72	6	121	103	119	105	110	98	123	115	129	85	107	92	99	101	105	129	75	52	24	33	21	28	12	1	12	34	75	59	19	38	24	14	87	17	17	12	137	176	117	173					
		10.19%	11.07%	10.23%	12.24%	12.66%	11.86%	3.77%	12.80%	10.56%	11.41%	10.94%	9.52%	10.04%	13.13%	10.39%	11.37%	8.37%	10.66%	8.96%	11.93%	9.20%	10.43%	10.90%	12.63%	10.26%	7.57%	5.91%	9.09%	4.42%	9.02%	2.50%	14.12%	7.11%	7.46%	8.69%	6.64%	4.49%	6.37%	2.62%	8.97%	10.37%	10.63%	8.11%	10.34%	14.16%	14.05%	12.53%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	284	9	7	10	9	13	1	7	12	8	6	17	15	18	11	10	4	13	11	8	12	13	12	2	2	2	1	0	1	1	0	0	1	3	3	0	4	2	2	3	2	1	0	15	8	3	2					
		0.83%	1.07%	0.74%	1.03%	0.97%	2.14%	0.63%	0.74%	1.23%	0.77%	0.63%	1.47%	1.54%	1.92%	0.99%	0.88%	0.39%	1.29%	1.07%	0.96%	1.09%	1.29%	1.01%	0.34%	0.39%	0.63%	0.18%	0.00%	0.16%	0.75%	0.00%	0.00%	0.21%	0.30%	0.44%	0.00%	0.47%	0.53%	0.37%	0.31%	1.22%	0.63%	0.00%	1.13%	0.64%	0.36%	0.14%					
23	6.Политическая партия «Партия социальной справедливости»	68	0	1	2	0	2	0	1	0	2	4	3	1	3	2	1	4	2	1	1	1	4	3	2	1	0	0	2	0	1	0	0	2	0	2	1	1	3	2	1	0	0	1	5	1	1	4					
		0.20%	0.00%	0.11%	0.21%	0.00%	0.33%	0.00%	0.11%	0.00%	0.19%	0.42%	0.26%	0.10%	0.32%	0.18%	0.09%	0.39%	0.20%	0.10%	0.12%	0.09%	0.40%	0.25%	0.34%	0.20%	0.00%	0.00%	0.87%	0.00%	0.75%	0.00%	0.00%	0.42%	0.00%	0.29%	0.35%	0.12%	0.80%	0.37%	0.10%	0.00%	0.00%	0.68%	0.38%	0.08%	0.12%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	2838	52	80	72	64	46	13	58	76	75	60	106	80	58	88	95	74	85	87	58	101	96	93	46	37	22	49	41	37	9	5	7	43	97	113	23	50	31	64	71	13	13	8	128	106	72	136					
		8.26%	6.19%	8.44%	7.41%	6.93%	7.58%	8.18%	6.14%	7.79%	7.19%	6.25%	9.17%	8.20%	6.19%	7.95%	8.37%	7.29%	8.47%	8.47%	6.99%	9.20%	9.53%	7.85%	7.74%	7.30%	6.94%	8.78%	17.75%	5.84%	6.77%	12.50%	8.24%	8.99%	9.64%	16.64%	8.04%	5.91%	8.22%	11.99%	7.32%	7.93%	8.13%	5.41%	9.66%	8.53%	8.64%	9.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4820	106	129	143	133	87	19	178	136	151	136	194	146	171	165	193	131	139	131	103	139	134	148	110	77	38	54	19	78	26	2	16	41	190	86	34	161	44	79	135	29	35	7	156	146	96	149					
		14.02%	12.62%	13.61%	14.71%	14.39%	14.33%	11.95%	18.84%	13.95%	14.48%	14.17%	16.78%	14.96%	18.25%	14.91%	17.00%	12.91%	13.84%	12.76%	12.41%	12.66%	13.31%	12.50%	18.52%	15.19%	11.99%	9.68%	8.23%	12.30%	19.55%	5.00%	18.82%	8.58%	18.89%	12.67%	11.89%	19.03%	11.67%	14.79%	13.92%	17.68%	21.88%	4.73%	11.77%	11.75%	11.52%	10.79%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	254	8	6	4	9	5	1	6	5	6	9	14	3	5	9	2	12	13	3	8	6	16	16	2	3	1	2	3	2	0	0	1	2	4	4	3	8	3	4	5	0	0	1	8	11	7	14					
		0.74%	0.95%	0.63%	0.41%	0.97%	0.82%	0.63%	0.63%	0.51%	0.58%	0.94%	1.21%	0.31%	0.53%	0.81%	0.18%	1.18%	1.29%	0.29%	0.96%	0.55%	1.59%	1.35%	0.34%	0.59%	0.32%	0.36%	1.30%	0.32%	0.00%	0.00%	1.18%	0.42%	0.40%	0.59%	1.05%	0.95%	0.80%	0.75%	0.52%	0.00%	0.00%	0.68%	0.60%	0.88%	0.84%	1.01%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20428	526	572	558	538	344	113	492	587	618	579	636	553	503	645	637	617	586	634	510	648	567	688	316	309	223	387	132	441	80	32	44	317	598	360	189	539	248	347	621	97	93	112	800	728	479	785					
		59.42%	62.62%	60.34%	57.41%	58.23%	56.67%	71.07%	52.06%	60.21%	59.25%	60.31%	55.02%	56.66%	53.68%	58.27%	56.12%	60.79%	58.37%	61.73%	61.45%	59.02%	56.31%	58.11%	53.20%	60.95%	70.35%	69.35%	57.14%	69.56%	60.15%	80.00%	51.76%	66.32%	59.44%	53.02%	66.08%	63.71%	65.78%	64.98%	64.02%	59.15%	58.13%	75.68%	60.38%	58.57%	57.50%	56.84%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	542	18	12	18	22	9	0	23	8	28	15	15	18	24	18	14	25	19	20	14	33	21	39	9	8	1	3	1	3	0	0	1	6	6	6	2	7	2	1	6	1	0	1	13	12	9	31					
		1.58%	2.14%	1.27%	1.85%	2.38%	1.48%	0.00%	2.43%	0.82%	2.68%	1.56%	1.30%	1.84%	2.56%	1.63%	1.23%	2.46%	1.89%	1.95%	1.69%	3.01%	2.09%	3.29%	1.52%	1.58%	0.32%	0.54%	0.43%	0.47%	0.00%	0.00%	1.18%	1.26%	0.60%	0.88%	0.70%	0.83%	0.53%	0.19%	0.62%	0.61%	0.00%	0.68%	0.98%	0.97%	1.08%	2.24%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
