Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Волжская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	541	15	11	20	2	8	20	11	8	11	25	18	20	17	5	1	15	2	4	7	15	1	14	4	25	1	5	3	5	21	28	45	21	9	15	23	12	14	6	30	13	2	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	388	4	7	7	6	6	0	4	13	6	5	2	9	13	5	6	5	36	3	22	22	0	4	4	10	4	0	2	6	37	6	16	15	3	10	5	22	5	24	9	10	6	8	1					
14	Число погашенных неиспользованных открепительных удостоверений	225	5	9	5	3	17	0	9	7	2	0	1	0	3	0	4	10	3	1	3	0	4	0	1	0	9	0	2	5	9	2	0	9	21	15	7	13	11	4	0	12	3	13	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	0	0	2	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	1	2	1	0	2	1	0	1	1	0	1	2	4	0	1	2	1	1	3	0	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3609	73	109	85	23	110	95	109	74	34	78	55	117	105	37	23	296	56	24	46	98	29	43	30	159	111	23	16	20	122	120	112	135	137	137	142	114	95	47	125	111	16	94	24					
		12.12%	10.43%	11.76%	12.01%	13.94%	11.87%	13.27%	14.69%	17.21%	11.68%	16.18%	29.89%	14.48%	10.47%	9.16%	15.03%	19.06%	13.11%	8.76%	11.98%	15.01%	11.65%	9.71%	14.08%	14.15%	15.06%	15.65%	10.19%	4.72%	10.83%	9.03%	10.11%	5.54%	13.66%	14.05%	15.88%	14.16%	11.93%	6.82%	10.80%	11.87%	9.58%	13.28%	11.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5444	144	174	143	31	175	120	168	82	52	97	24	77	207	82	59	192	63	52	69	124	28	81	45	149	82	18	26	74	309	329	233	349	223	208	211	168	192	78	197	154	23	106	26					
		18.29%	20.57%	18.77%	20.20%	18.79%	18.88%	16.76%	22.64%	19.07%	17.87%	20.12%	13.04%	9.53%	20.64%	20.30%	38.56%	12.36%	14.75%	18.98%	17.97%	18.99%	11.24%	18.28%	21.13%	13.26%	11.13%	12.24%	16.56%	17.45%	27.44%	24.76%	21.03%	14.31%	22.23%	21.33%	23.60%	20.87%	24.12%	11.32%	17.03%	16.47%	13.77%	14.97%	12.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	326	4	14	4	1	15	10	9	5	2	0	2	8	11	5	1	9	2	1	5	8	2	4	2	4	0	7	1	6	17	20	17	18	14	14	11	17	8	3	16	9	2	15	3					
		1.10%	0.57%	1.51%	0.56%	0.61%	1.62%	1.40%	1.21%	1.16%	0.69%	0.00%	1.09%	0.99%	1.10%	1.24%	0.65%	0.58%	0.47%	0.36%	1.30%	1.23%	0.80%	0.90%	0.94%	0.36%	0.00%	4.76%	0.64%	1.42%	1.51%	1.50%	1.53%	0.74%	1.40%	1.44%	1.23%	2.11%	1.01%	0.44%	1.38%	0.96%	1.20%	2.12%	1.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5431	180	230	197	31	233	174	170	91	62	102	34	150	190	60	16	221	39	45	80	104	56	73	27	104	122	23	33	68	173	217	274	232	256	270	185	163	166	50	129	219	34	126	22					
		18.25%	25.71%	24.81%	27.82%	18.79%	25.13%	24.30%	22.91%	21.16%	21.31%	21.16%	18.48%	18.56%	18.94%	14.85%	10.46%	14.23%	9.13%	16.42%	20.83%	15.93%	22.49%	16.48%	12.68%	9.25%	16.55%	15.65%	21.02%	16.04%	15.36%	16.33%	24.73%	9.51%	25.52%	27.69%	20.69%	20.25%	20.85%	7.26%	11.15%	23.42%	20.36%	17.80%	10.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	624	20	17	17	7	37	32	26	13	7	7	2	3	13	5	1	37	3	4	3	17	1	7	7	10	3	2	1	6	26	43	39	28	25	22	33	16	34	6	13	12	3	13	3					
		2.10%	2.86%	1.83%	2.40%	4.24%	3.99%	4.47%	3.50%	3.02%	2.41%	1.45%	1.09%	0.37%	1.30%	1.24%	0.65%	2.38%	0.70%	1.46%	0.78%	2.60%	0.40%	1.58%	3.29%	0.89%	0.41%	1.36%	0.64%	1.42%	2.31%	3.24%	3.52%	1.15%	2.49%	2.26%	3.69%	1.99%	4.27%	0.87%	1.12%	1.28%	1.80%	1.84%	1.43%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13542	259	353	242	65	320	255	241	151	127	183	65	440	454	198	48	763	253	145	170	273	124	224	94	681	403	63	79	239	432	588	405	1640	311	297	275	301	275	492	663	402	87	342	120					
		45.49%	37.00%	38.08%	34.18%	39.39%	34.52%	35.61%	32.48%	35.12%	43.64%	37.97%	35.33%	54.46%	45.26%	49.01%	31.37%	49.13%	59.25%	52.92%	44.27%	41.81%	49.80%	50.56%	44.13%	60.59%	54.68%	42.86%	50.32%	56.37%	38.37%	44.24%	36.55%	67.24%	31.01%	30.46%	30.76%	37.39%	34.55%	71.41%	57.30%	42.99%	52.10%	48.31%	57.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	128	3	2	2	2	7	4	3	1	2	2	0	4	5	1	2	2	1	1	3	10	0	2	2	2	0	0	0	3	10	6	6	9	1	4	7	7	4	0	2	2	0	1	3					
		0.43%	0.43%	0.22%	0.28%	1.21%	0.76%	0.56%	0.40%	0.23%	0.69%	0.41%	0.00%	0.50%	0.50%	0.25%	1.31%	0.13%	0.23%	0.36%	0.78%	1.53%	0.00%	0.45%	0.94%	0.18%	0.00%	0.00%	0.00%	0.71%	0.89%	0.45%	0.54%	0.37%	0.10%	0.41%	0.78%	0.87%	0.50%	0.00%	0.17%	0.21%	0.00%	0.14%	1.43%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
