Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Павловская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	366	8	22	8	11	4	19	14	18	10	1	26	36	9	3	6	3	9	4	4	3	5	5	2	13	4	6	2	6	3	3	5	7	3	7	12	2	2	1	1	8	6	4	4	3	8	4	6	11	5					
14	Число погашенных неиспользованных открепительных удостоверений	60	0	0	4	5	2	2	0	8	0	0	3	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	3	0	4	0	1	0	3	2	3	1	0	0	2	0	3	0	1	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	1	1	1	1	1	1	0	0	1	2	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5798	215	199	183	103	156	302	197	189	354	65	185	306	205	194	55	28	130	110	96	88	120	75	37	243	44	106	168	55	10	72	32	55	184	95	95	48	39	79	37	152	71	33	92	57	146	56	60	108	69					
		18.26%	22.78%	20.47%	24.34%	14.51%	21.61%	22.34%	18.66%	22.69%	23.94%	22.26%	20.62%	19.81%	21.67%	16.90%	14.21%	11.16%	16.27%	15.43%	13.85%	13.21%	16.78%	12.18%	13.45%	22.36%	8.07%	25.60%	18.34%	23.31%	12.20%	15.32%	7.66%	11.46%	24.97%	13.87%	13.10%	14.12%	17.11%	19.51%	15.88%	15.61%	20.40%	12.79%	16.73%	21.67%	16.11%	19.18%	19.67%	18.31%	13.91%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3843	134	123	86	66	100	181	130	95	203	49	117	265	90	68	50	36	100	96	91	95	92	94	27	168	26	50	108	22	15	49	57	56	99	92	41	57	28	57	23	113	39	22	58	32	102	43	39	8	51					
		12.11%	14.19%	12.65%	11.44%	9.30%	13.85%	13.39%	12.31%	11.40%	13.73%	16.78%	13.04%	17.15%	9.51%	5.92%	12.92%	14.34%	12.52%	13.46%	13.13%	14.26%	12.87%	15.26%	9.82%	15.46%	4.77%	12.08%	11.79%	9.32%	18.29%	10.43%	13.64%	11.67%	13.43%	13.43%	5.66%	16.76%	12.28%	14.07%	9.87%	11.60%	11.21%	8.53%	10.55%	12.17%	11.26%	14.73%	12.79%	1.36%	10.28%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	286	14	10	8	13	7	8	11	6	16	6	10	22	13	14	3	0	1	9	8	4	6	4	1	16	1	2	4	2	1	3	3	2	5	6	4	0	0	3	3	10	2	1	4	1	6	2	5	1	5					
		0.90%	1.48%	1.03%	1.06%	1.83%	0.97%	0.59%	1.04%	0.72%	1.08%	2.05%	1.11%	1.42%	1.37%	1.22%	0.78%	0.00%	0.13%	1.26%	1.15%	0.60%	0.84%	0.65%	0.36%	1.47%	0.18%	0.48%	0.44%	0.85%	1.22%	0.64%	0.72%	0.42%	0.68%	0.88%	0.55%	0.00%	0.00%	0.74%	1.29%	1.03%	0.57%	0.39%	0.73%	0.38%	0.66%	0.68%	1.64%	0.17%	1.01%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7164	270	284	202	111	191	391	239	240	425	59	225	456	236	232	81	38	160	170	194	157	126	62	24	245	78	102	183	15	24	31	116	128	177	111	112	68	34	87	38	200	85	44	100	42	178	53	92	174	74					
		22.57%	28.60%	29.22%	26.86%	15.63%	26.45%	28.92%	22.63%	28.81%	28.74%	20.21%	25.08%	29.51%	24.95%	20.21%	20.93%	15.14%	20.03%	23.84%	27.99%	23.57%	17.62%	10.06%	8.73%	22.54%	14.31%	24.64%	19.98%	6.36%	29.27%	6.60%	27.75%	26.67%	24.02%	16.20%	15.45%	20.00%	14.91%	21.48%	16.31%	20.53%	24.43%	17.05%	18.18%	15.97%	19.65%	18.15%	30.16%	29.49%	14.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	427	26	30	21	12	17	39	18	12	19	0	13	28	11	11	6	1	8	10	11	11	6	7	0	18	1	3	5	1	0	4	0	6	6	5	4	1	2	6	1	6	4	6	6	1	5	4	12	2	1					
		1.35%	2.75%	3.09%	2.79%	1.69%	2.35%	2.88%	1.70%	1.44%	1.28%	0.00%	1.45%	1.81%	1.16%	0.96%	1.55%	0.40%	1.00%	1.40%	1.59%	1.65%	0.84%	1.14%	0.00%	1.66%	0.18%	0.72%	0.55%	0.42%	0.00%	0.85%	0.00%	1.25%	0.81%	0.73%	0.55%	0.29%	0.88%	1.48%	0.43%	0.62%	1.15%	2.33%	1.09%	0.38%	0.55%	1.37%	3.93%	0.34%	0.20%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13614	259	308	230	390	232	386	452	262	425	100	321	431	374	601	187	148	383	305	282	297	351	366	178	378	392	145	441	137	29	300	205	225	251	372	462	162	124	166	128	477	138	149	280	127	460	133	89	289	287					
		42.88%	27.44%	31.69%	30.59%	54.93%	32.13%	28.55%	42.80%	31.45%	28.74%	34.25%	35.79%	27.90%	39.53%	52.35%	48.32%	58.96%	47.93%	42.78%	40.69%	44.59%	49.09%	59.42%	64.73%	34.77%	71.93%	35.02%	48.14%	58.05%	35.37%	63.83%	49.04%	46.88%	34.06%	54.31%	63.72%	47.65%	54.39%	40.99%	54.94%	48.97%	39.66%	57.75%	50.91%	48.29%	50.77%	45.55%	29.18%	48.98%	57.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	126	4	7	7	2	4	13	2	6	13	3	4	3	5	6	0	0	2	3	3	3	1	3	2	6	0	1	1	0	0	0	1	3	1	1	0	0	0	4	2	4	0	1	1	0	2	0	0	1	1					
		0.40%	0.42%	0.72%	0.93%	0.28%	0.55%	0.96%	0.19%	0.72%	0.88%	1.03%	0.45%	0.19%	0.53%	0.52%	0.00%	0.00%	0.25%	0.42%	0.43%	0.45%	0.14%	0.49%	0.73%	0.55%	0.00%	0.24%	0.11%	0.00%	0.00%	0.00%	0.24%	0.63%	0.14%	0.15%	0.00%	0.00%	0.00%	0.99%	0.86%	0.41%	0.00%	0.39%	0.18%	0.00%	0.22%	0.00%	0.00%	0.17%	0.20%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
