Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Мещанский район																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №3613	УИК №3614									
		5.04%	4.12%	5.99%	4.98%	6.26%	5.23%	8.26%	6.70%	5.09%	5.93%	4.74%	4.03%	5.19%	3.96%	3.60%	1.01%	2.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	2	4	2	0	2	2	5	2	4	1	3	0	0	4	0	0									
		0.22%	0.21%	0.45%	0.21%	0.00%	0.22%	0.21%	0.52%	0.20%	0.39%	0.11%	0.34%	0.00%	0.00%	0.42%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2175	88	174	150	103	183	165	177	144	164	108	179	154	187	144	19	36									
		15.55%	9.29%	19.68%	15.56%	14.01%	19.96%	17.03%	18.25%	14.65%	15.95%	11.64%	20.02%	19.49%	17.24%	15.25%	3.83%	7.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2167	105	113	194	104	129	149	162	177	215	158	130	104	154	138	67	68									
		15.49%	11.09%	12.78%	20.12%	14.15%	14.07%	15.38%	16.70%	18.01%	20.91%	17.03%	14.54%	13.16%	14.19%	14.62%	13.51%	14.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	6	5	2	3	8	4	6	3	7	2	5	3	6	7	3	1									
		0.51%	0.63%	0.57%	0.21%	0.41%	0.87%	0.41%	0.62%	0.31%	0.68%	0.22%	0.56%	0.38%	0.55%	0.74%	0.60%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	775	37	44	46	45	41	34	42	81	60	53	60	56	57	76	26	17									
		5.54%	3.91%	4.98%	4.77%	6.12%	4.47%	3.51%	4.33%	8.24%	5.84%	5.71%	6.71%	7.09%	5.25%	8.05%	5.24%	3.74%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
