Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    район Царицыно																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №3734	УИК №3735									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	690	30	20	30	20	20	20	20	20	20	20	20	10	20	30	20	20	30	20	10	20	30	20	20	20	20	30	20	20	20	20	10	20	20	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	493	22	16	22	14	15	15	16	17	15	15	11	8	14	17	15	19	17	9	7	14	24	13	14	15	12	20	12	15	11	15	10	16	18	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	491	9	11	3	6	11	7	9	5	12	8	2	10	4	8	3	10	10	22	24	15	17	17	18	10	4	8	10	14	7	13	47	48	7	66	16									
14	Число погашенных неиспользованных открепительных удостоверений	197	8	4	8	6	5	5	4	3	5	5	9	2	6	13	5	1	13	11	3	6	6	7	6	5	8	10	8	5	9	5	0	4	2	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	2	0	0	1	0	2	2	1	2	7	2	3	2	0	1	1	0	2	1	1	4	0	3	2	7	0	2	1	2	5	5	5	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	309	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	694	35	24	38	21	22	11	12	14	14	13	29	16	19	22	23	16	18	20	22	28	27	22	18	19	15	20	21	13	12	21	20	27	26	10	6									
		2.91%	4.60%	2.98%	4.37%	2.67%	2.97%	2.17%	2.07%	2.11%	2.18%	2.11%	3.94%	2.34%	3.11%	2.75%	2.64%	2.60%	2.63%	3.59%	3.35%	3.59%	3.51%	2.91%	2.36%	2.58%	2.05%	2.44%	2.66%	2.26%	2.61%	3.07%	3.34%	3.44%	4.39%	1.57%	3.35%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	460	12	14	18	14	11	8	16	12	9	6	10	6	18	12	13	15	21	10	12	15	18	18	17	16	12	12	19	19	8	16	15	17	7	13	1									
		1.93%	1.58%	1.74%	2.07%	1.78%	1.48%	1.57%	2.76%	1.81%	1.40%	0.98%	1.36%	0.88%	2.95%	1.50%	1.49%	2.44%	3.07%	1.80%	1.83%	1.93%	2.34%	2.38%	2.23%	2.17%	1.64%	1.46%	2.41%	3.31%	1.74%	2.34%	2.50%	2.17%	1.18%	2.05%	0.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	846	25	35	30	34	22	14	24	28	29	28	20	24	23	36	27	9	33	17	21	22	30	23	13	16	25	30	29	12	18	28	30	30	31	27	3									
		3.55%	3.29%	4.34%	3.45%	4.32%	2.97%	2.76%	4.14%	4.22%	4.51%	4.55%	2.72%	3.50%	3.76%	4.51%	3.10%	1.46%	4.82%	3.05%	3.20%	2.82%	3.90%	3.05%	1.70%	2.17%	3.42%	3.66%	3.67%	2.09%	3.92%	4.09%	5.01%	3.83%	5.24%	4.25%	1.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9270	277	278	308	279	280	154	204	222	261	223	293	265	243	222	467	248	264	164	263	282	295	267	321	318	354	337	319	206	193	284	233	303	216	331	96									
		38.88%	36.40%	34.49%	35.44%	35.45%	37.79%	30.31%	35.17%	33.43%	40.59%	36.26%	39.81%	38.69%	39.77%	27.78%	53.62%	40.26%	38.54%	29.44%	40.03%	36.20%	38.31%	35.36%	42.07%	43.15%	48.36%	41.10%	40.38%	35.89%	42.05%	41.46%	38.90%	38.65%	36.49%	52.13%	53.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	454	11	12	25	9	17	10	11	8	13	16	15	16	15	17	18	8	18	14	5	15	12	15	17	13	17	17	21	8	8	12	15	13	4	7	2									
		1.90%	1.45%	1.49%	2.88%	1.14%	2.29%	1.97%	1.90%	1.20%	2.02%	2.60%	2.04%	2.34%	2.45%	2.13%	2.07%	1.30%	2.63%	2.51%	0.76%	1.93%	1.56%	1.99%	2.23%	1.76%	2.32%	2.07%	2.66%	1.39%	1.74%	1.75%	2.50%	1.66%	0.68%	1.10%	1.12%									
24	"6. Политическая партия ""Гражданская Платформа"""	65	1	3	2	3	3	3	2	4	2	2	2	2	0	2	2	3	1	2	0	2	0	2	1	1	4	0	3	1	2	0	0	3	2	5	0									
		0.27%	0.13%	0.37%	0.23%	0.38%	0.40%	0.59%	0.34%	0.60%	0.31%	0.33%	0.27%	0.29%	0.00%	0.25%	0.23%	0.49%	0.15%	0.36%	0.00%	0.26%	0.00%	0.26%	0.13%	0.14%	0.55%	0.00%	0.38%	0.17%	0.44%	0.00%	0.00%	0.38%	0.34%	0.79%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3486	76	103	104	107	119	73	76	128	101	105	108	101	87	129	97	94	100	66	108	107	106	100	118	133	95	139	90	102	79	102	91	108	109	97	28									
		14.62%	9.99%	12.78%	11.97%	13.60%	16.06%	14.37%	13.10%	19.28%	15.71%	17.07%	14.67%	14.74%	14.24%	16.15%	11.14%	15.26%	14.60%	11.85%	16.44%	13.74%	13.77%	13.25%	15.47%	18.05%	12.98%	16.95%	11.39%	17.77%	17.21%	14.89%	15.19%	13.78%	18.41%	15.28%	15.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	530	22	22	23	18	13	13	11	22	8	16	12	22	16	22	9	15	17	14	16	16	25	17	20	16	14	20	16	11	7	16	6	14	14	4	3									
		2.22%	2.89%	2.73%	2.65%	2.29%	1.75%	2.56%	1.90%	3.31%	1.24%	2.60%	1.63%	3.21%	2.62%	2.75%	1.03%	2.44%	2.48%	2.51%	2.44%	2.05%	3.25%	2.25%	2.62%	2.17%	1.91%	2.44%	2.03%	1.92%	1.53%	2.34%	1.00%	1.79%	2.36%	0.63%	1.68%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	641	26	42	19	23	20	12	17	22	17	20	19	12	13	40	13	15	13	30	11	19	24	3	18	15	18	16	24	15	9	26	23	21	18	6	2									
		2.69%	3.42%	5.21%	2.19%	2.92%	2.70%	2.36%	2.93%	3.31%	2.64%	3.25%	2.58%	1.75%	2.13%	5.01%	1.49%	2.44%	1.90%	5.39%	1.67%	2.44%	3.12%	0.40%	2.36%	2.04%	2.46%	1.95%	3.04%	2.61%	1.96%	3.80%	3.84%	2.68%	3.04%	0.94%	1.12%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	60	1	1	3	5	2	2	2	1	2	1	1	3	1	2	1	0	1	3	1	2	4	0	3	2	2	0	2	0	2	1	0	0	4	2	3									
		0.25%	0.13%	0.12%	0.35%	0.64%	0.27%	0.39%	0.34%	0.15%	0.31%	0.16%	0.14%	0.44%	0.16%	0.25%	0.11%	0.00%	0.15%	0.54%	0.15%	0.26%	0.52%	0.00%	0.39%	0.27%	0.27%	0.00%	0.25%	0.00%	0.44%	0.15%	0.00%	0.00%	0.68%	0.31%	1.68%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1658	90	65	77	54	64	48	40	42	41	44	54	48	41	72	40	48	42	36	37	59	58	80	47	25	34	52	49	38	31	44	35	73	26	16	8									
		6.95%	11.83%	8.06%	8.86%	6.86%	8.64%	9.45%	6.90%	6.33%	6.38%	7.15%	7.34%	7.01%	6.71%	9.01%	4.59%	7.79%	6.13%	6.46%	5.63%	7.57%	7.53%	10.60%	6.16%	3.39%	4.64%	6.34%	6.20%	6.62%	6.75%	6.42%	5.84%	9.31%	4.39%	2.52%	4.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3341	127	129	145	117	98	88	93	78	88	79	109	104	75	101	108	78	105	121	105	119	98	145	81	83	84	82	124	103	44	86	92	94	83	65	10									
		14.01%	16.69%	16.00%	16.69%	14.87%	13.23%	17.32%	16.03%	11.75%	13.69%	12.85%	14.81%	15.18%	12.27%	12.64%	12.40%	12.66%	15.33%	21.72%	15.98%	15.28%	12.73%	19.21%	10.62%	11.26%	11.48%	10.00%	15.70%	17.94%	9.59%	12.55%	15.36%	11.99%	14.02%	10.24%	5.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	5	4	6	8	2	5	7	2	3	2	3	4	2	6	6	5	4	4	3	6	4	3	3	4	3	7	5	4	2	5	5	1	2	6	1									
		0.60%	0.66%	0.50%	0.69%	1.02%	0.27%	0.98%	1.21%	0.30%	0.47%	0.33%	0.41%	0.58%	0.33%	0.75%	0.69%	0.81%	0.58%	0.72%	0.46%	0.77%	0.52%	0.40%	0.39%	0.54%	0.41%	0.85%	0.63%	0.70%	0.44%	0.73%	0.83%	0.13%	0.34%	0.94%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1732	46	63	61	79	53	50	49	64	40	46	48	48	29	104	39	46	38	47	43	72	55	48	73	67	42	72	56	30	31	27	27	66	33	29	11									
		7.26%	6.04%	7.82%	7.02%	10.04%	7.15%	9.84%	8.45%	9.64%	6.22%	7.48%	6.52%	7.01%	4.75%	13.02%	4.48%	7.47%	5.55%	8.44%	6.54%	9.24%	7.14%	6.36%	9.57%	9.09%	5.74%	8.78%	7.09%	5.23%	6.75%	3.94%	4.51%	8.42%	5.57%	4.57%	6.15%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
