Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Тегульдетская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №526	УИК №527	УИК №528	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599					
33	"16. ""Родина"" (народно-патриотический союз)"""	121	0	0	0	1	23	33	35	12	3	2	1	0	8	3					
		3.12%	0.0%	0.0%	0.0%	1.88%	5.28%	4.21%	3.72%	2.37%	1.60%	0.63%	0.84%	0.0%	2.69%	5.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	0	0	0	0	2	1	2	2	0	3	0	0	1	0					
		0.28%	0.0%	0.0%	0.0%	0.0%	0.45%	0.12%	0.21%	0.39%	0.0%	0.95%	0.0%	0.0%	0.33%	0.0%					
35	"18. ""ЛДПР"""	543	3	2	12	8	57	100	163	69	31	40	20	0	30	8					
		14.01%	6.66%	4.76%	46.15%	15.09%	13.10%	12.77%	17.35%	13.63%	16.57%	12.69%	16.80%	0.0%	10.10%	13.33%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	77	0	0	0	0	4	19	13	25	3	6	2	0	5	0					
		1.98%	0.0%	0.0%	0.0%	0.0%	0.91%	2.42%	1.38%	4.94%	1.60%	1.90%	1.68%	0.0%	1.68%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1960	28	38	4	30	200	365	458	278	86	174	60	45	159	35					
		50.59%	62.22%	90.47%	15.38%	56.60%	45.97%	46.61%	48.77%	54.94%	45.98%	55.23%	50.42%	67.16%	53.53%	58.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	0	0	0	0	1	2	2	0	0	0	0	1	0					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.21%	0.39%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	0	0	0	0	2	1	0	0	1	0	0	0	1	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.45%	0.12%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.33%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	322	4	0	5	3	55	80	72	29	13	31	5	5	16	4					
		8.31%	8.88%	0.0%	19.23%	5.66%	12.64%	10.21%	7.66%	5.73%	6.95%	9.84%	4.20%	7.46%	5.38%	6.66%					
																					
41	Против всех	153	5	1	4	4	20	21	50	10	5	6	7	3	12	5					
		3.94%	11.11%	2.38%	15.38%	7.54%	4.59%	2.68%	5.32%	1.97%	2.67%	1.90%	5.88%	4.47%	4.04%	8.33%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
