Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    район Аэропорт																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №3633	УИК №3634	УИК №3635									
		3.45%	4.00%	5.05%	2.88%	2.90%	4.50%	4.43%	3.50%	2.11%	3.46%	2.36%	3.08%	4.40%	3.23%	2.75%	8.13%	3.33%	1.74%	3.95%	2.29%	0.00%	1.16%	0.61%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	789	58	18	53	35	50	44	53	34	45	34	34	48	25	20	72	44	48	33	37	0	3	1									
		4.91%	5.16%	2.84%	5.64%	4.84%	5.35%	4.64%	5.30%	3.59%	6.48%	4.22%	3.88%	5.16%	3.51%	3.06%	14.63%	5.05%	6.42%	3.95%	4.04%	0.00%	3.49%	0.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	1	4	3	4	1	2	3	2	0	5	3	1	4	0	2	3	2	4	7	1	1	0									
		0.33%	0.09%	0.63%	0.32%	0.55%	0.11%	0.21%	0.30%	0.21%	0.00%	0.62%	0.34%	0.11%	0.56%	0.00%	0.41%	0.34%	0.27%	0.48%	0.76%	2.33%	1.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2579	142	66	146	127	257	214	187	130	97	117	131	183	93	74	126	151	102	90	138	3	4	1									
		16.04%	12.63%	10.41%	15.55%	17.57%	27.52%	22.57%	18.70%	13.73%	13.98%	14.52%	14.94%	19.66%	13.04%	11.31%	25.61%	17.32%	13.64%	10.78%	15.07%	6.98%	4.65%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2369	177	106	165	98	125	162	144	159	79	105	125	106	95	104	32	147	116	132	162	7	9	14									
		14.73%	15.75%	16.72%	17.57%	13.55%	13.38%	17.09%	14.40%	16.79%	11.38%	13.03%	14.25%	11.39%	13.32%	15.90%	6.50%	16.86%	15.51%	15.81%	17.69%	16.28%	10.47%	8.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	6	4	6	6	2	6	5	3	3	3	7	3	1	1	3	7	3	2	6	0	0	3									
		0.50%	0.53%	0.63%	0.64%	0.83%	0.21%	0.63%	0.50%	0.32%	0.43%	0.37%	0.80%	0.32%	0.14%	0.15%	0.61%	0.80%	0.40%	0.24%	0.66%	0.00%	0.00%	1.84%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1465	91	66	79	63	68	68	80	100	70	92	85	97	62	63	16	101	82	76	89	3	3	11									
		9.11%	8.10%	10.41%	8.41%	8.71%	7.28%	7.17%	8.00%	10.56%	10.09%	11.41%	9.69%	10.42%	8.70%	9.63%	3.25%	11.58%	10.96%	9.10%	9.72%	6.98%	3.49%	6.75%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
