Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
"Наименование Избирательной комиссии:    г.Ростов-на-Дону, Первомайская "																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1490	УИК №1491	УИК №1492	УИК №2485					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	3174	60	71	48	68	61	50	40	53	42	44	71	53	67	65	31	28	49	44	55	73	37	34	60	58	39	71	73	80	35	44	75	57	74	54	51	33	51	61	32	56	36	46	37	49	32	31	41	34	55	48	61	14	24	130	70	50	55	68	51	94					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	3040	54	65	48	68	61	43	40	53	42	35	71	45	67	58	31	28	49	44	55	73	37	34	58	52	36	71	73	80	35	35	75	57	71	54	51	28	46	61	32	55	36	35	37	40	32	30	41	34	51	45	47	14	24	123	70	50	55	68	48	89					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2269	17	24	14	6	12	5	28	17	17	45	16	27	8	32	13	9	45	24	4	13	55	13	10	30	2	11	7	16	13	18	26	14	9	11	7	15	65	17	11	17	15	42	259	12	31	32	11	13	13	29	15	215	21	39	388	291	10	7	20	63					
14	Число погашенных открепительных удостоверений	134	6	6	0	0	0	7	0	0	0	9	0	8	0	7	0	0	0	0	0	0	0	0	2	6	3	0	0	0	0	9	0	0	3	0	0	5	5	0	0	1	0	11	0	9	0	1	0	0	4	3	14	0	0	7	0	0	0	0	3	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	16	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	637	6	16	9	16	20	15	5	7	8	19	18	6	7	9	4	6	10	14	8	16	0	14	12	6	14	12	8	21	5	16	15	14	9	9	7	6	23	10	9	14	20	10	10	8	3	6	8	4	9	16	11	5	6	11	18	4	14	3	11	17					
		0.99%	0.54%	1.04%	0.87%	1.06%	2.35%	1.87%	0.52%	0.74%	0.68%	1.87%	1.49%	0.64%	0.65%	0.83%	0.44%	0.77%	0.98%	1.28%	0.72%	1.45%	0.0%	1.72%	1.12%	0.45%	1.69%	1.06%	0.60%	1.36%	0.65%	1.33%	1.23%	1.04%	0.62%	0.74%	0.57%	0.80%	1.70%	0.78%	1.32%	1.17%	1.67%	1.12%	0.82%	1.08%	0.33%	0.91%	0.97%	0.48%	0.88%	1.56%	0.92%	0.80%	0.90%	0.99%	1.17%	0.37%	1.24%	0.27%	1.06%	1.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2773	50	88	37	87	41	24	33	31	55	54	77	37	47	38	27	28	50	55	53	38	37	38	45	67	38	31	47	62	22	18	46	49	63	53	27	25	55	41	41	46	66	44	51	67	41	28	35	66	54	56	72	32	12	43	75	48	40	44	47	51					
		4.33%	4.56%	5.72%	3.60%	5.76%	4.82%	3.00%	3.47%	3.31%	4.73%	5.34%	6.39%	3.94%	4.36%	3.51%	3.0%	3.61%	4.90%	5.05%	4.82%	3.46%	3.10%	4.68%	4.22%	5.08%	4.59%	2.74%	3.58%	4.03%	2.87%	1.49%	3.79%	3.65%	4.38%	4.38%	2.22%	3.34%	4.08%	3.22%	6.02%	3.84%	5.53%	4.94%	4.18%	9.12%	4.55%	4.28%	4.27%	8.01%	5.31%	5.48%	6.04%	5.14%	1.81%	3.87%	4.91%	4.54%	3.54%	3.99%	4.54%	3.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2854	41	53	39	103	30	28	45	50	18	35	39	44	51	48	36	18	48	55	54	60	84	25	50	57	39	28	63	50	44	50	55	80	107	97	68	45	69	90	30	54	47	44	50	27	33	27	29	36	37	44	45	28	23	46	68	44	41	25	29	51					
		4.45%	3.74%	3.45%	3.80%	6.83%	3.53%	3.50%	4.73%	5.34%	1.54%	3.46%	3.23%	4.69%	4.73%	4.44%	4.0%	2.32%	4.70%	5.05%	4.91%	5.46%	7.05%	3.08%	4.69%	4.32%	4.71%	2.48%	4.80%	3.25%	5.75%	4.16%	4.53%	5.97%	7.45%	8.02%	5.61%	6.01%	5.12%	7.08%	4.40%	4.51%	3.94%	4.94%	4.10%	3.67%	3.66%	4.13%	3.54%	4.37%	3.64%	4.30%	3.77%	4.50%	3.47%	4.14%	4.45%	4.16%	3.63%	2.26%	2.80%	3.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3858	60	97	72	101	38	47	66	53	67	61	59	53	59	76	49	51	66	56	63	66	72	31	63	75	43	52	64	91	47	51	82	65	91	53	70	25	81	55	33	83	66	53	112	73	60	35	46	86	89	86	83	39	18	88	105	70	62	70	54	76					
		6.02%	5.47%	6.31%	7.02%	6.69%	4.47%	5.88%	6.94%	5.66%	5.76%	6.03%	4.90%	5.65%	5.48%	7.03%	5.44%	6.58%	6.47%	5.14%	5.73%	6.01%	6.05%	3.82%	5.91%	5.69%	5.19%	4.60%	4.87%	5.91%	6.15%	4.24%	6.76%	4.85%	6.33%	4.38%	5.77%	3.34%	6.01%	4.32%	4.84%	6.94%	5.53%	5.96%	9.19%	9.94%	6.66%	5.35%	5.62%	10.44%	8.75%	8.42%	6.96%	6.27%	2.72%	7.93%	6.87%	6.62%	5.49%	6.35%	5.22%	5.60%					
22	"5. ""За Русь Святую"""	311	3	6	3	3	5	4	8	3	3	3	6	5	7	4	4	4	5	2	14	4	5	2	5	2	2	8	6	6	6	12	3	10	9	10	5	2	7	6	6	6	9	0	3	3	2	1	3	3	2	5	6	1	4	11	8	7	10	6	6	7					
		0.48%	0.27%	0.39%	0.29%	0.19%	0.58%	0.50%	0.84%	0.32%	0.25%	0.29%	0.49%	0.53%	0.65%	0.37%	0.44%	0.51%	0.49%	0.18%	1.27%	0.36%	0.42%	0.24%	0.46%	0.15%	0.24%	0.70%	0.45%	0.39%	0.78%	0.99%	0.24%	0.74%	0.62%	0.82%	0.41%	0.26%	0.52%	0.47%	0.88%	0.50%	0.75%	0.0%	0.24%	0.40%	0.22%	0.15%	0.36%	0.36%	0.19%	0.48%	0.50%	0.16%	0.60%	0.99%	0.52%	0.66%	0.88%	0.54%	0.58%	0.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	158	0	4	0	2	0	1	1	0	5	2	4	0	4	3	4	0	4	1	2	4	4	1	5	4	0	2	3	6	0	22	2	1	1	3	3	1	5	2	1	1	4	0	3	0	1	1	2	1	2	2	2	1	1	2	7	4	3	6	4	4					
		0.24%	0.0%	0.26%	0.0%	0.13%	0.0%	0.12%	0.10%	0.0%	0.43%	0.19%	0.33%	0.0%	0.37%	0.27%	0.44%	0.0%	0.39%	0.09%	0.18%	0.36%	0.33%	0.12%	0.46%	0.30%	0.0%	0.17%	0.22%	0.39%	0.0%	1.83%	0.16%	0.07%	0.06%	0.24%	0.24%	0.13%	0.37%	0.15%	0.14%	0.08%	0.33%	0.0%	0.24%	0.0%	0.11%	0.15%	0.24%	0.12%	0.19%	0.19%	0.16%	0.16%	0.15%	0.18%	0.45%	0.37%	0.26%	0.54%	0.38%	0.29%					
24	"7. ""Новый курс - Автомобильная Россия"""	829	14	22	16	15	7	41	15	15	18	14	21	16	12	17	3	8	22	16	8	10	10	7	18	10	9	13	30	18	11	25	20	15	17	5	12	7	13	14	14	8	14	14	22	3	4	8	8	11	9	9	6	19	5	14	22	10	17	12	16	20					
		1.29%	1.27%	1.43%	1.56%	0.99%	0.82%	5.13%	1.57%	1.60%	1.54%	1.38%	1.74%	1.70%	1.11%	1.57%	0.33%	1.03%	2.15%	1.46%	0.72%	0.91%	0.84%	0.86%	1.69%	0.75%	1.08%	1.15%	2.28%	1.17%	1.43%	2.08%	1.64%	1.12%	1.18%	0.41%	0.99%	0.93%	0.96%	1.10%	2.05%	0.66%	1.17%	1.57%	1.80%	0.40%	0.44%	1.22%	0.97%	1.33%	0.88%	0.88%	0.50%	3.05%	0.75%	1.26%	1.44%	0.94%	1.50%	1.08%	1.54%	1.47%					
25	"8. ""Народно-республиканская партия России"""	47	0	1	1	0	0	0	1	1	0	0	1	0	0	2	4	1	2	0	0	1	0	3	1	0	0	2	0	1	1	0	1	3	0	0	0	0	0	3	0	1	0	0	1	2	0	3	0	1	0	3	0	1	0	0	0	0	2	1	1	1					
		0.07%	0.0%	0.06%	0.09%	0.0%	0.0%	0.0%	0.10%	0.10%	0.0%	0.0%	0.08%	0.0%	0.0%	0.18%	0.44%	0.12%	0.19%	0.0%	0.0%	0.09%	0.0%	0.36%	0.09%	0.0%	0.0%	0.17%	0.0%	0.06%	0.13%	0.0%	0.08%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.08%	0.0%	0.0%	0.08%	0.27%	0.0%	0.45%	0.0%	0.12%	0.0%	0.29%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.17%	0.09%	0.09%	0.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	377	8	11	8	17	8	7	1	6	5	7	13	6	4	5	3	9	4	7	6	6	9	6	1	6	6	5	5	8	3	4	6	0	12	6	2	2	2	3	6	5	12	3	3	8	5	4	3	6	7	5	11	4	6	11	9	8	10	6	3	15					
		0.58%	0.72%	0.71%	0.78%	1.12%	0.94%	0.87%	0.10%	0.64%	0.43%	0.69%	1.07%	0.64%	0.37%	0.46%	0.33%	1.16%	0.39%	0.64%	0.54%	0.54%	0.75%	0.73%	0.09%	0.45%	0.72%	0.44%	0.38%	0.52%	0.39%	0.33%	0.49%	0.0%	0.83%	0.49%	0.16%	0.26%	0.14%	0.23%	0.88%	0.41%	1.00%	0.33%	0.24%	1.08%	0.55%	0.61%	0.36%	0.72%	0.68%	0.48%	0.92%	0.64%	0.90%	0.99%	0.58%	0.75%	0.88%	0.54%	0.29%	1.10%					
27	"10. ""Аграрная партия России"""	1073	18	24	22	26	15	7	31	12	13	13	22	20	14	26	23	18	19	21	29	26	24	22	25	21	13	23	23	11	11	14	13	24	24	18	13	9	24	24	16	21	18	14	22	12	14	9	12	9	9	11	19	5	9	14	37	15	16	13	21	22					
		1.67%	1.64%	1.56%	2.14%	1.72%	1.76%	0.87%	3.25%	1.28%	1.11%	1.28%	1.82%	2.13%	1.30%	2.40%	2.55%	2.32%	1.86%	1.92%	2.64%	2.37%	2.01%	2.71%	2.34%	1.59%	1.57%	2.03%	1.75%	0.71%	1.43%	1.16%	1.07%	1.79%	1.67%	1.48%	1.07%	1.20%	1.78%	1.88%	2.34%	1.75%	1.51%	1.57%	1.80%	1.63%	1.55%	1.37%	1.46%	1.09%	0.88%	1.07%	1.59%	0.80%	1.36%	1.26%	2.42%	1.41%	1.41%	1.17%	2.03%	1.62%					
28	"11. ""Истинные патриоты России"""	88	1	2	2	1	1	4	0	1	0	1	2	4	3	2	0	1	2	0	0	7	1	1	1	0	3	4	0	3	0	0	1	0	2	1	3	0	0	1	0	11	1	1	1	0	0	0	2	1	0	0	0	0	0	2	1	3	1	2	1	6					
		0.13%	0.09%	0.13%	0.19%	0.06%	0.11%	0.50%	0.0%	0.10%	0.0%	0.09%	0.16%	0.42%	0.27%	0.18%	0.0%	0.12%	0.19%	0.0%	0.0%	0.63%	0.08%	0.12%	0.09%	0.0%	0.36%	0.35%	0.0%	0.19%	0.0%	0.0%	0.08%	0.0%	0.13%	0.08%	0.24%	0.0%	0.0%	0.07%	0.0%	0.92%	0.08%	0.11%	0.08%	0.0%	0.0%	0.0%	0.24%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.06%	0.28%	0.08%	0.18%	0.09%	0.44%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	730	16	19	17	30	12	17	19	10	15	15	14	10	11	15	6	9	10	12	17	10	11	13	14	18	6	10	11	14	4	5	25	16	17	11	9	6	9	9	14	14	15	8	18	3	7	11	10	7	10	11	13	7	2	15	11	7	13	16	16	10					
		1.14%	1.45%	1.23%	1.65%	1.98%	1.41%	2.13%	1.99%	1.06%	1.29%	1.48%	1.16%	1.06%	1.02%	1.38%	0.66%	1.16%	0.98%	1.10%	1.54%	0.91%	0.92%	1.60%	1.31%	1.36%	0.72%	0.88%	0.83%	0.91%	0.52%	0.41%	2.06%	1.19%	1.18%	0.90%	0.74%	0.80%	0.66%	0.70%	2.05%	1.17%	1.25%	0.89%	1.47%	0.40%	0.77%	1.68%	1.22%	0.85%	0.98%	1.07%	1.09%	1.12%	0.30%	1.35%	0.72%	0.66%	1.15%	1.45%	1.54%	0.73%					
30	"13. ""Демократическая партия России"""	154	0	3	1	7	1	3	0	4	2	3	3	2	3	1	2	2	3	2	4	3	2	1	5	0	3	7	1	4	4	0	4	0	13	0	4	4	1	0	3	2	0	2	5	3	1	4	2	1	2	0	1	4	1	3	3	2	4	4	1	4					
		0.24%	0.0%	0.19%	0.09%	0.46%	0.11%	0.37%	0.0%	0.42%	0.17%	0.29%	0.24%	0.21%	0.27%	0.09%	0.22%	0.25%	0.29%	0.18%	0.36%	0.27%	0.16%	0.12%	0.46%	0.0%	0.36%	0.62%	0.07%	0.26%	0.52%	0.0%	0.32%	0.0%	0.90%	0.0%	0.33%	0.53%	0.07%	0.0%	0.44%	0.16%	0.0%	0.22%	0.41%	0.40%	0.11%	0.61%	0.24%	0.12%	0.19%	0.0%	0.08%	0.64%	0.15%	0.27%	0.19%	0.18%	0.35%	0.36%	0.09%	0.29%					
31	"14. ""Великая Россия - Евразийский Союз"""	111	0	1	2	4	1	0	4	3	3	1	7	0	3	2	2	3	1	0	2	0	4	0	0	0	3	3	2	1	4	0	4	2	2	1	2	0	1	14	2	1	1	1	2	0	1	0	0	4	0	0	1	1	1	3	5	1	1	2	1	1					
		0.17%	0.0%	0.06%	0.19%	0.26%	0.11%	0.0%	0.42%	0.32%	0.25%	0.09%	0.58%	0.0%	0.27%	0.18%	0.22%	0.38%	0.09%	0.0%	0.18%	0.0%	0.33%	0.0%	0.0%	0.0%	0.36%	0.26%	0.15%	0.06%	0.52%	0.0%	0.32%	0.14%	0.13%	0.08%	0.16%	0.0%	0.07%	1.10%	0.29%	0.08%	0.08%	0.11%	0.16%	0.0%	0.11%	0.0%	0.0%	0.48%	0.0%	0.0%	0.08%	0.16%	0.15%	0.27%	0.32%	0.09%	0.08%	0.18%	0.09%	0.07%					
32	"15. ""Партия СЛОН"""	122	0	2	1	0	1	0	0	1	6	1	1	3	2	1	3	2	5	2	0	1	2	0	2	1	2	0	4	4	1	3	0	0	3	2	4	0	4	0	1	31	0	3	0	3	1	0	1	1	1	1	2	3	0	2	2	1	0	2	1	2					
		0.19%	0.0%	0.13%	0.09%	0.0%	0.11%	0.0%	0.0%	0.10%	0.51%	0.09%	0.08%	0.32%	0.18%	0.09%	0.33%	0.25%	0.49%	0.18%	0.0%	0.09%	0.16%	0.0%	0.18%	0.07%	0.24%	0.0%	0.30%	0.26%	0.13%	0.24%	0.0%	0.0%	0.20%	0.16%	0.33%	0.0%	0.29%	0.0%	0.14%	2.59%	0.0%	0.33%	0.0%	0.40%	0.11%	0.0%	0.12%	0.12%	0.09%	0.09%	0.16%	0.48%	0.0%	0.18%	0.13%	0.09%	0.0%	0.18%	0.09%	0.14%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7770	100	173	129	198	76	54	93	134	94	122	163	134	118	144	100	79	124	144	160	146	109	56	138	210	117	144	146	202	78	101	127	197	185	143	121	88	197	184	78	155	122	96	153	119	110	54	95	106	147	161	159	51	57	129	238	113	158	172	158	111					
		12.13%	9.12%	11.26%	12.58%	13.12%	8.95%	6.76%	9.77%	14.31%	8.08%	12.06%	13.53%	14.30%	10.96%	13.32%	11.11%	10.20%	12.15%	13.22%	14.57%	13.30%	9.15%	6.90%	12.95%	15.93%	14.14%	12.75%	11.12%	13.13%	10.20%	8.40%	10.46%	14.71%	12.88%	11.82%	9.98%	11.76%	14.63%	14.47%	11.45%	12.97%	10.23%	10.79%	12.56%	16.21%	12.22%	8.26%	11.61%	12.87%	14.46%	15.76%	13.35%	8.19%	8.62%	11.63%	15.58%	10.69%	13.99%	15.60%	15.29%	8.17%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	138	0	1	0	2	6	2	1	2	6	3	5	4	1	4	4	3	3	3	0	0	1	1	3	0	7	0	0	2	1	1	3	0	7	1	0	2	5	1	1	2	3	2	12	0	0	1	1	0	1	1	2	1	2	4	9	2	2	1	5	1					
		0.21%	0.0%	0.06%	0.0%	0.13%	0.70%	0.25%	0.10%	0.21%	0.51%	0.29%	0.41%	0.42%	0.09%	0.37%	0.44%	0.38%	0.29%	0.27%	0.0%	0.0%	0.08%	0.12%	0.28%	0.0%	0.84%	0.0%	0.0%	0.13%	0.13%	0.08%	0.24%	0.0%	0.48%	0.08%	0.0%	0.26%	0.37%	0.07%	0.14%	0.16%	0.25%	0.22%	0.98%	0.0%	0.0%	0.15%	0.12%	0.0%	0.09%	0.09%	0.16%	0.16%	0.30%	0.36%	0.58%	0.18%	0.17%	0.09%	0.48%	0.07%					
35	"18. ""ЛДПР"""	5852	108	182	162	144	111	94	93	106	131	96	126	65	105	118	78	99	86	82	56	135	91	70	104	115	75	132	105	150	52	77	103	128	139	100	92	50	88	119	67	105	116	103	92	47	60	42	76	55	71	58	70	50	45	103	125	102	136	120	96	146					
		9.14%	9.85%	11.84%	15.80%	9.54%	13.07%	11.77%	9.77%	11.32%	11.27%	9.49%	10.46%	6.93%	9.75%	10.91%	8.66%	12.79%	8.43%	7.52%	5.10%	12.30%	7.64%	8.63%	9.76%	8.72%	9.06%	11.69%	8.00%	9.75%	6.80%	6.41%	8.49%	9.55%	9.67%	8.27%	7.59%	6.68%	6.53%	9.36%	9.83%	8.78%	9.73%	11.58%	7.55%	6.40%	6.66%	6.43%	9.29%	6.68%	6.98%	5.68%	5.87%	8.03%	6.80%	9.28%	8.18%	9.64%	12.04%	10.88%	9.29%	10.75%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1254	18	15	22	31	22	12	39	11	34	21	22	35	18	27	21	24	20	13	12	22	27	13	21	28	34	17	17	29	8	54	21	22	25	28	13	5	41	29	9	19	30	19	17	14	22	9	19	16	26	16	20	11	13	19	18	19	19	15	13	20					
		1.95%	1.64%	0.97%	2.14%	2.05%	2.59%	1.50%	4.10%	1.17%	2.92%	2.07%	1.82%	3.73%	1.67%	2.49%	2.33%	3.10%	1.96%	1.19%	1.09%	2.00%	2.26%	1.60%	1.97%	2.12%	4.11%	1.50%	1.29%	1.88%	1.04%	4.49%	1.73%	1.64%	1.74%	2.31%	1.07%	0.66%	3.04%	2.28%	1.32%	1.58%	2.51%	2.13%	1.39%	1.90%	2.44%	1.37%	2.32%	1.94%	2.55%	1.56%	1.67%	1.76%	1.96%	1.71%	1.17%	1.79%	1.68%	1.36%	1.25%	1.47%					
37	"20. ""Политическая партия ""Единая Россия"""	19023	408	436	251	289	190	207	249	249	416	224	302	277	300	323	352	227	280	325	381	306	480	273	280	369	204	400	424	445	276	515	349	376	349	312	440	295	409	349	191	274	364	257	347	181	332	264	261	230	224	234	382	179	325	335	380	361	285	302	304	474					
		29.72%	37.22%	28.38%	24.48%	19.16%	22.37%	25.93%	26.18%	26.60%	35.80%	22.15%	25.08%	29.56%	27.88%	29.87%	39.11%	29.32%	27.45%	29.84%	34.69%	27.89%	40.33%	33.66%	26.29%	27.99%	24.66%	35.42%	32.31%	28.93%	36.12%	42.88%	28.77%	28.08%	24.30%	25.80%	36.30%	39.43%	30.38%	27.45%	28.04%	22.92%	30.53%	28.90%	28.48%	24.65%	36.88%	40.42%	31.90%	27.94%	22.04%	22.91%	32.07%	28.77%	49.16%	30.20%	24.88%	34.15%	25.24%	27.40%	29.42%	34.92%					
38	"21. ""Российская Конституционно-демократическая партия"""	88	1	2	0	0	0	1	0	2	1	1	0	0	3	1	4	0	2	2	1	3	0	2	0	1	1	3	2	5	0	3	1	2	3	2	0	2	2	1	0	11	0	3	0	0	0	2	2	1	1	0	0	3	0	3	3	3	0	1	0	1					
		0.13%	0.09%	0.13%	0.0%	0.0%	0.0%	0.12%	0.0%	0.21%	0.08%	0.09%	0.0%	0.0%	0.27%	0.09%	0.44%	0.0%	0.19%	0.18%	0.09%	0.27%	0.0%	0.24%	0.0%	0.07%	0.12%	0.26%	0.15%	0.32%	0.0%	0.24%	0.08%	0.14%	0.20%	0.16%	0.0%	0.26%	0.14%	0.07%	0.0%	0.92%	0.0%	0.33%	0.0%	0.0%	0.0%	0.30%	0.24%	0.12%	0.09%	0.0%	0.0%	0.48%	0.0%	0.27%	0.19%	0.28%	0.0%	0.09%	0.0%	0.07%					
39	"22. ""Развитие предпринимательства"""	218	8	7	3	5	2	0	5	3	2	2	7	2	7	6	0	3	1	4	3	1	8	4	1	5	1	3	3	8	0	2	4	0	5	6	5	2	6	6	2	1	7	0	4	6	2	4	4	2	5	5	8	1	1	2	2	6	4	5	3	4					
		0.34%	0.72%	0.45%	0.29%	0.33%	0.23%	0.0%	0.52%	0.32%	0.17%	0.19%	0.58%	0.21%	0.65%	0.55%	0.0%	0.38%	0.09%	0.36%	0.27%	0.09%	0.67%	0.49%	0.09%	0.37%	0.12%	0.26%	0.22%	0.52%	0.0%	0.16%	0.32%	0.0%	0.34%	0.49%	0.41%	0.26%	0.44%	0.47%	0.29%	0.08%	0.58%	0.0%	0.32%	0.81%	0.22%	0.61%	0.48%	0.24%	0.49%	0.48%	0.67%	0.16%	0.15%	0.18%	0.13%	0.56%	0.35%	0.45%	0.29%	0.29%					
