Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Москаленская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	514	16	18	15	16	12	10	15	6	19	2	0	41	1	1	6	1	21	17	5	0	3	11	13	3	6	36	8	5	0	0	19	2	59	2	3	1	3	3	4	8	7	7	15	2	13	18	0	10	1	0	30					
		2.88%	1.95%	3.24%	1.97%	1.66%	1.90%	2.05%	1.73%	1.48%	2.46%	2.27%	0.00%	6.38%	0.68%	1.89%	3.61%	1.75%	4.21%	4.36%	2.16%	0.00%	1.19%	3.51%	6.77%	1.56%	6.00%	5.92%	4.71%	1.08%	0.00%	0.00%	4.03%	1.11%	7.53%	1.14%	2.65%	0.70%	1.65%	1.83%	0.75%	2.89%	5.79%	2.33%	7.98%	1.34%	1.93%	3.39%	0.00%	3.86%	0.67%	0.00%	3.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	60	4	4	5	7	2	3	7	0	0	0	0	3	0	0	1	1	1	1	0	1	1	0	1	0	0	2	0	0	0	0	2	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	5					
		0.34%	0.49%	0.72%	0.66%	0.73%	0.32%	0.62%	0.81%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.60%	1.75%	0.20%	0.26%	0.00%	0.93%	0.40%	0.00%	0.52%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.26%	0.00%	0.88%	0.00%	0.55%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	1.72%	0.56%					
20	3.Политическая партия «Демократическая партия России»	33	2	2	1	0	0	0	6	1	0	0	0	1	1	0	0	0	2	0	3	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	3					
		0.19%	0.24%	0.36%	0.13%	0.00%	0.00%	0.00%	0.69%	0.25%	0.00%	0.00%	0.00%	0.16%	0.68%	0.00%	0.00%	0.00%	0.40%	0.00%	1.30%	0.00%	0.40%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.45%	0.38%	0.00%	0.00%	0.00%	0.00%	0.34%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1408	76	43	82	104	75	37	84	48	70	3	2	51	9	1	11	3	54	29	9	5	20	25	13	4	1	51	17	28	8	17	61	17	75	7	8	9	10	3	34	15	4	20	6	4	21	28	0	17	15	3	71					
		7.90%	9.25%	7.75%	10.79%	10.78%	11.85%	7.60%	9.69%	11.85%	9.07%	3.41%	2.35%	7.93%	6.16%	1.89%	6.63%	5.26%	10.82%	7.44%	3.90%	4.63%	7.91%	7.99%	6.77%	2.08%	1.00%	8.39%	10.00%	6.06%	3.81%	10.00%	12.92%	9.44%	9.57%	3.98%	7.08%	6.34%	5.49%	1.83%	6.36%	5.42%	3.31%	6.67%	3.19%	2.68%	3.13%	5.27%	0.00%	6.56%	10.00%	2.59%	7.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	123	15	2	3	7	1	1	7	5	7	1	3	2	0	0	4	0	2	7	2	1	1	0	5	0	0	3	1	0	0	0	4	0	5	0	0	0	0	0	0	7	2	2	7	2	1	6	0	0	0	2	5					
		0.69%	1.82%	0.36%	0.39%	0.73%	0.16%	0.21%	0.81%	1.23%	0.91%	1.14%	3.53%	0.31%	0.00%	0.00%	2.41%	0.00%	0.40%	1.79%	0.87%	0.93%	0.40%	0.00%	2.60%	0.00%	0.00%	0.49%	0.59%	0.00%	0.00%	0.00%	0.85%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.53%	1.65%	0.67%	3.72%	1.34%	0.15%	1.13%	0.00%	0.00%	0.00%	1.72%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	58	4	0	0	4	1	0	3	1	0	0	0	0	0	0	1	0	2	1	1	0	2	2	2	0	0	2	1	0	1	0	23	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3					
		0.33%	0.49%	0.00%	0.00%	0.41%	0.16%	0.00%	0.35%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.40%	0.26%	0.43%	0.00%	0.79%	0.64%	1.04%	0.00%	0.00%	0.33%	0.59%	0.00%	0.48%	0.00%	4.87%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.36%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	1505	88	62	81	76	58	54	92	36	78	4	1	42	8	3	26	6	35	41	13	3	12	20	12	6	11	45	9	50	20	16	47	22	62	0	1	3	0	7	41	21	8	42	12	13	44	43	2	21	17	10	81					
		8.44%	10.71%	11.17%	10.66%	7.88%	9.16%	11.09%	10.61%	8.89%	10.10%	4.55%	1.18%	6.53%	5.48%	5.66%	15.66%	10.53%	7.01%	10.51%	5.63%	2.78%	4.74%	6.39%	6.25%	3.13%	11.00%	7.40%	5.29%	10.82%	9.52%	9.41%	9.96%	12.22%	7.91%	0.00%	0.88%	2.11%	0.00%	4.27%	7.66%	7.58%	6.61%	14.00%	6.38%	8.72%	6.55%	8.10%	7.69%	8.11%	11.33%	8.62%	9.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	855	53	20	134	67	34	25	53	20	33	0	2	10	2	8	12	4	19	21	10	2	8	11	1	4	1	22	2	27	5	7	1	6	38	2	1	5	2	0	16	14	1	11	4	2	32	29	0	17	4	4	49					
		4.80%	6.45%	3.60%	17.63%	6.94%	5.37%	5.13%	6.11%	4.94%	4.27%	0.00%	2.35%	1.56%	1.37%	15.09%	7.23%	7.02%	3.81%	5.38%	4.33%	1.85%	3.16%	3.51%	0.52%	2.08%	1.00%	3.62%	1.18%	5.84%	2.38%	4.12%	0.21%	3.33%	4.85%	1.14%	0.88%	3.52%	1.10%	0.00%	2.99%	5.05%	0.83%	3.67%	2.13%	1.34%	4.76%	5.46%	0.00%	6.56%	2.67%	3.45%	5.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	99	7	2	2	8	3	1	3	0	3	0	0	5	0	0	0	1	1	6	2	0	5	3	1	1	0	3	0	3	2	0	2	0	8	2	0	1	1	0	5	2	1	3	1	0	2	1	0	1	0	2	5					
		0.56%	0.85%	0.36%	0.26%	0.83%	0.47%	0.21%	0.35%	0.00%	0.39%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	1.75%	0.20%	1.54%	0.87%	0.00%	1.98%	0.96%	0.52%	0.52%	0.00%	0.49%	0.00%	0.65%	0.95%	0.00%	0.42%	0.00%	1.02%	1.14%	0.00%	0.70%	0.55%	0.00%	0.93%	0.72%	0.83%	1.00%	0.53%	0.00%	0.30%	0.19%	0.00%	0.39%	0.00%	1.72%	0.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12899	545	394	420	652	440	348	587	282	556	78	77	473	124	38	104	41	346	257	186	95	195	240	141	174	80	437	130	342	171	128	312	133	510	163	99	120	162	151	430	205	94	211	134	122	539	401	24	185	113	91	619					
		72.36%	66.30%	70.99%	55.26%	67.56%	69.51%	71.46%	67.70%	69.63%	72.02%	88.64%	90.59%	73.56%	84.93%	71.70%	62.65%	71.93%	69.34%	65.90%	80.52%	87.96%	77.08%	76.68%	73.44%	90.63%	80.00%	71.88%	76.47%	74.03%	81.43%	75.29%	66.10%	73.89%	65.05%	92.61%	87.61%	84.51%	89.01%	92.07%	80.37%	74.01%	77.69%	70.33%	71.28%	81.88%	80.21%	75.52%	92.31%	71.43%	75.33%	78.45%	69.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	71	3	5	3	12	4	0	3	0	2	0	0	1	0	0	1	0	5	4	0	0	2	0	0	0	0	4	0	1	0	0	1	0	3	0	0	0	0	0	1	4	3	2	0	1	1	0	0	1	0	0	4					
		0.40%	0.36%	0.90%	0.39%	1.24%	0.63%	0.00%	0.35%	0.00%	0.26%	0.00%	0.00%	0.16%	0.00%	0.00%	0.60%	0.00%	1.00%	1.03%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.22%	0.00%	0.00%	0.21%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	1.44%	2.48%	0.67%	0.00%	0.67%	0.15%	0.00%	0.00%	0.39%	0.00%	0.00%	0.45%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
