Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Москаленская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	622	24	10	15	15	20	25	45	30	10	5	2	20	5	2	0	7	5	5	3	5	10	15	5	1	5	40	2	2	13	25	45	2	2	30	15	0	45	5	5	12	0	10	15	8	35	4	15	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	168	2	6	18	7	1	5	5	3	6	1	2	7	1	1	0	4	4	0	0	3	5	6	1	3	1	3	2	8	1	3	11	1	0	3	5	1	0	4	4	1	1	4	6	4	7	0	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	32	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	10	3	8	5	1	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	4	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1482	93	53	101	129	49	53	90	41	81	7	6	52	9	3	6	38	42	16	8	12	25	60	5	10	5	32	12	36	11	10	77	3	6	6	3	6	7	24	20	9	30	31	28	0	90	6	35	6					
		10.02%	12.58%	10.77%	15.19%	15.77%	11.50%	11.86%	13.35%	13.85%	11.69%	7.78%	7.14%	9.34%	5.96%	5.17%	4.48%	9.36%	15.05%	8.84%	8.16%	5.74%	9.96%	10.81%	3.36%	6.54%	3.73%	9.38%	8.96%	8.78%	5.82%	7.41%	12.32%	2.31%	5.36%	3.08%	1.69%	5.56%	1.59%	8.14%	7.91%	6.57%	16.30%	6.07%	6.02%	0.00%	11.90%	6.98%	16.43%	4.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2138	132	104	103	107	60	75	118	58	100	7	1	59	11	3	40	64	45	28	8	42	62	56	18	12	11	36	35	37	23	17	72	2	12	4	2	3	24	27	47	15	23	84	46	2	198	19	37	49					
		14.45%	17.86%	21.14%	15.49%	13.08%	14.08%	16.78%	17.51%	19.59%	14.43%	7.78%	1.19%	10.59%	7.28%	5.17%	29.85%	15.76%	16.13%	15.47%	8.16%	20.10%	24.70%	10.09%	12.08%	7.84%	8.21%	10.56%	26.12%	9.02%	12.17%	12.59%	11.52%	1.54%	10.71%	2.05%	1.13%	2.78%	5.45%	9.15%	18.58%	10.95%	12.50%	16.44%	9.89%	9.09%	26.19%	22.09%	17.37%	35.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	147	5	7	2	6	4	4	7	1	1	0	3	3	0	0	0	2	8	3	0	1	1	7	1	0	1	2	0	4	1	2	20	2	0	2	2	1	3	4	4	3	5	6	5	0	9	0	5	0					
		0.99%	0.68%	1.42%	0.30%	0.73%	0.94%	0.89%	1.04%	0.34%	0.14%	0.00%	3.57%	0.54%	0.00%	0.00%	0.00%	0.49%	2.87%	1.66%	0.00%	0.48%	0.40%	1.26%	0.67%	0.00%	0.75%	0.59%	0.00%	0.98%	0.53%	1.48%	3.20%	1.54%	0.00%	1.03%	1.13%	0.93%	0.68%	1.36%	1.58%	2.19%	2.72%	1.17%	1.08%	0.00%	1.19%	0.00%	2.35%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2610	170	87	162	201	93	92	139	81	84	34	14	73	8	1	29	84	65	21	6	43	34	108	52	15	31	96	17	70	23	24	119	12	10	21	18	15	69	49	41	14	14	42	71	1	120	9	19	9					
		17.64%	23.00%	17.68%	24.36%	24.57%	21.83%	20.58%	20.62%	27.36%	12.12%	37.78%	16.67%	13.11%	5.30%	1.72%	21.64%	20.69%	23.30%	11.60%	6.12%	20.57%	13.55%	19.46%	34.90%	9.80%	23.13%	28.15%	12.69%	17.07%	12.17%	17.78%	19.04%	9.23%	8.93%	10.77%	10.17%	13.89%	15.68%	16.61%	16.21%	10.22%	7.61%	8.22%	15.27%	4.55%	15.87%	10.47%	8.92%	6.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	180	9	8	16	23	7	6	8	0	7	0	0	2	1	0	0	12	9	5	0	1	0	8	1	1	0	2	2	2	3	0	3	1	0	0	0	0	1	1	6	0	6	7	4	0	14	1	2	1					
		1.22%	1.22%	1.63%	2.41%	2.81%	1.64%	1.34%	1.19%	0.00%	1.01%	0.00%	0.00%	0.36%	0.66%	0.00%	0.00%	2.96%	3.23%	2.76%	0.00%	0.48%	0.00%	1.44%	0.67%	0.65%	0.00%	0.59%	1.49%	0.49%	1.59%	0.00%	0.48%	0.77%	0.00%	0.00%	0.00%	0.00%	0.23%	0.34%	2.37%	0.00%	3.26%	1.37%	0.86%	0.00%	1.85%	1.16%	0.94%	0.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7933	308	225	266	340	200	205	302	112	413	41	60	356	119	49	58	198	102	102	76	109	116	306	70	114	84	170	66	251	124	77	320	110	83	161	147	83	335	178	126	89	87	329	304	19	312	45	112	74					
		53.61%	41.68%	45.73%	40.00%	41.56%	46.95%	45.86%	44.81%	37.84%	59.60%	45.56%	71.43%	63.91%	78.81%	84.48%	43.28%	48.77%	36.56%	56.35%	77.55%	52.15%	46.22%	55.14%	46.98%	74.51%	62.69%	49.85%	49.25%	61.22%	65.61%	57.04%	51.20%	84.62%	74.11%	82.56%	83.05%	76.85%	76.14%	60.34%	49.80%	64.96%	47.28%	64.38%	65.38%	86.36%	41.27%	52.33%	52.58%	52.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	80	7	0	6	2	2	2	2	0	0	1	0	6	2	2	0	1	4	0	0	0	2	2	0	0	1	2	1	2	1	2	4	0	0	0	2	0	1	8	1	2	1	5	1	0	4	1	0	0					
		0.54%	0.95%	0.00%	0.90%	0.24%	0.47%	0.45%	0.30%	0.00%	0.00%	1.11%	0.00%	1.08%	1.32%	3.45%	0.00%	0.25%	1.43%	0.00%	0.00%	0.00%	0.80%	0.36%	0.00%	0.00%	0.75%	0.59%	0.75%	0.49%	0.53%	1.48%	0.64%	0.00%	0.00%	0.00%	1.13%	0.00%	0.23%	2.71%	0.40%	1.46%	0.54%	0.98%	0.22%	0.00%	0.53%	1.16%	0.00%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
