Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Советская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155									
14	Число погашенных неиспользованных открепительных удостоверений	143	8	5	11	1	2	1	1	3	6	1	0	1	2	6	2	0	2	3	3	3	3	0	2	5	1	2	8	8	2	3	8	5	7	5	3	6	7	5	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	0	2	0	0	2	3	1	2	0	0	2	0	1	1	0	1	5	0	0	2	1	1	3	2	0	1	0	1	3	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	240	4	1	6	0	1	4	11	13	7	8	12	7	11	15	7	10	13	11	1	6	7	4	0	13	3	3	7	9	2	7	5	3	3	3	5	10	1	1	6									
		1.24%	1.00%	0.55%	0.73%	0.00%	0.24%	0.76%	1.93%	2.40%	0.90%	1.37%	2.03%	1.26%	2.46%	2.81%	1.19%	1.78%	2.90%	2.27%	0.19%	3.13%	1.57%	0.81%	0.00%	2.14%	0.76%	2.34%	0.96%	2.12%	0.76%	0.57%	0.69%	1.22%	0.63%	0.61%	0.82%	1.42%	0.29%	0.42%	1.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	658	19	6	33	0	7	8	19	16	27	11	14	15	9	20	15	23	13	14	52	10	14	11	14	11	9	6	21	18	2	38	22	8	16	22	24	31	37	10	13									
		3.41%	4.76%	3.28%	4.02%	0.00%	1.67%	1.51%	3.34%	2.95%	3.46%	1.88%	2.37%	2.70%	2.01%	3.75%	2.55%	4.10%	2.90%	2.89%	9.74%	5.21%	3.15%	2.23%	2.86%	1.81%	2.27%	4.69%	2.88%	4.24%	0.76%	3.08%	3.03%	3.27%	3.35%	4.47%	3.92%	4.39%	10.60%	4.22%	3.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	310	7	3	14	1	7	8	8	15	14	17	13	12	12	7	9	12	7	12	2	2	5	9	0	8	4	3	6	1	2	22	8	4	7	11	9	15	3	6	5									
		1.61%	1.75%	1.64%	1.71%	1.52%	1.67%	1.51%	1.41%	2.77%	1.79%	2.90%	2.20%	2.16%	2.68%	1.31%	1.53%	2.14%	1.56%	2.48%	0.37%	1.04%	1.12%	1.82%	0.00%	1.32%	1.01%	2.34%	0.82%	0.24%	0.76%	1.78%	1.10%	1.63%	1.47%	2.24%	1.47%	2.12%	0.86%	2.53%	1.17%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10547	201	100	422	32	227	308	295	256	409	312	345	315	237	254	331	327	208	260	330	109	264	275	326	367	224	82	392	217	114	747	431	145	214	228	326	345	203	129	240									
		54.62%	50.38%	54.64%	51.46%	48.48%	54.31%	58.22%	51.85%	47.23%	52.44%	53.24%	58.38%	56.65%	52.90%	47.57%	56.20%	58.29%	46.33%	53.72%	61.80%	56.77%	59.33%	55.67%	66.67%	60.46%	56.42%	64.06%	53.77%	51.06%	43.35%	60.58%	59.45%	59.18%	44.86%	46.34%	53.18%	48.87%	58.17%	54.43%	56.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	103	1	4	1	0	1	2	6	4	3	6	2	6	6	4	6	4	2	3	2	0	1	4	0	7	5	0	3	0	1	6	3	1	3	1	2	1	1	1	0									
		0.53%	0.25%	2.19%	0.12%	0.00%	0.24%	0.38%	1.05%	0.74%	0.38%	1.02%	0.34%	1.08%	1.34%	0.75%	1.02%	0.71%	0.45%	0.62%	0.37%	0.00%	0.22%	0.81%	0.00%	1.15%	1.26%	0.00%	0.41%	0.00%	0.38%	0.49%	0.41%	0.41%	0.63%	0.20%	0.33%	0.14%	0.29%	0.42%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	46	0	2	3	0	1	1	2	0	1	1	1	0	1	1	0	2	2	0	3	0	1	2	0	2	1	2	1	3	1	5	1	2	4	0	0	0	0	0	0									
		0.24%	0.00%	1.09%	0.37%	0.00%	0.24%	0.19%	0.35%	0.00%	0.13%	0.17%	0.17%	0.00%	0.22%	0.19%	0.00%	0.36%	0.45%	0.00%	0.56%	0.00%	0.22%	0.40%	0.00%	0.33%	0.25%	1.56%	0.14%	0.71%	0.38%	0.41%	0.14%	0.82%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2817	57	25	173	12	88	80	79	85	99	81	76	88	53	88	75	66	80	84	80	13	83	73	60	68	62	10	110	61	38	151	102	25	97	73	78	88	62	31	63									
		14.59%	14.29%	13.66%	21.10%	18.18%	21.05%	15.12%	13.88%	15.68%	12.69%	13.82%	12.86%	15.83%	11.83%	16.48%	12.73%	11.76%	17.82%	17.36%	14.98%	6.77%	18.65%	14.78%	12.27%	11.20%	15.62%	7.81%	15.09%	14.35%	14.45%	12.25%	14.07%	10.20%	20.34%	14.84%	12.72%	12.46%	17.77%	13.08%	14.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	1	1	4	1	2	0	3	4	1	2	8	0	2	3	2	0	4	1	0	1	4	3	0	5	1	0	2	3	3	1	2	1	2	3	0	1	1	0	0									
		0.37%	0.25%	0.55%	0.49%	1.52%	0.48%	0.00%	0.53%	0.74%	0.13%	0.34%	1.35%	0.00%	0.45%	0.56%	0.34%	0.00%	0.89%	0.21%	0.00%	0.52%	0.90%	0.61%	0.00%	0.82%	0.25%	0.00%	0.27%	0.71%	1.14%	0.08%	0.28%	0.41%	0.42%	0.61%	0.00%	0.14%	0.29%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	110	0	3	7	1	4	3	6	2	4	1	7	3	4	4	5	4	2	2	1	0	1	2	0	3	3	2	4	4	3	5	3	0	2	3	1	3	2	3	3									
		0.57%	0.00%	1.64%	0.85%	1.52%	0.96%	0.57%	1.05%	0.37%	0.51%	0.17%	1.18%	0.54%	0.89%	0.75%	0.85%	0.71%	0.45%	0.41%	0.19%	0.00%	0.22%	0.40%	0.00%	0.49%	0.76%	1.56%	0.55%	0.94%	1.14%	0.41%	0.41%	0.00%	0.42%	0.61%	0.16%	0.42%	0.57%	1.27%	0.70%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	3	2	0	1	0	2	0	0	0									
		0.09%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.18%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.08%	0.41%	0.82%	0.00%	0.20%	0.00%	0.28%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	0	0	3	0	2	1	4	4	3	4	4	2	2	3	5	3	2	3	4	0	6	0	0	4	1	0	0	1	0	7	0	2	1	0	4	7	1	0	1									
		0.44%	0.00%	0.00%	0.37%	0.00%	0.48%	0.19%	0.70%	0.74%	0.38%	0.68%	0.68%	0.36%	0.45%	0.56%	0.85%	0.53%	0.45%	0.62%	0.75%	0.00%	1.35%	0.00%	0.00%	0.66%	0.25%	0.00%	0.00%	0.24%	0.00%	0.57%	0.00%	0.82%	0.21%	0.00%	0.65%	0.99%	0.29%	0.00%	0.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2427	40	24	85	4	51	55	73	82	89	83	64	56	78	87	64	60	76	51	8	32	33	57	52	74	37	11	108	70	50	154	100	21	86	73	94	138	12	32	63									
		12.57%	10.03%	13.11%	10.37%	6.06%	12.20%	10.40%	12.83%	15.13%	11.41%	14.16%	10.83%	10.07%	17.41%	16.29%	10.87%	10.70%	16.93%	10.54%	1.50%	16.67%	7.42%	11.54%	10.63%	12.19%	9.32%	8.59%	14.81%	16.47%	19.01%	12.49%	13.79%	8.57%	18.03%	14.84%	15.33%	19.55%	3.44%	13.50%	14.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	1	0	3	2	2	2	3	2	2	3	2	2	2	1	2	1	2	2	0	1	1	1	0	2	0	1	3	0	0	3	3	2	0	2	3	2	4	1	1									
		0.33%	0.25%	0.00%	0.37%	3.03%	0.48%	0.38%	0.53%	0.37%	0.26%	0.51%	0.34%	0.36%	0.45%	0.19%	0.34%	0.18%	0.45%	0.41%	0.00%	0.52%	0.22%	0.20%	0.00%	0.33%	0.00%	0.78%	0.41%	0.00%	0.00%	0.24%	0.41%	0.82%	0.00%	0.41%	0.49%	0.28%	1.15%	0.42%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1205	26	6	50	9	14	35	45	39	90	44	29	37	19	32	50	29	16	32	39	13	14	29	36	31	40	5	49	21	38	60	21	10	23	45	43	32	17	13	24									
		6.24%	6.52%	3.28%	6.10%	13.64%	3.35%	6.62%	7.91%	7.20%	11.54%	7.51%	4.91%	6.65%	4.24%	5.99%	8.49%	5.17%	3.56%	6.61%	7.30%	6.77%	3.15%	5.87%	7.36%	5.11%	10.08%	3.91%	6.72%	4.94%	14.45%	4.87%	2.90%	4.08%	4.82%	9.15%	7.01%	4.53%	4.87%	5.49%	5.63%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
