Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Апастовская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	410	30	30	30	36	5	5	5	5	4	6	4	5	5	3	5	5	3	5	5	5	3	5	5	3	5	5	3	5	15	5	3	5	3	3	3	3	5	20	20	5	10	6	5	5	5	5	3	5	3	5	5	5	5	5	3	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	166	19	17	30	20	1	0	0	0	0	2	0	3	2	0	0	0	0	3	1	0	0	1	0	0	1	4	2	1	11	2	0	1	0	0	0	0	0	13	13	2	6	0	3	0	2	0	0	1	1	1	1	0	0	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	5	2	0	1	0	0	3	1	1	0	0	1	0	1	1	0	0	0	2	1	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	3	3	1	2	0	4	1	0	1	2	1	0	0	1	1	2	0	1	0	2					
14	Число погашенных открепительных удостоверений	244	11	13	0	16	4	5	5	5	4	4	4	2	3	3	5	5	3	2	4	5	3	4	5	3	4	1	1	4	4	3	3	4	3	3	3	3	5	7	7	3	4	6	2	5	3	5	3	4	2	4	4	5	5	5	3	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	146	34	17	32	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	21	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.90%	3.86%	2.12%	3.82%	1.93%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.50%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	3.78%	2.54%	0.0%	1.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	32	1	7	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
		0.19%	0.11%	0.87%	0.59%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	1.08%	0.67%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	52	19	8	8	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0					
		0.32%	2.15%	0.99%	0.95%	0.32%	0.31%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.50%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	51	10	3	6	6	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	9	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0					
		0.31%	1.13%	0.37%	0.71%	0.96%	0.0%	0.32%	0.0%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.72%	1.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.29%	0.70%	0.8%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	9	0	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.37%	0.23%	0.16%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.23%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	1	5	6	7	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
		0.21%	0.11%	0.62%	0.71%	1.12%	0.0%	0.64%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.84%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.24%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.22%	0.12%	0.23%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	50	5	4	9	4	0	1	0	4	0	0	0	0	0	4	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0					
		0.30%	0.56%	0.49%	1.07%	0.64%	0.0%	0.32%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	3.84%	0.0%	0.0%	0.0%	0.0%	1.30%	0.0%	1.86%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	1.18%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.58%	0.0%					
28	"11. ""Истинные патриоты России"""	8	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.11%	0.24%	0.11%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	33	2	2	7	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	6	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0					
		0.20%	0.22%	0.24%	0.83%	0.48%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	1.01%	0.0%	1.34%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	6	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.11%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	2	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.22%	0.24%	0.59%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.45%	0.0%	0.23%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	134	36	23	21	13	1	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	7	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0					
		0.82%	4.09%	2.87%	2.51%	2.09%	0.31%	0.0%	0.0%	0.71%	0.79%	0.0%	0.0%	0.0%	0.0%	2.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.80%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	2.20%	0.0%	1.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.8%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	3	0	5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.34%	0.0%	0.59%	0.64%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.50%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	155	22	25	20	22	1	0	0	8	1	0	0	5	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	13	1	11	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0					
		0.95%	2.5%	3.12%	2.39%	3.54%	0.31%	0.0%	0.0%	1.90%	0.79%	0.0%	0.0%	1.96%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	2.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.88%	2.20%	0.33%	2.94%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.58%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	196	31	20	26	24	1	1	0	24	0	0	0	1	13	4	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	6	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0					
		1.21%	3.52%	2.49%	3.11%	3.87%	0.31%	0.32%	0.0%	5.71%	0.0%	0.0%	0.0%	0.39%	5.85%	3.84%	0.0%	0.0%	0.0%	2.91%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.70%	2.71%	0.0%	1.60%	0.0%	1.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.8%	0.29%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	13958	473	511	488	404	306	299	151	332	123	341	132	224	203	86	235	200	135	216	226	184	93	183	207	122	172	302	229	230	318	232	181	194	115	111	129	157	199	381	380	297	250	437	238	129	307	283	92	390	133	309	433	214	332	256	120	327	207					
		86.38%	53.74%	63.79%	58.37%	65.16%	96.22%	97.07%	98.69%	79.04%	97.61%	99.41%	99.24%	88.18%	91.44%	82.69%	99.15%	99.00%	99.26%	90.0%	98.26%	92.46%	86.91%	95.81%	98.57%	99.18%	99.42%	99.01%	98.28%	98.29%	97.84%	100.0%	100.0%	100.0%	99.99%	99.99%	100.0%	95.73%	99.5%	68.64%	64.40%	99.33%	67.02%	94.99%	97.14%	99.23%	99.99%	96.91%	100.0%	95.12%	98.51%	99.67%	98.18%	98.61%	96.51%	90.45%	96.0%	95.33%	94.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	3	1	4	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0					
		0.14%	0.34%	0.12%	0.47%	0.0%	0.31%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	24	6	3	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.68%	0.37%	0.35%	0.64%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.16%	0.0%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	665	131	115	96	54	6	1	1	13	0	2	0	8	4	7	0	0	0	5	0	0	2	0	1	0	0	2	3	4	0	0	0	0	0	0	0	4	0	46	60	1	49	11	4	1	0	2	0	2	1	1	3	2	0	6	0	9	8					
		4.11%	14.88%	14.35%	11.48%	8.70%	1.88%	0.32%	0.65%	3.09%	0.0%	0.58%	0.0%	3.14%	1.80%	6.73%	0.0%	0.0%	0.0%	2.08%	0.0%	0.0%	1.86%	0.0%	0.47%	0.0%	0.0%	0.65%	1.28%	1.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.43%	0.0%	8.28%	10.16%	0.33%	13.13%	2.39%	1.63%	0.76%	0.0%	0.68%	0.0%	0.48%	0.74%	0.32%	0.68%	0.92%	0.0%	2.12%	0.0%	2.62%	3.66%					
																																																																
41	Против всех	310	64	36	54	38	0	0	1	5	1	0	0	0	1	0	1	1	0	7	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	23	0	19	7	0	0	0	0	0	2	0	0	0	1	4	9	0	1	2					
		1.91%	7.27%	4.49%	6.45%	6.12%	0.0%	0.0%	0.65%	1.19%	0.79%	0.0%	0.0%	0.0%	0.45%	0.0%	0.42%	0.49%	0.0%	2.91%	0.0%	0.0%	2.80%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	4.86%	3.89%	0.0%	5.09%	1.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.46%	1.16%	3.18%	0.0%	0.29%	0.91%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
