Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Рубцовская городская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10962	255	250	235	246	253	229	177	221	239	265	203	218	226	212	222	177	150	172	154	208	178	264	238	139	198	176	182	171	190	239	185	188	188	205	143	192	151	254	293	156	150	119	210	180	142	152	180	150	233	217	13	13	17	170	211	210	173	180					
		19.16%	17.43%	18.74%	22.53%	25.68%	21.96%	19.49%	15.17%	23.34%	22.23%	22.65%	17.13%	19.76%	17.10%	17.51%	21.72%	16.30%	17.26%	17.32%	16.63%	17.84%	19.04%	22.26%	16.75%	13.20%	16.06%	16.91%	15.50%	15.28%	16.02%	22.57%	15.03%	15.08%	16.38%	17.97%	15.01%	16.16%	16.24%	20.84%	21.12%	21.76%	22.83%	20.03%	28.57%	24.73%	22.08%	18.10%	25.57%	23.44%	22.47%	27.47%	10.92%	17.33%	39.53%	18.46%	19.16%	15.38%	24.93%	30.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	372	11	5	11	3	6	7	9	6	12	7	10	16	5	9	7	7	5	6	7	7	5	5	3	11	6	6	16	9	4	10	4	10	3	3	8	7	6	10	11	6	5	2	2	3	3	2	3	4	3	6	1	0	0	12	11	9	3	4					
		0.65%	0.75%	0.37%	1.05%	0.31%	0.52%	0.60%	0.77%	0.63%	1.12%	0.60%	0.84%	1.45%	0.38%	0.74%	0.68%	0.64%	0.58%	0.60%	0.76%	0.60%	0.53%	0.42%	0.21%	1.04%	0.49%	0.58%	1.36%	0.80%	0.34%	0.94%	0.32%	0.80%	0.26%	0.26%	0.84%	0.59%	0.65%	0.82%	0.79%	0.84%	0.76%	0.34%	0.27%	0.41%	0.47%	0.24%	0.43%	0.63%	0.29%	0.76%	0.84%	0.00%	0.00%	1.30%	0.99%	0.66%	0.43%	0.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15140	373	361	264	207	300	345	340	240	213	301	293	272	362	313	246	323	218	290	280	310	282	308	451	328	417	338	372	342	383	253	369	396	352	328	281	317	266	353	362	152	130	115	134	176	131	216	123	141	226	72	21	26	3	233	261	366	171	94					
		26.46%	25.50%	27.06%	25.31%	21.61%	26.04%	29.36%	29.13%	25.34%	19.81%	25.73%	24.73%	24.66%	27.38%	25.85%	24.07%	29.74%	25.09%	29.20%	30.24%	26.59%	30.16%	25.97%	31.74%	31.15%	33.82%	32.47%	31.69%	30.56%	32.29%	23.89%	29.98%	31.76%	30.66%	28.75%	29.49%	26.68%	28.60%	28.96%	26.10%	21.20%	19.79%	19.36%	18.23%	24.18%	20.37%	25.71%	17.47%	22.03%	21.79%	9.11%	17.65%	34.67%	6.98%	25.30%	23.71%	26.81%	24.64%	15.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1393	67	31	23	21	15	25	35	23	21	40	28	33	52	38	24	28	32	35	31	33	24	19	49	44	32	22	17	18	31	17	32	23	29	17	19	23	16	17	44	10	6	5	11	7	11	19	11	11	34	13	2	4	1	29	37	39	8	7					
		2.43%	4.58%	2.32%	2.21%	2.19%	1.30%	2.13%	2.99%	2.43%	1.95%	3.42%	2.36%	2.99%	3.93%	3.14%	2.35%	2.58%	3.68%	3.52%	3.35%	2.83%	2.57%	1.60%	3.45%	4.18%	2.60%	2.11%	1.45%	1.61%	2.61%	1.61%	2.60%	1.84%	2.53%	1.49%	1.99%	1.94%	1.72%	1.39%	3.17%	1.39%	0.91%	0.84%	1.50%	0.96%	1.71%	2.26%	1.56%	1.72%	3.28%	1.65%	1.68%	5.33%	2.33%	3.15%	3.36%	2.86%	1.15%	1.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17489	460	403	292	306	351	329	375	294	355	311	397	331	394	362	323	297	264	293	267	380	271	336	374	304	335	276	333	323	301	335	377	337	335	331	282	384	246	356	407	235	201	211	238	222	231	312	250	223	381	365	66	16	15	300	367	406	216	207					
		30.56%	31.44%	30.21%	27.99%	31.94%	30.47%	28.00%	32.13%	31.05%	33.02%	26.58%	33.50%	30.01%	29.80%	29.89%	31.60%	27.35%	30.38%	29.51%	28.83%	32.59%	28.98%	28.33%	26.32%	28.87%	27.17%	26.51%	28.36%	28.87%	25.38%	31.63%	30.63%	27.02%	29.18%	29.01%	29.59%	32.32%	26.45%	29.20%	29.34%	32.78%	30.59%	35.52%	32.38%	30.49%	35.93%	37.14%	35.51%	34.84%	36.74%	46.20%	55.46%	21.33%	34.88%	32.57%	33.33%	29.74%	31.12%	34.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	187	8	1	3	5	5	2	4	2	4	4	4	7	2	7	3	3	8	3	2	2	5	1	5	1	2	1	1	2	3	1	6	0	3	3	1	8	4	4	7	6	2	2	1	1	5	1	3	1	5	9	0	1	0	2	5	5	1	0					
		0.33%	0.55%	0.07%	0.29%	0.52%	0.43%	0.17%	0.34%	0.21%	0.37%	0.34%	0.34%	0.63%	0.15%	0.58%	0.29%	0.28%	0.92%	0.30%	0.22%	0.17%	0.53%	0.08%	0.35%	0.09%	0.16%	0.10%	0.09%	0.18%	0.25%	0.09%	0.49%	0.00%	0.26%	0.26%	0.10%	0.67%	0.43%	0.33%	0.50%	0.84%	0.30%	0.34%	0.14%	0.14%	0.78%	0.12%	0.43%	0.16%	0.48%	1.14%	0.00%	1.33%	0.00%	0.22%	0.45%	0.37%	0.14%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
