Выборы Президента Российской Федерации																																																																				
																																																																				
"Наименование Избирательной комиссии:    Астрахань, Кировская"																																																																				
																																																																				
Итоги голосования 																																																																				
																																																																				
		Сумма	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444					
		5.47%	5.64%	3.89%	4.03%	5.98%	4.06%	4.07%	4.36%	2.50%	20.15%	5.03%	3.51%	4.38%	4.58%	5.38%	4.92%	5.97%	4.71%	4.36%	4.68%	4.90%	4.87%	4.64%	6.73%	5.39%	3.55%	4.86%	6.70%	5.45%	5.45%	3.35%	5.56%	4.87%	5.28%	5.95%	2.53%	6.77%	7.50%	8.18%	5.54%	5.00%	4.04%	4.79%	7.50%	5.91%	6.68%	5.41%	4.15%	6.79%	5.99%	8.07%	6.04%	7.02%	5.94%	6.09%	4.38%	4.48%	6.71%	4.42%	3.61%	3.17%	3.77%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
