Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Среднеахтубинская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	265	5	5	5	5	5	5	5	5	5	5	5	5	10	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	66	1	2	3	0	5	5	0	1	0	0	0	0	10	5	10	1	0	4	2	0	1	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	1	0	1	3	0	1	2	0	0	1	0	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	114	1	8	3	0	4	1	1	2	2	1	3	3	4	7	0	3	5	4	3	1	6	3	3	0	0	4	1	4	1	0	0	2	2	4	3	1	3	0	1	2	0	4	4	1	2	1	1	2	2	1	0					
14	Число погашенных открепительных удостоверений	199	4	3	2	5	0	0	5	4	5	5	5	5	0	0	0	4	5	1	3	5	4	5	5	5	4	5	4	5	5	5	5	3	4	5	5	5	4	5	4	2	5	4	3	5	5	4	5	5	5	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	205	7	1	7	7	4	4	1	6	10	3	3	1	10	5	8	6	7	6	4	4	7	0	2	0	1	5	9	2	0	1	1	3	2	5	4	0	1	5	2	6	1	1	9	4	4	3	1	5	6	4	7					
		1.20%	1.25%	0.27%	1.57%	1.16%	1.04%	1.14%	0.29%	1.31%	1.94%	3.94%	1.53%	0.60%	1.51%	0.68%	1.30%	0.89%	1.47%	0.78%	0.95%	1.05%	2.67%	0.0%	1.63%	0.0%	0.62%	1.13%	1.21%	0.70%	0.0%	1.42%	1.17%	0.79%	1.28%	1.97%	2.33%	0.0%	0.95%	2.32%	0.90%	1.01%	0.58%	0.67%	2.18%	1.55%	1.12%	1.86%	1.35%	1.06%	0.81%	1.32%	5.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	563	15	12	12	25	18	16	11	14	19	2	5	9	26	37	24	17	21	21	18	16	10	0	7	1	6	17	32	6	1	4	4	19	6	4	6	1	4	7	5	14	2	2	6	5	10	7	0	10	12	15	2					
		3.31%	2.68%	3.27%	2.70%	4.17%	4.71%	4.59%	3.28%	3.05%	3.70%	2.63%	2.55%	5.48%	3.92%	5.09%	3.92%	2.54%	4.43%	2.75%	4.29%	4.23%	3.81%	0.0%	5.73%	1.42%	3.77%	3.85%	4.32%	2.11%	1.04%	5.71%	4.70%	5.01%	3.84%	1.58%	3.50%	0.97%	3.80%	3.25%	2.26%	2.37%	1.17%	1.34%	1.45%	1.93%	2.82%	4.34%	0.0%	2.12%	1.62%	4.95%	1.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	461	14	18	15	18	11	7	11	10	7	3	9	6	10	12	22	25	9	36	16	16	3	1	1	0	4	14	21	7	0	0	2	10	7	17	0	4	1	6	11	13	2	6	4	6	5	7	1	7	15	10	1					
		2.71%	2.50%	4.91%	3.37%	3.00%	2.87%	2.01%	3.28%	2.18%	1.36%	3.94%	4.59%	3.65%	1.51%	1.65%	3.59%	3.74%	1.90%	4.71%	3.81%	4.23%	1.14%	0.86%	0.81%	0.0%	2.51%	3.17%	2.83%	2.46%	0.0%	0.0%	2.35%	2.63%	4.48%	6.71%	0.0%	3.88%	0.95%	2.79%	4.97%	2.20%	1.17%	4.02%	0.97%	2.32%	1.41%	4.34%	1.35%	1.48%	2.03%	3.30%	0.79%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	386	10	19	14	6	3	14	14	31	13	0	1	2	29	21	12	14	15	16	19	8	4	1	4	6	1	5	14	2	2	0	0	2	3	2	0	2	1	2	4	6	1	0	5	10	10	3	0	12	18	5	0					
		2.27%	1.78%	5.19%	3.15%	1.00%	0.78%	4.02%	4.17%	6.76%	2.53%	0.0%	0.51%	1.21%	4.38%	2.89%	1.96%	2.09%	3.17%	2.09%	4.53%	2.11%	1.52%	0.86%	3.27%	8.57%	0.62%	1.13%	1.89%	0.70%	2.08%	0.0%	0.0%	0.52%	1.92%	0.79%	0.0%	1.94%	0.95%	0.93%	1.80%	1.01%	0.58%	0.0%	1.21%	3.87%	2.82%	1.86%	0.0%	2.54%	2.44%	1.65%	0.0%					
22	"5. ""За Русь Святую"""	116	8	2	4	2	1	7	0	3	4	1	0	1	4	2	6	3	3	5	3	8	3	2	2	0	0	1	5	1	2	1	0	1	1	2	4	0	2	0	0	1	1	2	2	0	1	3	1	2	6	3	0					
		0.68%	1.43%	0.54%	0.90%	0.33%	0.26%	2.01%	0.0%	0.65%	0.77%	1.31%	0.0%	0.60%	0.60%	0.27%	0.98%	0.44%	0.63%	0.65%	0.71%	2.11%	1.14%	1.72%	1.63%	0.0%	0.0%	0.22%	0.67%	0.35%	2.08%	1.42%	0.0%	0.26%	0.64%	0.79%	2.33%	0.0%	1.90%	0.0%	0.0%	0.16%	0.58%	1.34%	0.48%	0.0%	0.28%	1.86%	1.35%	0.42%	0.81%	0.99%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	47	0	1	2	0	1	1	2	3	3	0	0	1	1	1	2	4	1	1	2	0	0	0	0	0	1	0	3	1	0	2	0	0	0	0	1	0	0	1	1	3	2	0	2	0	0	1	0	0	3	0	0					
		0.27%	0.0%	0.27%	0.45%	0.0%	0.26%	0.28%	0.59%	0.65%	0.58%	0.0%	0.0%	0.60%	0.15%	0.13%	0.32%	0.59%	0.21%	0.13%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.40%	0.35%	0.0%	2.85%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.46%	0.45%	0.50%	1.17%	0.0%	0.48%	0.0%	0.0%	0.62%	0.0%	0.0%	0.40%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	90	6	2	8	4	2	0	2	3	2	1	1	1	2	2	6	4	2	2	4	1	0	0	0	1	0	1	0	0	0	0	0	4	1	2	3	1	1	2	1	0	2	0	1	2	4	1	0	3	4	0	1					
		0.52%	1.07%	0.54%	1.80%	0.66%	0.52%	0.0%	0.59%	0.65%	0.38%	1.31%	0.51%	0.60%	0.30%	0.27%	0.98%	0.59%	0.42%	0.26%	0.95%	0.26%	0.0%	0.0%	0.0%	1.42%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	1.05%	0.64%	0.79%	1.75%	0.97%	0.95%	0.93%	0.45%	0.0%	1.17%	0.0%	0.24%	0.77%	1.12%	0.62%	0.0%	0.63%	0.54%	0.0%	0.79%					
25	"8. ""Народно-республиканская партия России"""	22	0	1	0	1	0	0	2	1	0	1	1	0	2	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0					
		0.12%	0.0%	0.27%	0.0%	0.16%	0.0%	0.0%	0.59%	0.21%	0.0%	1.31%	0.51%	0.0%	0.30%	0.13%	0.0%	0.0%	0.0%	0.13%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	1.42%	0.0%	0.52%	0.64%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	48	2	0	1	2	1	2	1	1	3	1	0	0	2	5	2	1	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	2	0	1	0	0	0	1	0	2	0	1	3	2	2	0	0	3	1	0	0					
		0.28%	0.35%	0.0%	0.22%	0.33%	0.26%	0.57%	0.29%	0.21%	0.58%	1.31%	0.0%	0.0%	0.30%	0.68%	0.32%	0.14%	0.0%	0.0%	0.23%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	2.08%	0.0%	0.0%	0.52%	0.0%	0.39%	0.0%	0.0%	0.0%	0.46%	0.0%	0.33%	0.0%	0.67%	0.72%	0.77%	0.56%	0.0%	0.0%	0.63%	0.13%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	447	13	3	10	10	10	2	7	8	6	2	6	2	11	13	9	21	13	20	5	8	6	1	5	0	5	17	32	21	5	1	0	14	2	6	9	1	9	4	9	18	5	3	10	7	7	2	0	14	30	18	7					
		2.63%	2.32%	0.81%	2.25%	1.66%	2.61%	0.57%	2.08%	1.74%	1.16%	2.63%	3.06%	1.21%	1.66%	1.79%	1.47%	3.14%	2.74%	2.62%	1.19%	2.11%	2.29%	0.86%	4.09%	0.0%	3.14%	3.85%	4.32%	7.39%	5.20%	1.42%	0.0%	3.69%	1.28%	2.37%	5.26%	0.97%	8.57%	1.86%	4.07%	3.05%	2.94%	2.01%	2.42%	2.71%	1.97%	1.24%	0.0%	2.97%	4.07%	5.94%	5.55%					
28	"11. ""Истинные патриоты России"""	33	1	0	2	1	1	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1	2	1	2					
		0.19%	0.17%	0.0%	0.45%	0.16%	0.26%	0.28%	0.0%	0.0%	2.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.22%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.48%	0.0%	0.28%	0.0%	0.0%	0.21%	0.27%	0.33%	1.58%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	211	3	4	1	8	2	7	4	1	4	2	4	1	6	8	10	11	2	19	3	2	1	2	0	0	0	9	6	4	4	1	1	13	1	6	1	1	1	4	4	9	4	1	4	4	0	0	3	7	11	6	1					
		1.24%	0.53%	1.09%	0.22%	1.33%	0.52%	2.01%	1.19%	0.21%	0.77%	2.63%	2.04%	0.60%	0.90%	1.10%	1.63%	1.64%	0.42%	2.49%	0.71%	0.52%	0.38%	1.72%	0.0%	0.0%	0.0%	2.04%	0.81%	1.40%	4.16%	1.42%	1.17%	3.43%	0.64%	2.37%	0.58%	0.97%	0.95%	1.86%	1.80%	1.52%	2.35%	0.67%	0.97%	1.55%	0.0%	0.0%	4.05%	1.48%	1.49%	1.98%	0.79%					
30	"13. ""Демократическая партия России"""	38	2	2	0	1	1	1	1	0	1	0	3	0	2	0	2	0	2	2	0	1	0	0	0	0	1	2	2	1	0	1	0	2	0	1	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1					
		0.22%	0.35%	0.54%	0.0%	0.16%	0.26%	0.28%	0.29%	0.0%	0.19%	0.0%	1.53%	0.0%	0.30%	0.0%	0.32%	0.0%	0.42%	0.26%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.62%	0.45%	0.27%	0.35%	0.0%	1.42%	0.0%	0.52%	0.0%	0.39%	0.58%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%					
31	"14. ""Великая Россия - Евразийский Союз"""	39	1	1	1	0	0	0	1	2	0	0	3	0	0	0	1	2	1	2	0	1	0	1	0	0	0	1	5	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	3	1	0	0	2	1	0	4					
		0.22%	0.17%	0.27%	0.22%	0.0%	0.0%	0.0%	0.29%	0.43%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.16%	0.29%	0.21%	0.26%	0.0%	0.26%	0.0%	0.86%	0.0%	0.0%	0.0%	0.22%	0.67%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.58%	0.0%	0.95%	0.0%	0.0%	0.16%	0.0%	0.0%	0.24%	1.16%	0.28%	0.0%	0.0%	0.42%	0.13%	0.0%	3.17%					
32	"15. ""Партия СЛОН"""	19	3	1	0	0	1	0	0	0	2	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0					
		0.11%	0.53%	0.27%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.30%	0.0%	0.16%	0.29%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.38%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1157	42	27	29	50	31	35	28	45	39	4	22	7	51	56	42	44	30	48	22	15	14	1	2	5	9	17	49	15	1	0	2	14	7	24	8	4	4	11	11	61	14	4	42	18	42	2	10	32	53	12	2					
		6.80%	7.51%	7.37%	6.53%	8.34%	8.11%	10.05%	8.35%	9.82%	7.60%	5.26%	11.22%	4.26%	7.70%	7.71%	6.86%	6.58%	6.34%	6.29%	5.25%	3.96%	5.34%	0.86%	1.63%	7.14%	5.66%	3.85%	6.62%	5.28%	1.04%	0.0%	2.35%	3.69%	4.48%	9.48%	4.67%	3.88%	3.80%	5.11%	4.97%	10.35%	8.23%	2.68%	10.19%	6.97%	11.86%	1.24%	13.51%	6.79%	7.19%	3.96%	1.58%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	66	0	2	2	0	2	2	1	4	3	1	1	2	2	1	1	2	1	1	2	0	0	0	1	0	0	0	6	2	1	1	0	1	1	1	1	0	1	1	1	6	0	1	1	0	3	0	0	3	0	0	4					
		0.38%	0.0%	0.54%	0.45%	0.0%	0.52%	0.57%	0.29%	0.87%	0.58%	1.31%	0.51%	1.21%	0.30%	0.13%	0.16%	0.29%	0.21%	0.13%	0.47%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.81%	0.70%	1.04%	1.42%	0.0%	0.26%	0.64%	0.39%	0.58%	0.0%	0.95%	0.46%	0.45%	1.01%	0.0%	0.67%	0.24%	0.0%	0.84%	0.0%	0.0%	0.63%	0.0%	0.0%	3.17%					
35	"18. ""ЛДПР"""	2511	75	53	66	87	43	52	41	54	102	20	28	29	112	112	88	86	78	104	57	41	41	21	19	9	34	74	139	39	13	4	18	63	20	30	29	12	26	36	42	83	22	11	69	49	41	34	14	45	93	44	9					
		14.77%	13.41%	14.48%	14.86%	14.52%	11.25%	14.94%	12.23%	11.79%	19.88%	26.31%	14.28%	17.68%	16.91%	15.42%	14.37%	12.87%	16.49%	13.63%	13.60%	10.84%	15.64%	18.10%	15.57%	12.85%	21.38%	16.78%	18.78%	13.73%	13.54%	5.71%	21.17%	16.62%	12.82%	11.85%	16.95%	11.65%	24.76%	16.74%	19.00%	14.09%	12.94%	7.38%	16.74%	18.99%	11.58%	21.11%	18.91%	9.55%	12.61%	14.52%	7.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	367	24	10	11	20	3	9	14	16	1	2	1	2	17	18	14	19	11	9	9	5	3	0	2	0	2	11	22	7	4	1	1	6	0	5	4	1	2	2	7	10	4	1	14	6	3	0	1	4	13	12	4					
		2.15%	4.29%	2.73%	2.47%	3.33%	0.78%	2.58%	4.17%	3.49%	0.19%	2.63%	0.51%	1.21%	2.56%	2.47%	2.28%	2.84%	2.32%	1.17%	2.14%	1.32%	1.14%	0.0%	1.63%	0.0%	1.25%	2.49%	2.97%	2.46%	4.16%	1.42%	1.17%	1.58%	0.0%	1.97%	2.33%	0.97%	1.90%	0.93%	3.16%	1.69%	2.35%	0.67%	3.39%	2.32%	0.84%	0.0%	1.35%	0.84%	1.76%	3.96%	3.17%					
37	"20. ""Политическая партия ""Единая Россия"""	5360	171	91	135	203	134	101	101	126	179	19	42	60	163	246	187	211	140	224	135	180	92	38	58	30	32	113	239	103	41	28	42	123	50	92	53	32	34	51	85	138	61	65	114	92	126	46	28	135	208	102	61					
		31.54%	30.59%	24.86%	30.40%	33.88%	35.07%	29.02%	30.14%	27.51%	34.89%	25.0%	21.42%	36.58%	24.62%	33.88%	30.55%	31.58%	29.59%	29.35%	32.21%	47.61%	35.11%	32.75%	47.54%	42.85%	20.12%	25.62%	32.29%	36.26%	42.70%	39.99%	49.41%	32.45%	32.05%	36.36%	30.99%	31.06%	32.38%	23.72%	38.46%	23.42%	35.88%	43.62%	27.66%	35.65%	35.59%	28.57%	37.83%	28.66%	28.22%	33.66%	48.41%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	0	0	0	1	1	1	1	0	0	0	0	1	4	0	1	3	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0	1	0	1	1	1	4	1	1	0	0	0	1	0	0	2	0	0					
		0.21%	0.0%	0.0%	0.0%	0.16%	0.26%	0.28%	0.29%	0.0%	0.0%	0.0%	0.0%	0.60%	0.60%	0.0%	0.16%	0.44%	0.21%	0.13%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	1.42%	1.17%	0.52%	1.28%	0.0%	0.58%	0.0%	0.95%	0.46%	0.45%	0.67%	0.58%	0.67%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.27%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	30	0	3	1	2	0	0	0	1	1	0	2	0	1	0	3	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0					
		0.17%	0.0%	0.81%	0.22%	0.33%	0.0%	0.0%	0.0%	0.21%	0.19%	0.0%	1.02%	0.0%	0.15%	0.0%	0.49%	0.14%	0.21%	0.13%	0.23%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.35%	1.04%	0.0%	0.0%	0.0%	0.64%	0.39%	0.58%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.40%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3460	109	82	88	95	84	49	62	93	68	3	42	28	154	144	134	136	108	194	96	37	61	38	7	13	54	129	118	37	14	14	4	73	41	32	28	34	10	55	32	164	32	31	75	21	73	27	7	131	220	65	14					
		20.36%	19.49%	22.40%	19.81%	15.85%	21.98%	14.08%	18.50%	20.30%	13.25%	3.94%	21.42%	17.07%	23.26%	19.83%	21.89%	20.35%	22.83%	25.42%	22.91%	9.78%	23.28%	32.75%	5.73%	18.57%	33.96%	29.25%	15.94%	13.02%	14.58%	19.99%	4.70%	19.26%	26.28%	12.64%	16.37%	33.00%	9.52%	25.58%	14.47%	27.84%	18.82%	20.80%	18.20%	8.13%	20.62%	16.77%	9.45%	27.81%	29.85%	21.45%	11.11%					
																																																										
41	Против всех	688	21	11	22	18	13	20	17	26	28	3	10	2	43	32	29	29	10	25	7	17	12	4	1	4	5	14	24	15	5	4	2	14	3	10	9	4	4	9	2	31	8	5	22	12	14	8	5	33	16	1	5					
		4.04%	3.75%	3.00%	4.95%	3.00%	3.40%	5.74%	5.07%	5.67%	5.45%	3.94%	5.10%	1.21%	6.49%	4.40%	4.73%	4.34%	2.11%	3.27%	1.67%	4.49%	4.58%	3.44%	0.81%	5.71%	3.14%	3.17%	3.24%	5.28%	5.20%	5.71%	2.35%	3.69%	1.92%	3.95%	5.26%	3.88%	3.80%	4.18%	0.90%	5.26%	4.70%	3.35%	5.33%	4.65%	3.95%	4.96%	6.75%	7.00%	2.17%	0.33%	3.96%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
