Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																
Дата голосования: 02.12.2007																																																																																
																																																																																
Наименование Избирательной комиссии:    Фрунзенская N29																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714					
		2.48%	2.74%	2.13%	1.92%	2.41%	3.18%	2.10%	2.51%	2.15%	2.66%	2.34%	2.92%	3.79%	3.20%	2.49%	2.32%	2.34%	2.07%	2.10%	2.58%	2.51%	2.29%	1.99%	2.44%	1.64%	3.04%	2.53%	2.01%	2.69%	2.40%	3.52%	2.24%	2.44%	2.49%	1.91%	1.85%	2.69%	2.41%	2.47%	1.36%	4.06%	2.40%	2.33%	2.84%	2.42%	1.71%	1.86%	2.64%	1.93%	2.02%	2.97%	2.94%	3.79%	2.74%	2.66%	1.74%	2.33%	2.81%	1.96%	2.33%	3.06%	2.11%	2.87%	2.44%	1.81%	2.68%	2.52%	2.12%	2.23%	3.32%	3.70%	2.66%	2.36%	2.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1804	30	23	27	32	19	27	12	20	21	20	29	24	19	28	21	26	12	28	20	29	27	32	19	25	13	39	16	41	34	26	12	17	26	27	28	13	19	20	19	21	37	33	21	43	26	53	23	24	26	20	18	15	24	24	21	19	28	29	23	35	42	26	32	24	34	36	20	15	14	13	22	14	29					
		2.12%	2.11%	1.96%	2.73%	2.66%	1.78%	2.10%	1.11%	1.96%	1.75%	1.67%	2.29%	2.07%	1.65%	2.05%	1.81%	2.17%	1.18%	1.90%	1.52%	2.14%	1.93%	2.89%	1.60%	2.05%	2.64%	2.99%	1.53%	2.83%	2.33%	1.91%	1.34%	1.30%	2.82%	2.45%	2.59%	1.52%	1.99%	2.15%	1.84%	1.78%	2.96%	2.96%	1.70%	3.72%	2.02%	3.52%	1.74%	1.78%	2.50%	1.86%	1.96%	1.58%	2.19%	1.82%	2.03%	1.77%	2.91%	2.47%	2.23%	3.15%	3.54%	2.02%	2.89%	2.07%	2.94%	2.67%	1.57%	1.19%	1.16%	1.17%	1.77%	1.18%	2.41%					
20	3.Политическая партия «Демократическая партия России»	114	1	1	0	2	2	3	1	2	0	3	0	2	2	1	2	0	0	3	2	0	1	1	2	2	0	1	5	1	4	2	2	0	0	1	1	0	1	1	0	3	3	0	3	3	3	7	2	0	0	1	2	2	2	2	3	2	2	2	1	1	0	2	3	1	1	1	0	0	2	4	2	1	1					
		0.13%	0.07%	0.09%	0.00%	0.17%	0.19%	0.23%	0.09%	0.20%	0.00%	0.25%	0.00%	0.17%	0.17%	0.07%	0.17%	0.00%	0.00%	0.20%	0.15%	0.00%	0.07%	0.09%	0.17%	0.16%	0.00%	0.08%	0.48%	0.07%	0.27%	0.15%	0.22%	0.00%	0.00%	0.09%	0.09%	0.00%	0.10%	0.11%	0.00%	0.25%	0.24%	0.00%	0.24%	0.26%	0.23%	0.46%	0.15%	0.00%	0.00%	0.09%	0.22%	0.21%	0.18%	0.15%	0.29%	0.19%	0.21%	0.17%	0.10%	0.09%	0.00%	0.16%	0.27%	0.09%	0.09%	0.07%	0.00%	0.00%	0.17%	0.36%	0.16%	0.08%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10728	224	146	110	140	153	149	147	128	128	166	183	160	152	183	127	120	135	200	161	177	182	147	144	138	31	162	141	202	159	175	100	118	118	142	144	136	111	105	147	160	155	144	148	151	151	178	187	190	128	113	131	163	142	155	135	147	111	167	152	156	128	137	112	143	116	158	161	167	139	131	177	144	160					
		12.60%	15.72%	12.47%	11.13%	11.66%	14.33%	11.57%	13.65%	12.54%	10.66%	13.87%	14.45%	13.78%	13.16%	13.41%	10.93%	10.02%	13.31%	13.54%	12.23%	13.06%	13.03%	13.27%	12.12%	11.34%	6.29%	12.41%	13.52%	13.93%	10.89%	12.85%	11.20%	8.99%	12.78%	12.90%	13.33%	15.93%	11.61%	11.29%	14.27%	13.54%	12.42%	12.90%	12.01%	13.06%	11.72%	11.81%	14.11%	14.08%	12.31%	10.49%	14.29%	17.16%	12.98%	11.77%	13.04%	13.67%	11.54%	14.20%	14.73%	14.05%	10.79%	10.62%	10.13%	12.33%	10.03%	11.73%	12.62%	13.28%	11.54%	11.81%	14.26%	12.15%	13.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1890	31	17	12	19	36	27	25	25	30	21	27	33	22	29	20	20	18	38	31	28	53	20	17	23	17	36	28	37	49	48	26	46	26	23	37	8	21	24	22	16	35	25	21	34	25	30	41	28	25	18	24	17	18	18	15	22	21	20	17	30	35	17	36	26	23	26	18	27	26	25	22	16	23					
		2.22%	2.18%	1.45%	1.21%	1.58%	3.37%	2.10%	2.32%	2.45%	2.50%	1.75%	2.13%	2.84%	1.90%	2.12%	1.72%	1.67%	1.78%	2.57%	2.36%	2.07%	3.79%	1.81%	1.43%	1.89%	3.45%	2.76%	2.68%	2.55%	3.36%	3.52%	2.91%	3.51%	2.82%	2.09%	3.43%	0.94%	2.20%	2.58%	2.14%	1.35%	2.80%	2.24%	1.70%	2.94%	1.94%	1.99%	3.09%	2.08%	2.40%	1.67%	2.62%	1.79%	1.65%	1.37%	1.45%	2.05%	2.18%	1.70%	1.65%	2.70%	2.95%	1.32%	3.25%	2.24%	1.99%	1.93%	1.41%	2.15%	2.16%	2.25%	1.77%	1.35%	1.91%					
23	6.Политическая партия «Партия социальной справедливости»	183	1	2	2	1	3	5	3	0	5	2	0	2	3	2	0	4	1	2	1	3	4	2	0	5	0	2	1	4	2	5	2	3	4	2	2	1	3	3	2	8	4	5	2	1	3	4	1	4	1	4	6	12	0	4	4	1	2	0	0	4	4	2	1	1	4	0	2	1	4	3	2	0	0					
		0.21%	0.07%	0.17%	0.20%	0.08%	0.28%	0.39%	0.28%	0.00%	0.42%	0.17%	0.00%	0.17%	0.26%	0.15%	0.00%	0.33%	0.10%	0.14%	0.08%	0.22%	0.29%	0.18%	0.00%	0.41%	0.00%	0.15%	0.10%	0.28%	0.14%	0.37%	0.22%	0.23%	0.43%	0.18%	0.19%	0.12%	0.31%	0.32%	0.19%	0.68%	0.32%	0.45%	0.16%	0.09%	0.23%	0.27%	0.08%	0.30%	0.10%	0.37%	0.65%	1.26%	0.00%	0.30%	0.39%	0.09%	0.21%	0.00%	0.00%	0.36%	0.34%	0.16%	0.09%	0.09%	0.35%	0.00%	0.16%	0.08%	0.33%	0.27%	0.16%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6275	96	72	64	77	66	114	75	89	85	89	97	73	70	87	107	91	73	87	99	94	95	85	97	100	28	95	86	103	91	106	60	105	61	102	69	65	83	69	81	83	72	75	93	66	97	135	100	108	71	97	59	76	80	105	80	59	57	82	62	74	96	105	86	85	89	108	114	86	120	105	73	87	104					
		7.37%	6.74%	6.15%	6.48%	6.41%	6.18%	8.85%	6.96%	8.72%	7.08%	7.44%	7.66%	6.29%	6.06%	6.37%	9.21%	7.60%	7.20%	5.89%	7.52%	6.94%	6.80%	7.67%	8.16%	8.22%	5.68%	7.28%	8.25%	7.10%	6.23%	7.78%	6.72%	8.00%	6.61%	9.26%	6.39%	7.61%	8.68%	7.42%	7.86%	7.02%	5.77%	6.72%	7.55%	5.71%	7.53%	8.96%	7.55%	8.01%	6.83%	9.01%	6.43%	8.00%	7.31%	7.97%	7.73%	5.49%	5.93%	6.97%	6.01%	6.67%	8.09%	8.14%	7.78%	7.33%	7.69%	8.02%	8.93%	6.84%	9.96%	9.47%	5.88%	7.34%	8.63%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	14121	258	233	166	252	188	232	170	171	211	191	231	195	208	245	202	164	207	260	221	213	233	162	156	208	53	199	176	237	259	221	168	240	142	163	173	133	132	154	148	164	201	179	208	145	233	194	234	229	189	162	141	127	166	198	179	209	164	215	167	205	189	239	171	237	191	222	196	211	174	190	235	197	185					
		16.59%	18.11%	19.90%	16.80%	20.98%	17.60%	18.01%	15.78%	16.75%	17.57%	15.96%	18.25%	16.80%	18.01%	17.95%	17.38%	13.69%	20.41%	17.60%	16.79%	15.72%	16.68%	14.62%	13.13%	17.09%	10.75%	15.25%	16.87%	16.34%	17.74%	16.23%	18.81%	18.29%	15.38%	14.80%	16.02%	15.57%	13.81%	16.56%	14.37%	13.87%	16.11%	16.04%	16.88%	12.54%	18.09%	12.87%	17.66%	16.98%	18.17%	15.04%	15.38%	13.37%	15.17%	15.03%	17.29%	19.44%	17.05%	18.28%	16.18%	18.47%	15.94%	18.53%	15.46%	20.43%	16.51%	16.48%	15.36%	16.77%	14.44%	17.13%	18.94%	16.62%	15.35%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	719	22	8	9	8	9	14	9	10	5	12	7	7	9	13	5	7	9	10	12	12	17	11	9	11	3	10	10	15	6	16	8	18	11	8	10	8	12	8	4	12	8	13	12	10	9	10	15	9	12	8	10	12	7	7	6	8	4	13	4	13	10	8	15	8	7	10	18	8	5	10	13	6	7					
		0.84%	1.54%	0.68%	0.91%	0.67%	0.84%	1.09%	0.84%	0.98%	0.42%	1.00%	0.55%	0.60%	0.78%	0.95%	0.43%	0.58%	0.89%	0.68%	0.91%	0.89%	1.22%	0.99%	0.76%	0.90%	0.61%	0.77%	0.96%	1.03%	0.41%	1.17%	0.90%	1.37%	1.19%	0.73%	0.93%	0.94%	1.26%	0.86%	0.39%	1.02%	0.64%	1.16%	0.97%	0.87%	0.70%	0.66%	1.13%	0.67%	1.15%	0.74%	1.09%	1.26%	0.64%	0.53%	0.58%	0.74%	0.42%	1.11%	0.39%	1.17%	0.84%	0.62%	1.36%	0.69%	0.61%	0.74%	1.41%	0.64%	0.41%	0.90%	1.05%	0.51%	0.58%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	42419	636	576	523	565	480	586	556	505	614	607	585	541	541	634	583	684	498	757	673	695	689	579	645	618	305	650	513	688	714	626	441	655	447	538	525	447	501	486	554	607	620	540	620	606	668	760	605	674	499	559	420	451	561	695	518	529	510	574	534	492	583	654	574	542	611	700	623	650	610	539	606	621	604					
		49.83%	44.63%	49.19%	52.94%	47.04%	44.94%	45.50%	51.62%	49.46%	51.12%	50.71%	46.21%	46.60%	46.84%	46.45%	50.17%	57.10%	49.11%	51.25%	51.14%	51.29%	49.32%	52.26%	54.29%	50.78%	61.87%	49.81%	49.19%	47.45%	48.90%	45.96%	49.38%	49.92%	48.43%	48.86%	48.61%	52.34%	52.41%	52.26%	53.79%	51.35%	49.68%	48.39%	50.32%	52.42%	51.86%	50.43%	45.66%	49.96%	47.98%	51.90%	45.80%	47.47%	51.28%	52.77%	50.05%	49.21%	53.01%	48.81%	51.74%	44.32%	49.16%	50.70%	51.90%	46.72%	52.81%	51.97%	48.82%	51.67%	50.62%	48.60%	48.83%	52.41%	50.12%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	4056	71	59	37	68	74	89	44	38	64	49	58	72	79	92	63	47	33	53	54	57	53	42	58	60	25	64	42	70	92	80	47	68	62	63	68	14	42	33	26	50	75	63	62	57	46	84	77	44	58	52	69	34	57	62	50	45	27	42	36	57	60	54	40	59	37	42	84	61	59	38	50	59	56					
		4.76%	4.98%	5.04%	3.74%	5.66%	6.93%	6.91%	4.09%	3.72%	5.33%	4.09%	4.58%	6.20%	6.84%	6.74%	5.42%	3.92%	3.25%	3.59%	4.10%	4.21%	3.79%	3.79%	4.88%	4.93%	5.07%	4.90%	4.03%	4.83%	6.30%	5.87%	5.26%	5.18%	6.72%	5.72%	6.30%	1.64%	4.39%	3.55%	2.52%	4.23%	6.01%	5.65%	5.03%	4.93%	3.57%	5.57%	5.81%	3.26%	5.58%	4.83%	7.52%	3.58%	5.21%	4.71%	4.83%	4.19%	2.81%	3.57%	3.49%	5.14%	5.06%	4.19%	3.62%	5.09%	3.20%	3.12%	6.58%	4.85%	4.90%	3.43%	4.03%	4.98%	4.65%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
