Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Белогорская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	0	1	1	0	2	0	1	2	2	0	0	0	0	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	2									
		0.27%	0.00%	0.15%	1.14%	0.00%	1.04%	0.00%	0.29%	0.30%	1.12%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	2.63%	0.74%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0									
		0.18%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.29%	0.15%	0.56%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.37%	0.22%	0.00%	0.97%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1530	26	156	16	15	40	3	90	219	57	142	38	11	2	14	62	30	72	6	57	96	14	31	33	8	24	16	18	59	31	11	11	122									
		24.60%	23.21%	23.67%	18.18%	32.61%	20.83%	10.34%	25.79%	32.49%	32.02%	30.08%	18.45%	24.44%	7.69%	17.28%	28.31%	25.86%	24.57%	15.79%	21.19%	21.33%	38.89%	15.05%	34.02%	19.51%	17.65%	38.10%	36.00%	24.48%	19.75%	18.64%	14.86%	22.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	5	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.21%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	1.12%	0.21%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	2.63%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	1	0	0	0	1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	2	2	0	0	1									
		0.29%	0.89%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.45%	1.12%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.67%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	1.27%	0.00%	0.00%	0.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0									
		0.13%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.46%	0.86%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	0	1	0	0	0	1	0	0	1	2	0	1	0	0	0	2	0	0	1	6	0	2	0	0	0	0	0	3	1	0	0	0									
		0.34%	0.00%	0.15%	0.00%	0.00%	0.00%	3.45%	0.00%	0.00%	0.56%	0.42%	0.00%	2.22%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.37%	1.33%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	0.64%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	980	18	115	10	1	22	5	60	109	37	74	42	4	0	7	24	16	49	1	45	83	1	25	7	15	16	3	4	54	28	4	13	88									
		15.76%	16.07%	17.45%	11.36%	2.17%	11.46%	17.24%	17.19%	16.17%	20.79%	15.68%	20.39%	8.89%	0.00%	8.64%	10.96%	13.79%	16.72%	2.63%	16.73%	18.44%	2.78%	12.14%	7.22%	36.59%	11.76%	7.14%	8.00%	22.41%	17.83%	6.78%	17.57%	16.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	3	2	1	0	0	0	1	6	1	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	8									
		0.48%	2.68%	0.30%	1.14%	0.00%	0.00%	0.00%	0.29%	0.89%	0.56%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.22%	2.78%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.70%	1.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	195	6	18	1	0	6	0	25	46	6	16	2	1	0	0	9	3	3	0	5	17	2	3	2	0	3	0	0	2	0	2	4	13									
		3.14%	5.36%	2.73%	1.14%	0.00%	3.13%	0.00%	7.16%	6.82%	3.37%	3.39%	0.97%	2.22%	0.00%	0.00%	4.11%	2.59%	1.02%	0.00%	1.86%	3.78%	5.56%	1.46%	2.06%	0.00%	2.21%	0.00%	0.00%	0.83%	0.00%	3.39%	5.41%	2.42%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
