Выборы Президента Российской Федерации																																																								
																																																								
Наименование Избирательной комиссии:    Абанская																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818					
18	. Глазьев Сергей Юрьевич	1014	187	178	136	10	5	20	13	3	5	77	47	3	5	4	13	14	4	3	4	29	8	2	8	4	9	5	24	26	0	6	8	5	3	0	21	27	2	12	1	2	26	16	7	0	2	8	11	11	0					
		10.25%	16.26%	17.66%	16.37%	5.49%	5.26%	5.29%	7.47%	2.91%	3.03%	15.59%	10.66%	2.83%	6.85%	3.33%	19.70%	9.59%	3.81%	5.56%	9.09%	9.42%	6.20%	1.94%	10.96%	6.90%	9.89%	9.09%	6.59%	22.41%	0.00%	6.25%	14.04%	5.32%	4.00%	0.00%	5.98%	7.52%	1.26%	5.29%	1.54%	4.17%	6.82%	8.38%	6.93%	0.00%	2.30%	5.63%	9.65%	10.38%	0.00%					
19	. Малышкин Олег Александрович	305	23	31	21	5	3	12	8	5	11	5	12	4	5	3	0	5	8	2	2	15	9	5	2	6	2	5	7	2	3	3	0	7	1	2	8	14	1	3	0	6	13	10	5	1	5	1	1	1	2					
		3.08%	2.00%	3.08%	2.53%	2.75%	3.16%	3.17%	4.60%	4.85%	6.67%	1.01%	2.72%	3.77%	6.85%	2.50%	0.00%	3.42%	7.62%	3.70%	4.55%	4.87%	6.98%	4.85%	2.74%	10.34%	2.20%	9.09%	1.92%	1.72%	6.52%	3.12%	0.00%	7.45%	1.33%	4.35%	2.28%	3.90%	0.63%	1.32%	0.00%	12.50%	3.41%	5.24%	4.95%	2.44%	5.75%	0.70%	0.88%	0.94%	2.78%					
20	. Миронов Сергей Михайлович	80	13	14	1	3	0	4	1	0	2	1	3	1	0	0	4	0	0	0	0	1	1	0	2	0	0	0	5	0	0	2	0	1	2	0	5	3	3	0	0	0	3	3	0	0	1	1	0	0	0					
		0.81%	1.13%	1.39%	0.12%	1.65%	0.00%	1.06%	0.57%	0.00%	1.21%	0.20%	0.68%	0.94%	0.00%	0.00%	6.06%	0.00%	0.00%	0.00%	0.00%	0.32%	0.78%	0.00%	2.74%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	2.08%	0.00%	1.06%	2.67%	0.00%	1.42%	0.84%	1.89%	0.00%	0.00%	0.00%	0.79%	1.57%	0.00%	0.00%	1.15%	0.70%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	5798	593	528	467	108	59	275	131	47	114	276	261	59	46	76	27	72	52	12	13	156	67	72	51	35	68	24	200	64	36	56	36	69	44	43	228	199	131	164	60	26	214	114	70	31	44	67	78	80	55					
		58.62%	51.57%	52.38%	56.20%	59.34%	62.11%	72.75%	75.29%	45.63%	69.09%	55.87%	59.18%	55.66%	63.01%	63.33%	40.91%	49.32%	49.52%	22.22%	29.55%	50.65%	51.94%	69.90%	69.86%	60.34%	74.73%	43.64%	54.95%	55.17%	78.26%	58.33%	63.16%	73.40%	58.67%	93.48%	64.96%	55.43%	82.39%	72.25%	92.31%	54.17%	56.17%	59.69%	69.31%	75.61%	50.57%	47.18%	68.42%	75.47%	76.39%					
22	. Хакамада Ирина Муцуовна	169	25	30	19	2	2	8	0	2	1	4	6	2	1	0	0	5	1	1	1	9	1	0	2	0	3	3	10	3	0	2	0	0	0	0	6	3	1	0	0	1	8	4	0	0	0	1	2	0	0					
		1.71%	2.17%	2.98%	2.29%	1.10%	2.11%	2.12%	0.00%	1.94%	0.61%	0.81%	1.36%	1.89%	1.37%	0.00%	0.00%	3.42%	0.95%	1.85%	2.27%	2.92%	0.78%	0.00%	2.74%	0.00%	3.30%	5.45%	2.75%	2.59%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	1.71%	0.84%	0.63%	0.00%	0.00%	2.08%	2.10%	2.09%	0.00%	0.00%	0.00%	0.70%	1.75%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	2307	281	205	164	51	25	53	19	44	29	121	103	34	14	34	21	41	40	34	24	88	40	21	8	8	8	14	111	19	6	26	9	8	22	1	76	105	17	42	4	12	112	41	19	9	33	62	22	13	14					
		23.33%	24.43%	20.34%	19.74%	28.02%	26.32%	14.02%	10.92%	42.72%	17.58%	24.49%	23.36%	32.08%	19.18%	28.33%	31.82%	28.08%	38.10%	62.96%	54.55%	28.57%	31.01%	20.39%	10.96%	13.79%	8.79%	25.45%	30.49%	16.38%	13.04%	27.08%	15.79%	8.51%	29.33%	2.17%	21.65%	29.25%	10.69%	18.50%	6.15%	25.00%	29.40%	21.47%	18.81%	21.95%	37.93%	43.66%	19.30%	12.26%	19.44%					
																																																								
24	Против всех	135	23	19	16	1	1	3	1	1	3	6	6	1	1	0	1	7	0	1	0	5	2	3	0	5	0	1	7	2	0	0	3	1	0	0	2	2	2	0	0	1	3	0	0	0	2	1	0	1	1					
		1.37%	2.00%	1.88%	1.93%	0.55%	1.05%	0.79%	0.57%	0.97%	1.82%	1.21%	1.36%	0.94%	1.37%	0.00%	1.52%	4.79%	0.00%	1.85%	0.00%	1.62%	1.55%	2.91%	0.00%	8.62%	0.00%	1.82%	1.92%	1.72%	0.00%	0.00%	5.26%	1.06%	0.00%	0.00%	0.57%	0.56%	1.26%	0.00%	0.00%	2.08%	0.79%	0.00%	0.00%	0.00%	2.30%	0.70%	0.00%	0.94%	1.39%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
