Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Кузнецкая																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	109	0	1	0	0	3	0	2	6	5	4	1	2	3	3	3	6	2	1	5	0	1	1	0	0	6	4	10	0	0	10	0	3	0	5	2	5	5	9	1									
		0.48%	0.00%	0.31%	0.00%	0.00%	0.65%	0.00%	1.00%	0.61%	0.45%	0.41%	0.11%	0.67%	0.91%	0.66%	0.23%	1.31%	1.01%	0.09%	0.48%	0.00%	0.67%	0.14%	0.00%	0.00%	0.47%	1.22%	2.96%	0.00%	0.00%	1.09%	0.00%	2.40%	0.00%	0.45%	0.26%	0.37%	0.40%	0.92%	0.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	479	1	9	4	0	13	0	1	17	24	19	36	21	1	10	34	9	29	30	19	4	1	8	7	1	16	4	11	2	11	21	5	1	1	27	15	32	26	0	9									
		2.10%	1.22%	2.82%	2.29%	0.00%	2.83%	0.00%	0.50%	1.74%	2.18%	1.93%	4.00%	7.07%	0.30%	2.19%	2.66%	1.97%	14.65%	2.61%	1.84%	2.92%	0.67%	1.09%	1.43%	1.75%	1.26%	1.22%	3.25%	1.14%	1.79%	2.29%	1.17%	0.80%	0.87%	2.45%	1.95%	2.36%	2.10%	0.00%	0.99%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	255	0	2	1	0	11	1	0	12	9	12	14	2	2	3	11	8	0	8	20	3	8	6	4	2	8	0	4	3	2	25	7	0	2	4	10	9	22	15	5									
		1.12%	0.00%	0.63%	0.57%	0.00%	2.39%	1.33%	0.00%	1.23%	0.82%	1.22%	1.56%	0.67%	0.60%	0.66%	0.86%	1.75%	0.00%	0.70%	1.93%	2.19%	5.37%	0.82%	0.82%	3.51%	0.63%	0.00%	1.18%	1.70%	0.33%	2.73%	1.63%	0.00%	1.74%	0.36%	1.30%	0.66%	1.78%	1.53%	0.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17057	61	239	121	55	284	60	140	752	837	712	712	171	269	362	941	302	150	927	709	100	82	555	359	47	1011	273	235	136	453	663	361	84	83	865	629	1035	888	668	726									
		74.84%	74.39%	74.92%	69.14%	59.14%	61.74%	80.00%	70.00%	76.89%	76.09%	72.51%	79.11%	57.58%	81.27%	79.21%	73.63%	65.94%	75.76%	80.75%	68.57%	72.99%	55.03%	75.82%	73.42%	82.46%	79.86%	82.98%	69.53%	77.27%	73.90%	72.38%	84.15%	67.20%	72.17%	78.49%	81.79%	76.44%	71.73%	68.16%	79.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	76	1	0	2	0	1	0	0	4	3	0	5	1	1	0	3	0	2	2	2	0	0	2	1	0	2	0	0	2	4	3	0	1	0	13	1	5	4	6	5									
		0.33%	1.22%	0.00%	1.14%	0.00%	0.22%	0.00%	0.00%	0.41%	0.27%	0.00%	0.56%	0.34%	0.30%	0.00%	0.23%	0.00%	1.01%	0.17%	0.19%	0.00%	0.00%	0.27%	0.20%	0.00%	0.16%	0.00%	0.00%	1.14%	0.65%	0.33%	0.00%	0.80%	0.00%	1.18%	0.13%	0.37%	0.32%	0.61%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	0	1	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	9	1	12	0									
		0.14%	0.00%	0.31%	0.00%	0.00%	0.22%	0.00%	0.00%	0.20%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.23%	0.00%	0.00%	0.00%	0.00%	0.66%	0.08%	1.22%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1973	6	31	21	18	74	4	33	90	78	88	49	19	36	40	114	76	4	76	145	9	37	81	47	1	100	22	37	21	57	62	27	9	13	55	14	66	124	115	74									
		8.66%	7.32%	9.72%	12.00%	19.35%	16.09%	5.33%	16.50%	9.20%	7.09%	8.96%	5.44%	6.40%	10.88%	8.75%	8.92%	16.59%	2.02%	6.62%	14.02%	6.57%	24.83%	11.07%	9.61%	1.75%	7.90%	6.69%	10.95%	11.93%	9.30%	6.77%	6.29%	7.20%	11.30%	4.99%	1.82%	4.87%	10.02%	11.73%	8.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	0	0	1	0	0	0	0	5	0	6	1	5	0	1	2	2	0	1	3	2	0	1	3	0	0	0	0	0	0	1	2	0	0	2	0	3	2	12	1									
		0.25%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.61%	0.11%	1.68%	0.00%	0.22%	0.16%	0.44%	0.00%	0.09%	0.29%	1.46%	0.00%	0.14%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.47%	0.00%	0.00%	0.18%	0.00%	0.22%	0.16%	1.22%	0.11%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	0	1	8	0	0	0	0	7	2	2	0	0	0	0	2	0	0	0	3	0	1	2	1	0	0	1	0	1	2	6	1	0	0	0	0	2	5	7	3									
		0.25%	0.00%	0.31%	4.57%	0.00%	0.00%	0.00%	0.00%	0.72%	0.18%	0.20%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.29%	0.00%	0.67%	0.27%	0.20%	0.00%	0.00%	0.30%	0.00%	0.57%	0.33%	0.66%	0.23%	0.00%	0.00%	0.00%	0.00%	0.15%	0.40%	0.71%	0.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	0	0	0	0	0	0	2	2	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	3	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.20%	0.11%	0.00%	0.60%	0.00%	0.08%	0.00%	0.00%	0.00%	0.10%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.16%	0.31%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	0	0	0	0	3	0	0	3	5	3	0	1	1	1	4	1	0	3	5	1	0	0	7	0	1	1	0	0	2	0	1	1	0	7	1	4	4	4	2									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.31%	0.45%	0.31%	0.00%	0.34%	0.30%	0.22%	0.31%	0.22%	0.00%	0.26%	0.48%	0.73%	0.00%	0.00%	1.43%	0.00%	0.08%	0.30%	0.00%	0.00%	0.33%	0.00%	0.23%	0.80%	0.00%	0.64%	0.13%	0.30%	0.32%	0.41%	0.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2033	9	31	11	8	54	10	19	61	102	95	65	64	10	34	129	43	7	81	95	16	14	63	51	5	89	14	30	6	59	64	16	22	7	110	88	168	115	104	64									
		8.92%	10.98%	9.72%	6.29%	8.60%	11.74%	13.33%	9.50%	6.24%	9.27%	9.67%	7.22%	21.55%	3.02%	7.44%	10.09%	9.39%	3.54%	7.06%	9.19%	11.68%	9.40%	8.61%	10.43%	8.77%	7.03%	4.26%	8.88%	3.41%	9.62%	6.99%	3.73%	17.60%	6.09%	9.98%	11.44%	12.41%	9.29%	10.61%	7.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	1	0	1	2	0	3	1	0	0	1	0	0	0	4	5	1	0	0	0	3	5	4	3	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.36%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.09%	0.19%	0.00%	2.01%	0.14%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.65%	0.55%	0.23%	0.00%	0.00%	0.00%	0.39%	0.37%	0.32%	0.31%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	419	4	1	6	0	7	0	2	13	19	29	11	9	6	3	25	1	4	10	24	1	2	10	7	1	29	10	8	4	15	46	7	4	8	14	6	3	27	20	23									
		1.84%	4.88%	0.31%	3.43%	0.00%	1.52%	0.00%	1.00%	1.33%	1.73%	2.95%	1.22%	3.03%	1.81%	0.66%	1.96%	0.22%	2.02%	0.87%	2.32%	0.73%	1.34%	1.37%	1.43%	1.75%	2.29%	3.04%	2.37%	2.27%	2.45%	5.02%	1.63%	3.20%	6.96%	1.27%	0.78%	0.22%	2.18%	2.04%	2.52%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
