Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Яковлевская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	581	21	20	25	20	26	44	39	35	15	7	6	6	9	6	5	8	22	1	17	5	15	14	1	3	30	75	5	2	2	1	8	2	1	3	4	1	17	13	2	2	2	6	2	2	6	5	12	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	544	21	20	25	20	26	44	39	34	15	3	6	6	8	4	5	8	22	1	17	2	15	14	0	3	30	75	3	0	1	1	8	2	0	0	4	1	12	11	2	0	2	2	2	1	5	5	12	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	237	9	6	6	8	22	6	6	3	8	3	5	0	5	1	1	5	6	0	3	2	6	5	3	4	21	4	4	0	3	2	6	5	2	4	4	4	4	6	0	2	4	4	3	0	6	7	5	14					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	0	0	0	0	0	1	0	4	0	0	1	2	0	0	0	0	0	3	0	0	1	0	0	0	2	2	1	0	0	0	1	3	0	0	5	2	0	2	0	4	0	1	1	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	0	2	1	0	1	2	1	1	2	0	0	1	0	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	576	17	14	31	22	18	20	14	22	8	4	2	14	24	13	15	20	22	2	12	4	41	14	1	2	12	11	9	7	5	6	30	5	0	2	2	1	14	28	6	12	12	3	7	11	9	4	15	9					
		1.68%	1.18%	1.16%	1.67%	1.64%	1.04%	1.07%	0.66%	2.12%	0.71%	0.67%	0.51%	1.13%	2.09%	2.54%	1.23%	1.79%	2.97%	1.17%	1.50%	1.23%	4.08%	1.99%	0.71%	0.35%	0.99%	1.61%	2.02%	3.98%	1.23%	2.46%	6.71%	2.53%	0.00%	1.63%	1.00%	0.94%	1.70%	2.35%	1.71%	12.77%	3.00%	1.22%	1.72%	5.26%	1.67%	2.25%	1.88%	2.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	181	5	9	17	30	15	11	12	8	3	1	0	2	4	1	10	4	3	0	4	0	15	1	0	1	6	3	0	0	1	1	1	0	0	0	1	0	4	1	0	0	0	0	0	2	0	0	4	1					
		0.53%	0.35%	0.75%	0.92%	2.24%	0.87%	0.59%	0.57%	0.77%	0.27%	0.17%	0.00%	0.16%	0.35%	0.20%	0.82%	0.36%	0.40%	0.00%	0.50%	0.00%	1.49%	0.14%	0.00%	0.18%	0.50%	0.44%	0.00%	0.00%	0.25%	0.41%	0.22%	0.00%	0.00%	0.00%	0.50%	0.00%	0.49%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.50%	0.25%					
20	3.Политическая партия «Демократическая партия России»	33	1	0	1	2	1	1	2	3	5	0	0	1	1	0	0	1	1	0	2	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1					
		0.10%	0.07%	0.00%	0.05%	0.15%	0.06%	0.05%	0.09%	0.29%	0.45%	0.00%	0.00%	0.08%	0.09%	0.00%	0.00%	0.09%	0.13%	0.00%	0.25%	0.31%	0.10%	0.00%	0.00%	0.00%	0.08%	0.15%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.88%	0.00%	0.50%	0.00%	0.12%	0.08%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4074	265	161	312	199	242	281	245	150	180	55	34	154	95	42	183	114	51	9	36	30	97	66	10	70	137	78	30	9	73	46	52	16	8	13	25	14	74	71	43	3	26	18	33	17	49	33	73	52					
		11.85%	18.35%	13.35%	16.82%	14.83%	14.00%	15.08%	11.55%	14.48%	16.07%	9.15%	8.63%	12.48%	8.27%	8.20%	15.00%	10.18%	6.88%	5.26%	4.51%	9.23%	9.65%	9.39%	7.14%	12.37%	11.37%	11.40%	6.73%	5.11%	17.89%	18.85%	11.63%	8.08%	7.08%	10.57%	12.50%	13.21%	9.00%	5.96%	12.29%	3.19%	6.50%	7.35%	8.13%	8.13%	9.09%	18.54%	9.13%	12.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	91	3	1	7	3	12	5	17	7	3	1	2	6	4	0	0	0	0	0	1	0	0	0	3	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0	4	0	2	0					
		0.26%	0.21%	0.08%	0.38%	0.22%	0.69%	0.27%	0.80%	0.68%	0.27%	0.17%	0.51%	0.49%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	2.14%	0.18%	0.17%	0.15%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.82%	0.49%	0.00%	0.74%	0.00%	0.25%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	55	3	3	3	3	3	6	8	3	0	2	0	2	1	0	2	1	0	1	1	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0	1	0					
		0.16%	0.21%	0.25%	0.16%	0.22%	0.17%	0.32%	0.38%	0.29%	0.00%	0.33%	0.00%	0.16%	0.09%	0.00%	0.16%	0.09%	0.00%	0.58%	0.13%	0.00%	0.20%	0.28%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.25%	0.00%	0.00%	0.48%	0.37%	0.00%	0.13%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2215	99	69	119	77	108	158	154	59	81	39	36	77	66	37	63	79	38	8	76	5	52	26	14	26	59	66	23	17	19	16	25	3	1	5	10	10	77	98	17	8	18	11	22	17	44	10	50	23					
		6.44%	6.86%	5.72%	6.42%	5.74%	6.25%	8.48%	7.26%	5.69%	7.23%	6.49%	9.14%	6.24%	5.74%	7.23%	5.16%	7.05%	5.13%	4.68%	9.51%	1.54%	5.17%	3.70%	10.00%	4.59%	4.90%	9.65%	5.16%	9.66%	4.66%	6.56%	5.59%	1.52%	0.88%	4.07%	5.00%	9.43%	9.37%	8.23%	4.86%	8.51%	4.50%	4.49%	5.42%	8.13%	8.16%	5.62%	6.25%	5.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2543	149	107	154	101	159	167	242	84	79	48	38	88	79	37	86	105	31	7	42	12	53	27	7	47	85	38	24	8	23	14	16	1	6	2	3	8	54	93	17	3	30	9	17	19	19	10	58	37					
		7.40%	10.32%	8.87%	8.30%	7.53%	9.20%	8.96%	11.40%	8.11%	7.05%	7.99%	9.64%	7.13%	6.88%	7.23%	7.05%	9.38%	4.18%	4.09%	5.26%	3.69%	5.27%	3.84%	5.00%	8.30%	7.05%	5.56%	5.38%	4.55%	5.64%	5.74%	3.58%	0.51%	5.31%	1.63%	1.50%	7.55%	6.57%	7.81%	4.86%	3.19%	7.50%	3.67%	4.19%	9.09%	3.53%	5.62%	7.25%	9.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	207	9	9	11	6	11	10	15	9	6	4	3	3	3	5	6	11	6	0	4	1	6	0	0	7	15	5	0	1	0	0	2	0	1	1	2	0	5	3	5	0	2	0	3	0	5	5	4	3					
		0.60%	0.62%	0.75%	0.59%	0.45%	0.64%	0.54%	0.71%	0.87%	0.54%	0.67%	0.76%	0.24%	0.26%	0.98%	0.49%	0.98%	0.81%	0.00%	0.50%	0.31%	0.60%	0.00%	0.00%	1.24%	1.24%	0.73%	0.00%	0.57%	0.00%	0.00%	0.45%	0.00%	0.88%	0.81%	1.00%	0.00%	0.61%	0.25%	1.43%	0.00%	0.50%	0.00%	0.74%	0.00%	0.93%	2.81%	0.50%	0.74%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23827	873	815	1149	869	1123	1175	1372	668	730	441	272	865	859	368	824	778	561	141	614	264	723	561	103	403	879	469	351	133	280	159	313	173	93	96	147	72	573	887	259	68	306	201	317	141	399	113	574	273					
		69.29%	60.46%	67.58%	61.94%	64.75%	64.99%	63.04%	64.66%	64.48%	65.18%	73.38%	69.04%	70.10%	74.76%	71.88%	67.54%	69.46%	75.71%	82.46%	76.85%	81.23%	71.94%	79.80%	73.57%	71.20%	72.95%	68.57%	78.70%	75.57%	68.63%	65.16%	70.02%	87.37%	82.30%	78.05%	73.50%	67.92%	69.71%	74.48%	74.00%	72.34%	76.50%	82.04%	78.08%	67.46%	74.03%	63.48%	71.75%	67.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	206	9	11	14	19	17	11	21	8	6	0	3	4	3	4	10	2	4	1	2	5	2	1	0	3	4	3	1	0	1	0	2	0	1	1	0	0	5	5	1	0	3	1	4	0	0	1	5	8					
		0.60%	0.62%	0.91%	0.75%	1.42%	0.98%	0.59%	0.99%	0.77%	0.54%	0.00%	0.76%	0.32%	0.26%	0.78%	0.82%	0.18%	0.54%	0.58%	0.25%	1.54%	0.20%	0.14%	0.00%	0.53%	0.33%	0.44%	0.22%	0.00%	0.25%	0.00%	0.45%	0.00%	0.88%	0.81%	0.00%	0.00%	0.61%	0.42%	0.29%	0.00%	0.75%	0.41%	0.99%	0.00%	0.00%	0.56%	0.63%	1.97%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
