Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Свободненская поселковая																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600					
		0.15%	0.26%	0.34%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	6	3	4	1	1	2	0	1	1	2					
		0.54%	0.79%	0.34%	0.49%	0.37%	0.84%	1.80%	0.0%	1.03%	0.75%	0.36%					
27	"10. ""Аграрная партия России"""	36	7	15	8	2	0	0	0	0	1	3					
		0.93%	0.92%	1.73%	0.98%	0.75%	0.0%	0.0%	0.0%	0.0%	0.75%	0.54%					
28	"11. ""Истинные патриоты России"""	8	1	1	1	0	1	0	0	0	1	3					
		0.20%	0.13%	0.11%	0.12%	0.0%	0.84%	0.0%	0.0%	0.0%	0.75%	0.54%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	35	5	11	3	2	1	2	1	2	2	6					
		0.91%	0.66%	1.27%	0.36%	0.75%	0.84%	1.80%	0.74%	2.06%	1.51%	1.09%					
30	"13. ""Демократическая партия России"""	13	3	4	0	1	0	1	0	0	0	4					
		0.33%	0.39%	0.46%	0.0%	0.37%	0.0%	0.90%	0.0%	0.0%	0.0%	0.73%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	2	5	1	1	0	1	0	0	0	1					
		0.28%	0.26%	0.57%	0.12%	0.37%	0.0%	0.90%	0.0%	0.0%	0.0%	0.18%					
32	"15. ""Партия СЛОН"""	12	1	3	2	0	0	0	0	0	0	6					
		0.31%	0.13%	0.34%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	153	37	39	49	9	2	1	3	1	0	12					
		3.98%	4.90%	4.51%	6.02%	3.39%	1.68%	0.90%	2.22%	1.03%	0.0%	2.19%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	19	2	2	1	4	3	3	0	0	1	3					
		0.49%	0.26%	0.23%	0.12%	1.50%	2.52%	2.70%	0.0%	0.0%	0.75%	0.54%					
35	"18. ""ЛДПР"""	657	162	154	132	42	7	28	22	18	21	71					
		17.12%	21.48%	17.84%	16.23%	15.84%	5.88%	25.22%	16.29%	18.55%	15.90%	12.97%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	43	15	6	12	4	0	1	1	0	0	4					
		1.12%	1.98%	0.69%	1.47%	1.50%	0.0%	0.90%	0.74%	0.0%	0.0%	0.73%					
37	"20. ""Политическая партия ""Единая Россия"""	1769	324	348	375	151	84	23	87	65	63	249					
		46.11%	42.97%	40.32%	46.12%	56.98%	70.58%	20.72%	64.44%	67.01%	47.72%	45.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	2	1	0	0	0	0	0	0	0	5					
		0.20%	0.26%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.91%					
39	"22. ""Развитие предпринимательства"""	8	2	2	0	1	0	1	0	1	0	1					
		0.20%	0.26%	0.23%	0.0%	0.37%	0.0%	0.90%	0.0%	1.03%	0.0%	0.18%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	121	31	23	40	5	2	4	1	3	6	6					
		3.15%	4.11%	2.66%	4.92%	1.88%	1.68%	3.60%	0.74%	3.09%	4.54%	1.09%					
																	
41	Против всех	286	55	74	54	12	4	14	6	1	16	50					
		7.45%	7.29%	8.57%	6.64%	4.52%	3.36%	12.61%	4.44%	1.03%	12.12%	9.14%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
