Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Полесская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422					
		1.73%	1.96%	2.19%	1.17%	1.15%	2.32%	1.30%	0.86%	1.29%	0.82%	2.45%	1.28%	2.34%	2.32%	1.17%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4969	842	809	459	204	337	236	383	156	305	207	252	194	457	128					
		65.25%	59.00%	59.09%	67.20%	77.86%	70.95%	76.87%	65.81%	67.24%	62.89%	72.38%	64.45%	64.88%	70.74%	74.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	89	21	22	10	3	7	6	3	2	1	0	0	3	10	1					
		1.17%	1.47%	1.61%	1.46%	1.15%	1.47%	1.95%	0.52%	0.86%	0.21%	0.00%	0.00%	1.00%	1.55%	0.58%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
