7	Число избирательных бюллетеней в переносных ящиках для голосования	5376	0	71	182	40	23	34	56	41	49	75	32	19	39	48	34	38	41	65	34	8	30	20	33	51	60	32	43	26	39	44	34	26	39	47	46	29	9	68	68	66	12	22	15	50	34	26	44	35	58	97	27	20	30	141	39	41	84	50	25	72	64	44	39	141	23	27	29	40	20	16	51	29	39	58	43	25	35	39	66	13	28	65	47	38	36	198	20	31	55	36	13	66	15	14	22	122	51	33	28	27	15	48	37	29	52	35	20	45	26	34	65	84	19	33	45	63	42	237	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	132938	13	53	241	1308	939	1171	1009	1207	1032	1242	990	947	1672	1184	1213	1177	903	1341	1110	394	1676	1126	1348	1402	978	935	1571	941	1034	1267	1013	1743	1215	844	1200	457	591	1166	1159	1629	729	1206	889	1818	1639	1964	1849	1430	1474	1075	327	768	506	1614	1139	1086	1595	1000	1271	1417	865	1534	540	1396	1242	1587	1243	1560	1250	938	291	1735	1697	1803	1835	1726	1710	1223	1322	1056	993	1473	1240	1077	1058	1028	634	1231	1423	826	672	1202	908	544	837	253	995	1643	1512	1756	920	1509	1238	1494	1344	883	1187	1465	1182	1194	1315	1514	558	603	888	14	121	243	97	74									
9	Число недействительных избирательных бюллетеней	1338	0	4	5	14	11	5	13	9	2	8	15	13	24	11	13	13	10	9	14	5	11	4	14	18	9	9	16	6	14	15	11	12	15	8	16	5	9	14	15	23	5	11	9	19	13	18	27	10	21	9	2	6	3	22	10	8	15	9	8	14	8	7	5	20	6	14	9	11	13	11	11	18	15	19	17	23	20	12	17	13	6	23	13	15	7	13	10	21	15	5	13	9	7	7	5	1	11	16	15	18	5	11	11	14	12	9	12	11	9	11	13	14	5	5	9	0	2	4	0	1									
10	Число действительных избирательных бюллетеней	136976	13	120	418	1334	951	1200	1052	1239	1079	1309	1007	953	1687	1221	1234	1202	934	1397	1130	397	1695	1142	1367	1435	1029	958	1598	961	1059	1296	1036	1757	1239	883	1230	481	591	1220	1212	1672	736	1217	895	1849	1660	1972	1866	1455	1511	1163	352	782	533	1733	1168	1119	1664	1041	1288	1475	921	1571	574	1517	1259	1600	1263	1589	1257	943	331	1746	1721	1842	1861	1728	1725	1250	1371	1056	1015	1515	1274	1100	1087	1213	644	1241	1463	857	672	1259	916	551	854	374	1035	1660	1525	1765	930	1546	1264	1509	1384	909	1195	1499	1199	1217	1367	1584	572	631	924	77	161	476	97	73									
11	Число полученных открепительных  удостоверений	3527	0	0	0	50	20	30	34	25	20	20	30	35	35	35	30	20	20	25	30	15	40	25	35	40	25	30	35	20	20	26	24	36	25	15	25	10	20	35	30	45	18	33	25	35	40	35	60	50	200	45	10	22	21	55	25	57	29	31	24	40	25	30	20	30	30	35	25	35	28	47	5	40	35	45	30	30	30	20	20	25	20	30	25	60	80	25	20	30	40	25	20	30	35	25	20	0	20	50	40	45	25	47	35	30	30	25	25	26	30	30	25	35	20	15	14	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3208	0	0	0	50	13	20	29	25	20	19	30	30	32	35	29	20	10	24	29	10	40	25	33	39	23	29	33	19	19	23	24	36	25	15	24	10	10	31	30	38	14	28	14	35	40	34	51	49	198	28	4	21	17	55	12	57	29	30	22	40	15	26	20	22	29	30	23	28	27	47	1	39	27	42	28	25	25	20	18	24	19	30	25	60	69	25	8	23	27	17	18	30	30	21	13	0	18	50	39	45	24	47	32	29	30	24	25	26	25	30	25	35	18	15	11	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3793	13	53	8	87	86	15	33	13	30	22	10	13	121	15	63	45	31	16	5	9	18	41	50	36	10	12	31	22	14	16	2	24	96	66	16	11	20	49	71	77	44	15	11	102	25	19	76	12	15	27	7	19	17	107	37	53	17	22	32	21	57	8	5	28	20	44	28	54	31	25	9	52	28	40	91	26	12	18	21	15	34	50	13	42	24	89	14	20	10	12	21	36	34	17	20	7	20	26	24	59	15	18	48	19	28	9	9	13	22	60	25	12	10	13	20	16	13	40	97	74									
14	Число неиспользованных открепительных удостоверений	319	0	0	0	0	7	10	5	0	0	1	0	5	3	0	1	0	10	1	1	5	0	0	2	1	2	1	2	1	1	3	0	0	0	0	1	0	10	4	0	7	4	5	11	0	0	1	9	1	2	17	6	1	4	0	13	0	0	1	2	0	10	4	0	8	1	5	2	7	1	0	4	1	8	3	2	5	5	0	2	1	1	0	0	0	11	0	12	7	13	8	2	0	5	4	7	0	2	0	1	0	1	0	3	1	0	1	0	0	5	0	0	0	2	0	3	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	203	0	0	0	1	5	2	1	2	2	2	0	4	1	2	2	2	0	3	1	0	5	3	0	2	2	1	0	1	0	1	1	3	0	2	1	0	1	2	2	1	1	5	0	4	2	4	2	4	0	2	0	3	1	4	3	1	5	6	2	3	0	0	1	2	1	2	1	2	3	2	0	4	2	4	0	5	8	2	2	1	0	1	1	0	0	0	2	1	7	2	0	5	2	1	1	0	2	2	2	4	1	3	3	0	1	1	2	2	0	2	1	1	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																			
19	Жириновский Владимир Вольфович	10832	0	11	26	137	82	86	78	91	69	121	83	105	120	133	109	85	70	168	86	32	117	77	84	132	101	88	135	77	74	129	86	130	100	68	97	37	38	103	92	121	62	76	67	141	111	129	123	95	143	107	27	82	44	150	85	92	130	88	106	117	65	142	47	140	76	127	83	149	82	74	32	124	149	96	115	118	118	96	113	100	73	106	114	91	84	118	53	73	109	48	48	120	72	40	86	41	66	165	129	124	77	120	117	124	129	57	85	130	87	95	94	141	44	58	66	10	4	28	3	4									
		7.83%	0.00%	8.87%	6.15%	10.16%	8.52%	7.14%	7.32%	7.29%	6.38%	9.19%	8.12%	10.87%	7.01%	10.80%	8.74%	6.99%	7.42%	11.95%	7.52%	7.96%	6.86%	6.72%	6.08%	9.08%	9.73%	9.10%	8.36%	7.96%	6.90%	9.84%	8.21%	7.35%	7.97%	7.63%	7.78%	7.61%	6.33%	8.35%	7.50%	7.14%	8.37%	6.19%	7.41%	7.55%	6.63%	6.48%	6.50%	6.48%	9.33%	9.13%	7.63%	10.41%	8.21%	8.55%	7.22%	8.16%	7.74%	8.38%	8.18%	7.86%	6.99%	8.99%	8.12%	9.11%	6.01%	7.87%	6.53%	9.31%	6.46%	7.76%	9.36%	7.03%	8.58%	5.16%	6.12%	6.74%	6.76%	7.61%	8.14%	9.35%	7.15%	6.89%	8.86%	8.16%	7.68%	9.62%	8.10%	5.78%	7.37%	5.57%	7.01%	9.46%	7.80%	7.17%	10.01%	10.93%	6.31%	9.84%	8.38%	6.95%	8.24%	7.71%	9.18%	8.14%	9.24%	6.21%	7.04%	8.61%	7.20%	7.74%	6.81%	8.82%	7.63%	9.12%	7.07%	12.99%	2.45%	5.83%	3.09%	5.41%									
20	Зюганов Геннадий Андреевич	36350	3	19	94	271	209	326	253	303	292	377	265	240	451	325	295	268	266	324	314	102	454	327	356	377	244	246	396	236	284	307	287	465	335	236	385	113	116	330	260	455	135	322	263	441	467	541	473	429	136	283	99	209	152	468	319	298	471	258	342	387	224	411	148	402	324	440	320	467	327	273	85	492	523	568	545	551	536	380	395	299	275	407	338	265	292	317	191	365	387	272	190	329	255	121	240	44	264	393	408	457	290	364	317	466	362	299	366	426	322	357	403	419	156	151	234	20	40	126	9	4									
		26.28%	23.08%	15.32%	22.22%	20.10%	21.73%	27.05%	23.76%	24.28%	27.01%	28.63%	25.93%	24.84%	26.36%	26.38%	23.66%	22.06%	28.18%	23.04%	27.45%	25.37%	26.61%	28.53%	25.78%	25.95%	23.51%	25.44%	24.54%	24.41%	26.47%	23.42%	27.41%	26.29%	26.71%	26.49%	30.90%	23.25%	19.33%	26.74%	21.19%	26.84%	18.22%	26.22%	29.09%	23.61%	27.91%	27.19%	24.99%	29.28%	8.88%	24.15%	27.97%	26.52%	28.36%	26.67%	27.08%	26.44%	28.05%	24.57%	26.39%	25.99%	24.11%	26.05%	25.56%	26.15%	25.61%	27.26%	25.16%	29.19%	25.75%	28.62%	24.85%	27.89%	30.13%	30.52%	29.02%	31.47%	30.72%	30.11%	28.46%	27.97%	26.93%	26.46%	26.26%	23.77%	26.69%	25.86%	29.20%	28.92%	26.18%	31.55%	27.74%	25.95%	27.63%	21.68%	27.94%	11.73%	25.24%	23.45%	26.49%	25.63%	31.02%	23.38%	24.86%	30.60%	25.93%	32.57%	30.32%	28.21%	26.66%	29.07%	29.20%	26.22%	27.04%	23.74%	25.08%	25.97%	24.54%	26.25%	9.28%	5.41%									
21	Миронов Сергей Михайлович	6531	1	2	23	68	33	62	42	54	41	50	55	60	87	56	57	52	45	61	48	16	82	57	59	74	30	44	76	58	81	53	43	87	55	33	47	21	18	45	52	74	47	55	47	103	84	89	82	51	56	43	20	37	26	75	57	61	100	60	88	69	51	84	29	58	61	95	56	68	43	51	20	77	75	66	99	101	71	50	63	56	50	66	83	52	58	67	28	77	67	38	29	60	38	18	34	15	50	75	70	81	37	69	76	75	70	53	63	74	76	61	65	80	27	26	54	2	6	33	2	0									
		4.72%	7.69%	1.61%	5.44%	5.04%	3.43%	5.15%	3.94%	4.33%	3.79%	3.80%	5.38%	6.21%	5.08%	4.55%	4.57%	4.28%	4.77%	4.34%	4.20%	3.98%	4.81%	4.97%	4.27%	5.09%	2.89%	4.55%	4.71%	5.99%	7.55%	4.04%	4.11%	4.92%	4.39%	3.70%	3.77%	4.32%	3.00%	3.65%	4.24%	4.37%	6.34%	4.48%	5.20%	5.51%	5.02%	4.47%	4.33%	3.48%	3.66%	3.67%	5.65%	4.70%	4.85%	4.27%	4.84%	5.41%	5.96%	5.71%	6.79%	4.63%	5.49%	5.32%	5.01%	3.77%	4.82%	5.89%	4.40%	4.25%	3.39%	5.35%	5.85%	4.37%	4.32%	3.55%	5.27%	5.77%	4.07%	3.96%	4.54%	5.24%	4.90%	4.29%	6.45%	4.66%	5.30%	5.46%	4.28%	6.10%	4.53%	4.41%	4.23%	4.73%	4.12%	3.23%	3.96%	4.00%	4.78%	4.47%	4.55%	4.54%	3.96%	4.43%	5.96%	4.92%	5.01%	5.77%	5.22%	4.90%	6.29%	4.97%	4.71%	5.01%	4.68%	4.09%	5.79%	2.60%	3.68%	6.88%	2.06%	0.00%									
22	Прохоров Михаил Дмитриевич	13815	0	5	20	135	83	122	150	125	100	100	83	99	189	118	97	113	91	87	78	39	205	107	117	133	77	82	143	110	96	124	76	188	110	63	113	43	55	148	149	170	71	109	109	234	219	243	212	135	105	118	28	72	52	163	105	93	107	81	128	141	81	145	59	128	136	154	182	130	149	89	15	186	131	189	168	151	133	111	114	106	120	115	119	175	123	159	57	112	180	113	127	158	100	85	88	16	191	199	145	234	96	172	148	158	145	84	141	142	150	104	187	137	82	68	96	5	15	36	6	2									
		9.99%	0.00%	4.03%	4.73%	10.01%	8.63%	10.12%	14.08%	10.02%	9.25%	7.59%	8.12%	10.25%	11.05%	9.58%	7.78%	9.30%	9.64%	6.19%	6.82%	9.70%	12.02%	9.34%	8.47%	9.15%	7.42%	8.48%	8.86%	11.38%	8.95%	9.46%	7.26%	10.63%	8.77%	7.07%	9.07%	8.85%	9.17%	11.99%	12.14%	10.03%	9.58%	8.88%	12.06%	12.53%	13.09%	12.21%	11.20%	9.22%	6.85%	10.07%	7.91%	9.14%	9.70%	9.29%	8.91%	8.25%	6.37%	7.71%	9.88%	9.47%	8.72%	9.19%	10.19%	8.33%	10.75%	9.54%	14.31%	8.13%	11.73%	9.33%	4.39%	10.54%	7.55%	10.16%	8.95%	8.62%	7.62%	8.80%	8.21%	9.92%	11.75%	7.48%	9.25%	15.70%	11.24%	12.97%	8.72%	8.87%	12.18%	13.11%	18.54%	12.46%	10.83%	15.23%	10.24%	4.27%	18.26%	11.87%	9.42%	13.12%	10.27%	11.05%	11.61%	10.37%	10.39%	9.15%	11.68%	9.40%	12.42%	8.47%	13.55%	8.57%	14.21%	10.69%	10.29%	6.49%	9.20%	7.50%	6.19%	2.70%									
23	Путин Владимир Владимирович	69448	9	83	255	723	544	604	529	666	577	661	521	449	840	589	676	684	462	757	604	208	837	574	751	719	577	498	848	480	524	683	544	887	639	483	588	267	364	594	659	852	421	655	409	930	779	970	976	745	1071	612	178	382	259	877	602	575	856	554	624	761	500	789	291	789	662	784	622	775	656	456	179	867	843	923	934	807	867	613	686	495	497	821	620	517	530	552	315	614	720	386	278	592	451	287	406	258	464	828	773	869	430	821	606	686	678	416	540	727	564	600	618	807	263	328	474	40	96	253	77	63									
		50.21%	69.23%	66.94%	60.28%	53.64%	56.55%	50.12%	49.67%	53.37%	53.38%	50.19%	50.98%	46.48%	49.09%	47.81%	54.21%	56.30%	48.94%	53.84%	52.80%	51.74%	49.06%	50.09%	54.38%	49.48%	55.59%	51.50%	52.54%	49.64%	48.84%	52.10%	51.96%	50.14%	50.96%	54.21%	47.19%	54.94%	60.67%	48.14%	53.71%	50.27%	56.82%	53.34%	45.24%	49.79%	46.56%	48.74%	51.56%	50.85%	69.91%	52.22%	50.28%	48.48%	48.32%	49.97%	51.10%	51.02%	50.98%	52.76%	48.15%	51.11%	53.82%	50.00%	50.26%	51.33%	52.33%	48.57%	48.90%	48.44%	51.65%	47.80%	52.34%	49.15%	48.56%	49.60%	49.73%	46.09%	49.68%	48.57%	49.42%	46.30%	48.68%	53.38%	48.17%	46.37%	48.45%	45.02%	48.17%	48.65%	48.71%	44.78%	40.58%	46.69%	48.86%	51.43%	47.26%	68.80%	44.36%	49.40%	50.19%	48.74%	45.99%	52.73%	47.53%	45.04%	48.57%	45.32%	44.74%	48.15%	46.69%	48.86%	44.78%	50.50%	45.58%	51.57%	50.80%	51.95%	58.90%	52.71%	79.38%	85.14%									
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
