Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																													
Дата голосования: 02.12.2007																																																																													
																																																																													
Наименование Избирательной комиссии:    Россошанская																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3426	УИК №3427	УИК №3428	УИК №3429	УИК №3430	УИК №3431	УИК №3432	УИК №3433	УИК №3434	УИК №3435	УИК №3436	УИК №3437	УИК №3438	УИК №3439	УИК №3440	УИК №3441	УИК №3442	УИК №3443	УИК №3444	УИК №3445	УИК №3446	УИК №3447	УИК №3448	УИК №3449	УИК №3450	УИК №3451	УИК №3452	УИК №3453	УИК №3454	УИК №3455	УИК №3456	УИК №3457	УИК №3458	УИК №3459	УИК №3460	УИК №3461	УИК №3462	УИК №3463	УИК №3464	УИК №3465	УИК №3466	УИК №3467	УИК №3468	УИК №3469	УИК №3470					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	868	15	10	15	14	5	28	16	10	35	10	44	10	23	15	20	10	20	8	15	10	5	10	10	15	9	9	15	10	3	16	0	7	4	10	19	33	14	0	2	0	26	6	14	8	2	7	3	32	8	0	32	3	20	2	2	15	6	13	3	4	30	45	2	16	0	27	7	7	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	645	28	12	9	11	14	17	15	15	36	18	26	7	30	12	12	15	14	15	13	18	40	12	19	7	8	15	50	13	3	1	2	3	1	1	4	7	2	1	2	2	8	3	1	1	1	2	2	6	3	2	16	3	4	2	3	6	3	3	7	3	6	6	1	6	0	8	3	3	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	24	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	2	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																													
18	1.Политическая партия «Аграрная партия России»	1490	35	24	34	25	17	39	25	17	30	29	15	20	15	21	19	23	19	10	22	27	25	26	21	9	18	40	43	23	5	18	8	46	34	9	18	36	18	14	1	0	53	47	27	52	5	5	6	10	6	2	91	7	18	5	5	23	9	2	1	10	28	91	3	25	1	22	10	21	21	6					
		2.84%	2.26%	2.04%	2.69%	2.21%	1.62%	2.52%	1.74%	1.59%	1.96%	2.64%	1.05%	1.82%	0.93%	2.03%	1.44%	2.27%	1.47%	1.41%	1.65%	2.79%	2.56%	1.84%	1.66%	1.01%	1.44%	3.78%	3.13%	2.50%	1.80%	4.53%	2.48%	6.32%	4.08%	2.24%	1.90%	6.63%	5.79%	3.92%	0.83%	0.00%	7.90%	9.63%	9.71%	8.06%	3.23%	3.55%	2.48%	1.30%	1.44%	1.39%	6.79%	5.43%	7.11%	3.60%	4.03%	2.52%	3.81%	1.06%	0.54%	3.97%	1.75%	6.91%	3.57%	3.03%	0.83%	6.47%	4.61%	4.33%	8.27%	2.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	266	8	5	2	5	3	9	14	8	17	5	10	6	11	5	5	9	15	4	8	2	2	9	3	5	10	12	11	8	0	0	0	4	2	4	5	5	1	0	0	0	1	3	1	1	1	0	2	4	1	1	2	0	0	0	0	6	0	0	1	1	5	2	0	1	0	0	0	0	0	1					
		0.51%	0.52%	0.43%	0.16%	0.44%	0.29%	0.58%	0.98%	0.75%	1.11%	0.45%	0.70%	0.55%	0.68%	0.48%	0.38%	0.89%	1.16%	0.56%	0.60%	0.21%	0.20%	0.64%	0.24%	0.56%	0.80%	1.13%	0.80%	0.87%	0.00%	0.00%	0.00%	0.55%	0.24%	0.99%	0.53%	0.92%	0.32%	0.00%	0.00%	0.00%	0.15%	0.61%	0.36%	0.16%	0.65%	0.00%	0.83%	0.52%	0.24%	0.69%	0.15%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.54%	0.40%	0.31%	0.15%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%					
20	3.Политическая партия «Демократическая партия России»	56	2	1	0	1	1	1	0	1	2	0	0	0	2	0	4	0	4	0	2	1	1	1	1	3	3	3	0	2	1	0	1	0	0	1	1	0	0	0	1	0	0	2	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0					
		0.11%	0.13%	0.09%	0.00%	0.09%	0.10%	0.06%	0.00%	0.09%	0.13%	0.00%	0.00%	0.00%	0.12%	0.00%	0.30%	0.00%	0.31%	0.00%	0.15%	0.10%	0.10%	0.07%	0.08%	0.34%	0.24%	0.28%	0.00%	0.22%	0.36%	0.00%	0.31%	0.00%	0.00%	0.25%	0.11%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.41%	0.36%	0.16%	0.00%	0.71%	0.41%	0.00%	0.24%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.36%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6730	187	145	201	149	127	259	216	155	193	152	162	128	187	101	135	133	147	73	208	139	153	167	142	110	255	182	208	164	36	68	34	111	73	42	94	43	27	44	8	14	67	58	40	87	14	12	20	82	39	42	211	12	36	22	16	108	23	22	26	21	195	172	17	88	4	37	29	29	15	14					
		12.84%	12.05%	12.35%	15.93%	13.19%	12.07%	16.75%	15.07%	14.47%	12.61%	13.82%	11.38%	11.64%	11.59%	9.76%	10.21%	13.16%	11.40%	10.31%	15.58%	14.34%	15.68%	11.81%	11.25%	12.36%	20.38%	17.19%	15.15%	17.81%	12.95%	17.13%	10.53%	15.25%	8.76%	10.47%	9.93%	7.92%	8.68%	12.32%	6.67%	8.54%	9.99%	11.89%	14.39%	13.49%	9.03%	8.51%	8.26%	10.65%	9.33%	29.17%	15.73%	9.30%	14.23%	15.83%	12.90%	11.83%	9.75%	11.70%	14.13%	8.33%	12.17%	13.07%	20.24%	10.68%	3.31%	10.88%	13.36%	5.98%	5.91%	5.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	126	1	4	1	4	0	5	2	0	2	4	3	4	10	1	9	3	5	1	4	1	2	4	5	3	0	12	4	9	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	1	1	2	0	0	0	0	2	0	0	0	2	3	0	3	1	0	0	0	0	0	0					
		0.24%	0.06%	0.34%	0.08%	0.35%	0.00%	0.32%	0.14%	0.00%	0.13%	0.36%	0.21%	0.36%	0.62%	0.10%	0.68%	0.30%	0.39%	0.14%	0.30%	0.10%	0.20%	0.28%	0.40%	0.34%	0.00%	1.13%	0.29%	0.98%	0.00%	0.25%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.28%	0.83%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.26%	0.24%	0.69%	0.15%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.79%	0.19%	0.00%	3.57%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	90	2	1	1	3	3	2	3	8	4	2	5	2	3	1	2	3	3	1	1	1	1	2	3	2	2	3	3	1	0	0	1	0	3	0	0	0	0	2	0	0	0	0	1	2	0	0	0	2	0	0	3	1	0	0	1	1	0	0	0	1	1	3	0	0	0	0	0	0	0	0					
		0.17%	0.13%	0.09%	0.08%	0.27%	0.29%	0.13%	0.21%	0.75%	0.26%	0.18%	0.35%	0.18%	0.19%	0.10%	0.15%	0.30%	0.23%	0.14%	0.07%	0.10%	0.10%	0.14%	0.24%	0.22%	0.16%	0.28%	0.22%	0.11%	0.00%	0.00%	0.31%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.36%	0.31%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.22%	0.78%	0.00%	0.00%	0.81%	0.11%	0.00%	0.00%	0.00%	0.40%	0.06%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4832	170	108	137	103	102	177	125	107	114	97	132	81	126	104	132	97	156	64	109	88	75	143	138	102	97	115	151	94	20	37	24	79	96	27	89	38	18	23	16	21	43	49	29	52	7	15	12	49	37	19	129	25	30	15	15	89	29	14	10	22	126	115	4	73	8	25	16	16	7	20					
		9.22%	10.95%	9.20%	10.86%	9.12%	9.70%	11.45%	8.72%	9.99%	7.45%	8.82%	9.28%	7.36%	7.81%	10.05%	9.98%	9.59%	12.10%	9.04%	8.16%	9.08%	7.68%	10.11%	10.94%	11.46%	7.75%	10.86%	10.99%	10.21%	7.19%	9.32%	7.43%	10.85%	11.52%	6.73%	9.40%	6.99%	5.79%	6.44%	13.33%	12.80%	6.41%	10.04%	10.43%	8.06%	4.52%	10.64%	4.96%	6.36%	8.85%	13.19%	9.62%	19.38%	11.86%	10.79%	12.10%	9.75%	12.29%	7.45%	5.43%	8.73%	7.87%	8.74%	4.76%	8.86%	6.61%	7.35%	7.37%	3.30%	2.76%	8.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6028	140	182	163	149	132	168	180	157	256	155	228	140	257	144	196	123	155	96	163	160	161	232	211	113	184	110	185	123	30	35	36	78	42	23	40	23	21	36	6	9	38	16	22	50	17	11	10	42	35	3	125	10	14	12	5	88	25	16	18	13	125	115	15	48	21	29	16	33	7	7					
		11.50%	9.02%	15.50%	12.92%	13.19%	12.55%	10.87%	12.56%	14.66%	16.72%	14.09%	16.02%	12.73%	15.92%	13.91%	14.83%	12.17%	12.02%	13.56%	12.21%	16.51%	16.50%	16.41%	16.72%	12.70%	14.71%	10.39%	13.47%	13.36%	10.79%	8.82%	11.15%	10.71%	5.04%	5.74%	4.22%	4.24%	6.75%	10.08%	5.00%	5.49%	5.66%	3.28%	7.91%	7.75%	10.97%	7.80%	4.13%	5.45%	8.37%	2.08%	9.32%	7.75%	5.53%	8.63%	4.03%	9.64%	10.59%	8.51%	9.78%	5.16%	7.80%	8.74%	17.86%	5.83%	17.36%	8.53%	7.37%	6.80%	2.76%	2.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	348	12	16	11	14	7	3	9	5	13	11	20	12	14	5	8	9	11	6	11	7	6	12	11	3	9	6	9	5	2	0	0	2	5	1	4	0	2	1	3	0	4	3	1	5	2	2	0	5	4	0	6	0	1	0	1	4	3	1	0	0	10	1	1	5	1	1	0	0	1	1					
		0.66%	0.77%	1.36%	0.87%	1.24%	0.67%	0.19%	0.63%	0.47%	0.85%	1.00%	1.41%	1.09%	0.87%	0.48%	0.61%	0.89%	0.85%	0.85%	0.82%	0.72%	0.61%	0.85%	0.87%	0.34%	0.72%	0.57%	0.66%	0.54%	0.72%	0.00%	0.00%	0.27%	0.60%	0.25%	0.42%	0.00%	0.64%	0.28%	2.50%	0.00%	0.60%	0.61%	0.36%	0.78%	1.29%	1.42%	0.00%	0.65%	0.96%	0.00%	0.45%	0.00%	0.40%	0.00%	0.81%	0.44%	1.27%	0.53%	0.00%	0.00%	0.62%	0.08%	1.19%	0.61%	0.83%	0.29%	0.00%	0.00%	0.39%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31580	973	668	691	663	642	865	825	597	863	628	834	686	945	622	779	594	753	447	778	526	538	781	706	524	653	545	731	476	183	235	219	400	571	287	683	390	221	235	84	110	455	304	154	384	101	93	188	558	289	75	755	71	143	85	81	581	144	132	126	181	1084	803	40	568	86	222	145	381	201	199					
		60.26%	62.69%	56.90%	54.75%	58.67%	61.03%	55.95%	57.57%	55.74%	56.37%	57.09%	58.61%	62.36%	58.55%	60.10%	58.93%	58.75%	58.42%	63.14%	58.28%	54.28%	55.12%	55.23%	55.94%	58.88%	52.20%	51.46%	53.24%	51.68%	65.83%	59.19%	67.80%	54.95%	68.55%	71.57%	72.12%	71.82%	71.06%	65.83%	70.00%	67.07%	67.81%	62.30%	55.40%	59.53%	65.16%	65.96%	77.69%	72.47%	69.14%	52.08%	56.30%	55.04%	56.52%	61.15%	65.32%	63.64%	61.02%	70.21%	68.48%	71.83%	67.67%	61.02%	47.62%	68.93%	71.07%	65.29%	66.82%	78.56%	79.13%	79.60%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	308	14	10	9	4	4	2	18	4	27	7	8	10	17	17	9	8	12	3	9	5	2	13	4	7	3	7	4	2	0	1	0	4	1	1	4	0	2	1	0	1	5	2	0	1	3	0	2	2	1	1	4	2	5	0	0	1	1	0	2	1	13	3	0	3	0	0	0	1	1	0					
		0.59%	0.90%	0.85%	0.71%	0.35%	0.38%	0.13%	1.26%	0.37%	1.76%	0.64%	0.56%	0.91%	1.05%	1.64%	0.68%	0.79%	0.93%	0.42%	0.67%	0.52%	0.20%	0.92%	0.32%	0.79%	0.24%	0.66%	0.29%	0.22%	0.00%	0.25%	0.00%	0.55%	0.12%	0.25%	0.42%	0.00%	0.64%	0.28%	0.00%	0.61%	0.75%	0.41%	0.00%	0.16%	1.94%	0.00%	0.83%	0.26%	0.24%	0.69%	0.30%	1.55%	1.98%	0.00%	0.00%	0.11%	0.42%	0.00%	1.09%	0.40%	0.81%	0.23%	0.00%	0.36%	0.00%	0.00%	0.00%	0.21%	0.39%	0.00%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
