Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Волгодонская городская																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №2456	УИК №2479					
18	. Глазьев Сергей Юрьевич	4154	62	30	70	100	121	76	121	119	31	88	71	50	73	81	22	12	25	98	75	74	89	85	75	23	97	115	108	83	119	100	113	93	66	86	33	85	105	88	91	102	104	38	96	149	72	99	32	47	18	45	128	69	73	29					
		4.80%	3.36%	2.06%	4.52%	5.93%	7.03%	5.25%	6.92%	6.40%	4.10%	6.18%	5.07%	4.10%	6.36%	5.77%	1.62%	5.80%	1.32%	6.20%	4.75%	5.00%	6.98%	3.95%	5.79%	1.64%	6.29%	6.73%	6.10%	6.22%	7.08%	6.01%	6.09%	5.46%	4.28%	5.25%	1.94%	4.61%	6.58%	5.76%	5.39%	5.98%	5.48%	1.88%	4.45%	7.31%	3.45%	6.11%	2.01%	4.45%	1.50%	2.90%	6.38%	3.42%	4.15%	1.39%					
19	. Малышкин Олег Александрович	2460	36	34	32	42	38	46	44	40	13	33	43	42	34	52	44	6	115	40	51	47	41	47	31	45	40	33	55	23	51	36	47	54	46	64	52	24	36	25	40	49	57	41	48	86	52	30	67	28	50	52	105	42	54	77					
		2.84%	1.95%	2.34%	2.06%	2.49%	2.21%	3.18%	2.52%	2.15%	1.72%	2.32%	3.07%	3.44%	2.96%	3.70%	3.25%	2.90%	6.06%	2.53%	3.23%	3.18%	3.22%	2.18%	2.39%	3.21%	2.59%	1.93%	3.11%	1.72%	3.03%	2.16%	2.54%	3.17%	2.98%	3.91%	3.06%	1.30%	2.26%	1.64%	2.37%	2.87%	3.00%	2.03%	2.23%	4.22%	2.49%	1.85%	4.20%	2.65%	4.18%	3.35%	5.23%	2.08%	3.07%	3.68%					
20	. Миронов Сергей Михайлович	542	15	7	3	8	18	6	10	13	12	3	9	10	13	7	1	1	23	4	7	9	9	7	5	4	11	13	10	7	6	4	7	13	9	5	8	7	2	11	10	24	8	15	9	56	9	9	6	7	4	23	21	11	8	5					
		0.63%	0.81%	0.48%	0.19%	0.47%	1.05%	0.41%	0.57%	0.70%	1.59%	0.21%	0.64%	0.82%	1.13%	0.50%	0.07%	0.48%	1.21%	0.25%	0.44%	0.61%	0.71%	0.33%	0.39%	0.29%	0.71%	0.76%	0.56%	0.52%	0.36%	0.24%	0.38%	0.76%	0.58%	0.31%	0.47%	0.38%	0.13%	0.72%	0.59%	1.41%	0.42%	0.74%	0.42%	2.75%	0.43%	0.56%	0.38%	0.66%	0.33%	1.48%	1.05%	0.55%	0.46%	0.24%					
21	. Путин Владимир Владимирович	60680	1295	1078	1074	1053	948	960	1188	1227	512	946	981	853	721	942	1062	145	1348	1026	1125	962	826	1495	921	1155	1049	1043	1353	942	1115	1265	1291	1108	1027	1050	1403	1338	1072	1043	1188	1158	1338	1653	1612	1146	1444	1179	1277	785	964	1217	1365	1575	1299	1538					
		70.16%	70.15%	74.09%	69.29%	62.42%	55.08%	66.30%	67.92%	66.04%	67.72%	66.43%	70.02%	69.86%	62.80%	67.05%	78.38%	70.05%	70.98%	64.90%	71.20%	65.00%	64.78%	69.44%	71.06%	82.32%	68.03%	61.03%	76.40%	70.61%	66.33%	76.07%	69.63%	65.10%	66.56%	64.10%	82.58%	72.56%	67.17%	68.30%	70.42%	67.84%	70.46%	81.79%	74.80%	56.23%	69.19%	72.82%	80.11%	74.34%	80.53%	78.41%	68.05%	78.05%	73.93%	73.59%					
22	. Хакамада Ирина Муцуовна	2913	30	19	38	55	50	40	9	62	31	39	33	34	37	40	7	7	22	74	55	64	37	37	55	23	67	91	85	62	89	24	76	77	67	81	19	96	71	73	64	70	101	19	77	130	80	74	13	49	11	36	102	72	53	86					
		3.37%	1.63%	1.31%	2.45%	3.26%	2.91%	2.76%	0.51%	3.34%	4.10%	2.74%	2.36%	2.78%	3.22%	2.85%	0.52%	3.38%	1.16%	4.68%	3.48%	4.32%	2.90%	1.72%	4.24%	1.64%	4.35%	5.32%	4.80%	4.65%	5.29%	1.44%	4.10%	4.52%	4.34%	4.95%	1.12%	5.21%	4.45%	4.78%	3.79%	4.10%	5.32%	0.94%	3.57%	6.38%	3.83%	4.57%	0.82%	4.64%	0.92%	2.32%	5.08%	3.57%	3.02%	4.11%					
23	. Харитонов Николай Михайлович	11859	374	259	267	359	475	257	330	319	136	254	182	166	208	199	209	24	337	264	180	247	188	448	137	144	181	287	118	159	215	192	216	267	242	240	170	188	220	193	217	160	197	223	219	260	221	204	189	80	139	123	158	153	135	330					
		13.71%	20.26%	17.80%	17.23%	21.28%	27.60%	17.75%	18.87%	17.17%	17.99%	17.84%	12.99%	13.60%	18.12%	14.16%	15.42%	11.59%	17.75%	16.70%	11.39%	16.69%	14.75%	20.81%	10.57%	10.26%	11.74%	16.79%	6.66%	11.92%	12.79%	11.55%	11.65%	15.69%	15.68%	14.65%	10.01%	10.20%	13.78%	12.64%	12.86%	9.37%	10.37%	11.03%	10.16%	12.76%	10.59%	12.60%	11.86%	7.58%	11.61%	7.93%	7.88%	7.58%	7.68%	15.79%					
																																																													
24	Против всех	3338	30	16	58	61	64	58	38	71	14	54	69	60	59	80	6	12	20	70	78	70	75	16	68	8	89	118	31	50	80	34	99	84	75	101	10	101	86	88	71	132	76	7	91	156	166	24	10	46	5	36	109	82	112	14					
		3.86%	1.63%	1.10%	3.74%	3.62%	3.72%	4.01%	2.17%	3.82%	1.85%	3.79%	4.93%	4.91%	5.14%	5.69%	0.44%	5.80%	1.05%	4.43%	4.94%	4.73%	5.88%	0.74%	5.25%	0.57%	5.77%	6.90%	1.75%	3.75%	4.76%	2.04%	5.34%	4.94%	4.86%	6.17%	0.59%	5.48%	5.39%	5.76%	4.21%	7.73%	4.00%	0.35%	4.22%	7.65%	7.95%	1.48%	0.63%	4.36%	0.42%	2.32%	5.43%	4.06%	6.37%	0.67%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
