Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																			
Дата голосования: 18.09.2016																																																																			
																																																																			
Наименование Избирательной комиссии:    Дахадаевская																																																																			
																																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																																			
																																																																			
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436									
		0.27%	1.10%	0.20%	0.23%	0.14%	6.76%	0.27%	1.20%	0.22%	0.00%	0.16%	0.23%	0.00%	0.00%	1.42%	0.15%	0.38%	0.20%	0.00%	0.00%	0.00%	0.26%	0.18%	0.18%	0.18%	0.00%	0.19%	0.36%	0.00%	0.23%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.30%	0.00%	0.37%	0.00%	0.21%	0.00%	0.00%	0.18%	0.17%	0.00%	0.00%	0.47%	0.28%	0.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.22%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1271	5	62	85	37	15	19	1	48	0	32	23	22	13	69	35	13	26	10	11	7	40	57	59	57	0	56	14	8	22	24	6	12	8	10	26	11	0	15	5	9	3	29	17	8	14	8	25	3	12	58	60	10	13	11	18	10									
		5.36%	1.10%	6.15%	6.60%	5.18%	6.76%	5.12%	1.20%	5.17%	0.00%	5.14%	5.20%	4.03%	5.35%	24.56%	5.22%	5.00%	5.19%	5.03%	5.00%	5.51%	5.19%	5.24%	5.18%	5.20%	0.00%	5.22%	5.05%	4.94%	5.12%	5.27%	5.56%	4.96%	5.03%	4.83%	13.00%	6.15%	0.00%	16.67%	4.35%	5.26%	5.00%	5.25%	5.11%	4.79%	5.17%	5.41%	5.24%	5.66%	5.19%	5.18%	5.17%	4.65%	5.37%	5.16%	5.11%	5.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	0	3	4	2	0	1	1	3	0	2	1	0	1	0	2	1	2	1	1	0	2	3	0	9	0	3	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	2	1	1	1	0	1	0	1	3	3	0	1	1	1	1									
		0.27%	0.00%	0.30%	0.31%	0.28%	0.00%	0.27%	1.20%	0.32%	0.00%	0.32%	0.23%	0.00%	0.41%	0.00%	0.30%	0.38%	0.40%	0.50%	0.45%	0.00%	0.26%	0.28%	0.00%	0.82%	0.00%	0.28%	0.36%	0.00%	0.23%	0.22%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.36%	0.30%	0.60%	0.37%	0.00%	0.21%	0.00%	0.43%	0.27%	0.26%	0.00%	0.41%	0.47%	0.28%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	451	4	22	28	16	0	8	0	20	0	14	10	0	5	2	15	6	11	4	5	3	17	24	28	18	0	24	6	4	9	10	2	0	3	5	0	0	0	0	2	4	1	12	7	4	6	3	10	1	5	25	26	0	5	5	8	4									
		1.90%	0.88%	2.18%	2.17%	2.24%	0.00%	2.16%	0.00%	2.15%	0.00%	2.25%	2.26%	0.00%	2.06%	0.71%	2.24%	2.31%	2.20%	2.01%	2.27%	2.36%	2.20%	2.21%	2.46%	1.64%	0.00%	2.24%	2.17%	2.47%	2.09%	2.20%	1.85%	0.00%	1.89%	2.42%	0.00%	0.00%	0.00%	0.00%	1.74%	2.34%	1.67%	2.17%	2.10%	2.40%	2.21%	2.03%	2.10%	1.89%	2.16%	2.23%	2.24%	0.00%	2.07%	2.35%	2.27%	2.17%									
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
