Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Горномарийская районная																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236					
		11.80%	10.60%	11.08%	10.08%	3.35%	8.86%	18.93%	8.87%	9.63%	11.70%	9.26%	7.73%	10.14%	17.74%	11.58%	20.41%	14.43%	16.92%	14.23%	14.81%	11.82%	11.44%	10.90%	9.94%	13.69%	9.20%	13.39%	13.98%	8.98%	17.19%	10.28%	10.45%	13.95%	6.41%	11.24%	16.47%	14.84%	14.72%	10.00%	13.37%	10.55%	15.72%	10.94%	7.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	108	8	4	1	1	8	2	9	2	4	0	0	0	0	1	0	0	5	2	1	0	4	0	3	3	5	6	6	0	1	1	0	0	1	7	1	1	2	0	2	1	6	4	6					
		0.76%	1.18%	0.99%	0.42%	0.37%	1.36%	0.59%	1.35%	0.66%	1.02%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.94%	0.73%	0.41%	0.00%	1.17%	0.00%	0.85%	0.84%	1.15%	1.22%	0.85%	0.00%	0.45%	0.23%	0.00%	0.00%	0.43%	1.38%	0.24%	0.65%	1.23%	0.00%	1.07%	0.39%	1.55%	1.25%	1.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2516	128	54	27	10	103	47	180	72	106	37	51	41	34	79	24	58	79	48	44	25	59	29	70	71	60	81	80	17	30	111	82	4	44	71	82	21	24	26	52	44	76	49	86					
		17.79%	18.85%	13.30%	11.34%	3.72%	17.55%	13.91%	27.07%	23.92%	26.97%	22.84%	28.18%	29.71%	18.28%	20.79%	24.49%	19.02%	14.85%	17.52%	18.11%	12.32%	17.30%	18.59%	19.89%	19.83%	13.79%	16.43%	11.30%	10.18%	13.57%	25.93%	18.64%	4.65%	18.80%	14.00%	19.57%	13.55%	14.72%	17.33%	27.81%	17.19%	19.59%	15.31%	14.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	112	4	4	1	2	4	2	5	2	3	2	3	1	0	2	0	1	6	3	4	2	3	0	1	1	4	5	6	5	1	5	6	0	1	4	5	1	2	1	2	0	3	0	5					
		0.79%	0.59%	0.99%	0.42%	0.74%	0.68%	0.59%	0.75%	0.66%	0.76%	1.23%	1.66%	0.72%	0.00%	0.53%	0.00%	0.33%	1.13%	1.09%	1.65%	0.99%	0.88%	0.00%	0.28%	0.28%	0.92%	1.01%	0.85%	2.99%	0.45%	1.17%	1.36%	0.00%	0.43%	0.79%	1.19%	0.65%	1.23%	0.67%	1.07%	0.00%	0.77%	0.00%	0.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7762	362	242	170	231	332	190	285	151	210	77	83	67	86	184	44	147	279	148	139	100	194	87	193	188	267	286	342	98	136	202	241	59	141	316	207	88	80	98	92	150	198	197	375					
		54.89%	53.31%	59.61%	71.43%	85.87%	56.56%	56.21%	42.86%	50.17%	53.44%	47.53%	45.86%	48.55%	46.24%	48.42%	44.90%	48.20%	52.44%	54.01%	57.20%	49.26%	56.89%	55.77%	54.83%	52.51%	61.38%	58.01%	48.31%	58.68%	61.54%	47.20%	54.77%	68.60%	60.26%	62.33%	49.40%	56.77%	49.08%	65.33%	49.20%	58.59%	51.03%	61.56%	62.50%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	75	5	1	0	0	8	0	3	0	1	1	1	1	3	4	0	2	4	1	1	4	0	2	4	0	1	1	2	2	0	1	6	0	1	1	2	1	0	0	0	3	1	2	5					
		0.53%	0.74%	0.25%	0.00%	0.00%	1.36%	0.00%	0.45%	0.00%	0.25%	0.62%	0.55%	0.72%	1.61%	1.05%	0.00%	0.66%	0.75%	0.36%	0.41%	1.97%	0.00%	1.28%	1.14%	0.00%	0.23%	0.20%	0.28%	1.20%	0.00%	0.23%	1.36%	0.00%	0.43%	0.20%	0.48%	0.65%	0.00%	0.00%	0.00%	1.17%	0.26%	0.63%	0.83%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
