14	Грудинин Павел Николаевич	8505	67	117	131	108	94	126	93	97	117	130	124	149	113	134	101	128	86	93	94	148	136	73	101	91	127	108	60	120	100	102	111	150	139	128	138	129	138	72	128	111	121	133	115	151	107	136	121	140	107	105	101	137	108	91	88	159	170	149	145	128	139	88	131	107	81	68	105	108	93	158	139	96	121	23	11	13									
		8.56%	9.23%	9.11%	10.05%	9.52%	7.11%	8.65%	7.57%	7.12%	8.77%	8.71%	8.73%	9.76%	8.19%	8.48%	7.02%	8.68%	6.70%	8.64%	5.08%	9.74%	8.48%	6.63%	8.05%	8.54%	8.14%	8.70%	4.73%	7.43%	7.83%	7.99%	9.03%	9.56%	8.66%	8.55%	9.78%	8.91%	9.22%	7.27%	8.99%	7.62%	9.06%	9.31%	8.07%	10.44%	8.37%	10.45%	7.65%	9.04%	8.66%	9.35%	9.63%	9.35%	8.37%	7.38%	8.48%	9.03%	9.80%	8.16%	9.56%	9.18%	10.13%	6.70%	9.28%	7.82%	8.32%	8.59%	8.35%	8.19%	6.91%	10.34%	8.68%	9.85%	13.04%	10.65%	6.04%	7.60%									
15	Жириновский Владимир Вольфович	4199	46	45	49	44	68	51	51	65	43	67	76	56	65	69	113	64	66	42	132	68	68	35	53	44	151	52	56	59	40	51	53	65	50	67	55	52	68	45	66	70	67	59	41	72	61	55	58	72	49	51	54	43	31	50	33	58	69	55	56	48	72	64	59	62	51	25	48	55	12	53	66	26	18	14	5	7									
		4.23%	6.34%	3.50%	3.76%	3.88%	5.14%	3.50%	4.15%	4.77%	3.22%	4.49%	5.35%	3.67%	4.71%	4.36%	7.86%	4.34%	5.14%	3.90%	7.14%	4.47%	4.24%	3.18%	4.22%	4.13%	9.67%	4.19%	4.42%	3.65%	3.13%	3.99%	4.31%	4.14%	3.12%	4.48%	3.90%	3.59%	4.55%	4.54%	4.63%	4.80%	5.01%	4.13%	2.88%	4.98%	4.77%	4.23%	3.67%	4.65%	3.97%	4.54%	5.15%	2.94%	2.40%	4.06%	3.18%	3.30%	3.98%	3.01%	3.69%	3.44%	5.25%	4.87%	4.18%	4.53%	5.24%	3.16%	3.82%	4.17%	0.89%	3.47%	4.12%	2.67%	1.94%	6.48%	2.75%	4.09%									
16	Путин Владимир Владимирович	75732	525	995	948	858	1021	1110	956	1057	1005	1100	1051	1161	1040	1197	1124	1126	980	831	1462	1144	1246	889	940	809	1178	967	1050	1284	1008	1005	924	1193	1205	1112	1077	1117	1122	774	1091	1117	984	1087	1110	1052	978	978	1225	1160	959	868	779	1107	1013	962	814	1279	1295	1280	1168	1051	1014	1022	1053	1066	727	621	945	1003	1168	1108	1224	732	668	151	149	133									
		76.23%	72.31%	77.49%	72.76%	75.66%	77.23%	76.24%	77.85%	77.61%	75.34%	73.73%	74.01%	76.03%	75.42%	75.71%	78.16%	76.34%	76.32%	77.23%	79.07%	75.26%	77.73%	80.74%	74.90%	75.96%	75.46%	77.92%	82.81%	79.46%	78.94%	78.70%	75.18%	76.04%	75.08%	74.28%	76.33%	77.14%	75.00%	78.10%	76.62%	76.66%	73.65%	76.12%	77.89%	72.75%	76.47%	75.17%	77.43%	74.94%	77.65%	77.29%	74.26%	75.56%	78.53%	78.02%	78.42%	72.67%	74.68%	70.14%	76.99%	75.39%	73.91%	77.78%	74.58%	77.92%	74.64%	78.41%	75.18%	76.10%	86.84%	72.51%	76.40%	75.08%	71.98%	69.91%	81.87%	77.78%									
17	Собчак Ксения Анатольевна	3497	31	42	76	45	48	54	36	47	55	52	55	45	56	49	9	52	48	39	11	44	52	31	55	39	14	33	29	55	53	42	35	57	69	75	42	50	50	31	42	53	45	50	53	62	62	39	77	69	36	32	45	59	45	42	26	100	60	32	56	46	52	47	67	52	49	12	61	51	7	79	61	55	41	13	5	8									
		3.52%	4.27%	3.27%	5.83%	3.97%	3.63%	3.71%	2.93%	3.45%	4.12%	3.49%	3.87%	2.95%	4.06%	3.10%	0.63%	3.53%	3.74%	3.62%	0.59%	2.89%	3.24%	2.82%	4.38%	3.66%	0.90%	2.66%	2.29%	3.40%	4.15%	3.29%	2.85%	3.63%	4.30%	5.01%	2.98%	3.45%	3.34%	3.13%	2.95%	3.64%	3.37%	3.50%	3.72%	4.29%	4.85%	2.99%	4.87%	4.46%	2.91%	2.85%	4.29%	4.03%	3.49%	3.41%	2.50%	5.68%	3.46%	1.75%	3.69%	3.30%	3.79%	3.58%	4.75%	3.80%	5.03%	1.52%	4.85%	3.87%	0.52%	5.17%	3.81%	5.64%	4.42%	6.02%	2.75%	4.68%									
18	Сурайкин Максим Александрович	713	10	7	16	10	6	18	12	4	14	14	11	8	9	11	2	12	7	10	2	12	18	13	10	5	2	8	4	11	7	8	13	7	7	9	13	8	14	8	10	19	9	17	6	8	11	8	11	12	12	10	6	14	7	9	7	18	9	12	14	17	7	8	10	13	5	2	11	10	2	16	15	3	3	0	1	1									
		0.72%	1.38%	0.55%	1.23%	0.88%	0.45%	1.24%	0.98%	0.29%	1.05%	0.94%	0.77%	0.52%	0.65%	0.70%	0.14%	0.81%	0.55%	0.93%	0.11%	0.79%	1.12%	1.18%	0.80%	0.47%	0.13%	0.64%	0.32%	0.68%	0.55%	0.63%	1.06%	0.45%	0.44%	0.60%	0.92%	0.55%	0.94%	0.81%	0.70%	1.30%	0.67%	1.19%	0.42%	0.55%	0.86%	0.61%	0.70%	0.78%	0.97%	0.89%	0.57%	0.96%	0.54%	0.73%	0.67%	1.02%	0.52%	0.66%	0.92%	1.22%	0.51%	0.61%	0.71%	0.95%	0.51%	0.25%	0.88%	0.76%	0.15%	1.05%	0.94%	0.31%	0.32%	0.00%	0.55%	0.58%									
19	Титов Борис Юрьевич	1554	12	23	21	28	18	26	15	21	17	27	21	19	26	23	7	19	16	17	43	26	22	25	17	15	9	14	29	19	12	14	16	21	33	22	12	20	34	11	18	16	26	20	30	26	14	12	19	21	21	10	18	25	24	19	16	40	34	21	30	24	15	30	23	16	15	18	30	23	18	28	29	22	25	1	5	2									
		1.56%	1.65%	1.79%	1.61%	2.47%	1.36%	1.79%	1.22%	1.54%	1.27%	1.81%	1.48%	1.24%	1.89%	1.45%	0.49%	1.29%	1.25%	1.58%	2.33%	1.71%	1.37%	2.27%	1.35%	1.41%	0.58%	1.13%	2.29%	1.18%	0.94%	1.10%	1.30%	1.34%	2.06%	1.47%	0.85%	1.38%	2.27%	1.11%	1.26%	1.10%	1.95%	1.40%	2.11%	1.80%	1.09%	0.92%	1.20%	1.36%	1.70%	0.89%	1.72%	1.71%	1.86%	1.54%	1.54%	2.27%	1.96%	1.15%	1.98%	1.72%	1.09%	2.28%	1.63%	1.17%	1.54%	2.27%	2.39%	1.75%	1.34%	1.83%	1.81%	2.26%	2.69%	0.46%	2.75%	1.17%									
20	Явлинский Григорий Алексеевич	3073	18	38	36	25	39	43	36	48	53	60	63	63	42	50	60	41	48	24	74	40	32	22	50	36	57	27	25	47	38	25	47	47	69	61	44	41	37	25	38	39	44	29	44	42	28	41	39	48	28	24	22	49	38	28	20	51	48	249	25	35	39	28	32	24	36	30	26	40	22	45	47	19	33	4	4	4									
		3.09%	2.48%	2.96%	2.76%	2.20%	2.95%	2.95%	2.93%	3.52%	3.97%	4.02%	4.44%	4.13%	3.05%	3.16%	4.17%	2.78%	3.74%	2.23%	4.00%	2.63%	1.99%	1.99%	3.98%	3.38%	3.65%	2.18%	1.97%	2.91%	2.98%	1.96%	3.82%	2.99%	4.30%	4.07%	3.12%	2.83%	2.47%	2.52%	2.67%	2.68%	3.29%	2.03%	3.09%	2.90%	2.19%	3.15%	2.47%	3.10%	2.27%	2.14%	2.10%	3.34%	2.95%	2.27%	1.93%	2.90%	2.77%	13.64%	1.65%	2.51%	2.84%	2.13%	2.27%	1.75%	3.70%	3.79%	2.07%	3.03%	1.64%	2.95%	2.93%	1.95%	3.56%	1.85%	2.20%	2.34%									
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
