Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																										
Дата голосования: 07.12.2003 0:00:00																																																																										
																																																																										
"Наименование Избирательной комиссии:    Чебоксары, Московская "																																																																										
																																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																										
																																																																										
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	3114	20	50	59	50	50	55	50	50	50	50	65	50	50	50	50	50	50	50	50	50	50	50	50	60	50	100	65	90	70	70	70	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	30	20	30	30	30	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	2242	11	43	50	46	42	49	43	34	40	35	55	49	47	43	42	47	39	49	37	27	42	38	37	48	33	81	50	84	56	70	61	25	34	15	30	11	25	19	40	36	26	46	38	25	28	31	31	50	43	39	30	29	40	34	30	34	6	2	5	2	10	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2606	14	5	14	17	8	10	13	18	2	14	10	10	15	5	14	10	14	9	9	8	9	11	13	16	16	14	32	20	10	18	16	8	10	147	15	8	5	12	11	9	9	16	6	11	9	6	9	10	16	9	14	5	8	17	11	19	3	3	2	1	43	131	360	361	149	446	313					
14	Число погашенных открепительных удостоверений	872	9	7	9	4	8	6	7	16	10	15	10	1	3	7	8	3	11	1	13	23	8	12	13	12	17	19	15	6	14	0	9	25	16	35	20	39	25	31	10	14	24	4	12	25	22	19	19	0	7	11	20	21	10	16	20	16	24	18	25	28	20	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	21	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
18	"1. ""ЕДИНЕНИЕ"""	816	13	12	7	14	19	11	17	9	16	10	18	8	8	6	9	7	10	7	15	9	21	12	12	9	15	14	16	9	19	16	11	6	7	13	9	7	21	13	9	20	14	19	8	20	22	20	18	15	11	11	16	23	10	17	20	17	4	5	4	8	3	5	9	10	2	14	7					
		1.06%	3.43%	0.92%	0.45%	0.91%	1.18%	0.64%	1.14%	0.60%	1.18%	0.90%	1.24%	0.49%	0.54%	0.47%	0.74%	0.44%	0.66%	0.59%	1.27%	0.64%	1.30%	1.40%	1.59%	0.75%	1.29%	1.21%	1.37%	0.71%	1.46%	0.98%	0.70%	0.48%	0.74%	1.93%	0.77%	1.35%	1.94%	1.09%	0.65%	1.54%	0.99%	1.24%	0.53%	1.58%	1.32%	1.38%	1.13%	1.00%	0.74%	0.77%	0.97%	1.57%	0.65%	1.13%	1.42%	1.24%	1.23%	4.90%	2.19%	3.77%	1.22%	3.24%	2.5%	2.68%	1.24%	3.13%	2.23%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	5062	11	104	147	142	110	121	107	109	65	73	93	117	90	103	87	100	90	97	107	91	100	40	46	78	70	67	83	78	82	97	118	72	65	35	118	12	68	70	78	61	69	98	100	72	140	96	114	110	108	104	111	95	111	77	79	80	12	5	8	3	12	0	10	13	3	13	17					
		6.58%	2.90%	8.02%	9.63%	9.26%	6.84%	7.09%	7.20%	7.37%	4.83%	6.60%	6.43%	7.28%	6.13%	8.12%	7.15%	6.36%	5.97%	8.17%	9.08%	6.49%	6.22%	4.68%	6.12%	6.50%	6.05%	5.83%	7.14%	6.16%	6.32%	5.96%	7.54%	5.80%	6.88%	5.21%	10.10%	2.33%	6.28%	5.90%	5.71%	4.72%	4.89%	6.40%	6.68%	5.70%	8.45%	6.63%	7.18%	7.36%	7.29%	7.32%	6.78%	6.52%	7.31%	5.11%	5.63%	5.85%	3.69%	4.90%	4.39%	1.41%	4.89%	0.0%	2.77%	3.49%	1.86%	2.91%	5.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1512	7	26	24	32	33	26	23	39	36	25	24	47	36	33	21	33	25	19	16	35	40	16	9	24	43	15	9	15	28	8	32	32	10	17	11	26	20	24	31	37	39	18	28	14	18	37	38	16	15	23	43	27	30	42	37	26	7	3	5	8	4	1	4	5	1	4	12					
		1.96%	1.84%	2.00%	1.57%	2.08%	2.05%	1.52%	1.54%	2.64%	2.67%	2.26%	1.66%	2.92%	2.45%	2.60%	1.72%	2.10%	1.66%	1.60%	1.35%	2.49%	2.49%	1.87%	1.19%	2.00%	3.71%	1.30%	0.77%	1.18%	2.16%	0.49%	2.04%	2.58%	1.05%	2.53%	0.94%	5.04%	1.84%	2.02%	2.26%	2.86%	2.76%	1.17%	1.87%	1.10%	1.08%	2.55%	2.39%	1.07%	1.01%	1.61%	2.62%	1.85%	1.97%	2.79%	2.64%	1.90%	2.15%	2.94%	2.74%	3.77%	1.63%	0.64%	1.11%	1.34%	0.62%	0.89%	3.83%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3022	16	54	10	66	53	66	66	63	64	55	61	73	53	70	60	87	80	76	58	54	81	30	18	44	50	35	51	40	56	63	87	47	45	22	61	15	38	41	34	45	45	49	48	35	69	51	49	62	67	50	62	52	76	47	60	48	8	4	5	4	7	0	10	11	1	7	7					
		3.92%	4.22%	4.16%	0.65%	4.30%	3.29%	3.87%	4.44%	4.26%	4.75%	4.97%	4.22%	4.54%	3.61%	5.52%	4.93%	5.54%	5.31%	6.40%	4.92%	3.85%	5.04%	3.51%	2.39%	3.66%	4.32%	3.04%	4.39%	3.16%	4.32%	3.87%	5.56%	3.79%	4.76%	3.27%	5.22%	2.91%	3.51%	3.45%	2.48%	3.48%	3.18%	3.20%	3.20%	2.77%	4.16%	3.52%	3.08%	4.14%	4.52%	3.52%	3.78%	3.56%	5.00%	3.12%	4.28%	3.51%	2.46%	3.92%	2.74%	1.88%	2.85%	0.0%	2.77%	2.95%	0.62%	1.56%	2.23%					
22	"5. ""За Русь Святую"""	361	3	3	6	9	6	4	8	5	7	6	3	6	12	5	8	11	9	4	5	6	15	3	2	10	9	6	4	2	6	2	1	8	2	9	3	3	7	7	2	2	17	5	6	5	7	16	11	13	6	8	2	5	3	8	1	5	2	0	2	2	2	0	2	1	1	1	1					
		0.46%	0.79%	0.23%	0.39%	0.58%	0.37%	0.23%	0.53%	0.33%	0.52%	0.54%	0.20%	0.37%	0.81%	0.39%	0.65%	0.70%	0.59%	0.33%	0.42%	0.42%	0.93%	0.35%	0.26%	0.83%	0.77%	0.52%	0.34%	0.15%	0.46%	0.12%	0.06%	0.64%	0.21%	1.34%	0.25%	0.58%	0.64%	0.59%	0.14%	0.15%	1.20%	0.32%	0.40%	0.39%	0.42%	1.10%	0.69%	0.87%	0.40%	0.56%	0.12%	0.34%	0.19%	0.53%	0.07%	0.36%	0.61%	0.0%	1.09%	0.94%	0.81%	0.0%	0.55%	0.26%	0.62%	0.22%	0.31%					
23	"6. ""Объединенная Российская партия ""Русь"""	181	0	2	5	1	5	4	4	2	2	3	3	4	4	1	0	4	3	4	1	1	5	0	3	1	1	3	3	4	3	3	3	5	3	1	2	2	2	4	1	0	6	3	8	3	2	6	5	4	2	2	8	3	5	6	6	4	1	0	0	1	2	0	0	0	0	1	1					
		0.23%	0.0%	0.15%	0.32%	0.06%	0.31%	0.23%	0.26%	0.13%	0.14%	0.27%	0.20%	0.24%	0.27%	0.07%	0.0%	0.25%	0.19%	0.33%	0.08%	0.07%	0.31%	0.0%	0.39%	0.08%	0.08%	0.26%	0.25%	0.31%	0.23%	0.18%	0.19%	0.40%	0.31%	0.14%	0.17%	0.38%	0.18%	0.33%	0.07%	0.0%	0.42%	0.19%	0.53%	0.23%	0.12%	0.41%	0.31%	0.26%	0.13%	0.14%	0.48%	0.20%	0.32%	0.39%	0.42%	0.29%	0.30%	0.0%	0.0%	0.47%	0.81%	0.0%	0.0%	0.0%	0.0%	0.22%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	544	5	11	10	13	16	11	9	3	8	10	9	9	16	10	10	7	10	5	11	6	11	4	5	16	9	7	5	7	12	11	16	3	12	7	7	5	4	4	8	12	10	11	19	3	9	12	21	10	7	6	14	16	11	5	5	13	3	0	1	1	1	0	3	4	0	3	2					
		0.70%	1.31%	0.84%	0.65%	0.84%	0.99%	0.64%	0.60%	0.20%	0.59%	0.90%	0.62%	0.56%	1.09%	0.78%	0.82%	0.44%	0.66%	0.42%	0.93%	0.42%	0.68%	0.46%	0.66%	1.33%	0.77%	0.60%	0.43%	0.55%	0.92%	0.67%	1.02%	0.24%	1.27%	1.04%	0.59%	0.97%	0.36%	0.33%	0.58%	0.92%	0.70%	0.71%	1.27%	0.23%	0.54%	0.82%	1.32%	0.66%	0.47%	0.42%	0.85%	1.09%	0.72%	0.33%	0.35%	0.95%	0.92%	0.0%	0.54%	0.47%	0.40%	0.0%	0.83%	1.07%	0.0%	0.67%	0.63%					
25	"8. ""Народно-республиканская партия России"""	157	2	5	1	5	2	0	2	1	2	0	5	6	2	3	3	3	4	0	5	0	0	1	3	2	1	7	5	3	2	1	2	5	0	1	1	2	3	0	2	2	4	2	7	4	4	1	4	4	2	2	2	2	3	3	5	3	1	1	0	2	3	0	0	2	0	1	1					
		0.20%	0.52%	0.38%	0.06%	0.32%	0.12%	0.0%	0.13%	0.06%	0.14%	0.0%	0.34%	0.37%	0.13%	0.23%	0.24%	0.19%	0.26%	0.0%	0.42%	0.0%	0.0%	0.11%	0.39%	0.16%	0.08%	0.60%	0.43%	0.23%	0.15%	0.06%	0.12%	0.40%	0.0%	0.14%	0.08%	0.38%	0.27%	0.0%	0.14%	0.15%	0.28%	0.13%	0.46%	0.31%	0.24%	0.06%	0.25%	0.26%	0.13%	0.14%	0.12%	0.13%	0.19%	0.19%	0.35%	0.21%	0.30%	0.98%	0.0%	0.94%	1.22%	0.0%	0.0%	0.53%	0.0%	0.22%	0.31%					
26	"9. ""Российская экологическая партия ""Зеленые"""	407	1	10	8	8	9	10	8	7	6	5	7	9	16	6	3	5	9	7	3	10	4	7	3	9	2	2	7	13	6	7	4	9	6	2	6	0	8	3	4	4	7	8	13	9	19	12	7	8	9	8	2	10	17	8	4	5	4	0	1	0	1	0	0	1	0	1	0					
		0.52%	0.26%	0.77%	0.52%	0.52%	0.55%	0.58%	0.53%	0.47%	0.44%	0.45%	0.48%	0.56%	1.09%	0.47%	0.24%	0.31%	0.59%	0.59%	0.25%	0.71%	0.24%	0.81%	0.39%	0.75%	0.17%	0.17%	0.60%	1.02%	0.46%	0.43%	0.25%	0.72%	0.63%	0.29%	0.51%	0.0%	0.73%	0.25%	0.29%	0.30%	0.49%	0.52%	0.86%	0.71%	1.14%	0.82%	0.44%	0.53%	0.60%	0.56%	0.12%	0.68%	1.12%	0.53%	0.28%	0.36%	1.23%	0.0%	0.54%	0.0%	0.40%	0.0%	0.0%	0.26%	0.0%	0.22%	0.0%					
27	"10. ""Аграрная партия России"""	2044	13	29	45	37	49	64	38	29	37	26	37	36	39	18	30	39	33	18	30	35	41	20	21	36	43	37	42	48	32	90	40	36	24	10	14	17	24	30	20	15	35	55	42	30	68	29	33	57	30	54	48	37	39	33	36	44	8	0	3	3	6	1	7	10	3	5	6					
		2.65%	3.43%	2.23%	2.94%	2.41%	3.04%	3.75%	2.55%	1.96%	2.75%	2.35%	2.56%	2.24%	2.66%	1.41%	2.46%	2.48%	2.19%	1.51%	2.54%	2.49%	2.55%	2.34%	2.79%	3.00%	3.71%	3.22%	3.61%	3.79%	2.46%	5.53%	2.55%	2.90%	2.54%	1.49%	1.19%	3.30%	2.21%	2.53%	1.46%	1.16%	2.48%	3.59%	2.80%	2.37%	4.10%	2.00%	2.08%	3.81%	2.02%	3.80%	2.93%	2.53%	2.57%	2.19%	2.56%	3.22%	2.46%	0.0%	1.64%	1.41%	2.44%	0.64%	1.94%	2.68%	1.86%	1.12%	1.91%					
28	"11. ""Истинные патриоты России"""	77	0	1	0	0	0	3	0	1	0	2	3	1	2	0	0	1	1	0	0	1	4	0	0	1	2	1	2	2	1	2	0	1	0	1	1	2	3	0	0	0	4	5	2	1	2	2	0	2	4	3	0	0	1	0	0	5	1	0	0	1	3	0	0	0	0	0	2					
		0.10%	0.0%	0.07%	0.0%	0.0%	0.0%	0.17%	0.0%	0.06%	0.0%	0.18%	0.20%	0.06%	0.13%	0.0%	0.0%	0.06%	0.06%	0.0%	0.0%	0.07%	0.24%	0.0%	0.0%	0.08%	0.17%	0.08%	0.17%	0.15%	0.07%	0.12%	0.0%	0.08%	0.0%	0.14%	0.08%	0.38%	0.27%	0.0%	0.0%	0.0%	0.28%	0.32%	0.13%	0.07%	0.12%	0.13%	0.0%	0.13%	0.27%	0.21%	0.0%	0.0%	0.06%	0.0%	0.0%	0.36%	0.30%	0.0%	0.0%	0.47%	1.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1970	21	38	43	39	51	43	46	40	28	27	26	33	21	26	26	39	31	34	20	55	37	27	34	24	49	44	33	37	35	35	30	38	30	21	32	8	36	31	27	27	37	38	33	38	47	27	51	39	31	40	35	39	36	30	16	34	1	5	5	8	9	9	6	16	6	0	12					
		2.56%	5.54%	2.93%	2.81%	2.54%	3.17%	2.52%	3.09%	2.70%	2.08%	2.44%	1.79%	2.05%	1.43%	2.05%	2.13%	2.48%	2.05%	2.86%	1.69%	3.92%	2.30%	3.16%	4.52%	2.00%	4.23%	3.82%	2.84%	2.92%	2.70%	2.15%	1.91%	3.06%	3.17%	3.12%	2.73%	1.55%	3.32%	2.61%	1.97%	2.08%	2.62%	2.48%	2.20%	3.00%	2.83%	1.86%	3.21%	2.61%	2.09%	2.81%	2.13%	2.67%	2.37%	1.99%	1.14%	2.48%	0.30%	4.90%	2.74%	3.77%	3.67%	5.84%	1.66%	4.30%	3.72%	0.0%	3.83%					
30	"13. ""Демократическая партия России"""	121	0	1	2	0	5	2	3	5	1	2	1	1	4	3	1	3	1	1	1	0	2	0	1	4	2	5	3	2	2	0	1	3	1	2	2	0	4	2	5	4	2	6	2	1	2	2	3	1	1	2	4	1	2	3	2	1	1	0	0	0	1	0	0	1	1	0	0					
		0.15%	0.0%	0.07%	0.13%	0.0%	0.31%	0.11%	0.20%	0.33%	0.07%	0.18%	0.06%	0.06%	0.27%	0.23%	0.08%	0.19%	0.06%	0.08%	0.08%	0.0%	0.12%	0.0%	0.13%	0.33%	0.17%	0.43%	0.25%	0.15%	0.15%	0.0%	0.06%	0.24%	0.10%	0.29%	0.17%	0.0%	0.36%	0.16%	0.36%	0.30%	0.14%	0.39%	0.13%	0.07%	0.12%	0.13%	0.18%	0.06%	0.06%	0.14%	0.24%	0.06%	0.13%	0.19%	0.14%	0.07%	0.30%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.26%	0.62%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	138	0	0	4	1	4	0	1	2	3	2	4	5	3	2	1	3	2	4	9	2	0	1	2	1	1	2	7	5	3	1	3	3	2	2	1	3	2	4	6	0	1	3	2	2	0	3	2	2	0	3	0	1	2	4	2	2	0	1	1	1	0	0	1	3	0	1	0					
		0.17%	0.0%	0.0%	0.26%	0.06%	0.24%	0.0%	0.06%	0.13%	0.22%	0.18%	0.27%	0.31%	0.20%	0.15%	0.08%	0.19%	0.13%	0.33%	0.76%	0.14%	0.0%	0.11%	0.26%	0.08%	0.08%	0.17%	0.60%	0.39%	0.23%	0.06%	0.19%	0.24%	0.21%	0.29%	0.08%	0.58%	0.18%	0.33%	0.43%	0.0%	0.07%	0.19%	0.13%	0.15%	0.0%	0.20%	0.12%	0.13%	0.0%	0.21%	0.0%	0.06%	0.13%	0.26%	0.14%	0.14%	0.0%	0.98%	0.54%	0.47%	0.0%	0.0%	0.27%	0.80%	0.0%	0.22%	0.0%					
32	"15. ""Партия СЛОН"""	90	0	2	2	2	0	4	2	2	1	2	1	1	1	1	0	2	0	1	1	1	1	1	1	2	4	1	1	1	0	1	3	0	1	0	2	2	3	3	4	1	1	1	3	3	1	1	0	1	1	2	3	4	1	2	2	3	2	0	0	0	0	0	0	0	0	1	0					
		0.11%	0.0%	0.15%	0.13%	0.13%	0.0%	0.23%	0.13%	0.13%	0.07%	0.18%	0.06%	0.06%	0.06%	0.07%	0.0%	0.12%	0.0%	0.08%	0.08%	0.07%	0.06%	0.11%	0.13%	0.16%	0.34%	0.08%	0.08%	0.07%	0.0%	0.06%	0.19%	0.0%	0.10%	0.0%	0.17%	0.38%	0.27%	0.25%	0.29%	0.07%	0.07%	0.06%	0.20%	0.23%	0.06%	0.06%	0.0%	0.06%	0.06%	0.14%	0.18%	0.27%	0.06%	0.13%	0.14%	0.21%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6948	14	127	176	192	149	176	133	142	171	114	149	156	155	170	132	178	162	107	140	150	156	62	32	104	83	92	65	64	91	91	202	120	97	28	143	29	62	108	92	92	127	132	124	100	144	136	148	161	156	153	142	134	157	93	99	109	19	1	10	7	22	2	13	23	5	8	17					
		9.03%	3.69%	9.79%	11.53%	12.52%	9.26%	10.32%	8.95%	9.61%	12.71%	10.31%	10.31%	9.71%	10.57%	13.40%	10.85%	11.33%	10.75%	9.02%	11.88%	10.70%	9.71%	7.25%	4.26%	8.67%	7.17%	8.00%	5.59%	5.05%	7.02%	5.59%	12.91%	9.67%	10.27%	4.17%	12.24%	5.63%	5.73%	9.11%	6.73%	7.12%	9.00%	8.63%	8.28%	7.91%	8.70%	9.39%	9.33%	10.77%	10.53%	10.77%	8.67%	9.19%	10.34%	6.18%	7.06%	7.97%	5.84%	0.98%	5.49%	3.30%	8.97%	1.29%	3.61%	6.18%	3.10%	1.79%	5.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	160	2	3	7	2	0	4	4	3	1	1	1	2	1	1	4	2	0	3	1	4	4	4	1	2	2	6	4	2	2	5	4	3	0	2	3	0	1	1	5	6	3	2	2	1	4	6	1	2	6	3	4	4	3	5	2	0	3	0	0	1	2	0	1	1	0	0	1					
		0.20%	0.52%	0.23%	0.45%	0.13%	0.0%	0.23%	0.26%	0.20%	0.07%	0.09%	0.06%	0.12%	0.06%	0.07%	0.32%	0.12%	0.0%	0.25%	0.08%	0.28%	0.24%	0.46%	0.13%	0.16%	0.17%	0.52%	0.34%	0.15%	0.15%	0.30%	0.25%	0.24%	0.0%	0.29%	0.25%	0.0%	0.09%	0.08%	0.36%	0.46%	0.21%	0.13%	0.13%	0.07%	0.24%	0.41%	0.06%	0.13%	0.40%	0.21%	0.24%	0.27%	0.19%	0.33%	0.14%	0.0%	0.92%	0.0%	0.0%	0.47%	0.81%	0.0%	0.27%	0.26%	0.0%	0.0%	0.31%					
35	"18. ""ЛДПР"""	6433	46	130	121	120	156	158	142	124	96	86	98	115	131	94	92	108	118	80	69	113	119	68	63	96	83	99	110	77	139	115	96	127	66	119	74	47	107	112	115	124	116	144	132	109	132	116	144	132	135	116	143	154	141	122	118	128	47	10	13	14	29	2	24	20	6	23	10					
		8.36%	12.13%	10.03%	7.92%	7.82%	9.70%	9.26%	9.56%	8.39%	7.13%	7.78%	6.78%	7.16%	8.93%	7.41%	7.56%	6.87%	7.83%	6.74%	5.85%	8.06%	7.40%	7.96%	8.38%	8.00%	7.17%	8.61%	9.47%	6.08%	10.72%	7.06%	6.13%	10.24%	6.99%	17.73%	6.33%	9.12%	9.88%	9.45%	8.41%	9.59%	8.22%	9.41%	8.82%	8.63%	7.97%	8.01%	9.07%	8.83%	9.11%	8.16%	8.74%	10.56%	9.29%	8.11%	8.42%	9.37%	14.46%	9.80%	7.14%	6.60%	11.83%	1.29%	6.66%	5.37%	3.72%	5.15%	3.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2299	8	38	38	30	72	39	43	29	73	71	72	60	52	41	41	60	39	39	23	42	49	49	34	17	28	31	41	39	37	54	29	34	27	21	21	14	26	28	46	36	30	41	24	43	36	31	38	46	56	44	58	51	39	34	40	42	11	1	5	3	10	0	11	16	1	10	7					
		2.98%	2.11%	2.93%	2.49%	1.95%	4.47%	2.28%	2.89%	1.96%	5.42%	6.42%	4.98%	3.73%	3.54%	3.23%	3.37%	3.82%	2.58%	3.28%	1.95%	2.99%	3.05%	5.73%	4.52%	1.41%	2.42%	2.69%	3.53%	3.08%	2.85%	3.31%	1.85%	2.74%	2.86%	3.12%	1.79%	2.71%	2.40%	2.36%	3.36%	2.78%	2.12%	2.68%	1.60%	3.40%	2.17%	2.14%	2.39%	3.07%	3.78%	3.09%	3.54%	3.50%	2.57%	2.26%	2.85%	3.07%	3.38%	0.98%	2.74%	1.41%	4.08%	0.0%	3.05%	4.30%	0.62%	2.24%	2.23%					
37	"20. ""Политическая партия ""Единая Россия"""	24464	118	406	514	479	440	525	434	431	386	310	398	464	429	300	348	445	406	406	443	390	454	302	275	385	335	423	398	557	405	696	419	337	256	146	417	166	358	344	470	425	406	513	496	495	533	425	450	504	494	415	474	467	455	478	433	391	122	30	46	103	65	117	196	173	92	297	154					
