Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Козьмодемьянская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	3	5	9	4	7	2	5	4	3	2	4	2	3	5	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	102	7	5	7	9	8	8	5	6	10	5	5	3	5	5	7	7									
		1.13%	1.27%	0.73%	1.16%	1.36%	1.07%	1.45%	0.80%	1.02%	1.49%	0.77%	1.19%	1.20%	1.02%	0.93%	1.32%	1.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	304	29	24	20	16	20	26	24	19	18	22	13	4	16	21	16	16									
		3.35%	5.26%	3.52%	3.31%	2.42%	2.66%	4.72%	3.83%	3.23%	2.68%	3.37%	3.10%	1.61%	3.28%	3.93%	3.02%	3.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	139	7	12	9	4	7	8	8	4	14	13	6	5	9	14	10	9									
		1.53%	1.27%	1.76%	1.49%	0.61%	0.93%	1.45%	1.28%	0.68%	2.08%	1.99%	1.43%	2.01%	1.84%	2.62%	1.89%	1.78%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4070	208	300	273	285	343	245	235	284	300	285	190	154	243	245	251	229									
		44.90%	37.75%	44.05%	45.20%	43.12%	45.67%	44.46%	37.54%	48.22%	44.64%	43.71%	45.35%	61.85%	49.80%	45.79%	47.45%	45.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	2	6	2	3	4	5	6	3	3	4	3	1	3	6	4	3									
		0.64%	0.36%	0.88%	0.33%	0.45%	0.53%	0.91%	0.96%	0.51%	0.45%	0.61%	0.72%	0.40%	0.61%	1.12%	0.76%	0.59%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	2									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.16%	0.00%	0.15%	0.00%	0.24%	0.00%	0.00%	0.19%	0.19%	0.39%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1335	81	81	90	90	114	61	83	91	90	106	79	34	95	81	76	83									
		14.73%	14.70%	11.89%	14.90%	13.62%	15.18%	11.07%	13.26%	15.45%	13.39%	16.26%	18.85%	13.65%	19.47%	15.14%	14.37%	16.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	1	1	1	1	6	2	3	3	1	3	4	1	4	1	1	2									
		0.39%	0.18%	0.15%	0.17%	0.15%	0.80%	0.36%	0.48%	0.51%	0.15%	0.46%	0.95%	0.40%	0.82%	0.19%	0.19%	0.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	3	9	4	6	2	1	2	2	2	5	5	0	1	2	2	5									
		0.56%	0.54%	1.32%	0.66%	0.91%	0.27%	0.18%	0.32%	0.34%	0.30%	0.77%	1.19%	0.00%	0.20%	0.37%	0.38%	0.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	1	0	3	0	0	2	0	1	2	0	0	0	1	0	2									
		0.14%	0.18%	0.15%	0.00%	0.45%	0.00%	0.00%	0.32%	0.00%	0.15%	0.31%	0.00%	0.00%	0.00%	0.19%	0.00%	0.39%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	4	6	3	4	7	1	6	3	6	4	2	1	2	6	1	3									
		0.65%	0.73%	0.88%	0.50%	0.61%	0.93%	0.18%	0.96%	0.51%	0.89%	0.61%	0.48%	0.40%	0.41%	1.12%	0.19%	0.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2138	154	180	124	175	172	159	157	134	165	159	93	34	79	123	116	114									
		23.59%	27.95%	26.43%	20.53%	26.48%	22.90%	28.86%	25.08%	22.75%	24.55%	24.39%	22.20%	13.65%	16.19%	22.99%	21.93%	22.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	3	1	1	1	2	1	8	5	1	1	0	0	3	0	1	0									
		0.31%	0.54%	0.15%	0.17%	0.15%	0.27%	0.18%	1.28%	0.85%	0.15%	0.15%	0.00%	0.00%	0.61%	0.00%	0.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	552	40	44	66	54	52	27	46	23	52	31	13	9	21	18	37	19									
		6.09%	7.26%	6.46%	10.93%	8.17%	6.92%	4.90%	7.35%	3.90%	7.74%	4.75%	3.10%	3.61%	4.30%	3.36%	6.99%	3.75%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
