Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Лахденпохская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264									
		0.46%	0.81%	0.43%	0.00%	0.00%	0.34%	0.49%	0.84%	0.52%	0.00%	0.00%	0.00%	0.41%	0.00%	1.10%	0.00%	0.63%	0.91%	0.00%	1.47%	0.00%	1.07%	0.00%	0.00%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0									
		0.17%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.28%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.31%	0.00%	0.00%	1.47%	0.00%	0.00%	0.75%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	812	74	64	62	28	45	36	76	38	15	35	17	67	20	19	10	53	15	14	8	5	45	36	10	20									
		17.14%	14.92%	13.76%	12.23%	16.87%	15.46%	17.56%	21.29%	19.59%	27.27%	12.96%	22.37%	27.80%	23.53%	20.88%	26.32%	16.67%	13.64%	53.85%	11.76%	11.36%	16.07%	26.87%	16.13%	12.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	2	6	3	1	2	2	2	1	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0									
		0.51%	0.40%	1.29%	0.59%	0.60%	0.69%	0.98%	0.56%	0.52%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	5	3	10	1	2	5	5	2	2	6	1	3	0	0	0	3	1	1	1	0	1	0	1	0									
		1.12%	1.01%	0.65%	1.97%	0.60%	0.69%	2.44%	1.40%	1.03%	3.64%	2.22%	1.32%	1.24%	0.00%	0.00%	0.00%	0.94%	0.91%	3.85%	1.47%	0.00%	0.36%	0.00%	1.61%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	2	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0									
		0.21%	0.40%	0.43%	0.00%	0.00%	0.00%	0.00%	0.56%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.91%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	23	29	21	13	13	9	13	10	0	8	1	2	0	0	1	7	2	0	3	1	6	1	0	0									
		3.44%	4.64%	6.24%	4.14%	7.83%	4.47%	4.39%	3.64%	5.15%	0.00%	2.96%	1.32%	0.83%	0.00%	0.00%	2.63%	2.20%	1.82%	0.00%	4.41%	2.27%	2.14%	0.75%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	527	64	50	78	23	38	22	46	15	7	28	12	20	10	6	7	32	15	1	6	2	26	3	8	8									
		11.13%	12.90%	10.75%	15.38%	13.86%	13.06%	10.73%	12.89%	7.73%	12.73%	10.37%	15.79%	8.30%	11.76%	6.59%	18.42%	10.06%	13.64%	3.85%	8.82%	4.55%	9.29%	2.24%	12.90%	5.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	2	1	1	0	1	1	2	0	1	1	1	1	2	3	0	2	2	0	0	0	1	0	0	4									
		0.55%	0.40%	0.22%	0.20%	0.00%	0.34%	0.49%	0.56%	0.00%	1.82%	0.37%	1.32%	0.41%	2.35%	3.30%	0.00%	0.63%	1.82%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	2.53%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	770	71	98	93	20	61	38	48	28	7	41	8	33	10	10	5	43	21	0	10	12	44	27	18	24									
		16.26%	14.31%	21.08%	18.34%	12.05%	20.96%	18.54%	13.45%	14.43%	12.73%	15.19%	10.53%	13.69%	11.76%	10.99%	13.16%	13.52%	19.09%	0.00%	14.71%	27.27%	15.71%	20.15%	29.03%	15.19%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
