Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    Шацкая																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	550	5	10	5	3	2	3	2	12	5	4	15	2	6	30	20	7	2	2	13	2	12	11	10	7	18	3	16	10	5	2	4	8	7	8	8	7	2	5	17	7	2	2	4	2	6	3	2	5	5	6	22	28	4	30	30	30	30	4	15	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	68	0	4	0	0	0	0	0	1	1	0	0	0	1	2	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	5	19	12	9	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	3	2	2	0	0	0	0	2	1	1	0	0	2	0	0	1	0	0	3	2	0	1	1	1	2	0	1	1	0	1	0	1	0	2	3	1	1	1	1	1	2	1	1	1	2	2	1	1	1	0	2	1	1	2	0	0	1	2	3	0					
14	Число погашенных открепительных удостоверений	482	5	6	5	3	2	3	2	11	4	4	15	2	5	28	14	7	2	2	13	2	12	11	10	7	17	3	16	9	5	2	3	8	7	8	8	7	2	5	17	7	2	2	4	2	6	3	2	5	5	5	21	26	4	25	11	18	21	4	14	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	250	3	5	1	1	3	2	1	5	3	4	8	0	8	8	7	2	0	1	7	0	6	5	7	5	6	3	2	2	5	3	1	2	2	6	13	5	0	3	49	0	0	0	1	1	2	4	0	0	3	3	6	3	0	3	8	6	3	4	6	3					
		1.72%	1.37%	1.51%	0.81%	1.25%	3.75%	1.66%	2.27%	1.42%	1.49%	3.03%	2.39%	0.0%	4.37%	1.22%	1.33%	0.98%	0.0%	2.0%	2.09%	0.0%	2.32%	2.52%	2.88%	3.18%	1.57%	2.85%	0.72%	0.84%	2.59%	3.03%	0.77%	0.97%	0.93%	2.40%	3.90%	1.94%	0.0%	1.64%	10.25%	0.0%	0.0%	0.0%	0.58%	1.88%	0.99%	3.60%	0.0%	0.0%	2.5%	1.42%	1.36%	0.58%	0.0%	0.44%	1.02%	0.97%	0.45%	2.53%	1.23%	2.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	141	0	2	0	0	0	2	0	3	7	1	2	1	1	4	1	3	0	0	5	0	9	3	2	4	7	0	4	2	3	0	0	1	1	1	2	0	0	0	3	1	1	1	2	1	2	1	0	0	0	1	3	11	0	6	9	11	12	1	4	0					
		0.97%	0.0%	0.60%	0.0%	0.0%	0.0%	1.66%	0.0%	0.85%	3.48%	0.75%	0.59%	1.36%	0.54%	0.61%	0.19%	1.47%	0.0%	0.0%	1.49%	0.0%	3.48%	1.51%	0.82%	2.54%	1.84%	0.0%	1.44%	0.84%	1.55%	0.0%	0.0%	0.48%	0.46%	0.40%	0.60%	0.0%	0.0%	0.0%	0.62%	0.46%	1.51%	1.0%	1.16%	1.88%	0.99%	0.90%	0.0%	0.0%	0.0%	0.47%	0.68%	2.13%	0.0%	0.88%	1.15%	1.77%	1.80%	0.63%	0.82%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1678	11	37	10	5	17	7	18	44	1	2	24	1	29	84	61	21	3	0	49	9	23	17	26	21	46	29	32	21	27	23	1	32	14	57	25	31	4	9	58	30	3	4	17	5	15	27	21	23	7	24	86	68	11	98	68	100	62	16	49	15					
		11.57%	5.04%	11.17%	8.13%	6.25%	21.25%	5.83%	40.90%	12.5%	0.49%	1.51%	7.18%	1.36%	15.84%	12.90%	11.59%	10.29%	4.54%	0.0%	14.67%	11.39%	8.91%	8.58%	10.69%	13.37%	12.10%	27.61%	11.55%	8.82%	13.98%	23.23%	0.77%	15.60%	6.51%	22.89%	7.50%	12.06%	5.97%	4.94%	12.13%	14.01%	4.54%	4.0%	9.94%	9.43%	7.42%	24.32%	25.0%	16.31%	5.83%	11.42%	19.54%	13.17%	8.46%	14.41%	8.75%	16.18%	9.30%	10.12%	10.10%	13.51%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	164	1	2	0	0	2	0	0	6	6	1	13	0	0	4	2	0	0	0	10	0	4	1	2	2	8	1	3	3	1	0	4	1	0	0	4	1	0	1	4	4	0	2	2	1	1	0	0	1	0	0	5	8	1	9	8	8	13	3	11	0					
		1.13%	0.45%	0.60%	0.0%	0.0%	2.5%	0.0%	0.0%	1.70%	2.98%	0.75%	3.89%	0.0%	0.0%	0.61%	0.38%	0.0%	0.0%	0.0%	2.99%	0.0%	1.55%	0.50%	0.82%	1.27%	2.10%	0.95%	1.08%	1.26%	0.51%	0.0%	3.10%	0.48%	0.0%	0.0%	1.20%	0.38%	0.0%	0.54%	0.83%	1.86%	0.0%	2.0%	1.16%	1.88%	0.49%	0.0%	0.0%	0.70%	0.0%	0.0%	1.13%	1.55%	0.76%	1.32%	1.02%	1.29%	1.95%	1.89%	2.26%	0.0%					
22	"5. ""За Русь Святую"""	104	0	2	2	0	0	1	0	3	3	3	2	0	3	5	0	0	0	0	4	1	2	2	0	0	7	0	0	0	0	2	0	0	0	2	1	2	0	0	7	6	0	0	1	0	1	2	0	0	0	1	4	2	3	1	2	6	2	0	14	5					
		0.71%	0.0%	0.60%	1.62%	0.0%	0.0%	0.83%	0.0%	0.85%	1.49%	2.27%	0.59%	0.0%	1.63%	0.76%	0.0%	0.0%	0.0%	0.0%	1.19%	1.26%	0.77%	1.01%	0.0%	0.0%	1.84%	0.0%	0.0%	0.0%	0.0%	2.02%	0.0%	0.0%	0.0%	0.80%	0.30%	0.77%	0.0%	0.0%	1.46%	2.80%	0.0%	0.0%	0.58%	0.0%	0.49%	1.80%	0.0%	0.0%	0.0%	0.47%	0.90%	0.38%	2.30%	0.14%	0.25%	0.97%	0.30%	0.0%	2.88%	4.50%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0	2	0	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0					
		0.16%	0.0%	0.30%	0.81%	1.25%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.29%	0.0%	0.0%	0.50%	0.0%	0.63%	0.0%	0.0%	0.36%	0.0%	0.51%	1.01%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	1.49%	0.0%	0.0%	0.93%	0.0%	0.0%	1.16%	1.88%	0.49%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.15%	0.63%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	50	0	1	0	0	1	0	0	3	0	0	1	0	2	3	1	2	0	0	1	0	3	0	0	1	2	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	2	0	2	7	5	4	0	1	0					
		0.34%	0.0%	0.30%	0.0%	0.0%	1.25%	0.0%	0.0%	0.85%	0.0%	0.0%	0.29%	0.0%	1.09%	0.46%	0.19%	0.98%	0.0%	0.0%	0.29%	0.0%	1.16%	0.0%	0.0%	0.63%	0.52%	0.0%	0.36%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.83%	0.0%	0.0%	0.38%	0.0%	0.29%	0.90%	0.80%	0.60%	0.0%	0.20%	0.0%					
25	"8. ""Народно-республиканская партия России"""	32	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	0	0	2	0	0	2	1	1	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	3	2	1	0	0	1	0	1	0	0	0	0	0	2	2	0					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	1.51%	0.29%	0.0%	0.54%	0.15%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	1.01%	0.41%	0.63%	0.0%	0.95%	0.0%	0.0%	0.51%	0.0%	0.0%	0.97%	0.0%	0.0%	0.30%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	1.48%	1.80%	1.19%	0.0%	0.0%	0.47%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	1.26%	0.41%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	34	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	2	0	1	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	1	0	3	1	2	3	0	1	0					
		0.23%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	1.01%	0.0%	0.63%	0.26%	0.95%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.77%	0.0%	2.70%	0.0%	0.0%	0.0%	0.47%	0.0%	0.19%	0.0%	0.44%	0.12%	0.32%	0.45%	0.0%	0.20%	0.0%					
27	"10. ""Аграрная партия России"""	1613	20	86	25	20	6	7	0	107	20	11	49	8	10	33	32	17	0	44	23	4	12	19	25	5	37	34	24	9	29	11	87	40	30	22	53	45	5	42	44	11	6	12	40	13	16	12	7	14	54	47	49	29	4	31	32	32	31	17	29	32					
		11.12%	9.17%	25.98%	20.32%	25.0%	7.5%	5.83%	0.0%	30.39%	9.95%	8.33%	14.67%	10.95%	5.46%	5.06%	6.08%	8.33%	0.0%	88.0%	6.88%	5.06%	4.65%	9.59%	10.28%	3.18%	9.73%	32.38%	8.66%	3.78%	15.02%	11.11%	67.44%	19.51%	13.95%	8.83%	15.91%	17.50%	7.46%	23.07%	9.20%	5.14%	9.09%	12.0%	23.39%	24.52%	7.92%	10.81%	8.33%	9.92%	45.0%	22.38%	11.13%	5.62%	3.07%	4.55%	4.11%	5.17%	4.65%	10.75%	5.97%	28.82%					
28	"11. ""Истинные патриоты России"""	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.48%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.14%	0.12%	0.16%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	176	0	7	2	0	2	3	0	11	3	4	5	0	4	6	3	3	0	0	6	0	1	3	4	4	6	0	5	2	4	1	1	3	5	1	6	3	0	0	4	4	0	0	8	0	1	1	1	2	2	3	8	5	0	5	6	3	10	4	1	0					
		1.21%	0.0%	2.11%	1.62%	0.0%	2.5%	2.5%	0.0%	3.12%	1.49%	3.03%	1.49%	0.0%	2.18%	0.92%	0.57%	1.47%	0.0%	0.0%	1.79%	0.0%	0.38%	1.51%	1.64%	2.54%	1.57%	0.0%	1.80%	0.84%	2.07%	1.01%	0.77%	1.46%	2.32%	0.40%	1.80%	1.16%	0.0%	0.0%	0.83%	1.86%	0.0%	0.0%	4.67%	0.0%	0.49%	0.90%	1.19%	1.41%	1.66%	1.42%	1.81%	0.96%	0.0%	0.73%	0.77%	0.48%	1.50%	2.53%	0.20%	0.0%					
30	"13. ""Демократическая партия России"""	51	1	2	0	0	0	1	0	2	1	5	1	0	0	2	2	5	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	2	2	1	0	4	1	5	3	0	0	0					
		0.35%	0.45%	0.60%	0.0%	0.0%	0.0%	0.83%	0.0%	0.56%	0.49%	3.78%	0.29%	0.0%	0.0%	0.30%	0.38%	2.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.27%	0.52%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.38%	0.0%	0.0%	0.20%	0.46%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	0.95%	0.45%	0.19%	0.0%	0.58%	0.12%	0.80%	0.45%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	1	0	0	0	0	0	0	0	0	0	0	0	2	1	5	1	0	0	1	0	1	0	4	2	0	0	0	0	1	1	1	1	0	1	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0					
		0.22%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.15%	0.95%	0.49%	0.0%	0.0%	0.29%	0.0%	0.38%	0.0%	1.64%	1.27%	0.0%	0.0%	0.0%	0.0%	0.51%	1.01%	0.77%	0.48%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.41%	0.93%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.16%	0.15%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	12	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.54%	0.15%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.12%	0.32%	0.0%	0.63%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	793	5	5	3	6	2	2	0	24	14	12	16	0	10	38	29	9	2	0	32	5	7	9	6	9	23	2	16	11	4	5	4	8	14	3	6	1	1	3	33	9	2	4	14	3	16	7	0	3	2	2	21	50	0	44	65	35	64	7	44	22					
		5.47%	2.29%	1.51%	2.43%	7.5%	2.5%	1.66%	0.0%	6.81%	6.96%	9.09%	4.79%	0.0%	5.46%	5.83%	5.51%	4.41%	3.03%	0.0%	9.58%	6.32%	2.71%	4.54%	2.46%	5.73%	6.05%	1.90%	5.77%	4.62%	2.07%	5.05%	3.10%	3.90%	6.51%	1.20%	1.80%	0.38%	1.49%	1.64%	6.90%	4.20%	3.03%	4.0%	8.18%	5.66%	7.92%	6.30%	0.0%	2.12%	1.66%	0.95%	4.77%	9.68%	0.0%	6.47%	8.36%	5.66%	9.60%	4.43%	9.07%	19.81%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	63	1	2	3	0	0	0	0	3	1	1	2	0	0	4	4	1	0	0	4	1	0	1	0	2	0	0	1	2	2	2	0	1	2	2	1	3	0	0	2	0	0	0	1	0	0	1	0	3	0	3	0	1	1	0	3	2	0	0	0	0					
		0.43%	0.45%	0.60%	2.43%	0.0%	0.0%	0.0%	0.0%	0.85%	0.49%	0.75%	0.59%	0.0%	0.0%	0.61%	0.76%	0.49%	0.0%	0.0%	1.19%	1.26%	0.0%	0.50%	0.0%	1.27%	0.0%	0.0%	0.36%	0.84%	1.03%	2.02%	0.0%	0.48%	0.93%	0.80%	0.30%	1.16%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.90%	0.0%	2.12%	0.0%	1.42%	0.0%	0.19%	0.76%	0.0%	0.38%	0.32%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1401	11	42	8	3	1	18	0	20	26	5	35	7	19	63	43	22	3	0	51	9	14	10	18	6	36	4	37	22	30	7	2	15	21	18	44	11	10	8	27	14	2	11	21	7	19	8	8	11	7	19	39	67	10	96	135	72	90	12	22	5					
		9.66%	5.04%	12.68%	6.50%	3.75%	1.25%	15.0%	0.0%	5.68%	12.93%	3.78%	10.47%	9.58%	10.38%	9.67%	8.17%	10.78%	4.54%	0.0%	15.26%	11.39%	5.42%	5.05%	7.40%	3.82%	9.47%	3.80%	13.35%	9.24%	15.54%	7.07%	1.55%	7.31%	9.76%	7.22%	13.21%	4.28%	14.92%	4.39%	5.64%	6.54%	3.03%	11.0%	12.28%	13.20%	9.40%	7.20%	9.52%	7.80%	5.83%	9.04%	8.86%	12.98%	7.69%	14.11%	17.37%	11.65%	13.51%	7.59%	4.53%	4.50%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	225	3	9	2	0	0	3	0	5	5	0	1	0	1	9	12	3	1	0	2	2	1	3	3	3	6	5	4	4	9	3	5	1	2	1	3	3	1	3	7	2	1	0	2	0	5	1	1	2	1	4	12	3	1	17	19	13	9	0	7	0					
		1.55%	1.37%	2.71%	1.62%	0.0%	0.0%	2.5%	0.0%	1.42%	2.48%	0.0%	0.29%	0.0%	0.54%	1.38%	2.28%	1.47%	1.51%	0.0%	0.59%	2.53%	0.38%	1.51%	1.23%	1.91%	1.57%	4.76%	1.44%	1.68%	4.66%	3.03%	3.87%	0.48%	0.93%	0.40%	0.90%	1.16%	1.49%	1.64%	1.46%	0.93%	1.51%	0.0%	1.16%	0.0%	2.47%	0.90%	1.19%	1.41%	0.83%	1.90%	2.72%	0.58%	0.76%	2.5%	2.44%	2.10%	1.35%	0.0%	1.44%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	4330	125	79	52	28	34	57	5	73	42	39	129	28	44	279	223	64	50	4	88	17	66	34	100	64	115	18	97	68	34	17	17	15	43	91	140	90	34	55	140	59	25	19	24	10	31	15	12	52	14	56	130	135	34	223	257	157	198	71	81	29					
		29.86%	57.33%	23.86%	42.27%	35.0%	42.5%	47.5%	11.36%	20.73%	20.89%	29.54%	38.62%	38.35%	24.04%	42.85%	42.39%	31.37%	75.75%	8.0%	26.34%	21.51%	25.58%	17.17%	41.15%	40.76%	30.26%	17.14%	35.01%	28.57%	17.61%	17.17%	13.17%	7.31%	20.0%	36.54%	42.04%	35.01%	50.74%	30.21%	29.28%	27.57%	37.87%	19.0%	14.03%	18.86%	15.34%	13.51%	14.28%	36.87%	11.66%	26.66%	29.54%	26.16%	26.15%	32.79%	33.07%	25.40%	29.72%	44.93%	16.70%	26.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	46	1	0	1	0	0	0	0	2	0	0	1	0	2	3	3	1	0	0	3	0	4	4	0	0	0	1	0	1	0	0	0	2	1	1	0	1	0	1	3	1	0	0	0	0	2	0	0	0	0	0	2	0	0	1	1	1	1	1	0	0					
		0.31%	0.45%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.29%	0.0%	1.09%	0.46%	0.57%	0.49%	0.0%	0.0%	0.89%	0.0%	1.55%	2.02%	0.0%	0.0%	0.0%	0.95%	0.0%	0.42%	0.0%	0.0%	0.0%	0.97%	0.46%	0.40%	0.0%	0.38%	0.0%	0.54%	0.62%	0.46%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.14%	0.12%	0.16%	0.15%	0.63%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	38	0	3	0	2	1	0	0	0	0	0	0	0	2	1	0	2	0	0	2	0	1	3	1	0	2	0	1	1	0	0	0	1	0	0	0	1	0	0	2	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	2	3	1	1	0	0					
		0.26%	0.0%	0.90%	0.0%	2.5%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.15%	0.0%	0.98%	0.0%	0.0%	0.59%	0.0%	0.38%	1.51%	0.41%	0.0%	0.52%	0.0%	0.36%	0.42%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.41%	0.46%	0.0%	1.0%	0.58%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.25%	0.48%	0.15%	0.63%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2441	30	28	9	9	10	13	20	28	60	41	26	21	31	73	65	39	7	1	32	31	81	68	34	16	60	2	37	74	28	18	5	67	63	39	25	47	11	37	59	54	18	44	22	4	51	12	27	17	19	40	48	76	64	92	94	107	109	8	190	0					
