9	Число недействительных избирательных бюллетеней	3242	6	13	1	212	20	13	6	3	8	8	17	11	89	20	18	0	20	20	1	25	22	6	14	14	21	19	23	13	13	8	13	24	9	393	14	10	32	22	1	0	17	0	17	1	2	722	22	18	18	501	14	7	7	16	23	64	15	8	410	17	16	5	0	6	13	11	15	17	17	14	10	12	14	11					
10	Число действительных избирательных бюллетеней	80781	686	1101	120	1018	1292	991	450	148	1102	659	1657	2299	2023	1403	1273	78	1909	1942	92	1831	1977	1439	1369	1314	1332	1567	1907	1093	830	923	1731	1089	1340	1013	1379	1200	1658	1323	141	231	887	81	1539	121	908	1372	1179	1270	862	1264	1005	928	1480	1369	1572	1258	1206	873	1360	983	1437	591	151	513	743	1061	1062	849	1320	1029	782	1049	892	855					
11	Число полученных открепительных  удостоверений	1931	25	23	0	28	35	25	12	0	77	15	45	77	43	47	41	0	82	35	0	30	32	20	35	20	33	30	30	40	30	20	39	35	28	22	20	25	30	40	0	0	0	0	35	0	25	46	27	30	20	45	23	25	20	29	42	21	20	25	27	20	25	15	0	12	20	28	25	15	30	25	22	20	30	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1931	25	23	0	28	35	25	12	0	77	15	45	77	43	47	41	0	82	35	0	30	32	20	35	20	33	30	30	40	30	20	39	35	28	22	20	25	30	40	0	0	0	0	35	0	25	46	27	30	20	45	23	25	20	29	42	21	20	25	27	20	25	15	0	12	20	28	25	15	30	25	22	20	30	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1417	11	11	19	10	17	14	19	26	9	18	9	16	39	21	16	28	27	10	25	17	26	7	10	4	10	8	30	37	14	18	17	12	15	3	9	28	8	10	22	14	99	5	26	35	8	7	72	39	7	21	14	17	16	44	12	5	40	13	38	16	26	16	13	11	26	14	14	12	12	4	23	13	11	24					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	1634	8	18	0	17	35	16	7	0	12	15	28	37	27	39	22	0	50	31	0	37	28	36	26	25	23	23	31	17	20	20	40	16	34	25	19	40	40	29	0	0	0	0	26	0	16	42	35	35	21	19	23	22	24	29	41	17	27	18	25	31	46	18	0	6	18	27	32	10	40	25	13	25	14	18					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																	
18	Богданов Андрей Владимирович	1108	4	11	8	6	30	20	10	1	15	9	21	24	26	28	30	1	21	24	2	20	24	20	20	10	17	25	30	9	18	13	19	8	11	9	12	21	21	26	3	3	16	3	17	2	1	25	19	22	14	20	11	15	14	26	25	12	16	13	18	9	14	7	3	11	11	12	24	13	21	11	7	17	15	14					
		1.32%	0.58%	0.99%	6.61%	0.49%	2.29%	1.99%	2.19%	0.66%	1.35%	1.35%	1.25%	1.04%	1.23%	1.97%	2.32%	1.28%	1.09%	1.22%	2.15%	1.08%	1.20%	1.38%	1.45%	0.75%	1.26%	1.58%	1.55%	0.81%	2.14%	1.40%	1.09%	0.72%	0.82%	0.64%	0.86%	1.74%	1.24%	1.93%	2.11%	1.30%	1.77%	3.70%	1.09%	1.64%	0.11%	1.19%	1.58%	1.71%	1.59%	1.13%	1.08%	1.60%	0.94%	1.88%	1.57%	0.91%	1.31%	1.48%	1.02%	0.90%	0.96%	1.17%	1.99%	2.12%	1.46%	1.12%	2.23%	1.50%	1.57%	1.05%	0.88%	1.60%	1.66%	1.62%					
19	Жириновский Владимир Вольфович	7631	67	174	11	83	161	99	48	12	124	58	149	145	148	145	99	6	144	166	3	163	164	91	125	113	108	148	132	120	106	117	137	102	126	72	98	144	142	139	9	12	84	6	151	7	51	158	140	167	76	131	102	125	122	151	190	81	128	91	94	126	139	53	15	49	88	131	108	84	120	95	76	118	99	65					
		9.08%	9.68%	15.62%	9.09%	6.75%	12.27%	9.86%	10.53%	7.95%	11.17%	8.70%	8.90%	6.28%	7.01%	10.19%	7.67%	7.69%	7.47%	8.46%	3.23%	8.78%	8.20%	6.30%	9.04%	8.51%	7.98%	9.33%	6.84%	10.85%	12.57%	12.57%	7.86%	9.16%	9.34%	5.12%	7.04%	11.90%	8.40%	10.33%	6.34%	5.19%	9.29%	7.41%	9.70%	5.74%	5.60%	7.55%	11.66%	12.97%	8.64%	7.42%	10.01%	13.37%	8.20%	10.90%	11.91%	6.13%	10.48%	10.33%	5.31%	12.60%	9.57%	8.89%	9.93%	9.44%	11.64%	12.22%	10.03%	9.70%	8.98%	9.11%	9.60%	11.12%	10.93%	7.51%					
20	Зюганов Геннадий Андреевич	16536	116	198	17	221	323	270	106	39	195	137	306	209	336	337	277	26	288	317	16	360	357	335	318	251	221	340	383	220	164	219	294	229	274	227	269	311	378	343	25	58	162	12	304	14	80	336	291	328	218	294	298	224	242	273	331	138	260	181	220	213	280	128	37	116	150	253	238	181	325	285	208	248	204	154					
		19.68%	16.76%	17.77%	14.05%	17.97%	24.62%	26.89%	23.25%	25.83%	17.57%	20.54%	18.28%	9.05%	15.91%	23.68%	21.46%	33.33%	14.93%	16.16%	17.20%	19.40%	17.86%	23.18%	22.99%	18.90%	16.33%	21.44%	19.84%	19.89%	19.45%	23.52%	16.86%	20.58%	20.31%	16.15%	19.31%	25.70%	22.37%	25.50%	17.61%	25.11%	17.92%	14.81%	19.54%	11.48%	8.79%	16.05%	24.23%	25.47%	24.77%	16.66%	29.24%	23.96%	16.27%	19.71%	20.75%	10.44%	21.29%	20.54%	12.43%	21.30%	19.27%	21.48%	24.50%	22.35%	19.84%	23.60%	22.10%	20.90%	24.31%	27.33%	26.26%	23.37%	22.52%	17.78%					
21	Медведев Дмитрий Анатольевич	55506	499	718	84	708	778	602	286	96	768	455	1181	1921	1513	893	867	45	1456	1435	71	1288	1432	993	906	940	986	1054	1362	744	542	574	1281	750	929	705	1000	724	1117	815	104	158	625	60	1067	98	776	853	729	753	554	819	594	564	1102	919	1026	1027	802	588	1028	635	1004	403	96	337	494	665	692	571	854	638	491	666	574	622					
		66.06%	72.11%	64.45%	69.42%	57.56%	59.30%	59.96%	62.72%	63.58%	69.19%	68.22%	70.55%	83.16%	71.64%	62.75%	67.16%	57.69%	75.48%	73.14%	76.34%	69.40%	71.64%	68.72%	65.51%	70.78%	72.88%	66.46%	70.57%	67.27%	64.29%	61.65%	73.45%	67.39%	68.87%	50.14%	71.79%	59.83%	66.09%	60.59%	73.24%	68.40%	69.14%	74.07%	68.57%	80.33%	85.27%	40.74%	60.70%	58.46%	62.95%	46.40%	58.29%	60.32%	74.11%	66.35%	64.33%	77.69%	65.68%	66.74%	58.08%	63.50%	69.10%	67.62%	63.58%	64.93%	65.34%	62.03%	64.25%	65.94%	63.87%	61.17%	61.99%	62.77%	63.36%	71.82%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
