Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Дивеевская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7913	449	227	277	1215	1099	1074	225	229	138	239	359	66	178	145	142	1140	112	153	352	94									
		76.50%	81.19%	82.55%	76.52%	81.00%	71.32%	75.63%	64.47%	75.58%	83.13%	69.88%	84.67%	71.74%	90.36%	69.71%	75.13%	74.61%	76.71%	77.27%	83.61%	72.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	0	2	0	2	6	1	0	0	0	0	0	1	0	3	2	1	0	0	0									
		0.17%	0.00%	0.00%	0.55%	0.00%	0.13%	0.42%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	1.59%	0.13%	0.68%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.06%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	500	22	17	33	60	61	105	30	29	15	13	14	5	2	22	14	10	8	3	27	10									
		4.83%	3.98%	6.18%	9.12%	4.00%	3.96%	7.39%	8.60%	9.57%	9.04%	3.80%	3.30%	5.43%	1.02%	10.58%	7.41%	0.65%	5.48%	1.52%	6.41%	7.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	1	0	0	0	3	4	2	0	0	0	0	0	0	0	0	15	0	0	3	0									
		0.27%	0.18%	0.00%	0.00%	0.00%	0.19%	0.28%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.71%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	0	0	0	3	8	3	1	0	0	0	2	0	0	1	0	2	2	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.20%	0.52%	0.21%	0.29%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.48%	0.00%	0.13%	1.37%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	1	1	2	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0									
		0.09%	0.00%	0.00%	0.28%	0.07%	0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	3	0	0	4	13	5	7	2	0	0	0	1	1	0	0	0	0	0	2	0									
		0.37%	0.54%	0.00%	0.00%	0.27%	0.84%	0.35%	2.01%	0.66%	0.00%	0.00%	0.00%	1.09%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1324	43	31	33	137	261	135	37	20	12	90	25	18	12	25	16	335	14	40	19	21									
		12.80%	7.78%	11.27%	9.12%	9.13%	16.94%	9.51%	10.60%	6.60%	7.23%	26.32%	5.90%	19.57%	6.09%	12.02%	8.47%	21.92%	9.59%	20.20%	4.51%	16.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	4	0	1	1	8	6	1	0	0	0	2	0	0	1	0	3	0	0	1	0									
		0.27%	0.72%	0.00%	0.28%	0.07%	0.52%	0.42%	0.29%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.48%	0.00%	0.20%	0.00%	0.00%	0.24%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	101	7	0	1	29	13	23	7	1	0	0	6	0	0	0	1	2	4	2	2	3									
		0.98%	1.27%	0.00%	0.28%	1.93%	0.84%	1.62%	2.01%	0.33%	0.00%	0.00%	1.42%	0.00%	0.00%	0.00%	0.53%	0.13%	2.74%	1.01%	0.48%	2.31%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
