Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Красноармейская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321					
		0.16%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	1.33%	0.0%	0.0%	0.18%	0.0%	0.0%	2.98%	1.12%	0.0%	0.30%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	66	6	5	3	2	3	1	0	3	0	1	5	3	3	6	0	2	2	3	1	3	0	3	4	0	7					
		0.88%	0.82%	0.73%	0.51%	0.92%	1.03%	0.53%	0.0%	2.08%	0.0%	1.04%	1.74%	1.13%	1.33%	2.17%	0.0%	0.37%	0.93%	0.50%	0.74%	3.37%	0.0%	0.91%	1.76%	0.0%	1.62%					
30	"13. ""Демократическая партия России"""	21	0	3	2	2	1	0	1	2	0	0	3	0	0	0	0	4	0	0	0	0	0	0	1	1	1					
		0.28%	0.0%	0.44%	0.34%	0.92%	0.34%	0.0%	0.31%	1.38%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.62%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	0	1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	1	0	2	2	4	2					
		0.29%	0.0%	0.14%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.74%	1.12%	0.0%	0.61%	0.88%	2.48%	0.46%					
32	"15. ""Партия СЛОН"""	15	1	1	1	0	0	0	0	0	1	0	1	0	3	1	0	0	0	1	1	0	1	1	0	0	2					
		0.20%	0.13%	0.14%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.34%	0.0%	1.33%	0.36%	0.0%	0.0%	0.0%	0.16%	0.74%	0.0%	1.42%	0.30%	0.0%	0.0%	0.46%					
33	"16. ""Родина"" (народно-патриотический союз)"""	248	25	28	20	3	14	2	15	2	8	4	7	7	3	18	9	18	2	21	3	7	1	16	5	2	8					
		3.33%	3.42%	4.11%	3.43%	1.38%	4.84%	1.07%	4.68%	1.38%	7.84%	4.16%	2.43%	2.65%	1.33%	6.52%	3.50%	3.41%	0.93%	3.51%	2.23%	7.86%	1.42%	4.89%	2.21%	1.24%	1.85%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	3	2	4	2	2	1	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	3	1	1					
		0.32%	0.41%	0.29%	0.68%	0.92%	0.69%	0.53%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.77%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	1.32%	0.62%	0.23%					
35	"18. ""ЛДПР"""	959	90	75	80	10	39	16	34	17	16	16	54	45	27	37	29	84	30	69	11	15	15	31	33	27	59					
		12.90%	12.32%	11.02%	13.72%	4.62%	13.49%	8.60%	10.62%	11.80%	15.68%	16.66%	18.81%	17.04%	12.0%	13.40%	11.28%	15.93%	14.08%	11.53%	8.20%	16.85%	21.42%	9.48%	14.60%	16.77%	13.68%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	149	15	14	10	3	7	1	7	4	1	3	4	8	11	2	5	7	4	20	4	2	0	5	9	2	1					
		2.00%	2.05%	2.05%	1.71%	1.38%	2.42%	0.53%	2.18%	2.77%	0.98%	3.12%	1.39%	3.03%	4.88%	0.72%	1.94%	1.32%	1.87%	3.34%	2.98%	2.24%	0.0%	1.52%	3.98%	1.24%	0.23%					
37	"20. ""Политическая партия ""Единая Россия"""	2393	220	205	204	75	69	39	122	51	30	35	76	84	85	91	83	146	84	209	50	12	20	146	79	60	118					
		32.20%	30.13%	30.14%	34.99%	34.72%	23.87%	20.96%	38.12%	35.41%	29.41%	36.45%	26.48%	31.81%	37.77%	32.97%	32.29%	27.70%	39.43%	34.94%	37.31%	13.48%	28.57%	44.64%	34.95%	37.26%	27.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	2	2	6	0	1	0	1	2	1	0	0	1	0	1	1	3	0	1	1	0	0	0	0	0	3					
		0.34%	0.27%	0.29%	1.02%	0.0%	0.34%	0.0%	0.31%	1.38%	0.98%	0.0%	0.0%	0.37%	0.0%	0.36%	0.38%	0.56%	0.0%	0.16%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%					
39	"22. ""Развитие предпринимательства"""	18	2	0	1	0	0	1	1	0	0	0	3	1	0	1	2	2	0	1	0	0	0	1	0	2	0					
		0.24%	0.27%	0.0%	0.17%	0.0%	0.0%	0.53%	0.31%	0.0%	0.0%	0.0%	1.04%	0.37%	0.0%	0.36%	0.77%	0.37%	0.0%	0.16%	0.0%	0.0%	0.0%	0.30%	0.0%	1.24%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1724	216	202	132	59	83	66	47	20	13	14	43	43	43	67	56	151	45	122	27	23	15	49	37	37	114					
		23.20%	29.58%	29.70%	22.64%	27.31%	28.71%	35.48%	14.68%	13.88%	12.74%	14.58%	14.98%	16.28%	19.11%	24.27%	21.78%	28.65%	21.12%	20.40%	20.14%	25.84%	21.42%	14.98%	16.37%	22.98%	26.45%					
																																
41	Против всех	354	34	32	34	23	13	8	38	12	4	3	8	5	4	11	15	32	8	26	7	6	1	9	5	3	13					
		4.76%	4.65%	4.70%	5.83%	10.64%	4.49%	4.30%	11.87%	8.33%	3.92%	3.12%	2.78%	1.89%	1.77%	3.98%	5.83%	6.07%	3.75%	4.34%	5.22%	6.74%	1.42%	2.75%	2.21%	1.86%	3.01%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
