Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Ирбитская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №2606	УИК №2608	УИК №2609					
		47.16%	63.84%	59.24%	48.29%	57.14%	61.67%	44.77%	48.52%	78.42%	43.37%	49.43%	51.02%	45.66%	49.22%	53.85%	34.29%	44.34%	59.38%	33.70%	48.13%	51.16%	32.86%	50.83%	38.62%	67.65%	26.74%	41.15%	37.57%	38.13%	44.19%	44.77%	43.24%	53.17%	37.98%	43.59%	71.84%	64.41%	60.36%	47.06%	56.96%	64.94%	71.61%	35.83%	48.39%	46.15%	43.24%	44.59%	50.48%	56.11%	61.19%	54.30%	32.88%	64.17%	64.52%	35.82%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	184	2	0	1	1	0	3	0	1	13	2	2	6	0	0	2	1	1	3	2	4	10	0	2	1	1	25	0	20	24	6	7	1	12	2	1	2	0	3	2	3	0	1	0	0	2	0	1	1	2	1	10	0	0	0					
		1.28%	0.74%	0.00%	0.31%	0.65%	0.00%	0.73%	0.00%	0.72%	3.32%	0.75%	0.68%	1.13%	0.00%	0.00%	0.64%	0.94%	1.04%	0.83%	1.25%	1.33%	1.43%	0.00%	0.42%	0.42%	1.16%	5.53%	0.00%	4.36%	4.65%	2.51%	1.89%	0.79%	5.77%	1.71%	0.49%	0.71%	0.00%	1.18%	0.37%	1.72%	0.00%	0.23%	0.00%	0.00%	2.70%	0.00%	0.32%	0.45%	2.99%	0.45%	1.25%	0.00%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
