Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Ирбитская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №2606	УИК №2608	УИК №2609					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	383	3	7	4	2	2	14	15	0	4	3	21	11	2	2	4	2	2	8	0	4	27	9	8	3	4	8	2	22	23	9	8	5	8	4	8	4	6	3	8	3	3	27	4	2	3	3	20	4	1	6	23	0	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	340	1	4	3	1	0	13	15	0	4	2	21	11	2	0	4	0	0	7	0	4	21	7	6	3	4	8	1	22	23	9	8	2	8	4	8	4	4	3	8	2	1	27	4	0	2	2	20	4	1	6	23	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	169	7	3	2	2	2	3	6	3	1	1	2	8	0	1	1	1	0	7	0	0	6	2	5	2	9	8	13	6	6	2	3	3	5	2	1	1	1	0	4	1	0	5	3	2	4	3	4	6	0	1	5	0	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	43	2	3	1	1	2	1	0	0	0	1	0	0	0	2	0	2	2	1	0	0	6	2	2	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	1	2	0	0	2	1	1	0	0	0	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	790	7	18	4	2	2	50	21	5	17	20	13	37	10	6	15	7	1	31	6	33	33	5	30	4	8	58	8	14	49	11	16	2	11	1	2	7	12	7	37	4	15	41	6	4	8	15	12	12	2	7	22	1	2	19					
		4.63%	2.08%	5.03%	0.91%	0.87%	1.39%	10.55%	3.89%	3.50%	3.89%	7.17%	3.90%	6.55%	7.69%	4.62%	4.37%	6.73%	0.99%	7.23%	3.59%	8.38%	3.93%	1.95%	5.54%	1.45%	6.78%	11.55%	4.15%	2.35%	7.46%	3.78%	3.45%	1.23%	4.53%	0.54%	0.76%	2.11%	5.02%	2.69%	5.59%	1.84%	6.82%	7.48%	5.36%	2.99%	9.20%	15.79%	3.15%	4.72%	2.33%	2.53%	2.16%	0.72%	2.99%	6.76%					
19	2.Всероссийская политическая партия «Гражданская Сила»	121	2	3	5	2	0	1	2	0	5	4	0	1	1	0	3	0	0	1	2	2	14	3	6	3	2	4	1	2	4	1	1	3	1	1	0	0	1	2	4	0	0	0	0	1	0	0	1	2	0	2	24	1	0	3					
		0.71%	0.60%	0.84%	1.14%	0.87%	0.00%	0.21%	0.37%	0.00%	1.14%	1.43%	0.00%	0.18%	0.77%	0.00%	0.87%	0.00%	0.00%	0.23%	1.20%	0.51%	1.67%	1.17%	1.11%	1.09%	1.69%	0.80%	0.52%	0.34%	0.61%	0.34%	0.22%	1.84%	0.41%	0.54%	0.00%	0.00%	0.42%	0.77%	0.60%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.26%	0.79%	0.00%	0.72%	2.36%	0.72%	0.00%	1.07%					
20	3.Политическая партия «Демократическая партия России»	18	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0					
		0.11%	0.30%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.36%	0.85%	0.00%	0.00%	0.17%	0.00%	0.34%	0.22%	0.00%	0.00%	0.54%	0.00%	0.30%	0.00%	0.38%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	861	13	21	13	13	4	32	18	7	17	10	8	34	2	1	22	3	3	11	8	30	67	8	36	4	3	31	13	63	52	15	25	12	11	8	6	16	2	9	17	4	4	41	2	4	1	10	29	9	10	9	62	0	0	8					
		5.04%	3.87%	5.87%	2.95%	5.68%	2.78%	6.75%	3.33%	4.90%	3.89%	3.58%	2.40%	6.02%	1.54%	0.77%	6.41%	2.88%	2.97%	2.56%	4.79%	7.61%	7.98%	3.11%	6.64%	1.45%	2.54%	6.18%	6.74%	10.55%	7.91%	5.15%	5.39%	7.36%	4.53%	4.35%	2.28%	4.82%	0.84%	3.46%	2.57%	1.84%	1.82%	7.48%	1.79%	2.99%	1.15%	10.53%	7.61%	3.54%	11.63%	3.25%	6.10%	0.00%	0.00%	2.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	105	0	0	1	1	0	15	1	0	1	4	0	3	0	0	2	0	0	1	0	1	14	1	3	0	0	2	0	2	2	1	3	2	1	0	0	0	8	1	3	0	6	2	0	1	0	2	4	2	0	1	7	0	0	7					
		0.62%	0.00%	0.00%	0.23%	0.44%	0.00%	3.16%	0.19%	0.00%	0.23%	1.43%	0.00%	0.53%	0.00%	0.00%	0.58%	0.00%	0.00%	0.23%	0.00%	0.25%	1.67%	0.39%	0.55%	0.00%	0.00%	0.40%	0.00%	0.34%	0.30%	0.34%	0.65%	1.23%	0.41%	0.00%	0.00%	0.00%	3.35%	0.38%	0.45%	0.00%	2.73%	0.36%	0.00%	0.75%	0.00%	2.11%	1.05%	0.79%	0.00%	0.36%	0.69%	0.00%	0.00%	2.49%					
23	6.Политическая партия «Партия социальной справедливости»	28	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	2	0	0	2	0	3	0	0	1	1	2	0	0	1	0	1	2	0	0	0	0	0	1	0	0	2	0	1	2	1	0	0					
		0.16%	0.00%	0.28%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.37%	0.00%	0.00%	0.40%	0.00%	0.50%	0.00%	0.00%	0.22%	0.61%	0.82%	0.00%	0.00%	0.30%	0.00%	0.38%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.79%	0.00%	0.36%	0.20%	0.72%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1326	19	44	19	6	10	49	48	10	35	32	14	24	12	7	37	9	13	31	16	21	80	33	48	11	15	33	18	51	57	20	40	8	14	3	15	22	19	22	53	11	18	47	7	6	9	6	24	16	4	21	100	9	7	23					
		7.77%	5.65%	12.29%	4.32%	2.62%	6.94%	10.34%	8.89%	6.99%	8.01%	11.47%	4.20%	4.25%	9.23%	5.38%	10.79%	8.65%	12.87%	7.23%	9.58%	5.33%	9.52%	12.84%	8.86%	3.99%	12.71%	6.57%	9.33%	8.54%	8.68%	6.87%	8.62%	4.91%	5.76%	1.63%	5.70%	6.63%	7.95%	8.46%	8.01%	5.07%	8.18%	8.58%	6.25%	4.48%	10.34%	6.32%	6.30%	6.30%	4.65%	7.58%	9.83%	6.52%	10.45%	8.19%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	851	13	9	17	16	12	9	18	4	10	17	28	13	3	5	25	5	11	28	16	11	62	11	23	12	8	13	13	38	41	23	33	8	16	9	8	8	9	13	30	13	10	31	7	2	9	5	16	13	2	21	54	4	1	15					
		4.98%	3.87%	2.51%	3.86%	6.99%	8.33%	1.90%	3.33%	2.80%	2.29%	6.09%	8.41%	2.30%	2.31%	3.85%	7.29%	4.81%	10.89%	6.53%	9.58%	2.79%	7.38%	4.28%	4.24%	4.35%	6.78%	2.59%	6.74%	6.37%	6.24%	7.90%	7.11%	4.91%	6.58%	4.89%	3.04%	2.41%	3.77%	5.00%	4.53%	5.99%	4.55%	5.66%	6.25%	1.49%	10.34%	5.26%	4.20%	5.12%	2.33%	7.58%	5.31%	2.90%	1.49%	5.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	90	3	4	1	1	1	2	4	0	7	1	0	5	0	1	2	0	0	2	0	4	3	2	2	2	1	2	0	2	1	1	4	2	1	0	3	2	2	2	3	2	2	2	1	0	0	0	1	2	0	3	2	1	0	1					
		0.53%	0.89%	1.12%	0.23%	0.44%	0.69%	0.42%	0.74%	0.00%	1.60%	0.36%	0.00%	0.88%	0.00%	0.77%	0.58%	0.00%	0.00%	0.47%	0.00%	1.02%	0.36%	0.78%	0.37%	0.72%	0.85%	0.40%	0.00%	0.34%	0.15%	0.34%	0.86%	1.23%	0.41%	0.00%	1.14%	0.60%	0.84%	0.77%	0.45%	0.92%	0.91%	0.36%	0.89%	0.00%	0.00%	0.00%	0.26%	0.79%	0.00%	1.08%	0.20%	0.72%	0.00%	0.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12734	278	250	373	185	114	315	424	117	335	183	268	445	102	107	234	77	71	323	117	290	560	192	388	237	80	351	140	420	444	216	335	124	178	158	227	275	181	201	504	181	163	380	89	115	59	56	291	195	66	209	729	121	57	204					
		74.59%	82.74%	69.83%	84.77%	80.79%	79.17%	66.46%	78.52%	81.82%	76.66%	65.59%	80.48%	78.76%	78.46%	82.31%	68.22%	74.04%	70.30%	75.29%	70.06%	73.60%	66.67%	74.71%	71.59%	85.87%	67.80%	69.92%	72.54%	70.35%	67.58%	74.23%	72.20%	76.07%	73.25%	85.87%	86.31%	82.83%	75.73%	77.31%	76.13%	83.41%	74.09%	69.34%	79.46%	85.82%	67.82%	58.95%	76.38%	76.77%	76.74%	75.45%	71.68%	87.68%	85.07%	72.60%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	77	0	1	5	1	0	0	3	0	5	4	0	0	0	0	1	0	2	1	0	2	3	1	3	0	0	3	0	0	3	1	5	1	5	1	2	0	3	1	3	1	0	1	0	0	0	1	1	1	0	1	10	0	0	1					
		0.45%	0.00%	0.28%	1.14%	0.44%	0.00%	0.00%	0.56%	0.00%	1.14%	1.43%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	1.98%	0.23%	0.00%	0.51%	0.36%	0.39%	0.55%	0.00%	0.00%	0.60%	0.00%	0.00%	0.46%	0.34%	1.08%	0.61%	2.06%	0.54%	0.76%	0.00%	1.26%	0.38%	0.45%	0.46%	0.00%	0.18%	0.00%	0.00%	0.00%	1.05%	0.26%	0.39%	0.00%	0.36%	0.98%	0.00%	0.00%	0.36%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
