Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Щербиновская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №5701	УИК №5702	УИК №5703	УИК №5704	УИК №5705	УИК №5706	УИК №5707	УИК №5708	УИК №5709	УИК №5710	УИК №5711	УИК №5712	УИК №5713	УИК №5714	УИК №5715	УИК №5716	УИК №5717	УИК №5718									
		1.26%	1.01%	1.41%	1.11%	1.90%	1.25%	1.38%	2.01%	1.56%	1.07%	1.01%	2.10%	0.45%	0.69%	0.73%	1.60%	0.71%	0.51%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	456	31	29	31	35	36	25	17	33	37	22	34	16	28	26	25	23	6	2									
		3.20%	3.49%	2.91%	3.14%	4.43%	5.01%	2.02%	2.27%	3.03%	3.30%	2.03%	3.97%	2.38%	3.23%	4.74%	3.08%	4.08%	3.05%	2.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	275	25	20	33	20	14	16	22	13	22	17	11	9	20	4	12	12	5	0									
		1.93%	2.82%	2.01%	3.34%	2.53%	1.95%	1.30%	2.94%	1.19%	1.96%	1.57%	1.29%	1.34%	2.31%	0.73%	1.48%	2.13%	2.54%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7387	423	512	446	365	286	686	368	597	735	659	389	425	362	320	397	286	73	58									
		51.80%	47.64%	51.46%	45.14%	46.20%	39.78%	55.55%	49.20%	54.87%	65.63%	60.74%	45.44%	63.15%	41.80%	58.39%	48.95%	50.71%	37.06%	64.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	3	8	7	5	3	6	5	8	5	5	1	0	3	0	2	2	2	0									
		0.46%	0.34%	0.80%	0.71%	0.63%	0.42%	0.49%	0.67%	0.74%	0.45%	0.46%	0.12%	0.00%	0.35%	0.00%	0.25%	0.35%	1.02%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	2	1	1	0	3	2	3	1	1	0	2	0	0	0	0	0									
		0.12%	0.11%	0.00%	0.20%	0.13%	0.14%	0.00%	0.40%	0.18%	0.27%	0.09%	0.12%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2298	185	165	151	152	127	250	148	143	132	181	121	74	164	43	121	80	51	10									
		16.11%	20.83%	16.58%	15.28%	19.24%	17.66%	20.24%	19.79%	13.14%	11.79%	16.68%	14.14%	10.99%	18.94%	7.85%	14.92%	14.18%	25.89%	11.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	2	4	4	4	2	2	2	2	1	3	5	1	4	0	2	1	1	0									
		0.28%	0.23%	0.40%	0.40%	0.51%	0.28%	0.16%	0.27%	0.18%	0.09%	0.28%	0.58%	0.15%	0.46%	0.00%	0.25%	0.18%	0.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	86	2	3	14	8	4	8	5	3	6	11	7	4	4	2	3	2	0	0									
		0.60%	0.23%	0.30%	1.42%	1.01%	0.56%	0.65%	0.67%	0.28%	0.54%	1.01%	0.82%	0.59%	0.46%	0.36%	0.37%	0.35%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	0	2	0	1	1	1	1	0	1	1	0	0	0	0	0	0									
		0.06%	0.11%	0.00%	0.00%	0.25%	0.00%	0.08%	0.13%	0.09%	0.09%	0.00%	0.12%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	5	11	8	6	4	1	4	7	7	12	6	7	4	6	1	3	8	0									
		0.70%	0.56%	1.11%	0.81%	0.76%	0.56%	0.08%	0.53%	0.64%	0.63%	1.11%	0.70%	1.04%	0.46%	1.09%	0.12%	0.53%	4.06%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2533	150	185	207	136	185	172	135	220	108	106	195	94	219	120	153	106	28	14									
		17.76%	16.89%	18.59%	20.95%	17.22%	25.73%	13.93%	18.05%	20.22%	9.64%	9.77%	22.78%	13.97%	25.29%	21.90%	18.87%	18.79%	14.21%	15.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	1	0	3	2	2	3	2	2	3	4	7	4	2	3	1	2	0	0									
		0.29%	0.11%	0.00%	0.30%	0.25%	0.28%	0.24%	0.27%	0.18%	0.27%	0.37%	0.82%	0.59%	0.23%	0.55%	0.12%	0.35%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	558	38	32	44	32	25	29	8	30	40	53	36	27	29	14	66	38	12	5									
		3.91%	4.28%	3.22%	4.45%	4.05%	3.48%	2.35%	1.07%	2.76%	3.57%	4.88%	4.21%	4.01%	3.35%	2.55%	8.14%	6.74%	6.09%	5.56%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
