Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Шолоховская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2581	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618									
		0.40%	0.37%	0.41%	0.33%	0.00%	0.87%	0.38%	0.73%	0.49%	0.67%	0.60%	0.00%	0.00%	0.00%	0.46%	0.00%	0.31%	1.09%	0.00%	0.42%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	268	24	27	6	1	2	18	30	26	35	1	2	0	4	9	2	7	6	1	21	2	1	0	12	2	1	1	7	4	0	1	7	0	1	1	1	4	1									
		2.23%	1.79%	2.76%	1.97%	1.30%	1.74%	3.40%	2.75%	2.54%	2.59%	0.60%	3.45%	0.00%	0.98%	4.15%	1.59%	2.18%	6.52%	1.45%	2.93%	1.43%	2.08%	0.00%	2.78%	3.17%	0.53%	1.82%	1.38%	3.42%	0.00%	1.85%	1.30%	0.00%	0.58%	1.28%	1.89%	1.42%	1.82%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
