Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Кошкинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535									
		13.79%	15.95%	15.60%	15.32%	14.15%	15.99%	17.27%	13.40%	16.83%	13.82%	15.32%	14.63%	14.60%	16.30%	20.48%	14.84%	14.81%	15.35%	12.50%	12.06%	4.19%	13.04%	11.11%	12.80%	11.06%	10.11%	7.24%	4.20%	8.37%	7.39%	9.82%	8.63%	21.53%	13.60%	6.53%	13.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	3	4	10	2	6	0	2	0	1	0	1	4	1	0	0	0	0	1	2	0	0	2	1	1	1	3	0	3	4	2	0	0	1	3	1									
		0.47%	0.36%	0.67%	0.94%	0.38%	0.55%	0.00%	0.28%	0.00%	0.19%	0.00%	0.30%	1.46%	0.25%	0.00%	0.00%	0.00%	0.00%	0.36%	1.01%	0.00%	0.00%	0.79%	0.30%	0.25%	0.53%	0.70%	0.00%	1.26%	1.97%	1.79%	0.00%	0.00%	0.80%	1.51%	0.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	7	6	7	3	5	5	2	1	2	0	3	2	1	0	0	0	1	2	1	0	3	3	1	0	1	4	1	0	1	0	3	1	0	0	1									
		0.53%	0.83%	1.01%	0.66%	0.57%	0.46%	0.63%	0.28%	0.48%	0.38%	0.00%	0.91%	0.73%	0.25%	0.00%	0.00%	0.00%	0.39%	0.71%	0.50%	0.00%	2.17%	1.19%	0.30%	0.00%	0.53%	0.93%	0.84%	0.00%	0.49%	0.00%	1.18%	0.69%	0.00%	0.00%	0.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	2	1	3	0	0	3	1	0	1	1	2	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	2	1	0	1	1	0									
		0.19%	0.24%	0.17%	0.28%	0.00%	0.00%	0.38%	0.14%	0.00%	0.19%	0.40%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.72%	0.40%	0.30%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	1.79%	0.39%	0.00%	0.80%	0.50%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	3	6	5	2	3	6	3	0	2	0	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	9	1	1	1	0	3	1	0	1	3									
		0.45%	0.36%	1.01%	0.47%	0.38%	0.28%	0.75%	0.42%	0.00%	0.38%	0.00%	0.30%	0.00%	0.25%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.25%	0.00%	2.10%	0.84%	0.42%	0.49%	0.00%	1.18%	0.69%	0.00%	0.50%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1995	171	105	205	90	194	165	78	13	110	51	34	37	44	15	26	33	27	30	18	42	20	37	37	57	21	84	19	42	20	17	31	17	18	48	39									
		15.91%	20.36%	17.62%	19.27%	17.21%	17.83%	20.65%	11.00%	6.25%	21.11%	20.56%	10.37%	13.50%	10.86%	9.04%	10.16%	24.44%	10.63%	10.71%	9.05%	25.15%	14.49%	14.68%	11.01%	14.32%	11.17%	19.63%	15.97%	17.57%	9.85%	15.18%	12.16%	11.81%	14.40%	24.12%	11.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	8	1	3	1	4	2	1	1	0	1	1	2	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	2	0									
		0.28%	0.95%	0.17%	0.28%	0.19%	0.37%	0.25%	0.14%	0.48%	0.00%	0.40%	0.30%	0.73%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.50%	0.00%	0.72%	0.00%	0.30%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.39%	0.00%	0.00%	1.01%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	251	21	12	22	5	25	15	7	2	11	2	2	7	5	4	9	4	3	1	0	2	6	3	9	20	6	14	4	1	4	6	5	2	0	2	10									
		2.00%	2.50%	2.01%	2.07%	0.96%	2.30%	1.88%	0.99%	0.96%	2.11%	0.81%	0.61%	2.55%	1.23%	2.41%	3.52%	2.96%	1.18%	0.36%	0.00%	1.20%	4.35%	1.19%	2.68%	5.03%	3.19%	3.27%	3.36%	0.42%	1.97%	5.36%	1.96%	1.39%	0.00%	1.01%	2.89%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
