Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Краснозерская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571					
		0.34%	0.25%	0.00%	0.28%	0.43%	0.32%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.79%	0.48%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.21%	0.00%	0.00%	0.66%	0.00%	0.00%	0.48%	0.00%	0.00%	0.93%	0.00%	0.96%	0.69%	0.00%	0.00%	0.00%	0.17%	0.00%	0.48%	0.42%	0.00%	0.00%	0.82%	0.14%	1.21%	0.00%	0.00%	0.48%					
20	3.Политическая партия «Демократическая партия России»	19	0	0	0	2	0	1	1	0	0	1	0	0	2	3	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0					
		0.10%	0.00%	0.00%	0.00%	0.43%	0.00%	0.26%	0.25%	0.00%	0.00%	0.34%	0.00%	0.00%	0.12%	0.20%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2826	47	1	97	73	28	77	38	16	20	37	18	9	282	235	200	33	36	30	10	101	39	113	17	57	103	18	57	14	74	47	90	4	20	60	21	4	7	95	16	161	99	28	103	16	79	17	3	1	75					
		14.31%	11.66%	1.52%	13.34%	15.77%	9.06%	19.79%	9.48%	7.69%	22.73%	12.71%	17.82%	4.25%	17.47%	15.47%	13.85%	30.28%	9.68%	11.41%	17.86%	15.96%	12.50%	23.44%	18.28%	10.12%	22.69%	13.14%	9.95%	6.70%	10.42%	11.44%	13.93%	3.42%	9.62%	13.73%	13.64%	5.56%	8.05%	16.38%	8.51%	25.80%	20.58%	12.50%	25.56%	13.11%	10.70%	4.11%	2.31%	1.09%	18.12%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	38	0	0	2	0	0	0	0	1	0	0	0	2	1	9	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	1	2	3	0	0	0	2	1	1	0					
		0.19%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.94%	0.06%	0.59%	0.28%	0.00%	0.00%	0.38%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.34%	0.00%	0.16%	0.42%	1.34%	0.00%	0.00%	0.00%	0.48%	0.77%	1.09%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	24	1	0	2	0	0	0	0	1	0	1	0	0	4	1	2	0	0	0	1	1	0	1	0	0	1	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
		0.12%	0.25%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.34%	0.00%	0.00%	0.25%	0.07%	0.14%	0.00%	0.00%	0.00%	1.79%	0.16%	0.00%	0.21%	0.00%	0.00%	0.22%	0.00%	0.52%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1744	25	3	44	40	23	17	47	16	8	23	6	38	152	150	135	5	44	31	5	61	42	39	3	45	21	4	39	10	28	38	78	7	17	44	10	3	5	35	36	47	63	54	48	11	52	56	11	6	19					
		8.83%	6.20%	4.55%	6.05%	8.64%	7.44%	4.37%	11.72%	7.69%	9.09%	7.90%	5.94%	17.92%	9.42%	9.87%	9.35%	4.59%	11.83%	11.79%	8.93%	9.64%	13.46%	8.09%	3.23%	7.99%	4.63%	2.92%	6.81%	4.78%	3.94%	9.25%	12.07%	5.98%	8.17%	10.07%	6.49%	4.17%	5.75%	6.03%	19.15%	7.53%	13.10%	24.11%	11.91%	9.02%	7.05%	13.53%	8.46%	6.52%	4.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1037	11	4	53	19	9	13	18	3	2	10	7	2	106	102	107	8	13	7	2	25	8	25	4	29	32	0	16	0	42	19	82	4	9	30	6	3	1	20	3	21	41	7	25	0	19	35	2	0	33					
		5.25%	2.73%	6.06%	7.29%	4.10%	2.91%	3.34%	4.49%	1.44%	2.27%	3.44%	6.93%	0.94%	6.57%	6.71%	7.41%	7.34%	3.49%	2.66%	3.57%	3.95%	2.56%	5.19%	4.30%	5.15%	7.05%	0.00%	2.79%	0.00%	5.92%	4.62%	12.69%	3.42%	4.33%	6.86%	3.90%	4.17%	1.15%	3.45%	1.60%	3.37%	8.52%	3.13%	6.20%	0.00%	2.57%	8.45%	1.54%	0.00%	7.97%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	125	0	0	3	2	1	5	4	2	2	1	1	4	7	15	7	2	1	1	0	0	2	2	1	0	8	5	3	3	3	0	2	0	6	0	3	1	0	1	2	3	6	2	7	0	2	1	0	1	3					
		0.63%	0.00%	0.00%	0.41%	0.43%	0.32%	1.29%	0.99%	0.96%	2.27%	0.34%	0.99%	1.89%	0.43%	0.99%	0.48%	1.83%	0.27%	0.38%	0.00%	0.00%	0.64%	0.41%	1.08%	0.00%	1.76%	3.65%	0.52%	1.44%	0.42%	0.00%	0.31%	0.00%	2.88%	0.00%	1.95%	1.39%	0.00%	0.17%	1.06%	0.48%	1.25%	0.89%	1.74%	0.00%	0.27%	0.24%	0.00%	1.09%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12426	274	56	487	285	191	221	265	152	54	199	58	148	971	912	902	55	258	169	34	402	192	263	59	394	237	106	417	168	503	279	318	96	132	274	109	52	60	373	117	317	244	116	208	77	537	281	111	80	213					
		62.94%	67.99%	84.85%	66.99%	61.56%	61.81%	56.81%	66.08%	73.08%	61.36%	68.38%	57.43%	69.81%	60.16%	60.04%	62.47%	50.46%	69.35%	64.26%	60.71%	63.51%	61.54%	54.56%	63.44%	69.98%	52.20%	77.37%	72.77%	80.38%	70.85%	67.88%	49.23%	82.05%	63.46%	62.70%	70.78%	72.22%	68.97%	64.31%	62.23%	50.80%	50.73%	51.79%	51.61%	63.11%	72.76%	67.87%	85.38%	86.96%	51.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	77	2	0	1	4	0	1	1	1	0	1	0	0	11	13	8	0	5	4	0	2	0	2	0	1	3	0	1	0	3	0	0	0	0	2	0	1	1	0	0	2	1	2	2	0	1	1	0	0	0					
		0.39%	0.50%	0.00%	0.14%	0.86%	0.00%	0.26%	0.25%	0.48%	0.00%	0.34%	0.00%	0.00%	0.68%	0.86%	0.55%	0.00%	1.34%	1.52%	0.00%	0.32%	0.00%	0.41%	0.00%	0.18%	0.66%	0.00%	0.17%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	1.39%	1.15%	0.00%	0.00%	0.32%	0.21%	0.89%	0.50%	0.00%	0.14%	0.24%	0.00%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
