Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    район Сокольники																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №3688	УИК №3690	УИК №3691	УИК №3692	УИК №3693	УИК №3694	УИК №3695	УИК №3696	УИК №3697									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	350	50	14	0	5	18	14	14	6	62	10	27	7	57	8	12	0	1	0	0	0	26	7	10	2									
14	Число погашенных неиспользованных открепительных удостоверений	75	9	5	5	3	2	4	5	6	6	1	1	11	7	2	8	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	4	11	1	0	0	2	0	0	4	1	19	7	2	1	27	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	462	16	32	32	28	30	25	15	31	37	32	30	46	28	23	17	3	2	1	0	1	12	1	6	14									
		3.12%	2.26%	3.46%	3.86%	3.39%	2.94%	3.46%	3.13%	3.38%	3.53%	3.50%	3.03%	5.01%	2.79%	3.41%	1.99%	2.27%	4.26%	0.85%	0.00%	3.70%	5.56%	1.01%	0.96%	2.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	274	13	11	22	11	17	15	10	25	31	9	14	15	23	15	8	4	1	3	1	0	5	2	10	9									
		1.85%	1.83%	1.19%	2.66%	1.33%	1.67%	2.08%	2.09%	2.73%	2.96%	0.98%	1.41%	1.63%	2.29%	2.22%	0.93%	3.03%	2.13%	2.54%	2.33%	0.00%	2.31%	2.02%	1.61%	1.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	454	16	27	26	31	31	32	15	33	30	23	23	27	34	19	25	11	0	7	2	0	6	5	13	18									
		3.06%	2.26%	2.92%	3.14%	3.76%	3.04%	4.43%	3.13%	3.60%	2.86%	2.51%	2.32%	2.94%	3.39%	2.81%	2.92%	8.33%	0.00%	5.93%	4.65%	0.00%	2.78%	5.05%	2.09%	2.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4602	240	249	239	206	288	204	147	269	306	233	372	294	312	198	289	55	25	48	17	12	93	41	259	206									
		31.05%	33.85%	26.95%	28.86%	24.97%	28.21%	28.25%	30.69%	29.33%	29.20%	25.46%	37.54%	32.03%	31.08%	29.33%	33.76%	41.67%	53.19%	40.68%	39.53%	44.44%	43.06%	41.41%	41.57%	30.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	329	15	20	22	23	38	15	7	18	27	14	21	13	20	18	20	3	0	3	0	2	4	1	10	15									
		2.22%	2.12%	2.16%	2.66%	2.79%	3.72%	2.08%	1.46%	1.96%	2.58%	1.53%	2.12%	1.42%	1.99%	2.67%	2.34%	2.27%	0.00%	2.54%	0.00%	7.41%	1.85%	1.01%	1.61%	2.19%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	1	4	1	3	2	3	1	2	4	1	2	5	1	2	6	3	1	1	0	0	1	0	4	6									
		0.36%	0.14%	0.43%	0.12%	0.36%	0.20%	0.42%	0.21%	0.22%	0.38%	0.11%	0.20%	0.54%	0.10%	0.30%	0.70%	2.27%	2.13%	0.85%	0.00%	0.00%	0.46%	0.00%	0.64%	0.88%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1982	101	91	91	91	124	78	50	105	101	104	125	134	112	103	124	28	5	13	6	6	39	6	142	203									
		13.37%	14.25%	9.85%	10.99%	11.03%	12.14%	10.80%	10.44%	11.45%	9.64%	11.37%	12.61%	14.60%	11.16%	15.26%	14.49%	21.21%	10.64%	11.02%	13.95%	22.22%	18.06%	6.06%	22.79%	29.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	574	22	30	32	35	42	27	14	49	33	53	37	42	29	31	37	1	0	1	3	1	2	0	29	24									
		3.87%	3.10%	3.25%	3.86%	4.24%	4.11%	3.74%	2.92%	5.34%	3.15%	5.79%	3.73%	4.58%	2.89%	4.59%	4.32%	0.76%	0.00%	0.85%	6.98%	3.70%	0.93%	0.00%	4.65%	3.50%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	637	33	43	33	50	48	23	17	39	58	52	38	41	41	36	42	0	1	3	2	0	1	5	29	2									
		4.30%	4.65%	4.65%	3.99%	6.06%	4.70%	3.19%	3.55%	4.25%	5.53%	5.68%	3.83%	4.47%	4.08%	5.33%	4.91%	0.00%	2.13%	2.54%	4.65%	0.00%	0.46%	5.05%	4.65%	0.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	47	3	1	0	0	0	5	2	0	3	2	5	6	5	1	1	0	1	0	0	0	1	0	7	4									
		0.32%	0.42%	0.11%	0.00%	0.00%	0.00%	0.69%	0.42%	0.00%	0.29%	0.22%	0.50%	0.65%	0.50%	0.15%	0.12%	0.00%	2.13%	0.00%	0.00%	0.00%	0.46%	0.00%	1.12%	0.58%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1901	77	161	116	150	185	95	76	113	153	168	111	94	119	93	105	9	2	11	1	1	2	3	27	29									
		12.83%	10.86%	17.42%	14.01%	18.18%	18.12%	13.16%	15.87%	12.32%	14.60%	18.36%	11.20%	10.24%	11.85%	13.78%	12.27%	6.82%	4.26%	9.32%	2.33%	3.70%	0.93%	3.03%	4.33%	4.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2000	99	163	133	118	107	107	82	126	183	129	139	114	168	76	116	12	4	13	6	0	36	25	20	24									
		13.49%	13.96%	17.64%	16.06%	14.30%	10.48%	14.82%	17.12%	13.74%	17.46%	14.10%	14.03%	12.42%	16.73%	11.26%	13.55%	9.09%	8.51%	11.02%	13.95%	0.00%	16.67%	25.25%	3.21%	3.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	96	6	4	5	3	3	2	4	7	6	8	11	2	4	2	6	0	0	1	0	0	6	1	10	5									
		0.65%	0.85%	0.43%	0.60%	0.36%	0.29%	0.28%	0.84%	0.76%	0.57%	0.87%	1.11%	0.22%	0.40%	0.30%	0.70%	0.00%	0.00%	0.85%	0.00%	0.00%	2.78%	1.01%	1.61%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1028	53	73	65	61	91	77	37	83	60	67	47	72	90	44	45	3	2	10	2	4	5	6	17	14									
		6.94%	7.48%	7.90%	7.85%	7.39%	8.91%	10.66%	7.72%	9.05%	5.73%	7.32%	4.74%	7.84%	8.96%	6.52%	5.26%	2.27%	4.26%	8.47%	4.65%	14.81%	2.31%	6.06%	2.73%	2.04%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
