Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Вилюйская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	0	3	3	0	1	0	3	0	0	1	1	0	1	0	1	0	1	0	0	0	1	2	0	0	2	1	2	1	1	0	3	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3740	127	120	135	144	213	183	96	248	191	20	78	70	85	93	89	144	88	55	64	66	103	59	126	76	77	70	59	135	107	139	73	145	140	122					
		35.10%	39.94%	40.27%	25.47%	35.21%	44.56%	39.44%	34.91%	41.06%	44.21%	19.42%	22.35%	19.07%	19.54%	36.19%	43.20%	43.90%	33.08%	24.34%	36.16%	31.58%	33.12%	49.17%	36.00%	38.00%	35.32%	30.84%	18.91%	46.08%	38.08%	41.49%	37.82%	39.19%	30.91%	46.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	319	4	2	13	12	4	7	3	7	9	0	55	63	60	0	7	5	4	2	1	9	3	0	5	3	2	5	7	0	2	5	1	7	6	6					
		2.99%	1.26%	0.67%	2.45%	2.93%	0.84%	1.51%	1.09%	1.16%	2.08%	0.00%	15.76%	17.17%	13.79%	0.00%	3.40%	1.52%	1.50%	0.88%	0.56%	4.31%	0.96%	0.00%	1.43%	1.50%	0.92%	2.20%	2.24%	0.00%	0.71%	1.49%	0.52%	1.89%	1.32%	2.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	0	3	4	2	0	0	2	1	0	8	5	4	1	0	1	1	2	0	1	1	1	0	0	0	1	3	1	0	0	0	1	1	2					
		0.43%	0.00%	0.00%	0.57%	0.98%	0.42%	0.00%	0.00%	0.33%	0.23%	0.00%	2.29%	1.36%	0.92%	0.39%	0.00%	0.30%	0.38%	0.88%	0.00%	0.48%	0.32%	0.83%	0.00%	0.00%	0.00%	0.44%	0.96%	0.34%	0.00%	0.00%	0.00%	0.27%	0.22%	0.77%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1308	42	43	30	52	71	69	56	96	61	7	54	61	96	36	22	37	10	10	10	27	26	27	22	19	16	45	9	22	60	41	10	24	71	26					
		12.28%	13.21%	14.43%	5.66%	12.71%	14.85%	14.87%	20.36%	15.89%	14.12%	6.80%	15.47%	16.62%	22.07%	14.01%	10.68%	11.28%	3.76%	4.42%	5.65%	12.92%	8.36%	22.50%	6.29%	9.50%	7.34%	19.82%	2.88%	7.51%	21.35%	12.24%	5.18%	6.49%	15.67%	10.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	6	3	2	2	2	2	2	0	4	1	4	3	13	0	2	4	0	0	1	1	0	1	1	2	0	0	1	1	1	2	2	0	0	2					
		0.61%	1.89%	1.01%	0.38%	0.49%	0.42%	0.43%	0.73%	0.00%	0.93%	0.97%	1.15%	0.82%	2.99%	0.00%	0.97%	1.22%	0.00%	0.00%	0.56%	0.48%	0.00%	0.83%	0.29%	1.00%	0.00%	0.00%	0.32%	0.34%	0.36%	0.60%	1.04%	0.00%	0.00%	0.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5089	133	129	342	191	183	197	115	246	162	75	145	160	168	126	85	136	163	156	100	105	174	32	195	97	122	105	229	132	110	145	106	191	233	101					
		47.77%	41.82%	43.29%	64.53%	46.70%	38.28%	42.46%	41.82%	40.73%	37.50%	72.82%	41.55%	43.60%	38.62%	49.03%	41.26%	41.46%	61.28%	69.03%	56.50%	50.24%	55.95%	26.67%	55.71%	48.50%	55.96%	46.26%	73.40%	45.05%	39.15%	43.28%	54.92%	51.62%	51.43%	38.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	2	0	3	0	1	1	1	2	0	0	0	2	2	1	1	1	0	1	0	0	2	0	0	2	1	1	2	1	1	0	1	0	1	0					
		0.28%	0.63%	0.00%	0.57%	0.00%	0.21%	0.22%	0.36%	0.33%	0.00%	0.00%	0.00%	0.54%	0.46%	0.39%	0.49%	0.30%	0.00%	0.44%	0.00%	0.00%	0.64%	0.00%	0.00%	1.00%	0.46%	0.44%	0.64%	0.34%	0.36%	0.00%	0.52%	0.00%	0.22%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
